Year,Storm Name,Storm Dates,Time,Reg,Sub Reg,Country,State,Location,Lat,Lon,Surge_m,Surge_ft,Storm_Tide_m,Storm_Tide_ft,Storm_Tide_Waves_m,Storm_Tide_Waves_ft,Datum,Type of Obs,Tropical,Confidence,Surge ID,Storm ID
1989,Hugo,Sep21-22,,5,2,US,SC,Awendaw,33.0156,-79.5928,,,,20.2,,,Above National Geodetic Vertical Datum of 1929,Seed Line/Outside,Y,3,294.1,294
1991,Bob,8/16-8/29,,5,2,US,RI,Scarborough State Beach,41.3865,-71.4754,,,4.2,,,,Relative to NGVD,,Y,2,295.2,295
1992,Danielle,9/22-9/26,,5,2,US,NC,Cape Hatteras ,35.2446,-75.5292,1.6,,,,,,Above Normal Astronomical Tide,,Y,2,298.1,298
1992,Andrew,8/16-8/28,,5,2,US,FL,East Perrine,25.6035,-80.3104,,,5.2,,,,NGVD,,Y,2,297.1,297
1993,Emily,8/31-9/1,,5,2,US,NC,Buxton (HAT),35.272,-75.5402,3.1,,,,,,Above Mean Sea Level,,Y,2,299.1,299
1994,Gordon,11/8-11/21,,5,2,US,FL,Key West (EYW),24.5547,-81.7674,2.1,,,,,,Tide Height Above Normal,,Y,2,300.1,300
1996,Fran,,,5,2,US,NC,Kure Beach,33.9892,-77.91,,,4.7,15.4,,,MSL,High water mark,Y,3,308.1,308
1996,Edouard,Aug 19- Sep 6,,5,2,US,MA,Nantucket,41.2366,-69.9869,1.22,,1.2,,,,,,Y,,307.1,307
1996,Bertha,Jul 5 -14,,5,2,US,NC,Topsail Beach,34.365,-77.6302,2.74,,2.7,,,,,,Y,,306.2,306
1996,Arthur,Jun 17 -21,,5,2,US,NC,Cape Lookout,34.6052,-76.5366,1.74,,2.1,,,,,,Y,,305.1,305
1997,Danny,7/16-7/26,,5,2,US,VA,Sewells Point,36.9467,-76.33,,,0.61,,,,Above National Geodetic Vertical Datum,,Y,2,310.1,310
1998,Mitch,10/22-11/5,,5,2,US,FL,NOAA Buoy 41010,28.906,-78.471,4.2,,,,,,Above Normal Astronomical Tide,Bouy,Y,3,312.1,312
1998,Georges,9/15-10/1,,5,2,US,FL,Cudjoe Key,24.7,-81.505,1.5-1.8,,,,,,Above Normal Astronomical Tide,,Y,2,311.11,311.1
1998,Bonnie,,,5,2,US,NC,Kure Beach,33.9739,-77.9147,,,4.2,13.8,,,MSL,High water mark,Y,3,311.1,311
1999,Irene,10/13-10/19,,5,2,US,FL,Fernandina Beach,30.6717,-81.465,0.9,,,,,,Above Normal Astronomical Tide,,Y,2,316.1,316
1999,Floyd,Sep 7 - 19,,5,2,US,NC,Oak Island,33.9163,-78.1608,2.04,,3.27,,,,,,Y,,314.1,314
1999,Dennis,Aug 24 - Sep 8,,5,2,US,NC,Oriental,35.0308,-76.6927,2.41,,2.41,,,,,,Y,,313.1,313
2001,Michelle,,,5,2,US,FL,Southeast Florida Coast,25.7971,-80.125,,3,,,,,,,Y,2,319.11,319.1
2001,Gabrielle,9/11-9/21,,5,2,US,FL,Charlotte Harbor Charlotte County,26.7067,-82.1633,1.6,,1.9,,,,Above Normal Astronomical Tide/Above NGVD,,Y,2,319.1,319
2002,Kyle,9/20-10/12,,5,2,US,SC,Charleston Harbor,32.7817,-79.925,0.6,,,,,,,,Y,2,322.1,322
2002,Gustav,Sep 8 - 15,,5,2,US,NC,Dare,35.5755,-75.4644,1.68,,1.68,,,,,,Y,,321.1,321
2003,Isabel,9/25/03,,5,2,US,NC,2507 Virginia Dare Trail,36.0467,-75.6767,4.93776,16.2,,,,,,Coastal Storm Surge - Water Line,Y,3,323.1,323
2004,Jeanne,Sep 13 - 29,,5,2,US,FL,Melbourne to Fort Pierce,,,1.83,6,,,,,,,Y,2,330.1,330
2004,Gaston,8/27-9/1,,5,2,US,SC,Bulls Bay Charleston County,33.0013,-76.5815,1.4,,,,,,Above Normal Astronomical Tide,,Y,2,327.1,327
2004,Frances,Aug 25 - Sep 10,,5,2,US,FL,Vero Beach,33.0102,-79.4358,2.44,,2.44,,,,,,Y,,326.1,326
2004,Charley,Aug 9 - 15,,5,2,US,NC,Long Beach,33.918,-78.1491,2.29,,2.29,,,,,,Y,,325.1,325
2004,Alex,Jul 31 - Aug 6,,5,2,US,NC,Buxton,35.2686,-75.5422,1.83,,1.83,,,,,,Y,,324.1,324
2005,Wilma,10/15-10/26,,5,2,US,FL,Vaca Key NOS,24.7117,-81.105,6.43,,,,,,Normal Astronomical Tide,,Y,3,334.1,334
2005,Tammy,10/5-10/6,,5,2,US,GA,Fort Pulaski NOS,32.0333,-80.9017,4.2,,,,,,Normal Astronomical Tide,,Y,3,333.2,333
2005,Ophelia,9/6-9/17,,5,2,US,FL,Mayport NOS,30.3967,-81.43,3.03,,,,,,Normal Astronomical Tide,,Y,3,332.1,332
2005,Rita,,,5,2,US,FL,Virginia Key ,25.7317,-80.1617,0.4,1.2,0.8,2.5,,,NGVD 29,Water level observation network,Y,3,331.11,331.1
2005,Katrina,,,5,2,US,FL,Virginia Key,25.7317,-80.1617,,1,0.975,3.2,,,NDVD29,NOS Tide Gauge,Y,3,331.1,331
2005,Dennis,7/4-7/13,,5,2,US,FL,Key West NOS,24.555,-81.8067,1.67,,2.97,,,,Normal Astronomical Tide/NGVD,,Y,3,330.21,330.2
2006,Ernesto,Aug 28 - Sep 1,,5,2,US,GA,Fort Pulaski,32.0333,-80.9017,,0.94,,7.07,,,NGVD 29,,Y,3,336.2,336
2006,Ernesto,Aug 28 - Sep 1,,5,2,US,GA,Fort Pulaski,32.0333,-80.9017,,0.94,,7.07,,,NGVD 29,,Y,3,336.2,336
2006,Beryl,7/18-7/21,,5,2,US,MA,Nantucket (KACK),,,0.3,,,,,,Normal Astronomical Tide,,Y,2,335.1,335
2006,Alberto,6/10-6/14,,5,2,US,GA,Fort Pulaski NOS (FPKG1),32.0333,-80.9017,0.3,,2.6,,,,Normal Astronomical Tide/NGVD,,Y,3,334.11,334.1
2007,Andrea,5/9-5/11,,5,2,US,GA,St. Simons Island NOS,31.1317,-81.3967,0.86,,0.86,,,,Normal Astronomical Tide/NGVD,,Y,3,336.11,336.1
2008,Ike,,,5,2,US,FL,Virginia Key,25.7317,-80.1617,0.35052,1.15,0.566928,1.86,,,MLLW,,Y,,340.11,340.1
2008,Hanna,Aug 28 - Sep 8,,5,2,US,NC,Wilmington,34.1572,-77.8766,1.52,,1.52,,,,,,Y,,340.1,340
2008,Fay,8/15-8/28,,5,2,US,FL,Everglades City ,25.8583,-81.3867,1.5,,,,,,,,Y,2,339.1,339
2010,Earl,Aug 24 - Sep 6,,5,2,US,NC,Hatteras Village,35.5469,-75.6113,1.31,,1.31,,,,,,Y,,342.1,342
2011,Irene,8/27/11,,5,2,US,NY,Long Beach,40.583,-73.6594,2.16,7.09,,,,,,,Y,3,344.2,344
2012,Sandy,,,5,2,US,NY,Long Beach,40.58,-73.64,,,5.33,17.48,,,NAVD88,Pressure Sensor,Y,2,,
1961,Hattie,,,5,3,BZ,,Belize City Belize,17.5019,-88.1867,4.27,14,,,,,,,Y,,,
1978,Greta,,,5,3,BZ,,North part of Stann Creek,17.0333,-88.2431,2.13,7,,,,,,,Y,,,
2000,Keith,Sep 28- Oct 6,,5,3,BZ,,Caye Caulker,17.7417,-88.0239,1.52,5,,,,,,,Y,2,,
2001,Iris,Oct 4-9,,5,3,BZ,,Placenia and Independence,16.5186,-88.3672,4.57,15,,,,,,,Y,,,
2010,Richard,Oct 21-26,,5,3,BZ,,,,,,,,,,,,,Y,,,
1974,Fifi,,,5,3,BZ/HN,,Southern Belize/ Northern Honduras,15.9614,-88.9269,3.66,12,,,,,,,Y,3,,
1998,Mitch,Oct 22- Nov 5,,5,3,HN,,State of Colon Honduras,15.9256,-85.9417,3.6,11.81,,,,,,,Y,2,,
1977,Anita,Aug 29- Sep 3,,5,3,MX,,Approximately 200 km north of Tampico MX,24.0942,-97.7319,4.57,15,,,,,,,Y,3,,
1983,Barry,Aug 23-29,,5,3,MX,,Northern Mexico Coast,25.8914,-97.1467,1.22,4,,,,,,,Y,3,,
1988,Gilbert,,,5,3,MX,,Cozumel Island,20.4006,-86.8661,5.25,17.22,,,,,,,Y,,,
1988,Gilbert,Sep 8-20,,5,3,MX,TX,Northeast Mexico just N of landfall,24.4586,-97.6878,3.96,13,,,,,,,Y,3,,
1995,Roxanne,Oct 7-21,,5,3,MX,,Yucatan Peninsula SW of Cozumel Island,20.0822,-87.4775,3.05,10,,,,,,,Y,,,
2005,Emily,Jul 11-21,,5,3,MX,,San Miguil de Cozumel,20.5086,-86.9531,4.57,15,,,,,,,Y,,,
2005,Wilma,,,5,3,MX,,,,,,,,,,,,,Y,,,
2007,Dean,Aug 13-23,,5,3,MX,,Yucatan Peninsula,19.5967,-87.7481,5.49,18,,,,,,,Y,2,,
2007,Felix,Aug 31- Sep 6,,5,3,NI,,Northern Coast of Nicaragua,14.7701,-83.3178,5.49,18,,,,,,,Y,,,
2008,Omar,,,5,4,AG,,Antigua,17.1944,-61.8744,1.07,3.5,,,,,,,Y,,,
1963,Arlene,,,5,4,BM,,Bermuda,32.2494,-64.8475,2.13,7,,,,,,,Y,,,
1999,Gert,,,5,4,BM,,Bermuda (most likely E coast),32.3026,-64.7421,0.91,3,,,,,,,Y,,,
2001,Erin,,,5,4,BM,,,,,,,,,,,,,Y,,,
2003,Fabian,,,5,4,BM,,South Shore of Bermuda,32.2492,-64.8483,3.05,10,,,,,,,Y,,,
2014,Gonzalo,,,5,4,BM,,L.F. Wade International Airport,32.3631,-64.6836,,,1.83,6,,,,,Y,,,
1965,Betsy,,,5,4,BS,,Point Simon area of NW Andros Island,25.1778,-78.1639,2.74,9,,,,,,,Y,2,,
1992,Andrew,,,5,4,BS,,Lower Bogue Bahamas,25.4939,-76.6314,4.88,16,,,,,,,Y,,,
1999,Floyd,Sep 7-19,,5,4,BS,,Grand Bahama Island,26.6914,-78.2078,1.61,5.28,,,,,,,Y,,,
2001,Michelle,,,5,4,BS,,New Providence,24.9994,-77.4919,2.44,8,,,,,,,Y,,,
2005,Wilma,,,5,4,BS,,Grand Bahama Island,26.5878,-78.8689,3.66,12,,,,,,,Y,,,
1932,Unnamed,,,5,4,CU,,Santa Cruz del Sur Camaguey,20.7008,-77.9872,6.5,21.33,,,,,,,Y,,,
2001,Michelle,,,5,4,CU,,Cayo Largo,21.6006,-81.5225,3.05,10,,,,,,,Y,,,
2004,Charley,,,5,4,CU,,Playa Cajio,22.682,-82.4621,4,13.12,,,,,,,Y,2,,
1989,Hugo,17-Sep,,5,4,FR,,Baie-Mahault Guadeloupe,16.2661,-61.5951,2.5,8.2,,,,,,,Y,,,
1988,Gilbert,,,5,4,JM,,Northeast Coast of Jamaica,18.2386,-76.6601,2.74,9,,,,,,,Y,,,
2004,Ivan,,,5,4,KY,,Grand Cayman- Cayman Islands,19.2814,-81.2456,3.05,10,,,,,,,Y,,,
2008,Paloma,Nov 5-14,,5,4,KY,,Cayman Brac,19.7103,-79.8039,2.44,8,,,,,,,Y,2,,
1960,Donna,6-Sep,,5,4,PR,,North and Eastern Coasts of Puerto Rico,,,,6,,,,,,,Y,1,,
1998,Georges,,,5,4,PR,,Fajardo Puerto Rico,18.3361,-65.6331,3.05,10,,,,,,,Y,2,,
1999,Lenny,,,5,4,VI,,Frederiksted- St. Croix- US Virgin Islands,17.7128,-64.8836,5.33,17.5,,,,,,,Y,,,
1954,Edna,September 2 - 15,,5,5,CA,NB,Saint John,45.2458,-66.0753,1.2,3.94,,,,,,,Y,,,
1963,Ginny,October 16 - 29,,5,5,CA,NB,Escuminac/Pointe-Sapin,47.0503,-64.8297,1.43,4.69,,,,,,,Y,,,
1964,Gladys,September 13 - 25,,5,5,CA,NB,Escuminac/Pointe-Sapin,47.0503,-64.8297,1.31,4.3,,,,,,,Y,,,
2000,Suptrob 13,October 25 - 29,,5,5,CA,NB,Escuminac/Pointe-Sapin,47.0503,-64.8297,1.58,5.18,,,,,,,Y,,,
2002,Gustav,September 8 - 12,,5,5,CA,PEI,Charlottetown,46.2292,-63.1317,1.35,4.43,,,,,,,Y,,,
2003,Juan,September 24 - 29,,5,5,CA,NS,Halifax,44.6333,-63.5814,1.5,4.92,,,,,,,Y,,,
2009,Bill,,,5,5,CA,NL,St. Lawrence,,,0.94,3.1,,,,,,,Y,,,
2010,Igor,,,5,5,CA,NL,St. John's Harbour,,,1.07,3.5,,,,,,,Y,,,
2012,Leslie,,,5,5,CA,NL,Argentia and St. Lawrence,,,1.1,3.61,,,,,,,Y,,,
2002,Kenna,Oct 22-26,,6,1,MX,,San Blas,21.5275,-105.24,5,16.4,,,,,,,Y,,,
1965,Doreen,Aug 19-31,,6,2,US,HI,,,,,,,,,,,,Y,,,
1992,Iniki,Sep 5-13,,6,2,US,HI,Poipu Beach,21.8758,-159.4606,1.83,6,,,,,,,Y,,,
2014,Iselle,Jul 31 - Aug 9,,6,2,US,HI,Kapoho and Vacationland,,,,,1.22,4,,,,,Y,,,
2014,Ana,,,,,,,,,,,,,,,,,,Y,,,
2011,,9-Nov,,11,,US,AK,Nome,,,,8.6,,,,,,,N,,,
1974,,Nov 11-12,,11,,US,AK,Nome,,,,13,,,,,,,N,,,
2005,,Sep,,11,,US,AK,Nome,,,,10.4,,,,,,,N,,,
2004,,Oct,,11,,US,AK,Nome,,,,10.4,,,,,,,N,,,
1985,,,,11,,CA,NU,Tuktoyaktuk,,,1.38,,,,,,,,N,,,
1978,,24-Sep,,11,,US,AK,Nome,,,2.1,,,,,,,,N,,,
1978,,7-Nov,,11,,US,AK,Nome,,,3,,,,,,,,N,,,
1970,,13-Sep,,11,,US,AK,Beaufort Sea Coast,,,,,,,3.4,,,,N,,,
