product_number,main_category,sub_category,category_detail,product_name,date_captured,year_captured
2121693,Food,Snacks & Sweets,Snack Bars,That's It® - Apple + Mango Bar,2023-09-22,2023
2122257,Food,Snacks & Sweets,Spreads,Avocado Spread,2023-09-22,2023
2121888,At Home Coffee,Whole Bean,Starbucks Reserve®,Malawi Sable Farms Starbucks Reserve® Whole Bean Coffee,2023-09-22,2023
2121562,At Home Coffee,Whole Bean,Starbucks Reserve®,Starbucks Reserve® Vietnam Da Lat Whole Bean Coffee,2023-09-22,2023
2123755,At Home Coffee,Whole Bean,Blonde Roast,Starbucks® Green Apron Blend™,2023-09-22,2023
860,At Home Coffee,Whole Bean,Blonde Roast,Veranda Blend®,2023-09-22,2023
2122186,At Home Coffee,Whole Bean,Blonde Roast,Starbucks® Blonde Espresso Roast,2023-09-22,2023
4,At Home Coffee,Whole Bean,Medium Roast,Guatemala Casi Cielo® Whole Bean Coffee,2023-09-22,2023
2123124,At Home Coffee,Whole Bean,Medium Roast,Starbucks Siren’s Blend™,2023-09-22,2023
3,At Home Coffee,Whole Bean,Medium Roast,Guatemala Antigua,2023-09-22,2023
24,At Home Coffee,Whole Bean,Medium Roast,Pike Place® Roast,2023-09-22,2023
290,At Home Coffee,Whole Bean,Medium Roast,Organic Yukon Blend®,2023-09-22,2023
581,At Home Coffee,Whole Bean,Dark Roast,Decaf Sumatra,2023-09-22,2023
15,At Home Coffee,Whole Bean,Dark Roast,Caffè Verona®,2023-09-22,2023
20,At Home Coffee,Whole Bean,Dark Roast,Espresso Roast,2023-09-22,2023
23,At Home Coffee,Whole Bean,Dark Roast,Italian Roast,2023-09-22,2023
10,At Home Coffee,Whole Bean,Dark Roast,Komodo Dragon Blend®,2023-09-22,2023
8,At Home Coffee,Whole Bean,Dark Roast,Sumatra,2023-09-22,2023
810,At Home Coffee,VIA® Instant,Flavored,VIA® Sweetened Iced Coffee,2023-09-22,2023
860,At Home Coffee,VIA® Instant,Blonde Roast,VIA® Veranda Blend™,2023-09-22,2023
24,At Home Coffee,VIA® Instant,Medium Roast,Starbucks VIA® Instant Pike Place® Roast,2023-09-22,2023
23,At Home Coffee,VIA® Instant,Dark Roast,VIA® Italian Roast,2023-09-22,2023
868,At Home Coffee,VIA® Instant,Dark Roast,VIA® Decaf Italian Roast,2023-09-22,2023
2123765,Merchandise,Cold Cups,,Dichroic Bling Plastic Cold Cup - 24 fl oz,2023-09-22,2023
2123763,Merchandise,Cold Cups,,Siren Shell Plastic Cold Cup - 24 fl oz,2023-09-22,2023
2123733,Merchandise,Cold Cups,,Green Soft Touch Stainless-Steel Cold Cup - 24 fl oz,2023-09-22,2023
2123728,Merchandise,Cold Cups,,Recycled Glass Cold Cup - 16 fl oz,2023-09-22,2023
2123336,Merchandise,Cold Cups,,Cold To-Go Cup - 24 fl oz,2023-09-22,2023
2123607,Merchandise,Cold Cups,,Siren Logo Plastic Cold Cup - 24 fl oz,2023-09-22,2023
2123715,Merchandise,Tumblers,,Copper Pin Stainless-Steel Tumbler - 20 fl oz,2023-09-22,2023
2123731,Merchandise,Tumblers,,Recycled Plastic Tumbler - 16 fl oz,2023-09-22,2023
2123291,Merchandise,Tumblers,,Siren Logo Plastic Hot Cup - 16 fl oz,2023-09-22,2023
2123716,Merchandise,Tumblers,,Drink-Thru Band Stainless-Steel Tumbler - 16 fl oz,2023-09-22,2023
2123706,Merchandise,Mugs,,Pleat Desktop Ceramic Mug - 14 fl oz,2023-09-22,2023
2123713,Merchandise,Mugs,,Glass Mug - 16 fl oz,2023-09-22,2023
2123729,Merchandise,Mugs,,Recycled Ceramic Mug - 16 fl oz,2023-09-22,2023
2123710,Merchandise,Other,,French Press,2023-09-22,2023
2123718,Merchandise,Other,,Pour Over,2023-09-22,2023
2121746,Merchandise,Other,,Small Shopping Bag,2023-09-22,2023
2123745,Drinks,Oleato™,,Oleato Golden Foam™ Cold Brew,2023-09-23,2023
2123744,Drinks,Oleato™,,Oleato™ Caffé Latte with Oatmilk,2023-09-23,2023
2123743,Drinks,Oleato™,,Oleato™ Iced Shaken Espresso with Oatmilk and Toffeenut,2023-09-23,2023
2123780,Drinks,Oleato™,,Iced Chai Tea Latte with Oleato Golden Foam™,2023-09-23,2023
2123781,Drinks,Oleato™,,Iced Matcha Tea Latte with Oleato Golden Foam™,2023-09-23,2023
2123779,Drinks,Oleato™,,Paradise Drink Starbucks Refreshers® Beverage with Oleato Golden Foam™,2023-09-23,2023
2123782,Drinks,Oleato™,,Dragon Drink® Starbucks Refreshers® Beverage with Oleato Golden Foam™,2023-09-23,2023
406,Drinks,Hot Coffees,Americanos,Caffè Americano,2023-09-23,2023
873068625,Drinks,Hot Coffees,Brewed Coffees,Featured Blonde Roast,2023-09-23,2023
480,Drinks,Hot Coffees,Brewed Coffees,Featured Medium Roast Pike Place® Roast,2023-09-23,2023
479,Drinks,Hot Coffees,Brewed Coffees,Featured Dark Roast,2023-09-23,2023
2123770,Drinks,Hot Coffees,Brewed Coffees,Featured Blonde Roast Veranda Blend®,2023-09-23,2023
481,Drinks,Hot Coffees,Brewed Coffees,Featured Decaf Roast Decaf Pike Place® Roast,2023-09-23,2023
2123738,Drinks,Hot Coffees,Brewed Coffees,Featured Medium Roast Pike Place® Roast,2023-09-23,2023
2123740,Drinks,Hot Coffees,Brewed Coffees,Featured Dark Roast Caffè Verona®,2023-09-23,2023
2123739,Drinks,Hot Coffees,Brewed Coffees,Featured Decaf Roast Decaf Pike Place® Roast,2023-09-23,2023
478,Drinks,Hot Coffees,Brewed Coffees,Caffè Misto,2023-09-23,2023
2123757,Drinks,Hot Coffees,Brewed Coffees,Clover® Starbucks Reserve® Rwanda Sholi,2023-09-23,2023
2123616,Drinks,Hot Coffees,Brewed Coffees,Clover® Starbucks Reserve® Papua New Guinea Moanti,2023-09-23,2023
2123277,Drinks,Hot Coffees,Brewed Coffees,Clover® Starbucks Reserve® Costa Rica Naranjo,2023-09-23,2023
2121958,Drinks,Hot Coffees,Brewed Coffees,Clover® Malawi Sable Farms Starbucks Reserve®,2023-09-23,2023
2121563,Drinks,Hot Coffees,Brewed Coffees,Clover® Starbucks Reserve® Vietnam Da Lat,2023-09-23,2023
409,Drinks,Hot Coffees,Cappuccinos,Cappuccino,2023-09-23,2023
410,Drinks,Hot Coffees,Espresso Shots,Espresso,2023-09-23,2023
411,Drinks,Hot Coffees,Espresso Shots,Espresso Con Panna,2023-09-23,2023
565,Drinks,Hot Coffees,Flat Whites,Flat White,2023-09-23,2023
2123158,Drinks,Hot Coffees,Flat Whites,Honey Almondmilk Flat White,2023-09-23,2023
418,Drinks,Hot Coffees,Lattes,Pumpkin Spice Latte,2023-09-23,2023
2123744,Drinks,Hot Coffees,Lattes,Oleato™ Caffé Latte with Oatmilk,2023-09-23,2023
407,Drinks,Hot Coffees,Lattes,Caffè Latte,2023-09-23,2023
414,Drinks,Hot Coffees,Lattes,Cinnamon Dolce Latte,2023-09-23,2023
2122614,Drinks,Hot Coffees,Lattes,Starbucks Reserve® Latte,2023-09-23,2023
2122617,Drinks,Hot Coffees,Lattes,Starbucks Reserve® Hazelnut Bianco Latte,2023-09-23,2023
2122164,Drinks,Hot Coffees,Lattes,Starbucks® Blonde Vanilla Latte,2023-09-23,2023
2123563,Drinks,Hot Coffees,Macchiatos,Apple Crisp Oatmilk Macchiato,2023-09-23,2023
413,Drinks,Hot Coffees,Macchiatos,Caramel Macchiato,2023-09-23,2023
412,Drinks,Hot Coffees,Macchiatos,Espresso Macchiato,2023-09-23,2023
408,Drinks,Hot Coffees,Mochas,Caffè Mocha,2023-09-23,2023
2122615,Drinks,Hot Coffees,Mochas,Starbucks Reserve® Dark Chocolate Mocha,2023-09-23,2023
420,Drinks,Hot Coffees,Mochas,White Chocolate Mocha,2023-09-23,2023
873068654,Drinks,Hot Coffees,Coffee Travelers,Coffee Traveler - Veranda Blend®,2023-09-23,2023
873068656,Drinks,Hot Coffees,Coffee Travelers,Coffee Traveler - Dark Roast,2023-09-23,2023
873068655,Drinks,Hot Coffees,Coffee Travelers,Coffee Traveler - Pike Place® Roast,2023-09-23,2023
873068657,Drinks,Hot Coffees,Coffee Travelers,Coffee Traveler - Decaf Pike Place® Roast,2023-09-23,2023
466,Drinks,Hot Teas,Chai Teas,Chai Tea Latte,2023-09-23,2023
2122273,Drinks,Hot Teas,Chai Teas,Chai Tea,2023-09-23,2023
450,Drinks,Hot Teas,Black Teas,Earl Grey Tea,2023-09-23,2023
477,Drinks,Hot Teas,Black Teas,Teavana® London Fog Tea Latte,2023-09-23,2023
446,Drinks,Hot Teas,Black Teas,Royal English Breakfast Tea,2023-09-23,2023
465,Drinks,Hot Teas,Black Teas,Royal English Breakfast Tea Latte,2023-09-23,2023
873068751,Drinks,Hot Teas,Green Teas,Emperor’s Clouds & Mist®,2023-09-23,2023
468,Drinks,Hot Teas,Green Teas,Matcha Tea Latte,2023-09-23,2023
2122274,Drinks,Hot Teas,Green Teas,Honey Citrus Mint Tea,2023-09-23,2023
2122574,Drinks,Hot Teas,Green Teas,Jade Citrus Mint® Brewed Tea,2023-09-23,2023
873068754,Drinks,Hot Teas,Herbal Teas,Mint Majesty®,2023-09-23,2023
873068757,Drinks,Hot Teas,Herbal Teas,Peach Tranquility®,2023-09-23,2023
471,Drinks,Hot Drinks,Hot Chocolates,Hot Chocolate,2023-09-23,2023
472,Drinks,Hot Drinks,Hot Chocolates,White Hot Chocolate,2023-09-23,2023
475,Drinks,Hot Drinks,Juice,Caramel Apple Spice,2023-09-23,2023
489,Drinks,Hot Drinks,Juice,Steamed Apple Juice,2023-09-23,2023
873068660,Drinks,Hot Drinks,Steamers,Pumpkin Spice Crème,2023-09-23,2023
747,Drinks,Hot Drinks,Steamers,Steamed Milk,2023-09-23,2023
873068652,Drinks,Hot Drinks,Steamers,Vanilla Crème,2023-09-23,2023
2123564,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Apple Crisp Oatmilk Frappuccino® Blended Beverage,2023-09-23,2023
427,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Pumpkin Spice Frappuccino® Blended Beverage,2023-09-23,2023
956,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Mocha Cookie Crumble Frappuccino®,2023-09-23,2023
1044,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Caramel Ribbon Crunch Frappuccino® Blended Beverage,2023-09-23,2023
500,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Espresso Frappuccino® Blended Beverage,2023-09-23,2023
423,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Caffè Vanilla Frappuccino® Blended Beverage,2023-09-23,2023
424,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Caramel Frappuccino® Blended Beverage,2023-09-23,2023
483,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Coffee Frappuccino® Blended Beverage,2023-09-23,2023
426,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Mocha Frappuccino® Blended Beverage,2023-09-23,2023
425,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Java Chip Frappuccino® Blended Beverage,2023-09-23,2023
428,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,White Chocolate Mocha Frappuccino® Blended Beverage,2023-09-23,2023
2123565,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Apple Crisp Oatmilk Crème Frappuccino® Blended Beverage,2023-09-23,2023
436,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Pumpkin Spice Crème Frappuccino® Blended Beverage,2023-09-23,2023
957,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Chocolate Cookie Crumble Crème Frappuccino®,2023-09-23,2023
1062,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Caramel Ribbon Crunch Crème Frappuccino® Blended Beverage,2023-09-23,2023
2122724,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Strawberry Crème Frappuccino® Blended Beverage,2023-09-23,2023
438,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Chai Crème Frappuccino®,2023-09-23,2023
435,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,2023-09-23,2023
439,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Matcha Crème Frappuccino® Blended Beverage,2023-09-23,2023
440,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Vanilla Bean Crème Frappuccino® Blended Crème,2023-09-23,2023
441,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,White Chocolate Crème Frappuccino® Blended Beverage,2023-09-23,2023
2123113,Drinks,Cold Coffees,Cold Brews,Pumpkin Cream Cold Brew,2023-09-23,2023
2123745,Drinks,Cold Coffees,Cold Brews,Oleato Golden Foam™ Cold Brew,2023-09-23,2023
2123736,Drinks,Cold Coffees,Cold Brews,Cinnamon Caramel Cream Cold Brew,2023-09-23,2023
2123644,Drinks,Cold Coffees,Cold Brews,Chocolate Cream Cold Brew,2023-09-23,2023
2122795,Drinks,Cold Coffees,Cold Brews,Salted Caramel Cream Cold Brew,2023-09-23,2023
2122616,Drinks,Cold Coffees,Cold Brews,Starbucks Reserve® Cold Brew,2023-09-23,2023
2121255,Drinks,Cold Coffees,Cold Brews,Starbucks® Cold Brew Coffee,2023-09-23,2023
2121859,Drinks,Cold Coffees,Cold Brews,Vanilla Sweet Cream Cold Brew,2023-09-23,2023
2121343,Drinks,Cold Coffees,Cold Brews,Starbucks® Cold Brew Coffee with Milk,2023-09-23,2023
2123734,Drinks,Cold Coffees,Nitro Cold Brews,Cinnamon Caramel Cream Nitro Cold Brew,2023-09-23,2023
2122605,Drinks,Cold Coffees,Nitro Cold Brews,Starbucks Reserve® Nitro Cold Brew,2023-09-23,2023
2121912,Drinks,Cold Coffees,Nitro Cold Brews,Nitro Cold Brew,2023-09-23,2023
2122237,Drinks,Cold Coffees,Nitro Cold Brews,Vanilla Sweet Cream Nitro Cold Brew,2023-09-23,2023
406,Drinks,Cold Coffees,Iced Americano,Iced Caffè Americano,2023-09-23,2023
422,Drinks,Cold Coffees,Iced Coffees,Iced Coffee,2023-09-23,2023
482,Drinks,Cold Coffees,Iced Coffees,Iced Coffee with Milk,2023-09-23,2023
410,Drinks,Cold Coffees,Iced Coffees,Iced Espresso,2023-09-23,2023
2123773,Drinks,Cold Coffees,Iced Shaken Espresso,Iced Apple Crisp Oatmilk Shaken Espresso,2023-09-23,2023
2123743,Drinks,Cold Coffees,Iced Shaken Espresso,Oleato™ Iced Shaken Espresso with Oatmilk and Toffeenut,2023-09-23,2023
2123632,Drinks,Cold Coffees,Iced Shaken Espresso,Iced Toasted Vanilla Oatmilk Shaken Espresso,2023-09-23,2023
2123431,Drinks,Cold Coffees,Iced Shaken Espresso,Iced Brown Sugar Oatmilk Shaken Espresso,2023-09-23,2023
2123430,Drinks,Cold Coffees,Iced Shaken Espresso,Iced Chocolate Almondmilk Shaken Espresso,2023-09-23,2023
2123425,Drinks,Cold Coffees,Iced Shaken Espresso,Iced Shaken Espresso,2023-09-23,2023
565,Drinks,Cold Coffees,Iced Flat Whites,Iced Flat White,2023-09-23,2023
2123158,Drinks,Cold Coffees,Iced Flat Whites,Iced Honey Almondmilk Flat White,2023-09-23,2023
418,Drinks,Cold Coffees,Iced Lattes,Iced Pumpkin Spice Latte,2023-09-23,2023
2122614,Drinks,Cold Coffees,Iced Lattes,Starbucks Reserve® Iced Latte,2023-09-23,2023
2122617,Drinks,Cold Coffees,Iced Lattes,Starbucks Reserve® Iced Hazelnut Bianco Latte,2023-09-23,2023
407,Drinks,Cold Coffees,Iced Lattes,Iced Caffè Latte,2023-09-23,2023
414,Drinks,Cold Coffees,Iced Lattes,Iced Cinnamon Dolce Latte,2023-09-23,2023
2122164,Drinks,Cold Coffees,Iced Lattes,Iced Starbucks® Blonde Vanilla Latte,2023-09-23,2023
2123563,Drinks,Cold Coffees,Iced Macchiatos,Iced Apple Crisp Oatmilk Macchiato,2023-09-23,2023
413,Drinks,Cold Coffees,Iced Macchiatos,Iced Caramel Macchiato,2023-09-23,2023
420,Drinks,Cold Coffees,Iced Mochas,Iced White Chocolate Mocha,2023-09-23,2023
408,Drinks,Cold Coffees,Iced Mochas,Iced Caffè Mocha,2023-09-23,2023
2122615,Drinks,Cold Coffees,Iced Mochas,Starbucks Reserve® Iced Dark Chocolate Mocha,2023-09-23,2023
2123465,Drinks,Iced Teas,Bottled Teas,Teavana® Sparkling Unsweetened Peach Nectarine Green Tea,2023-09-23,2023
2122247,Drinks,Iced Teas,Bottled Teas,Teavana® Mango Black Tea,2023-09-23,2023
457,Drinks,Iced Teas,Iced Black Teas,Iced Black Tea,2023-09-23,2023
458,Drinks,Iced Teas,Iced Black Teas,Iced Black Tea Lemonade,2023-09-23,2023
465,Drinks,Iced Teas,Iced Black Teas,Iced Royal English Breakfast Tea Latte,2023-09-23,2023
477,Drinks,Iced Teas,Iced Black Teas,Iced London Fog Tea Latte,2023-09-23,2023
2123774,Drinks,Iced Teas,Iced Chai Teas,Iced Pumpkin Cream Chai Tea Latte,2023-09-23,2023
466,Drinks,Iced Teas,Iced Chai Teas,Iced Chai Tea Latte,2023-09-23,2023
2123077,Drinks,Iced Teas,Iced Green Teas,Iced Peach Green Tea,2023-09-23,2023
2123074,Drinks,Iced Teas,Iced Green Teas,Iced Peach Green Tea Lemonade,2023-09-23,2023
468,Drinks,Iced Teas,Iced Green Teas,Iced Matcha Tea Latte,2023-09-23,2023
459,Drinks,Iced Teas,Iced Green Teas,Iced Green Tea,2023-09-23,2023
460,Drinks,Iced Teas,Iced Green Teas,Iced Green Tea Lemonade,2023-09-23,2023
2122376,Drinks,Iced Teas,Iced Green Teas,Iced Matcha Lemonade,2023-09-23,2023
461,Drinks,Iced Teas,Iced Herbal Teas,Iced Passion Tango® Tea,2023-09-23,2023
462,Drinks,Iced Teas,Iced Herbal Teas,Iced Passion Tango® Tea Lemonade,2023-09-23,2023
2123767,Drinks,Cold Drinks,Starbucks Refreshers™,Frozen Pineapple Passionfruit Lemonade Starbucks Refreshers® Beverage,2023-09-23,2023
2123766,Drinks,Cold Drinks,Starbucks Refreshers™,Frozen Strawberry Açaí Lemonade Starbucks Refreshers® Beverage,2023-09-23,2023
2123768,Drinks,Cold Drinks,Starbucks Refreshers™,Frozen Mango Dragonfruit Lemonade Starbucks Refreshers® Beverage,2023-09-23,2023
2123674,Drinks,Cold Drinks,Starbucks Refreshers™,Paradise Drink Starbucks Refreshers® Beverage,2023-09-23,2023
2123675,Drinks,Cold Drinks,Starbucks Refreshers™,Pineapple Passionfruit Starbucks Refreshers® Beverage,2023-09-23,2023
2123676,Drinks,Cold Drinks,Starbucks Refreshers™,Pineapple Passionfruit Lemonade Starbucks Refreshers® Beverage,2023-09-23,2023
2122275,Drinks,Cold Drinks,Starbucks Refreshers™,Pink Drink Starbucks Refreshers® Beverage,2023-09-23,2023
2121342,Drinks,Cold Drinks,Starbucks Refreshers™,Strawberry Açaí Starbucks Refreshers® Beverage,2023-09-23,2023
2122677,Drinks,Cold Drinks,Starbucks Refreshers™,Strawberry Açaí Lemonade Starbucks Refreshers® Beverage,2023-09-23,2023
2122756,Drinks,Cold Drinks,Starbucks Refreshers™,Dragon Drink® Starbucks Refreshers® Beverage,2023-09-23,2023
2122725,Drinks,Cold Drinks,Starbucks Refreshers™,Mango Dragonfruit Starbucks Refreshers® Beverage,2023-09-23,2023
2122726,Drinks,Cold Drinks,Starbucks Refreshers™,Mango Dragonfruit Lemonade Starbucks Refreshers® Beverage,2023-09-23,2023
2123631,Drinks,Cold Drinks,Juice,Starbucks™ Baya Energy Mango Guava,2023-09-23,2023
2123185,Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Vital Berry,2023-09-23,2023
2122702,Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Defense Up®,2023-09-23,2023
2122701,Drinks,Cold Drinks,Juice,Evolution Fresh® Orange,2023-09-23,2023
2122699,Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Super Fruit Greens,2023-09-23,2023
2122704,Drinks,Cold Drinks,Juice,Evolution Fresh® Mighty Watermelon,2023-09-23,2023
873068637,Drinks,Cold Drinks,Juice,Tree Top Apple Juice Box,2023-09-23,2023
2123633,Drinks,Cold Drinks,Juice,Starbucks™ Baya Energy Raspberry Lime,2023-09-23,2023
873068639,Drinks,Cold Drinks,Juice,Lemonade,2023-09-23,2023
873068641,Drinks,Cold Drinks,Juice,Blended Strawberry Lemonade,2023-09-23,2023
2121286,Drinks,Cold Drinks,Milk,Horizon® Chocolate Organic Milk,2023-09-23,2023
2121281,Drinks,Cold Drinks,Milk,Horizon® Organic Lowfat Milk Box,2023-09-23,2023
490,Drinks,Cold Drinks,Milk,Cold Milk,2023-09-23,2023
2122581,Drinks,Cold Drinks,Milk,Horizon® Organic Vanilla Milk Box,2023-09-23,2023
2122832,Drinks,Cold Drinks,Sparkling Water,Galvanina Sparkling Water,2023-09-23,2023
2122640,Drinks,Cold Drinks,Sparkling Water,Spindrift® Grapefruit Sparkling Water,2023-09-23,2023
2122638,Drinks,Cold Drinks,Sparkling Water,Spindrift® Raspberry Lime Sparkling Water,2023-09-23,2023
2122833,Drinks,Cold Drinks,Sparkling Water,Galvanina Sparkling Water - Lime,2023-09-23,2023
2123597,Drinks,Cold Drinks,Water,DASANI Bottled Water,2023-09-23,2023
873068636,Drinks,Cold Drinks,Water,Ethos® Bottled Water,2023-09-23,2023
2123023,Drinks,Cold Drinks,Water,Hawai'i Volcanic Water,2023-09-23,2023
2123672,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Chicken, Maple Butter & Egg Sandwich",2023-09-23,2023
2123181,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Bacon, Sausage & Egg Wrap",2023-09-23,2023
2123236,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Impossible™ Breakfast Sandwich,2023-09-23,2023
369,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Bacon, Gouda & Egg Sandwich",2023-09-23,2023
2121219,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Double-Smoked Bacon, Cheddar & Egg Sandwich",2023-09-23,2023
368,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Turkey Bacon, Cheddar & Egg White Sandwich",2023-09-23,2023
367,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Sausage, Cheddar & Egg Sandwich",2023-09-23,2023
371,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Spinach, Feta & Egg White Wrap",2023-09-23,2023
2122257,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Avocado Spread,2023-09-23,2023
2123401,Food,Hot Breakfast,Sous Vide Egg Bites,Kale & Mushroom Egg Bites,2023-09-23,2023
2122116,Food,Hot Breakfast,Sous Vide Egg Bites,Bacon & Gruyère Egg Bites,2023-09-23,2023
2122117,Food,Hot Breakfast,Sous Vide Egg Bites,Egg White & Roasted Red Pepper Egg Bites,2023-09-23,2023
301,Food,Oatmeal & Yogurt,,Rolled & Steel-Cut Oatmeal,2023-09-23,2023
2122192,Food,Oatmeal & Yogurt,,Berry Trio Parfait,2023-09-23,2023
321,Food,Bakery,Bagels,Plain Bagel,2023-09-23,2023
324,Food,Bakery,Bagels,Everything Bagel,2023-09-23,2023
2122257,Food,Bakery,Bagels,Avocado Spread,2023-09-23,2023
2123679,Food,Bakery,Cake Pops,Owl Cake Pop,2023-09-23,2023
2123657,Food,Bakery,Cake Pops,Cookies & Cream Cake Pop,2023-09-23,2023
784,Food,Bakery,Cake Pops,Birthday Cake Pop,2023-09-23,2023
1015,Food,Bakery,Cake Pops,Chocolate Cake Pop,2023-09-23,2023
1130,Food,Bakery,"Cookies, Brownies & Bars",Double Chocolate Brownie,2023-09-23,2023
2122714,Food,Bakery,"Cookies, Brownies & Bars",Chocolate Chip Cookie,2023-09-23,2023
309,Food,Bakery,"Cookies, Brownies & Bars",Marshmallow Dream Bar,2023-09-23,2023
2123771,Food,Bakery,Croissants,Baked Apple Croissant,2023-09-23,2023
2122132,Food,Bakery,Croissants,Ham & Swiss Croissant,2023-09-23,2023
1033,Food,Bakery,Croissants,Butter Croissant,2023-09-23,2023
1028,Food,Bakery,Croissants,Chocolate Croissant,2023-09-23,2023
1021,Food,Bakery,"Loaves, Cakes & Buns",Cinnamon Coffee Cake,2023-09-23,2023
1254,Food,Bakery,"Loaves, Cakes & Buns",Iced Lemon Loaf,2023-09-23,2023
1255,Food,Bakery,"Loaves, Cakes & Buns",Pumpkin & Pepita Loaf,2023-09-23,2023
1256,Food,Bakery,"Loaves, Cakes & Buns",Banana Walnut & Pecan Loaf,2023-09-23,2023
1040,Food,Bakery,Danishes & Doughnuts,Cheese Danish,2023-09-23,2023
311,Food,Bakery,Danishes & Doughnuts,Glazed Doughnut,2023-09-23,2023
873068622,Food,Bakery,Muffins & Scones,Pumpkin Cream Cheese Muffin,2023-09-23,2023
1041,Food,Bakery,Muffins & Scones,Blueberry Scone,2023-09-23,2023
317,Food,Bakery,Muffins & Scones,Petite Vanilla Bean Scone,2023-09-23,2023
1036,Food,Bakery,Muffins & Scones,Blueberry Muffin,2023-09-23,2023
2123039,Food,Lunch,Warm Sandwiches,Crispy Grilled Cheese on Sourdough,2023-09-23,2023
574,Food,Lunch,Warm Sandwiches,Ham & Swiss on Baguette,2023-09-23,2023
2121962,Food,Lunch,Warm Sandwiches,"Turkey, Provolone & Pesto on Ciabatta",2023-09-23,2023
573,Food,Lunch,Warm Sandwiches,Tomato & Mozzarella on Focaccia,2023-09-23,2023
2122257,Food,Lunch,Warm Sandwiches,Avocado Spread,2023-09-23,2023
2123221,Food,Lunch,Protein Boxes,Eggs & Gouda Protein Box,2023-09-23,2023
2123222,Food,Lunch,Protein Boxes,Cheese Trio Protein Box,2023-09-23,2023
2123223,Food,Lunch,Protein Boxes,Cheddar & Uncured Salami Protein Box,2023-09-23,2023
2122248,Food,Lunch,Protein Boxes,Eggs & Cheddar Protein Box,2023-09-23,2023
2122250,Food,Lunch,Protein Boxes,PB&J Protein Box,2023-09-23,2023
2122249,Food,Lunch,Protein Boxes,Cheese & Fruit Protein Box,2023-09-23,2023
2121740,Food,Snacks & Sweets,Biscotti & Cookies,Madeleines,2023-09-23,2023
2121411,Food,Snacks & Sweets,Biscotti & Cookies,Vanilla Biscotti with Almonds,2023-09-23,2023
2121410,Food,Snacks & Sweets,Biscotti & Cookies,Shortbread Cookies,2023-09-23,2023
2121699,Food,Snacks & Sweets,Biscotti & Cookies,Rip van Wafels – Honey & Oats,2023-09-23,2023
2122093,Food,Snacks & Sweets,Chocolates & Candy,Salted Almond Chocolate Bites,2023-09-23,2023
2122119,Food,Snacks & Sweets,Chocolates & Candy,Dark Chocolate Covered Espresso Beans,2023-09-23,2023
2121686,Food,Snacks & Sweets,Chocolates & Candy,Dark Chocolate Peanut Butter Cups,2023-09-23,2023
2121816,Food,Snacks & Sweets,Fruit & Nuts,Squirrel Brand® Fruit & Nut,2023-09-23,2023
2121692,Food,Snacks & Sweets,Fruit & Nuts,Peter Rabbit™ Organics Strawberry Banana,2023-09-23,2023
2123299,Food,Snacks & Sweets,Gum & Mints,Spearmint Gum,2023-09-23,2023
2121689,Food,Snacks & Sweets,Popcorn & Chips,Starbucks Butter Popcorn,2023-09-23,2023
2122536,Food,Snacks & Sweets,Popcorn & Chips,Salt & Vinegar Kettle Potato Chips,2023-09-23,2023
2121813,Food,Snacks & Sweets,Popcorn & Chips,Perfectly Salted Chips,2023-09-23,2023
2122004,Food,Snacks & Sweets,Meat & Cheese,Country Archer - Hickory Smoked Turkey Jerkey,2023-09-23,2023
