store_number,name,ownership_type,slug,address,city,state,zip,country,timezone,latitude,longitude
2263-1296,Downtown Arlington Heights,CO,downtown-arlington-heights-33-south-evergreen-avenue-arlington-heights-il-600,33 South Evergreen Avenue,Arlington Heights,IL,60005,US,GMT-05:00 America/Chicago,42.08231,-87.98153
56243-288488,Target Arlington Heights 1176,LS,target-arlington-heights-1176-1700-e-rand-rd-arlington-heights-il-60004-us,1700 E Rand Rd,Arlington Heights,IL,60004,US,GMT-05:00 America/Chicago,42.10219,-87.96199
8609-86900,Rolling Meadows-Golf & Algonqu,CO,rolling-meadows-golf-algonqu-1414-golf-road-rolling-meadows-il-600084206-us,1414 Golf Road,Rolling Meadows,IL,60008,US,GMT-05:00 America/Chicago,42.0518,-87.99628
13440-104626,Des Plaines-Oakton & Lee,CO,des-plaines-oakton-lee-1427-lee-st-des-plaines-il-600181516-us,1427 Lee St.,Des Plaines,IL,60018,US,GMT-05:00 America/Chicago,42.02686,-87.89396
50754-276149,115 W Rand Rd,CO,115-w-rand-rd-115-w-rand-rd-arlington-heights-il-600043137-us,115 W Rand Rd,Arlington Heights,IL,60004,US,GMT-05:00 America/Chicago,42.11415,-87.98344
50197-271147,Jewel-Osco Rolling Meadows 349,LS,jewel-osco-rolling-meadows-349-3000-kirchoff-road-rolling-meadows-il-60008-us,3000 Kirchoff Road,Rolling Meadows,IL,60008,US,GMT-05:00 America/Chicago,42.07868,-88.01722
2535-286329,Busse Rd & Greenleaf,CO,busse-rd-greenleaf-1555-busse-rd-elk-grove-village-il-600075430-us,1555 Busse Rd.,Elk Grove Village,IL,60007,US,GMT-05:00 America/Chicago,42.0038,-87.95897
21357-178964,Willow & I-294 - Glenview,CO,willow-i-294-glenview-3840-willow-rd-northbrook-il-600626147-us,3840 Willow Rd,Northbrook,IL,60062,US,GMT-05:00 America/Chicago,42.10956,-87.87476
14335-116145,Euclid & Salt Creek Ln,CO,euclid-salt-creek-ln-2964-w-euclid-arlington-heights-il-600051000-us,2964 W. Euclid,Arlington Heights,IL,60005,US,GMT-05:00 America/Chicago,42.08907,-88.02021
15487-156756,Target Rosemont 1342,LS,target-rosemont-1342-7000-mannheim-rd-rosemont-il-600183621-us,7000 Mannheim Rd,Rosemont,IL,60018,US,GMT-05:00 America/Chicago,42.00685,-87.88678
10906-103100,Des Plaines-2655 Mannheim Rd,CO,des-plaines-2655-mannheim-rd-2655-mannheim-rd-des-plaines-il-600183601-us,2655 Mannheim Rd,Des Plaines,IL,60018,US,GMT-05:00 America/Chicago,42.00496,-87.88423
60652-291125,Target Golf Mill 1125,LS,target-golf-mill-1125-239-golf-mill-ctr-niles-il-607141237-us,239 Golf Mill Ctr,Niles,IL,60714,US,GMT-05:00 America/Chicago,42.05234,-87.83968
78072-107563,Macy's Woodfield Mall 1st Floo,LS,macys-woodfield-mall-1st-floo-1-woodfield-mall-schaumburg-il-601735012-us,1 Woodfield Mall,Schaumburg,IL,60173,US,GMT-05:00 America/Chicago,42.04744,-88.03591
26898-242206,Dundee & Northgate,CO,dundee-northgate-351-w-dundee-rd-wheeling-il-600902768-us,351 W. Dundee Rd.,Wheeling,IL,60090,US,GMT-05:00 America/Chicago,42.13921,-87.92613
2427-248932,Center Court Kiosk Woodfield M,CO,center-court-kiosk-woodfield-m-5-woodfield-mall-schaumburg-il-601735012-us,5 Woodfield Mall,Schaumburg,IL,60173,US,GMT-05:00 America/Chicago,42.04642,-88.03681
2623-62739,Golf Rd. & Milwaukee,CO,golf-rd-milwaukee-9483-n-milwaukee-ave-niles-il-607141209-us,9483 N. Milwaukee Ave.,Niles,IL,60714,US,GMT-05:00 America/Chicago,42.0531,-87.83607
247-286780,Willow & Pfingsten,CO,willow-pfingsten-2760-willow-rd-glenview-il-600257623-us,2760 Willow Rd,Glenview,IL,60025,US,GMT-05:00 America/Chicago,42.10596,-87.84763
15749-162105,Biesterfield & Wellington,CO,biesterfield-wellington-102-biesterfield-rd-elk-grove-village-il-600073657,102 Biesterfield Rd,Elk Grove Village,IL,60007,US,GMT-05:00 America/Chicago,42.00385,-88.00746
23002-223746,Meacham & American,CO,meacham-american-1018-n-meacham-road-schaumburg-il-601734915-us,1018 N. Meacham Road,Schaumburg,IL,60173,US,GMT-05:00 America/Chicago,42.04761,-88.04631
17730-178946,Dundee & Arlington Heights,CO,dundee-arlington-heights-1205-w-dundee-road-buffalo-grove-il-600894009-us,1205 W. Dundee Road,Buffalo Grove,IL,60089,US,GMT-05:00 America/Chicago,42.1387,-87.98576
23211-103857,Alexian Brothers Medical Cente,LS,alexian-brothers-medical-cente-800-biesterfield-rd-elk-grove-village-il-600073361,800 Biesterfield Rd,Elk Grove Village,IL,60007,US,GMT-05:00 America/Chicago,42.00417,-88.01741
19904-193524,Higgins & Meacham,CO,higgins-meacham-1261-east-higgins-road-schaumburg-il-601734939-us,1261 East Higgins Road,Schaumburg,IL,60173,US,GMT-05:00 America/Chicago,42.03936,-88.04882
76349-96991,Target Schaumburg 880,LS,target-schaumburg-880-1235-east-higgins-rd-schaumburg-il-601734939-us,1235 East Higgins Rd,Schaumburg,IL,60173,US,GMT-05:00 America/Chicago,42.03764,-88.04897
26266-241593,Northwest Highway & Colfax,CO,northwest-highway-colfax-234-n-northwest-highway-palatine-il-600675349-us,234 N. Northwest Highway,Palatine,IL,60067,US,GMT-05:00 America/Chicago,42.11498,-88.03409
2683-72626,Lake & Patriot - The Glen,CO,lake-patriot-the-glen-1895-tower-drive-glenview-il-600267783-us,1895 Tower Drive,Glenview,IL,60026,US,GMT-05:00 America/Chicago,42.08934,-87.82429
260-202344,Lake Cook & Lexington,CO,lake-cook-lexington-1085-lake-cook-road-wheeling-il-600902502-us,1085 Lake Cook Road,Wheeling,IL,60090,US,GMT-05:00 America/Chicago,42.15291,-87.94334
63605-298007,Mariano's Palatine 505,LS,marianos-palatine-505-545-n-hicks-road-palatine-il-60067-us,545 N Hicks Road,Palatine,IL,60067,US,GMT-05:00 America/Chicago,42.11982,-88.03186
72324-5710,ORD T1 Gate B9,LS,ord-t-1-gate-b-9-10000-w-balmoral-ave-terminal-1-chicago-il-60666-u,10000 W Balmoral Ave,Chicago,IL,60666,US,GMT-05:00 America/Chicago,41.97905,-87.90682
2739-302377,Wheeling-Milwaukee & Wolf,CO,wheeling-milwaukee-wolf-751-n-milwaukee-ave-100-wheeling-il-600903026-us,751 N Milwaukee Ave,Wheeling,IL,60090,US,GMT-05:00 America/Chicago,42.15164,-87.91319
72383-5707,ORD T1 Gate B5,LS,ord-t-1-gate-b-5-10000-w-balmoral-ave-terminal-1-chicago-il-60666-u,10000 W Balmoral Ave,Chicago,IL,60666,US,GMT-05:00 America/Chicago,41.97772,-87.90701
15492-156747,Target Wheeling 1385,LS,target-wheeling-1385-1400-e-lake-cook-rd-wheeling-il-600902239-us,1400 E Lake Cook Rd,Wheeling,IL,60090,US,GMT-05:00 America/Chicago,42.1544,-87.94988
72197-19919,Jewel-Osco Glenview 1,LS,jewel-osco-glenview-1-1340-patriot-blvd-glenview-il-600267777-us,1340 Patriot Blvd.,Glenview,IL,60026,US,GMT-05:00 America/Chicago,42.07929,-87.81714
54417-286634,ORD T3 Gate L21,LS,ord-t-3-gate-l-21-10000-o-hare-ave-chicago-il-60666-us,10000 O'Hare Ave,Chicago,IL,60666,US,GMT-05:00 America/Chicago,41.97852,-87.89721
72317-5705,ORD T2 Main Terminal,LS,ord-t-2-main-terminal-10000-w-balmoral-ave-terminal-2-chicago-il-60666-u,10000 W Balmoral Ave,Chicago,IL,60666,US,GMT-05:00 America/Chicago,41.97633,-87.9054
15030-156826,ORD T3 Gate L2,LS,ord-t-3-gate-l-2-10000-west-o-hare-ave-terminal-3-chicago-il-60666-,10000 West O'Hare Ave,Chicago,IL,60666,US,GMT-05:00 America/Chicago,41.9773,-87.8986
72403-3869,ORD T2 Gate E11,LS,ord-t-2-gate-e-11-10000-w-balmoral-ave-terminal-2-chicago-il-60666-u,10000 W Balmoral Ave,Chicago,IL,60666,US,GMT-05:00 America/Chicago,41.97473,-87.90828
72326-5711,ORD T3 Gate H2,LS,ord-t-3-gate-h-2-10000-w-balmoral-ave-terminal-3-chicago-il-60666-u,10000 W Balmoral Ave,Chicago,IL,60666,US,GMT-05:00 America/Chicago,41.97594,-87.90228
72245-35979,ORD T3 H/K Food Court,LS,ord-t-3-h-k-food-court-10000-w-balmoral-ave-terminal-3-chicago-il-60666-u,10000 W Balmoral Ave,Chicago,IL,60666,US,GMT-05:00 America/Chicago,41.97525,-87.90003
72323-5709,ORD T3 Gate H6,LS,ord-t-3-gate-h-6-10000-w-balmoral-ave-terminal-3-chicago-il-60666-u,10000 W Balmoral Ave,Chicago,IL,60666,US,GMT-05:00 America/Chicago,41.97466,-87.90033
2287-209786,Rand and Dundee,CO,rand-and-dundee-791-e-dundee-rd-palatine-il-600742819-us,791 E Dundee Rd,Palatine,IL,60074,US,GMT-05:00 America/Chicago,42.1388,-88.02425
24433-207624,Harper College Student Center,LS,harper-college-student-center-1200-w-algonquin-rd-palatine-il-60067-739-us,1200 W Algonquin Rd,Palatine,IL,60067,US,GMT-05:00 America/Chicago,42.08157,-88.06845
15584-156749,Target Palatine 753,LS,target-palatine-753-679-e-dundee-rd-palatine-il-600742817-us,679 E Dundee Rd,Palatine,IL,60074,US,GMT-05:00 America/Chicago,42.13908,-88.02565
65060-299062,Milwaukee & Oakton,CO,milwaukee-oakton-7525-w-oakton-st-niles-il-607142805-us,7525 W Oakton St,Niles,IL,60714,US,GMT-05:00 America/Chicago,42.02572,-87.81423
2237-267147,Dempster & Waukegan,CO,dempster-waukegan-6801-dempster-street-morton-grove-il-600532628-us,6801 Dempster Street,Morton Grove,IL,60053,US,GMT-05:00 America/Chicago,42.04047,-87.79721
2711-83397,Dempster & Niles - Skokie Swif,CO,dempster-niles-skokie-swif-5001-w-dempster-st-skokie-il-600771842-us,5001 W. Dempster St.,Skokie,IL,60077,US,GMT-05:00 America/Chicago,42.04049,-87.75188
2239-950,Pick up - Lake & Waukegan,CO,pick-up-lake-waukegan-1401-c-waukegan-road-glenview-il-600252160-us,1401-C Waukegan Road,Glenview,IL,60025,US,GMT-05:00 America/Chicago,42.0804,-87.79809
48457-263364,Mannheim Rd. & Grand Ave.,CO,mannheim-rd-grand-ave-2800-mannheim-rd-franklin-park-il-601312222-us,2800 Mannheim Rd.,Franklin Park,IL,60131,US,GMT-05:00 America/Chicago,41.93075,-87.88527
2260-1298,Old Orchard Mall,CO,old-orchard-mall-4999-old-orchard-center-space-e-46-skokie-il-60077,4999 Old Orchard Center,Skokie,IL,60077,US,GMT-05:00 America/Chicago,42.06071,-87.74903
9465-96435,New Bern Ave & New Hope Rd,CO,new-bern-ave-new-hope-rd-4421-new-bern-avenue-raleigh-nc-276101443-us,4421 New Bern Avenue,Raleigh,NC,27610,US,GMT-04:00 America/New_York,35.79874,-78.56078
25115-100534,"Hwy 70 & Jones Sausage Rd, Exi",CO,hwy-70-jones-sausage-rd-exi-180-cabela-drive-garner-nc-275298785-us,180 Cabela Drive,Garner,NC,27529,US,GMT-04:00 America/New_York,35.69759,-78.58386
26652-239808,"Hwy 540 & Business 64, Exit 24",CO,hwy-540-business-64-exit-24-212-hinton-oaks-boulevard-knightdale-nc-275458191-,212 Hinton Oaks Boulevard,Knightdale,NC,27545,US,GMT-04:00 America/New_York,35.79632,-78.51154
76589-98291,Target Knightdale 2111,LS,target-knightdale-2111-1000-shoppes-at-midway-dr-knightdale-nc-275457313-,1000 Shoppes at Midway Dr,Knightdale,NC,27545,US,GMT-04:00 America/New_York,35.7905,-78.5024
59237-290363,Target White Oak Garner 1824,LS,target-white-oak-garner-1824-1040-timber-dr-e-garner-nc-275296913-us,1040 Timber Dr E,Garner,NC,27529,US,GMT-04:00 America/New_York,35.68724,-78.5793
75937-101885,Marriott Downtown Raleigh,LS,marriott-downtown-raleigh-500-fayetteville-st-mall-raleigh-nc-276012118-us,500 Fayetteville St. Mall,Raleigh,NC,27601,US,GMT-04:00 America/New_York,35.77386,-78.63966
19907-128670,Target Garner 1104,LS,target-garner-1104-2700-timber-dr-garner-nc-27529-us,2700 Timber Dr,Garner,NC,27529,US,GMT-04:00 America/New_York,35.71548,-78.6389
8462-15594,Capital Blvd & Huntleigh Dr,CO,capital-blvd-huntleigh-dr-3023-capital-blvd-raleigh-nc-276044591-us,3023 Capital Blvd.,Raleigh,NC,27604,US,GMT-04:00 America/New_York,35.82136,-78.59183
57972-290849,Fayetteville Rd & Annaron Ct,CO,fayetteville-rd-annaron-ct-4203-fayetteville-road-100-raleigh-nc-276034196-us,4203 Fayetteville Road,Raleigh,NC,27603,US,GMT-04:00 America/New_York,35.72208,-78.65231
8373-18706,Glenwood Ave & Peace St,CO,glenwood-ave-peace-st-609-w-peace-st-raleigh-nc-276051519-us,609 W Peace St,Raleigh,NC,27605,US,GMT-04:00 America/New_York,35.78843,-78.64787
55712-286740,Wake Forest Rd and Six Forks R,CO,wake-forest-rd-and-six-forks-r-2901-sherman-oak-place-raleigh-nc-276097496-us,2901 Sherman Oak Place,Raleigh,NC,27609,US,GMT-04:00 America/New_York,35.82133,-78.62291
10390-100531,Hwy 70 & Gulley Dr,CO,hwy-70-gulley-dr-13024-us-highway-70-w-suite-103-clayton-nc-2752022,13024 US Highway 70W,Clayton,NC,27520,US,GMT-04:00 America/New_York,35.66649,-78.49774
8218-193864,Cameron St & Oberlin Rd,CO,cameron-st-oberlin-rd-2105-cameron-st-b-0210-raleigh-nc-276051312-us,2105 Cameron St,Raleigh,NC,27605,US,GMT-04:00 America/New_York,35.79071,-78.6618
60964-295062,Harris Teeter Raleigh 21,LS,harris-teeter-raleigh-21-500-oberlin-rd-raleigh-nc-27605-us,500 Oberlin Rd.,Raleigh,NC,27605,US,GMT-04:00 America/New_York,35.79135,-78.66192
23848-188525,NCSU Talley Student Union,LS,ncsu-talley-student-union-2610-cates-ave-raleigh-nc-27607-us,2610 Cates Ave,Raleigh,NC,27607,US,GMT-04:00 America/New_York,35.78347,-78.6707
65553-298685,Pickup - Hillsborough & Pogue,CO,pickup-hillsborough-pogue-2526-hillsborough-st-104-raleigh-nc-276077266-us,2526 Hillsborough St,Raleigh,NC,27607,US,GMT-04:00 America/New_York,35.78822,-78.66938
63942-296337,Wake Forest and Hardimont Road,CO,wake-forest-and-hardimont-road-4109-wake-forest-road-raleigh-nc-276092510-us,4109 Wake Forest Road,Raleigh,NC,27609,US,GMT-04:00 America/New_York,35.83786,-78.61342
70519-300907,Wendell Falls & Taylor Road,CO,wendell-falls-taylor-road-6008-taylor-rd-100-wendell-nc-275917296-us,6008 Taylor Rd,Wendell,NC,27591,US,GMT-04:00 America/New_York,35.77632,-78.43283
21218-202504,Capital Blvd & Spring Forest R,CO,capital-blvd-spring-forest-r-5100-capital-blvd-raleigh-nc-276164544-us,5100 Capital Blvd,Raleigh,NC,27616,US,GMT-04:00 America/New_York,35.85568,-78.58058
76282-93055,Target Raleigh CENTRAL 1892,LS,target-raleigh-central-1892-4191-the-circle-at-n-hills-st-raleigh-nc-276095712,4191 The Circle at N Hills St.,Raleigh,NC,27609,US,GMT-04:00 America/New_York,35.83727,-78.64233
8459-34859,Lassiter Mill Rd & Six Forks R,CO,lassiter-mill-rd-six-forks-r-4421-six-forks-road-116-raleigh-nc-276095761-us,4421 Six Forks Road,Raleigh,NC,27609,US,GMT-04:00 America/New_York,35.83989,-78.643
76118-79329,Target Raleigh 1826,LS,target-raleigh-1826-7900-old-wake-forest-rd-raleigh-nc-276163319-us,7900 Old Wake Forest Rd,Raleigh,NC,27616,US,GMT-04:00 America/New_York,35.86614,-78.56796
8214-170244,Falls of Neuse & Spring Forest,CO,falls-of-neuse-spring-forest-6176-falls-of-neuse-road-ll-01-a-raleigh-nc-276093,6176 Falls of Neuse Road,Raleigh,NC,27609,US,GMT-04:00 America/New_York,35.8666,-78.6202
11189-101304,Lake Boone Trail & Wycliff Rd,CO,lake-boone-trail-wycliff-rd-3800-lake-boone-trail-raleigh-nc-276072927-us,3800 Lake Boone Trail,Raleigh,NC,27607,US,GMT-04:00 America/New_York,35.81609,-78.69375
8589-267123,Crabtree Valley Mall Level 2,CO,crabtree-valley-mall-level-2-4325-glenwood-avenue-2119-raleigh-nc-276124536-us,4325 Glenwood Avenue,Raleigh,NC,27612,US,GMT-04:00 America/New_York,35.84114,-78.6799
65867-300167,Fayetteville Rd & Ten Ten,CO,fayetteville-rd-ten-ten-7860-fayetteville-rd-raleigh-nc-276035432-us,7860 Fayetteville Rd,Raleigh,NC,27603,US,GMT-04:00 America/New_York,35.6674,-78.69812
79379-100643,Harris Teeter Garner 283,LS,harris-teeter-garner-283-8101-fayetteville-rd-fuquay-varina-nc-27603-us,8101 Fayetteville Rd,Fuquay-Varina,NC,27603,US,GMT-04:00 America/New_York,35.66343,-78.69967
8272-1608,Edwards Mill Rd & Duraleigh Rd,CO,edwards-mill-rd-duraleigh-rd-3101-305-edwards-mill-road-raleigh-nc-276125303-us,3101-305 Edwards Mill Road,Raleigh,NC,27612,US,GMT-04:00 America/New_York,35.82485,-78.70722
25488-233566,Harris Teeter Raleigh 319,LS,harris-teeter-raleigh-319-2051-w-millbrook-rd-raleigh-nc-27612-us,2051 W Millbrook Rd,Raleigh,NC,27612,US,GMT-04:00 America/New_York,35.85691,-78.67963
54667-282264,Target Cary 0961,LS,target-cary-0961-2021-walnut-street-cary-nc-27518-us,2021 Walnut Street,Cary,NC,27518,US,GMT-04:00 America/New_York,35.75789,-78.73822
13922-108466,Crossroads Blvd & Caitboo Ave,CO,crossroads-blvd-caitboo-ave-204-crossroads-blvd-suite-200-cary-nc-275186905-us,204 Crossroads Blvd,Cary,NC,27518,US,GMT-04:00 America/New_York,35.76054,-78.74101
11967-104840,Tryon Rd & Walnut St,CO,tryon-rd-walnut-st-8204-tryon-woods-dr-suite-120-cary-nc-275187164-us,8204 Tryon Woods Dr,Cary,NC,27518,US,GMT-04:00 America/New_York,35.74616,-78.74186
73887-103383,Harris Teeter Cary 330,LS,harris-teeter-cary-330-1151-tryon-village-drive-cary-nc-275187168-us,1151 TRYON VILLAGE DRIVE,Cary,NC,27518,US,GMT-04:00 America/New_York,35.74668,-78.74342
59759-293847,Harris Teeter Raleigh 136,LS,harris-teeter-raleigh-136-9600-falls-of-neuse-rd-raleigh-nc-27615-us,9600 Falls of Neuse Rd.,Raleigh,NC,27615,US,GMT-04:00 America/New_York,35.9045,-78.60099
8495-41081,Falls of Neuse Rd & Morrocroft,CO,falls-of-neuse-rd-morrocroft-9630-falls-of-the-neuse-road-101-raleigh-nc-276152,9630 Falls of the Neuse Road,Raleigh,NC,27615,US,GMT-04:00 America/New_York,35.9048,-78.60187
8217-822,Pleasant Valley Promenade,CO,pleasant-valley-promenade-6282-glenwood-avenue-raleigh-nc-276120079-us,6282 Glenwood Avenue,Raleigh,NC,27612,US,GMT-04:00 America/New_York,35.85774,-78.7036
67142-298123,Target Raleigh Six Forks Road,LS,target-raleigh-six-forks-road-8701-six-forks-rd-raleigh-nc-27615-us,8701 Six Forks Rd,Raleigh,NC,27615,US,GMT-04:00 America/New_York,35.89834,-78.65292
9840-98530,Walnut Street & Maynard Rd,CO,walnut-street-maynard-rd-1107-walnut-street-suite-102-cary-nc-275114734-us,1107 Walnut Street,Cary,NC,27511,US,GMT-04:00 America/New_York,35.77148,-78.76259
8270-1606,Stonehenge Dr & Creedmoor Rd,CO,stonehenge-dr-creedmoor-rd-7498-creedmor-road-raleigh-nc-276131664-us,7498 Creedmor Road,Raleigh,NC,27613,US,GMT-04:00 America/New_York,35.88779,-78.67874
16019-160470,Six Forks & Strickland,CO,six-forks-strickland-9441-strickland-road-unit-r-06-raleigh-nc-27615193,9441 Strickland Road,Raleigh,NC,27615,US,GMT-04:00 America/New_York,35.90091,-78.65438
23652-230989,Harris Teeter Cary 430,LS,harris-teeter-cary-430-885-walnut-st-cary-nc-27511-us,885 Walnut St,Cary,NC,27511,US,GMT-04:00 America/New_York,35.77382,-78.76613
23289-97715,Harris Teeter Cary 257,LS,harris-teeter-cary-257-2080-kildaire-farm-rd-cary-nc-275186614-us,2080 Kildaire Farm Rd,Cary,NC,27518,US,GMT-04:00 America/New_York,35.73627,-78.77959
59267-292601,Harris Teeter Raleigh 495,LS,harris-teeter-raleigh-495-8345-creedmoor-rd-raleigh-nc-27613-us,8345 Creedmoor Rd,Raleigh,NC,27613,US,GMT-04:00 America/New_York,35.90074,-78.68109
10967-103699,Kildaire Farm & Farmington Woo,CO,kildaire-farm-farmington-woo-1217-kildaire-farm-road-cary-nc-275115523-us,1217 Kildaire Farm Road,Cary,NC,27511,US,GMT-04:00 America/New_York,35.7628,-78.78269
19321-195825,Harris Teeter Clayton 229,LS,harris-teeter-clayton-229-67-flowers-crossroads-wy-clayton-nc-27527-us,67 Flowers Crossroads Wy,Clayton,NC,27527,US,GMT-04:00 America/New_York,35.65595,-78.3474
48136-261246,Harris Teeter Cary 112,LS,harris-teeter-cary-112-270-grande-heights-dr-cary-nc-27513-us,270 GRANDE HEIGHTS DR.,Cary,NC,27513,US,GMT-04:00 America/New_York,35.805,-78.78085
8545-51440,"Weston Pkwy & Harrison Ave, Ex",CO,weston-pkwy-harrison-ave-ex-125-weston-parkway-cary-nc-275132424-us,125 Weston Parkway,Cary,NC,27513,US,GMT-04:00 America/New_York,35.82747,-78.77041
2970-79142,Wakefield Commons & US-1,CO,wakefield-commons-us-1-10760-wakefield-commons-dr-ste-109-raleigh-nc-2761,10760 Wakefield Commons Dr.,Raleigh,NC,27614,US,GMT-04:00 America/New_York,35.9428,-78.54094
63949-297248,US64 & Edinburgh,CO,us-64-edinburgh-101-edinburgh-south-drive-cary-nc-275118421-us,101 Edinburgh South Drive,Cary,NC,27511,US,GMT-04:00 America/New_York,35.73825,-78.79825
29953-255606,Harris Teeter Cary 331,LS,harris-teeter-cary-331-3430-ten-ten-rd-cary-nc-27518-us,3430 Ten Ten Rd,Cary,NC,27518,US,GMT-04:00 America/New_York,35.70291,-78.79279
13816-111584,Whitestone & 183A Toll,CO,whitestone-183-a-toll-1335-e-whitestone-blvd-cedar-park-tx-786137598-us,1335 E Whitestone Blvd.,Cedar Park,TX,78613,US,GMT-05:00 America/Chicago,30.52688,-97.81443
51966-277747,N. Bell & 1431,CO,n-bell-1431-1109-n-bell-blvd-cedar-park-tx-786137087-us,1109 N. Bell Blvd,Cedar Park,TX,78613,US,GMT-05:00 America/Chicago,30.52217,-97.83149
29459-253950,183A & New Hope,CO,183-a-new-hope-5111-183-a-toll-road-cedar-park-tx-786137941-us,5111 183A Toll Road,Cedar Park,TX,78613,US,GMT-05:00 America/Chicago,30.53435,-97.81782
70981-303053,W New Hope Dr & Bagdad Rd,CO,w-new-hope-dr-bagdad-rd-1951-bagdad-road-cedar-park-tx-78613-us,1951 Bagdad Road,Cedar Park,TX,78613,US,GMT-05:00 America/Chicago,30.53023,-97.8456
6441-51299,Lakeline & Cypress Creek,CO,lakeline-cypress-creek-1525-cypress-creek-road-suite-a-cedar-park-tx-7861,1525 Cypress Creek Road,Cedar Park,TX,78613,US,GMT-05:00 America/Chicago,30.4817,-97.8341
14815-128424,US 183 & Crystal Falls Pkwy,CO,us-183-crystal-falls-pkwy-1805-s-us-hwy-183-100-leander-tx-786412289-us,1805 S US Hwy 183,Leander,TX,78641,US,GMT-05:00 America/Chicago,30.55642,-97.84396
27457-201744,Safeway Leander 3145,LS,safeway-leander-3145-3501-lakeline-blvd-leander-tx-78641-us,3501 Lakeline Blvd,Leander,TX,78641,US,GMT-05:00 America/Chicago,30.5433,-97.86533
