state_code,county_name,county_fips_code,county_population_in_2012,county_income_in_2012,5th_percentile_damages,17th_percentile_damages,median_damages,83rd_percentile_damages,95th_percentile_damages
MN,Douglas County,27041,36446,41242,-5.591199875,-3.508699894,-1.369400024,0.671949983,2.673500061
WA,Spokane County,53063,475700,37488,-4.511400223,-2.853399992,-1.369799972,0.599609971,2.136399984
PA,Armstrong County,42005,68362,39113,-4.117300034,-3.164499998,-1.375399947,1.467700005,5.750999928
PA,Jefferson County,42065,44872,35087,-4.677700043,-3.465600014,-1.376000047,2.22420001,7.020599842
ND,Grand Forks County,38035,67701,43841,-4.508999825,-3.056900024,-1.379400015,0.088528998,1.082900047
VT,Windham County,50025,43997,42123,-4.339399815,-2.900500059,-1.380599976,0.07846,1.273599982
MN,Big Stone County,27011,5165,49678,-7.124300003,-4.302899837,-1.389299989,1.174399972,3.691299915
MT,Carbon County,30009,10109,39907,-4.85710001,-3.645699978,-1.398499966,0.473749995,2.317199945
OR,Union County,41061,25818,32161,-5.427299976,-3.480900049,-1.417500019,1.036299944,3.032599926
WI,Fond du Lac County,55039,101700,40285,-5.171899796,-3.460700035,-1.418900013,0.401730001,2.616100073
ND,Hettinger County,38041,2553,69508,-4.748600006,-3.194000006,-1.41989994,0.521480024,1.959699988
WI,Brown County,55009,253010,44005,-4.125599861,-2.965800047,-1.421700001,-0.154239997,1.288200021
OR,Lake County,41037,7790,32044,-5.631299973,-4.172699928,-1.437000036,1.766899943,4.507999897
MT,Sweet Grass County,30097,3587,38010,-5.374300003,-3.76880002,-1.437000036,0.819360018,3.089799881
OR,Wasco County,41065,25457,36330,-5.419300079,-3.841200113,-1.447000027,0.967390001,3.242500067
PA,Bradford County,42015,62813,36446,-4.555900097,-3.287899971,-1.449200034,1.519600034,4.56069994
NY,Cayuga County,36011,79617,36004,-4.321499825,-3.121400118,-1.456799984,0.844079971,3.959000111
NC,Avery County,37011,17656,29269,-5.074500084,-3.862099886,-1.465399981,0.614799976,5.046800137
MT,Fallon County,30025,3031,49000,-5.343200207,-3.532599926,-1.483399987,0.970579982,3.087599993
WA,Clark County,53011,437510,41508,-3.4302001,-2.677900076,-1.485900044,0.075487003,1.321400046
NY,Seneca County,36099,35381,33671,-5.055699825,-3.593400002,-1.494699955,1.161599994,4.569099903
WV,Raleigh County,54081,79122,37905,-4.750699997,-3.662199974,-1.497200012,0.626039982,5.375400066
MT,Valley County,30105,7494,41615,-5.881999969,-3.841300011,-1.504699945,1.154999971,3.720799923
ND,Ward County,38101,65480,54454,-4.724299908,-3.322999954,-1.521700025,-0.133939996,1.310500026
ND,Golden Valley County,38033,1799,43868,-5.256999969,-3.783600092,-1.527400017,0.519010007,2.476099968
NY,Niagara County,36063,214860,37526,-4.525899887,-3.349100113,-1.527999997,1.378000021,5.768799782
WI,Trempealeau County,55121,29371,39246,-6.714099884,-4.122700214,-1.530799985,0.776409984,2.677099943
ID,Minidoka County,16067,20089,32957,-5.260099888,-3.600199938,-1.532799959,0.742380023,3.280900002
ND,Dickey County,38021,5245,63420,-5.430799961,-3.484899998,-1.549200058,0.684300005,2.134599924
UT,Carbon County,49007,21254,32324,-5.936800003,-3.794800043,-1.551300049,0.983399987,5.597599983
NY,Warren County,36113,65430,43461,-4.681799889,-3.221299887,-1.558200002,0.332789987,2.360599995
CO,Hinsdale County,08053,801,38930,-2.88319993,-2.321199894,-1.565700054,-0.752870023,-0.201440006
WI,Wood County,55141,74354,37402,-6.656499863,-4.109700203,-1.567800045,0.592079997,2.810800076
AK,Denali Borough,02068,1906,58082,-2.824800014,-2.295700073,-1.571200013,-0.799740016,-0.224529997
MN,Grant County,27051,5945,51622,-7.085700035,-4.323999882,-1.58039999,0.64872998,2.198999882
OR,Clackamas County,41005,383540,47110,-3.5631001,-2.776200056,-1.598199964,0.294840008,2.072000027
MT,Gallatin County,30031,92604,41423,-3.427200079,-2.802000046,-1.600499988,-0.553229988,0.379869998
SD,Day County,46037,5636,43705,-7.840300083,-4.618899822,-1.610200047,1.055999994,3.434299946
WI,Barron County,55005,45777,42517,-7.135000229,-4.295400143,-1.610499978,0.526530027,2.237200022
VT,Caledonia County,50005,31095,35926,-5.53399992,-3.613899946,-1.620900035,0.416860014,2.170700073
CT,Litchfield County,09005,187420,52358,-3.470700026,-2.745399952,-1.630200028,-0.533659995,0.294580013
ME,Cumberland County,23005,284050,48881,-3.907700062,-2.845299959,-1.639299989,-0.486400008,0.429549992
PA,Warren County,42123,41212,36065,-5.263299942,-3.659800053,-1.647099972,1.349900007,5.795700073
NM,Mora County,35033,4679,29819,-4.94080019,-3.673399925,-1.651000023,0.396409988,3.107300043
WY,Big Horn County,56003,11778,35708,-6.816899776,-4.903699875,-1.653300047,0.63477999,2.506299973
CO,Rio Blanco County,08103,6793,39637,-4.024600029,-3.032099962,-1.656000018,0.0081712,2.176500082
NY,Greene County,36039,48656,36875,-4.952000141,-3.567600012,-1.657999992,0.847940028,3.166199923
NY,Tioga County,36107,50335,37339,-4.299799919,-3.22329998,-1.658300042,0.302430004,2.374300003
UT,Box Elder County,49003,50269,30185,-4.896800041,-3.547800064,-1.663900018,0.346899986,2.134299994
ND,Kidder County,38043,2434,52882,-6.068099976,-3.968199968,-1.66960001,0.481720001,2.222599983
SD,Grant County,46051,7268,43136,-7.047999859,-4.379000187,-1.673099995,0.639970005,2.659300089
MT,Carter County,30011,1174,40924,-5.710000038,-4.033899784,-1.680999994,1.285899997,3.470700026
MT,Garfield County,30033,1264,36056,-5.74819994,-4.135499954,-1.684399962,1.339699984,3.911999941
ND,Grant County,38037,2337,56741,-5.959499836,-3.998800039,-1.698099971,0.94976002,3.158799887
MI,Kalkaska County,26079,17082,28534,-5.981400013,-4.29489994,-1.701099992,0.84345001,5.75369978
ND,Burke County,38013,2170,89547,-4.453800201,-3.25819993,-1.702100039,-0.49507001,0.913349986
ND,Morton County,38059,28045,43974,-5.410399914,-3.561399937,-1.710299969,0.244560003,1.695199966
WA,Kitsap County,53035,254660,43956,-3.764699936,-3.087500095,-1.720000029,0.032012999,1.466099977
MI,Gratiot County,26057,42031,33888,-5.753499985,-4.15719986,-1.727599978,0.667259991,4.032599926
NY,Schuyler County,36097,18549,35933,-5.179999828,-3.601999998,-1.738700032,0.80223,3.407299995
ND,Benson County,38005,6762,43203,-6.515399933,-4.217999935,-1.753499985,0.321069986,2.188699961
ND,Stutsman County,38093,20958,50694,-6.01240015,-4.126399994,-1.775699973,0.185929999,1.720499992
MT,Sanders County,30089,11383,28068,-7.228000164,-4.617499828,-1.776299953,1.95510006,4.541699886
ID,Kootenai County,16055,142300,34832,-5.103199959,-3.813800097,-1.80219996,-0.011799,1.359799981
MI,Leelanau County,26089,21636,45475,-5.153900146,-3.882600069,-1.819000006,-0.403160006,1.878999949
MT,Chouteau County,30015,5927,35498,-6.058100224,-4.546500206,-1.831900001,0.634769976,3.25880003
WI,Monroe County,55081,45087,34511,-6.953299999,-4.497000217,-1.855200052,0.487690002,2.418100119
ND,Logan County,38047,1932,59613,-6.184400082,-4.06430006,-1.860999942,0.361620009,1.949300051
MT,Missoula County,30063,111050,38013,-4.386499882,-3.281199932,-1.863600016,-0.272049993,0.924329996
MI,Tuscola County,26157,54705,29562,-5.581600189,-4.225500107,-1.8671,0.502219975,4.181900024
PA,Somerset County,42111,77110,34763,-5.236299992,-3.848599911,-1.885800004,0.566910028,4.540699959
CO,Lincoln County,08073,5446,31912,-5.600800037,-4.08589983,-1.887799978,-0.214939997,1.117499948
ID,Lincoln County,16063,5256,31429,-5.501200199,-3.867199898,-1.888200045,0.089455001,1.421000004
CO,Jefferson County,08059,545620,46392,-4.07159996,-2.9921,-1.894000053,-0.994740009,-0.305860013
MT,Prairie County,30079,1157,36052,-7.357999802,-5.009799957,-1.896700025,2.357199907,6.332499981
ND,Bowman County,38011,3220,65059,-5.44119978,-3.798899889,-1.902099967,0.224209994,1.919800043
NY,Chemung County,36015,89231,37066,-4.883900166,-3.78399992,-1.910899997,0.756560028,4.316999912
NY,Yates County,36123,25265,31285,-5.211400032,-3.853600025,-1.913499951,0.964079976,4.787199974
CA,Calaveras County,06009,44774,39626,-4.329199791,-3.319299936,-1.927800059,-0.334120005,0.883859992
OR,Benton County,41003,86380,37675,-3.570899963,-2.914000034,-1.927899957,-0.592949986,0.917930007
PA,Pike County,42103,56762,36770,-4.073299885,-3.252899885,-1.928900003,-0.401250005,0.977339983
WI,Douglas County,55031,43816,34522,-8.20720005,-4.849400043,-1.943300009,0.559239984,2.797199965
SD,Custer County,46033,8315,38776,-5.869400024,-4.005700111,-1.946400046,0.141029999,1.604799986
AK,Fairbanks North Star Borough,02090,100230,50997,-3.585599899,-2.77609992,-1.960500002,-1.00059998,-0.368730009
SD,Hamlin County,46057,5941,39129,-8.135100365,-4.837999821,-1.963600039,0.866789997,2.969799995
MN,Marshall County,27089,9471,51134,-5.856200218,-4.00150013,-1.96510005,-0.449910015,0.852569997
UT,Weber County,49057,236540,33335,-4.913700104,-3.667099953,-1.967499971,-0.317470014,1.213500023
WA,Lewis County,53041,75532,33685,-5.393899918,-4.085000038,-1.968199968,0.887290001,3.457999945
ID,Power County,16077,7779,34610,-5.185299873,-3.698299885,-1.968999982,-0.327690005,0.85702002
MN,Norman County,27107,6637,48188,-7.522099972,-4.8822999,-1.970900059,0.481720001,2.996700048
MN,Kanabec County,27065,15999,33089,-7.771900177,-4.578400135,-1.987200022,0.035673,1.740100026
PA,Cameron County,42023,4942,37877,-5.335199833,-4.062399864,-1.989400029,1.289399981,4.996200085
NH,Sullivan County,33019,43188,42354,-5.099599838,-3.699500084,-1.992300034,-0.348439991,0.798789978
MA,Barnstable County,25001,214850,56963,-4.446800232,-3.332400084,-2.007600069,-0.858829975,0.206129998
WI,Vernon County,55123,30203,33256,-7.519000053,-4.893199921,-2.036799908,0.926869988,2.702300072
CA,Plumas County,06063,19341,40743,-4.817200184,-3.42689991,-2.038199902,-0.335559994,1.031700015
MT,Blaine County,30005,6637,27863,-7.545499802,-5.574100018,-2.039900064,1.323300004,5.661699772
WA,Skamania County,53059,11151,36456,-4.152999878,-3.421000004,-2.041500092,-0.45254001,1.164999962
WI,Waushara County,55137,24477,35369,-7.713699818,-5.023900032,-2.046600103,0.37816,3.218499899
ND,Mercer County,38057,8486,48863,-5.959599972,-4.105400085,-2.05279994,-0.311360002,1.153300047
VT,Windsor County,50027,56227,46847,-5.033599854,-3.774399996,-2.0631001,-0.658810019,0.630400002
MT,Cascade County,30013,81765,40087,-5.558499813,-4.378900051,-2.063999891,-0.200320005,1.887300014
MI,Grand Traverse County,26055,89005,39937,-5.762899876,-4.219799995,-2.079600096,-0.469929993,2.357599974
CA,Mono County,06051,14306,39353,-3.803299904,-3.088200092,-2.081099987,-1.09739995,-0.303530008
VT,Addison County,50001,36837,41221,-4.60890007,-3.525000095,-2.083499908,-0.83622998,0.33822
OR,Jackson County,41029,206360,35774,-4.951200008,-4.03030014,-2.093499899,0.320410013,2.256700039
MN,Todd County,27153,24546,34485,-7.978000164,-4.677700043,-2.103600025,-0.166360006,1.64380002
OR,Grant County,41023,7317,32752,-6.608300209,-4.900800228,-2.112999916,0.622439981,2.675400019
ND,Adams County,38001,2302,55560,-7.051599979,-4.614999771,-2.118599892,0.587689996,2.985199928
VT,Washington County,50023,59351,46460,-4.8052001,-3.624500036,-2.124000072,-0.852559984,0.0028747
ND,Foster County,38031,3392,60120,-7.184999943,-4.629199982,-2.132200003,0.016101999,2.130800009
WV,Preston County,54077,33910,31569,-5.487299919,-4.104199886,-2.141799927,0.689840019,4.685200214
MT,Phillips County,30071,4127,37548,-7.091800213,-4.735099792,-2.148299932,0.787660003,4.599500179
WA,Okanogan County,53047,41218,35131,-5.85529995,-4.022600174,-2.153599977,-0.282929987,1.224099994
WY,Albany County,56001,37363,36691,-4.773200035,-3.403100014,-2.154000044,-1.108800054,-0.423330009
ND,Barnes County,38003,11013,53853,-6.500599861,-4.616399765,-2.168900013,-0.219610006,1.564299941
PA,Mercer County,42085,115750,34303,-5.881299973,-4.39839983,-2.169399977,0.77354002,6.289800167
WI,Menominee County,55078,4373,25348,-9.073300362,-5.810400009,-2.170799971,0.500729978,4.101399899
MT,Judith Basin County,30045,2021,41591,-5.384799957,-4.374499798,-2.170799971,-0.346670002,1.326400042
MI,Benzie County,26019,17387,32591,-7.445300102,-5.389400005,-2.178200006,0.201989993,4.971600056
WA,Snohomish County,53061,732940,42818,-4.457300186,-3.563600063,-2.182899952,-0.511889994,1.759600043
WI,Jackson County,55053,20477,39017,-7.327199936,-4.991300106,-2.185199976,-0.038609002,2.059499979
NY,Madison County,36053,72420,36368,-5.171000004,-4.006700039,-2.198699951,-0.342799991,1.446499944
OR,Jefferson County,41031,21759,28638,-5.428199768,-4.180300236,-2.207400084,0.159610003,2.002000093
PA,Clarion County,42031,39450,34621,-5.572800159,-4.169099808,-2.219399929,0.539160013,3.872800112
ND,Renville County,38075,2554,77437,-5.775100231,-4.070199966,-2.227900028,-0.584990025,0.928219974
WA,Pierce County,53053,812360,41171,-4.555699825,-3.595999956,-2.247999907,-0.341329992,1.251999974
WI,Clark County,55019,34465,33814,-7.89659977,-5.322599888,-2.271199942,0.125990003,2.380300045
CA,Lassen County,06035,33679,31018,-4.579800129,-3.548000097,-2.27699995,-0.824689984,0.231700003
WA,San Juan County,53055,15792,57965,-5.533400059,-4.072599888,-2.277299881,0.101839997,2.523799896
WA,Chelan County,53007,73670,40410,-4.936999798,-3.758100033,-2.285200119,-0.719590008,0.643469989
ME,Sagadahoc County,23023,35114,41320,-5.302899837,-3.738600016,-2.29640007,-1.041599989,0.051385
MT,Lincoln County,30053,19469,29445,-7.558300018,-5.261000156,-2.303299904,0.915409982,4.197100163
MN,Pennington County,27113,14071,46906,-6.914700031,-4.688499928,-2.305299997,-0.52493,1.099799991
SD,McPherson County,46089,2429,45563,-8.21570015,-5.345900059,-2.32159996,0.635730028,2.658900023
ME,Kennebec County,23011,121590,38246,-5.942399979,-3.9993999,-2.329099894,-0.775269985,0.382699996
MN,Crow Wing County,27035,62850,34748,-8.383600235,-5.078800201,-2.336199999,-0.277779996,1.888000011
WY,Carbon County,56007,15679,44634,-5.881599903,-4.114200115,-2.342400074,-0.956139982,-0.281879991
WI,Washburn County,55129,15835,38628,-8.902600288,-5.507999897,-2.342900038,0.200499997,2.37770009
NH,Grafton County,33009,89342,48682,-4.657100201,-3.694999933,-2.344099998,-1.217100024,-0.379000008
CO,Clear Creek County,08019,9091,55625,-4.198699951,-3.381200075,-2.350399971,-1.401200056,-0.505309999
WY,Uinta County,56041,20989,41807,-5.140399933,-4.03579998,-2.356400013,-1.043300033,-0.280999988
ME,Hancock County,23009,54536,39096,-5.773799896,-4.08010006,-2.374000072,-0.981410027,0.327829987
ID,Oneida County,16071,4223,30075,-6.983799934,-4.879099846,-2.37590003,0.484219998,3.384000063
VT,Rutland County,50021,60875,43193,-5.289700031,-4.100299835,-2.390500069,-0.399289995,1.159700036
NY,Cortland County,36023,49203,34898,-5.385200024,-3.99729991,-2.401900053,-0.180950001,2.131299973
CO,Grand County,08049,14182,36192,-4.853899956,-3.647599936,-2.405600071,-1.090600014,-0.108750001
MT,Hill County,30041,16427,39728,-6.07679987,-4.895500183,-2.411499977,-0.096951,2.784600019
MT,Golden Valley County,30037,842,41464,-5.647299767,-4.583300114,-2.418900013,-0.637099981,1.004099965
ID,Bingham County,16011,45493,31645,-5.828100204,-4.476799965,-2.423399925,-0.645820022,0.609179974
WI,Waupaca County,55135,52028,38263,-8.447199821,-5.865200043,-2.424700022,0.031245001,3.717700005
ND,McHenry County,38049,5784,55665,-6.402200222,-4.629300117,-2.428299904,-0.665229976,1.012599945
SD,Lawrence County,46081,24360,41031,-5.776599884,-4.335999966,-2.434700012,-0.530629992,0.849950016
OR,Yamhill County,41071,100770,34330,-4.773099899,-3.962199926,-2.46359992,-0.055291001,1.977100015
WA,Thurston County,53067,258710,41047,-4.879799843,-3.952899933,-2.475800037,-0.536119998,1.139600039
ND,Traill County,38097,8073,53883,-7.602900028,-4.920899868,-2.477099895,-0.517949998,1.240200043
ID,Bonner County,16017,40447,32655,-6.242000103,-4.877099991,-2.479599953,-0.485700011,1.147899985
OR,Marion County,41047,320090,33210,-5.507900238,-4.287899971,-2.48119998,0.043198001,2.50970006
MI,Charlevoix County,26029,26039,41031,-6.316599846,-4.767399788,-2.487600088,-0.563809991,2.675199986
WA,Cowlitz County,53015,101780,35860,-6.09070015,-4.652800083,-2.487799883,0.455199987,3.097899914
MT,Daniels County,30019,1779,56474,-6.62680006,-4.798699856,-2.49180007,-0.101300001,2.730999947
AK,Juneau City and Borough,02110,32411,56162,-4.681000233,-3.891700029,-2.501899958,-0.99010998,-0.016523
ND,Bottineau County,38009,6583,69697,-6.749300003,-4.655799866,-2.529099941,-0.727880001,0.945309997
VT,Orange County,50017,28933,38188,-5.566599846,-4.388199806,-2.53309989,-1.068400025,-0.037659001
VT,Bennington County,50003,36669,43885,-5.859300137,-4.353099823,-2.538899899,-0.495970011,1.328299999
CO,Teller County,08119,23376,40916,-4.534999847,-3.587300062,-2.542700052,-1.378000021,-0.47420001
MA,Berkshire County,25003,130230,45261,-5.336100101,-4.244999886,-2.553999901,-0.940490007,0.174710006
AK,Anchorage Municipality,02020,298630,59575,-4.448599815,-3.70720005,-2.566900015,-1.170600057,-0.34224999
ID,Camas County,16025,1075,31434,-5.46269989,-4.296199799,-2.575700045,-1.111899972,-0.071974002
NY,Broome County,36007,198670,37255,-5.991000175,-4.468699932,-2.589900017,-0.312130004,1.840999961
ND,Mountrail County,38061,8750,64217,-6.836599827,-4.931300163,-2.592900038,-0.680760026,1.050600052
MN,Beltrami County,27007,45241,32610,-7.893000126,-5.274099827,-2.594099998,-0.763400018,0.967840016
MN,Mille Lacs County,27095,25728,32514,-9.90130043,-5.872700214,-2.59800005,-0.083270997,2.275700092
WA,Island County,53029,79230,42640,-5.93930006,-4.654799938,-2.608799934,0.076081,2.738800049
NC,Alleghany County,37005,10925,29832,-6.488599777,-5.182300091,-2.612699986,-0.260540009,2.82130003
AK,Aleutians West Census Area,02016,5671,49244,-5.123700142,-4.002399921,-2.614200115,-1.121899962,-0.302709997
OR,Malheur County,41045,30606,26216,-7.143400192,-5.103000164,-2.617899895,0.43441999,2.396600008
ID,Valley County,16085,9511,41733,-5.229499817,-4.216400146,-2.633599997,-1.538300037,-0.549419999
ID,Clark County,16033,873,24790,-6.775400162,-5.051300049,-2.635900021,-0.725799978,0.599219978
AK,Valdez-Cordova Census Area,02261,9736,55072,-4.641699791,-3.715399981,-2.640300035,-1.478800058,-0.440979987
MT,Granite County,30039,3107,37424,-6.027500153,-4.945300102,-2.662800074,-0.786419988,0.670360029
VA,Tazewell County,51185,44248,33588,-6.622099876,-5.291600227,-2.678499937,-0.677990019,2.170300007
TN,Johnson County,47091,18119,26859,-6.921899796,-5.444900036,-2.678499937,-0.326290011,3.932199955
MT,Mineral County,30061,4164,31566,-7.188799858,-5.347099781,-2.682100058,0.371769994,2.669300079
MI,Newaygo County,26123,47962,29521,-8.11400032,-5.647099972,-2.685199976,-0.643700004,2.35010004
MN,Red Lake County,27125,4075,42333,-8.159399986,-5.442100048,-2.685400009,-0.82664001,0.798269987
PA,Sullivan County,42113,6453,34417,-7.82889986,-5.534999847,-2.691999912,1.449699998,6.22510004
MI,Mecosta County,26107,43482,27269,-8.074999809,-5.558199883,-2.698400021,-0.550010026,2.099999905
ID,Madison County,16065,37680,20954,-5.889999866,-4.601099968,-2.701699972,-1.284199953,-0.478370011
NH,Carroll County,33003,47667,46612,-5.472400188,-4.366099834,-2.714099884,-1.263299942,-0.286509991
OR,Wallowa County,41063,6814,37436,-6.288799763,-4.92509985,-2.717099905,-0.53016001,1.150900006
PA,Cambria County,42021,141530,35824,-6.30700016,-5.1395998,-2.725899935,0.095077001,3.807399988
MN,Cass County,27021,28398,40911,-8.683600426,-5.719299793,-2.726500034,-0.776880026,0.893299997
MN,Itasca County,27061,45252,33999,-10.03299999,-6.377200127,-2.726999998,-0.419559985,1.861099958
CO,Gunnison County,08051,15463,35868,-5.054299831,-3.91230011,-2.728300095,-1.411299944,-0.495209992
WI,Taylor County,55119,20474,31970,-9.36439991,-5.948200226,-2.728600025,-0.427740008,1.958500028
NM,Colfax County,35007,13230,34564,-6.306000233,-4.935200214,-2.742199898,-0.744199991,2.103300095
OR,Gilliam County,41021,1941,41524,-6.253499985,-4.763800144,-2.746900082,-0.367229998,1.394099951
ID,Latah County,16057,38157,32822,-5.121200085,-4.234300137,-2.747900009,-1.388900042,-0.280620009
ND,Divide County,38023,2233,71870,-7.375599861,-5.210800171,-2.74819994,-0.388920009,2.056499958
CO,Custer County,08027,4240,35599,-5.381899834,-4.152400017,-2.752899885,-1.280699968,-0.224710003
WA,Whatcom County,53073,204830,39507,-5.013700008,-4.083199978,-2.755700111,-1.111500025,0.25564
ND,Pembina County,38067,7261,55381,-8.33409977,-5.513199806,-2.756099939,-0.994989991,0.185010001
OR,Deschutes County,41017,161750,39033,-4.840000153,-4.12650013,-2.756599903,-1.443400025,-0.231299996
MI,Oceana County,26127,26259,29327,-7.038599968,-5.311500072,-2.756799936,-0.618070006,2.590800047
MN,Pine County,27115,29223,29636,-9.367099762,-5.971300125,-2.756999969,-0.330839992,1.300699949
WI,Oneida County,55085,35746,42739,-9.069399834,-6.086500168,-2.759599924,-0.447109997,1.782099962
AK,Haines Borough,02100,2572,74754,-5.075200081,-4.183400154,-2.770699978,-1.041100025,0.018023999
WI,Shawano County,55115,41603,34664,-8.661999702,-5.718100071,-2.795900106,-0.28975001,2.669199944
CA,Mendocino County,06045,87497,36791,-6.669499874,-5.124499798,-2.80430007,0.223350003,2.232899904
MN,Roseau County,27135,15487,43753,-7.238800049,-5.076600075,-2.808799982,-1.363800049,-0.225720003
ND,McLean County,38055,9371,57779,-7.629600048,-5.334799767,-2.822700024,-0.634159982,1.425400019
MT,Jefferson County,30043,11400,44101,-5.716899872,-4.651299953,-2.828900099,-1.322999954,-0.311540008
NY,Steuben County,36101,99048,37316,-6.120900154,-4.800799847,-2.839900017,-0.638080001,1.774999976
MT,Flathead County,30029,91692,38509,-6.524099827,-5.068900108,-2.846299887,-1.218299985,0.143020004
ND,Walsh County,38099,11054,52303,-8.216400146,-5.496500015,-2.851799965,-0.762960017,1.111400008
AK,Kodiak Island Borough,02150,14075,52751,-4.831999779,-4.013500214,-2.854099989,-1.399500012,-0.548409998
MT,Roosevelt County,30085,10885,36122,-7.872000217,-5.593900204,-2.854500055,0.257400006,3.35710001
MI,Mason County,26105,28669,33866,-7.553299904,-5.756199837,-2.856800079,-0.431989998,3.953900099
CO,La Plata County,08067,52305,45572,-4.420899868,-3.791500092,-2.896300077,-1.807800055,-1.148599982
WI,Oconto County,55083,37420,37667,-7.545100212,-5.438399792,-2.903399944,-1.021299958,1.502900004
ND,Cavalier County,38019,3943,72416,-7.605500221,-5.056000233,-2.904799938,-1.455600023,-0.245089993
CO,Park County,08093,16043,34907,-5.113399982,-4.219500065,-2.906800032,-1.630699992,-0.594110012
NY,Lewis County,36049,27259,39019,-6.384399891,-5.091400146,-2.906899929,-1.226500034,0.31498
NY,Clinton County,36019,81826,36361,-6.454199791,-4.743400097,-2.92779994,-1.067499995,0.545710027
VA,Grayson County,51077,15179,27824,-7.80880022,-6.21780014,-2.929500103,-0.040445998,4.003600121
NY,Schoharie County,36095,32048,32644,-6.571100235,-5.127099991,-2.931400061,-0.566640019,1.58829999
WI,Burnett County,55013,15357,35908,-9.968899727,-6.102200031,-2.944900036,-0.195730001,2.103199959
MN,Carlton County,27017,35311,34087,-9.561800003,-5.970600128,-2.94749999,-0.713389993,1.50999999
WY,Sublette County,56035,10412,48923,-6.440499783,-4.714700222,-2.985199928,-1.764999986,-1.062100053
ID,Benewah County,16009,9125,30504,-7.851200104,-5.899199963,-2.992599964,0.130339995,2.772000074
ME,Androscoggin County,23001,107510,35517,-6.594200134,-4.982200146,-2.996299982,-1.33220005,-0.165069997
ND,Towner County,38095,2323,60638,-8.953300476,-6.035699844,-3.005300045,-0.998690009,1.061499953
ID,Shoshone County,16079,12699,33222,-8.836799622,-6.74420023,-3.026400089,0.100149997,2.281100035
NM,Taos County,35055,32817,31702,-6.604000092,-4.946100235,-3.030999899,-1.509500027,-0.090692997
ID,Teton County,16081,10087,28443,-6.218100071,-4.873899937,-3.03309989,-1.960999966,-1.310400009
WA,Garfield County,53023,2225,40697,-7.065299988,-5.11439991,-3.044199944,-0.762619972,1.388499975
MT,Teton County,30099,6072,43863,-6.810599804,-5.591300011,-3.064599991,-1.123600006,1.41989994
ID,Bannock County,16005,83741,30255,-7.040200233,-5.301799774,-3.066900015,-0.930209994,1.415300012
MI,Antrim County,26009,23361,34487,-7.709300041,-6.040100098,-3.067300081,-0.87142998,3.615799904
PA,Tioga County,42117,42611,32804,-6.464399815,-5.126200199,-3.071099997,-0.559059978,1.898200035
MN,Polk County,27119,31513,42489,-9.185400009,-6.065299988,-3.10800004,-0.708350003,1.261800051
AK,Skagway Municipality,02230,994,70096,-5.964399815,-4.986100197,-3.111000061,-1.11650002,0.346870005
AK,Ketchikan Gateway Borough,02130,13709,56342,-6.060900211,-4.852000237,-3.11590004,-1.176399946,0.099137999
MN,Hubbard County,27057,20436,32966,-8.535099983,-5.670100212,-3.11619997,-0.95156002,1.234400034
MT,Sheridan County,30091,3580,53667,-9.519100189,-6.39289999,-3.119800091,-0.457069993,2.860199928
NY,St. Lawrence County,36089,112470,31541,-7.279099941,-5.582499981,-3.122699976,-0.232170001,2.581500053
PA,Forest County,42053,7670,21761,-8.263199806,-6.367000103,-3.123399973,1.724699974,10.26399994
WI,Door County,55029,27710,47649,-7.032299995,-5.538499832,-3.137599945,-1.392699957,1.129799962
NY,Chenango County,36017,49849,34760,-6.990200043,-5.307400227,-3.139499903,-0.868149996,1.243999958
ND,McIntosh County,38051,2774,51728,-9.745699883,-6.53550005,-3.178600073,0.738919973,3.488199949
ND,Griggs County,38039,2351,60860,-9.01570034,-6.269599915,-3.198699951,-0.78816998,1.184200048
WA,Pend Oreille County,53051,12998,31606,-8.18789959,-6.653699875,-3.200200081,-0.712650001,1.41110003
MI,Huron County,26063,32466,41194,-7.588699818,-5.892799854,-3.210200071,-0.834240019,3.122200012
NM,Cibola County,35006,27318,24447,-7.239600182,-5.388000011,-3.213500023,-0.881389976,0.75116998
MT,Park County,30067,15580,38989,-6.700099945,-5.592700005,-3.216399908,-1.68690002,-0.0083591
MN,Kittson County,27069,4505,55818,-9.569299698,-6.289599895,-3.219399929,-1.105499983,1.015100002
NY,Washington County,36115,63046,33529,-6.621099949,-5.293399811,-3.228300095,-0.771149993,1.486899972
MI,Sanilac County,26151,42311,32541,-7.559500217,-5.609099865,-3.231600046,-0.524940014,3.478399992
PA,Elk County,42047,31623,39693,-6.425600052,-5.075699806,-3.242599964,-0.947229981,1.984099984
ID,Butte County,16023,2722,32963,-8.478099823,-6.104800224,-3.247800112,-1.106600046,0.556840003
WA,Lincoln County,53043,10437,39672,-7.306099892,-5.692399979,-3.248500109,-1.399500012,0.289880008
MN,Otter Tail County,27111,57292,38946,-9.875800133,-6.129199982,-3.257400036,-1.024000049,0.732460022
WI,Lincoln County,55069,28472,36715,-9.760000229,-7.085400105,-3.270299911,-0.696269989,1.79279995
MI,Manistee County,26101,24604,31884,-8.450400352,-6.278299809,-3.279299974,-0.520929992,4.621799946
ID,Bonneville County,16019,106880,38198,-6.40320015,-5.307600021,-3.287800074,-1.89260006,-0.914699972
ME,Lincoln County,23015,34195,40958,-7.14470005,-5.153800011,-3.289999962,-1.797000051,-0.817380011
