notice_date,effective_date,received_date,company,city,employees,layoff_closure
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Indio,Riverside County,13,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Lodi,San Joaquin,72,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Montebello,Los Angeles,1,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Nipomo,San Luis Obispo,15,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Richmond,Contra Costa,20,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Rohnert Park,Sonoma County,15,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",San Jose,Santa Clara,39,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Santa Maria,Santa Barbara,17,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Vallejo,Solano County,25,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Ventura,Ventura County,60,Closure Permanent
05/16/2019,07/19/2019,05/17/2019,"Loot Crate, Inc.",Vernon,Los Angeles,150,Closure Permanent
05/14/2019,07/15/2019,05/21/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles,53,Layoff Permanent
05/16/2019,07/31/2019,05/21/2019,Boston Scientific Corporation,San Jose,Santa Clara,41,Closure Permanent
05/17/2019,07/31/2019,05/21/2019,"Rio Mesa Farms, LLC",Santa Maria,Santa Barbara,236,Closure Permanent
05/21/2019,07/19/2019,05/22/2019,P4C Global,Chatsworth,Los Angeles,35,Closure Unknown at this time
05/17/2019,07/16/2019,05/23/2019,"Three Chiefs and No Indians, LLC (American",Ontario,San Bernardino,76,Closure Permanent
05/23/2019,07/25/2019,05/23/2019,Masonite Corporation,Stockton,San Joaquin,150,Closure Permanent
05/23/2019,07/22/2019,05/24/2019,Hayward Industries,Pomona,Los Angeles,168,Closure Temporary
05/23/2019,07/23/2019,05/24/2019,Dynavax Technologies Corporation,Berkeley,Alameda County,80,Layoff Unknown at this time
05/23/2019,07/23/2019,05/24/2019,Green Coast Management Inc.,Oakland,Alameda County,136,Layoff Permanent
05/24/2019,06/19/2019,05/24/2019,Arcadia Group (USA) Limited,Glendale,Los Angeles,34,Closure Permanent
05/24/2019,06/19/2019,05/24/2019,Arcadia Group (USA) Limited,Los Angeles,Los Angeles,103,Closure Permanent
05/24/2019,06/19/2019,05/24/2019,Arcadia Group (USA) Limited,San Diego,San Diego County,43,Closure Permanent
05/23/2019,07/23/2019,05/28/2019,"Care RX, LLC",Stockton,San Joaquin,75,Closure Permanent
05/24/2019,07/26/2019,05/28/2019,"Aramark Sports and Entertainment Services,",Santa Clara,Santa Clara,129,Closure Permanent
05/24/2019,07/26/2019,05/28/2019,"Security Industry Specialists, Inc.",Sunnyvale,Santa Clara,196,Layoff Permanent
05/24/2019,07/31/2019,05/28/2019,"Swissport Cargo Services, LP",Los Angeles,Los Angeles,69,Closure Permanent
05/29/2019,07/29/2019,05/29/2019,Lenovo,Santa Clara,Santa Clara,35,Layoff Permanent
05/23/2019,03/14/2019,05/30/2019,Charter Communications,Chatsworth,Los Angeles,51,Layoff Permanent
05/30/2019,08/02/2019,05/30/2019,Kettle Cuisine,Morgan Hill,Santa Clara,99,Closure Permanent
05/30/2019,08/04/2019,05/30/2019,"Vie De France Yamazaki, Inc.",Vernon,Los Angeles,59,Layoff Permanent
05/30/2019,08/31/2019,05/30/2019,"RSCR California, Inc.",Garden Grove,Orange County,89,Closure Permanent
05/30/2019,05/30/2019,05/31/2019,"FTD Companies, Inc.",San Diego,San Diego County,167,Closure Permanent
05/30/2019,08/31/2019,05/31/2019,Accell North America,Simi Valley,Ventura County,9,Closure Permanent
05/31/2019,06/17/2019,05/31/2019,"Z Gallerie, LLC",Gardena,Los Angeles,196,Layoff Permanent
05/31/2019,07/31/2019,05/31/2019,"Kuni Enterprises, LLC",Roseville,Placer County,60,Closure Permanent
05/31/2019,08/02/2019,05/31/2019,"El Dorado Berry Farms, LLC",Oxnard,Ventura County,77,Layoff Permanent
05/31/2019,08/02/2019,05/31/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles,29,Layoff Permanent
05/31/2019,08/02/2019,05/31/2019,"VF Outdoor, LLC",Alameda,Alameda County,52,Closure Permanent
05/29/2019,07/31/2019,06/04/2019,Kramer Motors Incorporated dba Honda of Santa,Santa Monica,Los Angeles,66,Closure Unknown at this time
05/31/2019,07/31/2019,06/04/2019,Roadrunner,Camarillo,Ventura County,60,Layoff Unknown at this time
06/03/2019,10/01/2019,06/04/2019,"Roche Molecular Systems, Inc.",Los Gatos,Santa Clara,17,Closure Permanent
05/21/2019,08/01/2019,06/05/2019,Education Credit Management Corporation,Mather,Sacramento,185,Layoff Permanent
06/04/2019,12/31/2019,06/05/2019,Novanta,San Jose,Santa Clara,16,Layoff Permanent
06/05/2019,08/05/2019,06/06/2019,Facey Mission Hills,Mission Hills,Los Angeles,89,Layoff Permanent
06/06/2019,08/16/2019,06/06/2019,"Xero, Inc.",San Francisco,San Francisco,87,Closure Permanent
05/30/2019,07/30/2019,06/07/2019,"EDE GROUP, INC.",Union City,Alameda County,1,Closure Permanent
01/29/2018,04/02/2018,06/10/2019,Rolls-Royce Corporation,Oakland,Alameda County,179,Closure Permanent
06/05/2019,07/16/2019,06/11/2019,"GB Acquisition, Inc. dba Gordon Biersch Brewery",San Diego,San Diego County,79,Closure Permanent
06/10/2019,09/16/2019,06/11/2019,Glendora Community Hospital,Glendora,Los Angeles,184,Layoff Permanent
06/11/2019,08/19/2019,06/12/2019,Just Energy Marketing Corp.,Bakersfield,Kern County,19,Closure Permanent
06/11/2019,08/19/2019,06/12/2019,Just Energy Marketing Corp.,Oakland,Alameda County,30,Closure Permanent
06/11/2019,08/19/2019,06/12/2019,Just Energy Marketing Corp.,Ontario,San Bernardino,24,Closure Permanent
06/11/2019,08/19/2019,06/12/2019,Just Energy Marketing Corp.,Orange,Orange County,11,Closure Permanent
06/11/2019,08/19/2019,06/12/2019,Just Energy Marketing Corp.,Sacramento,Sacramento,27,Closure Permanent
06/11/2019,08/19/2019,06/12/2019,Just Energy Marketing Corp.,Santa Clara,Santa Clara,26,Closure Permanent
06/12/2019,08/31/2019,06/12/2019,"Schenker, Inc.",Redlands,San Bernardino,95,Layoff Unknown at this time
06/12/2019,09/16/2019,06/12/2019,Clift Royal Sonesta,San Francisco,San Francisco,206,Closure Temporary
06/12/2019,09/27/2019,06/12/2019,"Wholesome Harvest Baking, LLC",Richmond,Contra Costa,146,Closure Permanent
06/12/2019,08/12/2019,06/13/2019,Zovio & Ashford University Building,San Diego,San Diego County,248,Layoff Permanent
06/12/2019,10/31/2019,06/13/2019,Global Payments Inc.,Santa Ana,Orange County,55,Closure Permanent
06/12/2019,12/31/2019,06/14/2019,Ferrara Candy Company,Glendale,Los Angeles,88,Closure Permanent
01/29/2019,03/20/2019,06/17/2019,"Tesla, Inc.",Fremont,Alameda County,964,Layoff Permanent
01/29/2019,03/20/2019,06/17/2019,"Tesla, Inc.",Palo Alto,Santa Clara,84,Layoff Permanent
05/21/2019,05/21/2019,06/17/2019,Adventist Health White Memorial Medical Center,Los Angeles,Los Angeles,31,Closure Permanent
06/06/2019,07/15/2019,06/17/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles,87,Layoff Permanent
06/06/2019,07/20/2019,06/17/2019,Bank of America,Simi Valley,Ventura County,38,Layoff Permanent
06/17/2019,08/16/2019,06/17/2019,"PAQ, Inc.",Modesto,Stanislaus County,61,Closure Permanent
06/17/2019,07/26/2019,06/18/2019,Symantec Corporation,Mountain View,Santa Clara,4,Layoff Permanent
06/17/2019,07/26/2019,06/18/2019,Symantec Corporation,San Francisco,San Francisco,2,Layoff Permanent
06/12/2019,06/28/2019,06/20/2019,drive.ai,Mountain View,Santa Clara,90,Closure Permanent
06/19/2019,07/05/2019,06/20/2019,National Event Services,Rocklin,Placer County,268,Closure Permanent
06/20/2019,08/16/2019,06/20/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles,3,Layoff Permanent
06/12/2019,09/10/2019,06/21/2019,Sole Transport LLC aka Solar Transport,Bell Gardens,Los Angeles,57,Closure Permanent
06/21/2019,08/23/2019,06/21/2019,"H.D. Smith, LLC",Stockton,San Joaquin,47,Closure Permanent
06/19/2019,06/28/2019,06/24/2019,"Singulex, Inc.",Alameda,Alameda County,71,Closure Permanent
06/19/2019,08/02/2019,06/25/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles,46,Layoff Permanent
06/19/2019,08/14/2019,06/25/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles,43,Layoff Permanent
06/25/2019,08/01/2019,06/25/2019,"Mitsubishi Motors North America, Inc.",Cypress,Orange County,200,Closure Unknown at this time
06/25/2019,09/03/2019,06/25/2019,"Marvell Semiconductor, Inc.",Irvine,Orange County,46,Layoff Permanent
03/29/2019,05/31/2019,06/26/2019,VF Outdoor,Alameda,Alameda County,213,Closure Permanent
03/29/2019,05/31/2019,06/26/2019,VF Outdoor,Carlsbad,San Diego County,12,Closure Permanent
06/25/2019,09/03/2019,06/26/2019,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara,20,Layoff Permanent
06/25/2019,09/30/2019,06/26/2019,"Excelitas Technologies, Inc.",Fremont,Alameda County,155,Layoff Permanent
06/26/2019,08/26/2019,06/26/2019,"VeriFone, Inc.",Lincoln,Placer County,226,Layoff Permanent
06/18/2019,06/18/2019,06/27/2019,"Space Systems/Loral, LLC",Palo Alto,Santa Clara,97,Layoff Permanent
06/24/2019,08/30/2019,06/27/2019,"DiamondRock Sonoma Tenant, LLC",Sonoma,Sonoma County,33,Closure Permanent
06/26/2019,07/15/2019,06/27/2019,Larsen & Toubro Infotech Ltd.,Sunnyvale,Santa Clara,5,Closure Permanent
06/27/2019,07/03/2019,06/27/2019,Dean & DeLuca Inc.,Saint Helena,Napa County,38,Closure Permanent
06/27/2019,08/31/2019,06/28/2019,"Forever 21 Retail, Inc.",Palmdale,Los Angeles,79,Closure Temporary
06/27/2019,09/03/2019,06/28/2019,LendingClub Corporation,San Francisco,San Francisco,335,Layoff Permanent
06/28/2019,08/28/2019,06/28/2019,"California Comfort Systems USA, Inc.",Hayward,Alameda County,15,Closure Permanent
06/28/2019,08/28/2019,06/28/2019,"California Comfort Systems USA, Inc.",North Highlands,Sacramento,15,Closure Permanent
06/28/2019,08/28/2019,06/28/2019,"California Comfort Systems USA, Inc.",Ontario,San Bernardino,16,Closure Permanent
06/28/2019,08/28/2019,06/28/2019,"California Comfort Systems USA, Inc.",San Diego,San Diego County,84,Closure Permanent
06/28/2019,08/30/2019,06/28/2019,"Coloredge, Inc.",Burbank,Los Angeles,32,Closure Permanent
06/28/2019,08/31/2019,06/28/2019,Verity Business Services,San Jose,Santa Clara,5,Layoff Permanent
