doc_seq_no,expenditure_type,gub_account_type,gub_elec_type,page_no,expense_id,detail_id,doc_stmnt_year,doc_type_desc,com_legal_name,common_name,cfr_com_id,com_type,schedule_desc,exp_desc,purpose,extra_desc,f_name,lname_or_org,address,city,state,zip,exp_date,amount,state_loc,supp_opp,can_or_ballot,,county,debt_payment,vend_name,vend_addr,vend_city,vend_state,vend_zip,gotv_ink_ind,fundraiser,RUNTIME: 04-07-2022 07:37:39
519856,1B, , ,0,6706,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,4/12/21,5,,,,,,,,,,,,,,
519856,1B, , ,0,6707,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,5/12/21,5,,,,,,,,,,,,,,
519856,1B, , ,0,6708,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,6/10/21,5,,,,,,,,,,,,,,
519856,1B, , ,0,6709,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,7/13/21,5,,,,,,,,,,,,,,
519856,1B, , ,0,6710,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,8/11/21,5,,,,,,,,,,,,,,
519856,1B, , ,0,6711,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,8/18/21,9,,,,,,,,,,,,,,
519856,1B, , ,0,6712,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,9/13/21,5,,,,,,,,,,,,,,
519856,1B, , ,0,6713,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,DENNIS              ,FELLUM                              ,11890 US 27,DEWITT              ,MI,48820-0000,10/16/21,6,,,,,,,,,,,,,,
519856,1B, , ,0,6714,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,11/10/21,5,,,,,,,,,,,,,,
519856,1B, , ,0,6715,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,11/18/21,1,,,,,,,,,,,,,,
519856,1B, , ,0,6716,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,FIFTH THIRD BANK                    ,1204 S. US127,ST. JOHNS           ,MI,48879-0000,12/10/21,5,,,,,,,,,,,,,,
519856,1B, , ,0,6717,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,FEE,,,PAYPAL                              ,2211 N. FIRST STREET,SAN JOSE            ,CA,95131-0000,5/20/21,50.82,,,,,,,,,,,,,,
519856,1B, , ,0,6718,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,FEE,,,PAYPAL                              ,2211 N. FIRST STREET,SAN JOSE            ,CA,95131-0000,7/19/21,103.81,,,,,,,,,,,,,,
519856,1B, , ,0,6719,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,FEE,,,PAYPAL                              ,2211 N. FIRST STREET,SAN JOSE            ,CA,95131-0000,11/18/21,5.63,,,,,,,,,,,,,,
519856,1B, , ,0,6720,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,DIRECT CONTRIBUTIONS,DIRECT DONATION,,,FOURTH DISTRICT REPUBLICAN COM      ,5755 30TH AVENUE,SEARS               ,MI,49679-0000,5/8/21,315,,,,,,,,,,,,,,
519856,1B, , ,0,6721,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,FOOD EXPENSES,CATERING,,,TAMMY HIERHOLZER                    ,5396 E 775 S,PERU                ,IN,46970-0000,6/17/21,2400,,,,,,,,,,,,,,
519856,1B, , ,0,6723,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,FOOD EXPENSES,LDD SUPPLIES,,JENELL              ,LEONARD                             ,1577 SANBORN DRIVE,DEWITT              ,MI,48820-0000,7/1/21,462.8,,,,,,,,,,,,,,
519856,1B, , ,0,6724,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,EVENT SUPPLIES,,JENELL              ,LEONARD                             ,1577 SANBORN DRIVE,DEWITT              ,MI,48820-0000,7/27/21,80.18,,,,,,,,,,,,,,
519856,1B, , ,0,6725,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,FOOD EXPENSES,EVENT FOOD,,,DEWITT FAMILY GOLF CENTER           ,11890 US 27,DEWITT              ,MI,48820-0000,7/29/21,661,,,,,,,,,,,,,,
519856,1B, , ,0,6726,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,ENTERTAINMENT COSTS,SOUND FOR EVENTS,,,GNP SOLUTIONS                       ,5890 HORSTMEYER,LANSING             ,MI,48911-0000,8/18/21,300,,,,,,,,,,,,,,
519856,1B, , ,0,6728,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,PLAQUE,,,PRIME TIME AWARDS                   ,300 N CLIPPERT,LANSING             ,MI,48912-0000,7/8/21,76.85,,,,,,,,,,,,,,
519856,1B, , ,0,6730,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,PO BOX RENEWAL,,,KAY CONSULTING                      ,201 AYLA DRIVE,DEWITT              ,MI,48820-0000,8/19/21,64,,,,,,,,,,,,,,
519856,1B, , ,0,6731,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,FOOD EXPENSES,EVENT FOOD,,,KAY CONSULTING                      ,201 AYLA DRIVE,DEWITT              ,MI,48820-0000,11/18/21,125.38,,,,,,,,,,,,,,
519856,1B, , ,0,6732,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,"MAILING,POSTAGE,BULK RATE",PRINT AND MAIL,,,RIGHT STRATEGIES LLC                ,2153 WEALTHY STREET SE,EAST GRAND RAPIDS   ,MI,49506-0000,5/8/21,390,,,,,,,,,,,,,,
519856,1B, , ,0,6734,0,2022,ANNUAL CS,CLINTON COUNTY REPUBLICAN COMMITTEE,CLINTON COUNTY REPUBLICAN COMMITTEE,2192,COU,DIRECT,PRINT ADVERTISING,LDD PROGRAM BOOK PRINTING,,,RIGHT STRATEGIES LLC                ,2153 WEALTHY STREET SE,EAST GRAND RAPIDS   ,MI,49506-0000,8/18/21,190.8,,,,,,,,,,,,,,
519857,1B, , ,0,6325,0,2022,ANNUAL CS,FRIENDS TO ELECT MARSHALL BULLOCK,FRIENDS TO ELECT MARSHALL BULLOCK,518519,CAN,DIRECT,ENTERTAINMENT COSTS,MUSIC ENTERTAINMENT,,BRUCE               ,BAILEY                              ,3790 CORTLAND,DETROIT             ,MI,48206-0000,11/12/21,500,,,,,,,,,,,,,X,
519857,1B, , ,0,6326,0,2022,ANNUAL CS,FRIENDS TO ELECT MARSHALL BULLOCK,FRIENDS TO ELECT MARSHALL BULLOCK,518519,CAN,DIRECT,FOOD EXPENSES,FOOD,,,GREGORY'S SOUL FOOD                 ,2510 N. MARTIN LUTHER KING BLV,LANSING             ,MI,48906-0000,11/9/21,1690,,,,,,,,,,,,,X,
519857,1B, , ,0,6328,0,2022,ANNUAL CS,FRIENDS TO ELECT MARSHALL BULLOCK,FRIENDS TO ELECT MARSHALL BULLOCK,518519,CAN,DIRECT,INDEPENDENT CONTRACTORS,FINANCIAL BOOKKEEPTING AND REPORTING,,,ANGEL ENGAGEMENT GROUP LLC          ,18082 PARKSIDE STREET,DETROIT             ,MI,48221-0000,11/22/21,2000,,,,,,,,,,,,,,
519857,1B, , ,0,6355,0,2022,ANNUAL CS,FRIENDS TO ELECT MARSHALL BULLOCK,FRIENDS TO ELECT MARSHALL BULLOCK,518519,CAN,DIRECT,BANK CHARGES,SERVICE CHARGE,,,COMERICA BANK                       ,2000 TOWN CENTER SUITE 140,SOUTHFIELD          ,MI,48034-0000,12/13/21,98.31,,,,,,,,,,,,,,
519857,1B, , ,0,6356,0,2022,ANNUAL CS,FRIENDS TO ELECT MARSHALL BULLOCK,FRIENDS TO ELECT MARSHALL BULLOCK,518519,CAN,DIRECT,POLITICAL PARTY DUES,CONTRIBUTION,,,MICHIGAN SENATE DEMOCRATS           ,PO BOX 11111,LANSING             ,MI,48901-0000,11/12/21,2500,,,,,,,,,,,,,,
519857,1B, , ,0,6359,0,2022,ANNUAL CS,FRIENDS TO ELECT MARSHALL BULLOCK,FRIENDS TO ELECT MARSHALL BULLOCK,518519,CAN,DIRECT,PRINT ADVERTISING,PRINTING,,,VISTA PRINT                         ,275 WYMAN STREET,WALTHAM             ,MA,02451-0000,12/13/21,641.01,,,,,,,,,,,,,,
519857,1B, , ,0,6361,0,2022,ANNUAL CS,FRIENDS TO ELECT MARSHALL BULLOCK,FRIENDS TO ELECT MARSHALL BULLOCK,518519,CAN,DIRECT,TICKET PURCHASES,POLICY CONFERENCE,,,DETROIT REGIONAL CHAMBER            ,ONE WOODWARD # 1900,DETROIT             ,MI,48226-0000,12/14/21,1000,,,,,,,,,,,,,,
519857,1B, , ,0,6362,0,2022,ANNUAL CS,FRIENDS TO ELECT MARSHALL BULLOCK,FRIENDS TO ELECT MARSHALL BULLOCK,518519,CAN,DIRECT,"MAILING,POSTAGE,BULK RATE",POSTAGE,,,COLLEGE PARK USPS                   ,20501 LIVERNOIS AVE.,DETROIT             ,MI,48221-0000,12/15/21,174,,,,,,,,,,,,,,
519863,1B,1,3,0,4145,0,2022,ANNUAL CS,BRIAN CALLEY FOR GOVERNOR,BRIAN CALLEY FOR GOVERNOR,518354,GUB,DIRECT,,PARTIAL PAY OF DEBT DEBT BAL FORGIVEN,,BRIAN               ,CALLEY                              ,10198 BUTLER RD,PORTLAND            ,MI,48875-0000,12/30/21,250.58,,,,,,,,,,,,,,
519864,1B, , ,0,311051189,0,2022,JANUARY QUARTERLY CS,EMILYS LIST MICHIGAN,EMILYS LIST MICHIGAN,506602,IND,DIRECT,,CAUCUS CONTRIBUTION,,,MICHIGAN SENATE DEMOCRATIC FUND     ,PO BOX 11111,LANSING             ,MI,48901-1111,12/16/21,15000,1,,,,,,,,,,,,,
519864,1B, , ,0,311051190,0,2022,JANUARY QUARTERLY CS,EMILYS LIST MICHIGAN,EMILYS LIST MICHIGAN,506602,IND,DIRECT,,CAUCUS CONTRIBUTION,,,MICHIGAN HOUSE DEMOCRATIC FUND      ,PO BOX 16193,LANSING             ,MI,48901-6193,12/16/21,15000,1,,,,,,,,,,,,,
519865,1B, , ,0,15656,0,2022,JANUARY QUARTERLY CS,HUMANE SOCIETY LEGISLATIVE FUND OF MICHIGAN PAC,HUMANE SOCIETY LEGISLATIVE FUND OF M,519113,POL,DIRECT,,CONTRIBUTION TO COMMITTEE,,,FRIENDS OF DANA NESSEL              ,PO BOX 143,WAYNE               ,MI,48184-0143,12/9/21,500,1,,HON. DANA NESSEL,ATTORNEY GENERAL MI,INGHAM              ,,,,,,,,,
519867,1B, , ,0,1322,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,JIM STAMAS FOR STATE SENATE         ,5915 EASTMAN AVE. SUITE 100,MIDLAND             ,MI,48640-0000,11/30/21,350,1,,SEN. JIM STAMAS,STATE SENATE MI036,,,,,,,,,,
519867,1B, , ,0,1323,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,BRONNA KAHLE FOR STATE REP          ,PO BOX 681,ADRIAN              ,MI,49221-0000,11/30/21,250,1,,REP. BRONNA KAHLE,STATE REPRESENTATIVE MI057,,,,,,,,,,
519867,1B, , ,0,1324,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,HOUSE REPUBLICAN CAMPAIGN COMMITTEE ,PO BOX 15035,LANSING             ,MI,48901-5035,11/30/21,250,,,,,,,,,,,,,,
519867,1B, , ,0,1325,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,KEVIN COLEMAN FOR MICHIGAN          ,1165 SHOEMAKER DRIVE,WESTLAND            ,MI,48185-0000,11/30/21,250,1,,REP. KEVIN COLEMAN,STATE REPRESENTATIVE MI016,,,,,,,,,,
519867,1B, , ,0,1326,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,MICHIGAN SENATE DEMOCRATIC FUND     ,PO BOX 11111,LANSING             ,MI,48901-0000,11/30/21,500,,,,,,,,,,,,,,
519867,1B, , ,0,1327,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,MICHIGAN HOUSE DEMOCRATIC FUND      ,P.O. BOX 16193,LANSING             ,MI,48901-0000,11/30/21,500,,,,,,,,,,,,,,
519867,1B, , ,0,1328,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,FRIENDS OF TOM BARRETT              ,PO BOX 121,CHARLOTTE           ,MI,48813-0000,11/30/21,250,1,,SEN. TOM BARRETT,STATE SENATE MI024,,,,,,,,,,
519867,1B, , ,0,1329,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,JEREMY MOSS FOR STATE SENATE        ,18405 MELROSE AVENUE,SOUTHFIELD          ,MI,48075-0000,11/30/21,250,1,,SEN. JEREMY MOSS,STATE SENATE MI011,,,,,,,,,,
519867,1B, , ,0,1330,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,KARA HOPE FOR STATE REPRESENTATIVE  ,PO BOX 21002,LANSING             ,MI,48909-0000,11/30/21,250,1,,REP. KARA HOPE,STATE REPRESENTATIVE MI067,,,,,,,,,,
519867,1B, , ,0,1331,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,GRAHAM FILLER FOR STATE REPRESENTATI,12705 WARM CREEK DR.,DEWITT              ,MI,48820-7867,11/30/21,250,1,,REP. GRAHAM FILLER,STATE REPRESENTATIVE MI093,,,,,,,,,,
519867,1B, , ,0,1332,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,FRIENDS TO ELECT MARSHALL BULLOCK   ,PO BOX 211118,DETROIT             ,MI,48221-0000,11/30/21,250,1,,SEN. MARSHALL BULLOCK,STATE SENATE MI004,,,,,,,,,,
519867,1B, , ,0,1333,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,CTE LORI STONE                      ,PO BOX 1435,WARREN              ,MI,48090-1435,11/30/21,250,1,,REP. LORI STONE,STATE REPRESENTATIVE MI028,,,,,,,,,,
519867,1B, , ,0,1363,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,COMMITTEE TO ELECT DAIRE RENDON     ,P.O. BOX 809,LAKE CITY           ,MI,49651-0000,12/22/21,500,1,,REP. DAIRE RENDON,STATE REPRESENTATIVE MI103,,,,,,,,,,
519867,1B, , ,0,1364,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,MICHIGAN HOUSE DEMOCRATIC FUND      ,P.O. BOX 16193,LANSING             ,MI,48901-0000,12/22/21,2500,,,,,,,,,,,,,,
519867,1B, , ,0,1365,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,MATT HALL MAJORITY FUND             ,127 HEATHER DR,MARSHALL            ,MI,49068-9582,12/22/21,500,1,,REP. MATT HALL,STATE REPRESENTATIVE MI063,,,,,,,,,,
519867,1B, , ,0,1366,0,2022,JANUARY QUARTERLY CS,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SSF,JACKSON HOLDINGS LLC AND JACKSON NAT,510488,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,JULIE BRIXIE FOR STATE REPRESENTATIV,2294 HAMILTON ROAD,OKEMOS              ,MI,51810-0000,12/22/21,750,1,,REP. JULIE BRIXIE,STATE REPRESENTATIVE MI069,,,,,,,,,,
519869,1B, , ,0,376,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,COMMITTEE TO ELECT SARA CAMBENSY    ,306 N. 6TH STREET,MARQUETTE           ,MI,49855-0000,11/5/21,500,1,,REP. SARA CAMBENSY,STATE REPRESENTATIVE MI109,,,,,,,,,,
519869,1B, , ,0,377,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,FRIENDS OF PATTY KIM                ,2418 NORTH SECOND STREET,HARRISBURG          ,PA,17110-1104,11/5/21,500,,,,,,,,,,,,,,
519869,1B, , ,0,378,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,FRIENDS OF MARY JO DALEY            ,PO BOX 752,CONSHOHOCKEN        ,PA,19428-0752,11/5/21,500,,,,,,,,,,,,,,
519869,1B, , ,0,379,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,FRIENDS OF TODD YOUNG INC.          ,PO BOX 40323,WASHINGTON          ,DC,20016-0323,11/12/21,2500,,,SEN. TODD C. YOUNG,IN000,,,,,,,,,,
519869,1B, , ,0,380,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,BERGMAN FOR CONGRESS                ,3585 BUNKER HILL RD #434,ACME                ,MI,49610-5004,11/12/21,2000,,,REP. JACK BERGMAN,MI001,,,,,,,,,,
519869,1B, , ,0,381,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,JERRY CARL FOR CONGRESS             ,2024 3RD AVE NORTH STE 212 ATTN: JANNA RUTLAND,BIRMINGHAM          ,AL,35203-3320,11/12/21,1000,,,REP. JERRY L. CARL JR.,AL001,,,,,,,,,,
519869,1B, , ,0,382,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,FRIENDS OF ERIC DAVANZO             ,371 STATE HILL RD,SMITHTON            ,PA,15479-0000,11/12/21,500,,,,,,,,,,,,,,
519869,1B, , ,0,383,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,CAPPELLETTI FOR PA                  ,PO BOX 498,NORRISTOWN          ,PA,19404-0498,11/12/21,500,,,,,,,,,,,,,,
519869,1B, , ,0,384,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,KAPTUR FOR CONGRESS                 ,P.O. BOX 2433,FALLS CHURCH        ,VA,22042-0433,11/15/21,5000,,,REP. MARCY KAPTUR,OH009,,,,,,,,,,
519869,1B, , ,0,385,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,STEPHANIE CHANG FOR SENATE          ,PO BOX 32317,DETROIT             ,MI,48232-0317,11/22/21,500,,,,,,,,,,,,,,
519869,1B, , ,0,386,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,ROBIN KELLY FOR CONGRESS            ,413 NEW JERSEY AVE SE,WASHINGTON          ,DC,20003-4007,11/29/21,2000,,,REP. ROBIN KELLY,IL002,,,,,,,,,,
519869,1B, , ,0,387,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,KAPTUR FOR CONGRESS                 ,P.O. BOX 2433,FALLS CHURCH        ,VA,22042-0433,11/29/21,5000,,,REP. MARCY KAPTUR,OH009,,,,,,,,,,
519869,1B, , ,0,388,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,FRIENDS OF GEORGE LANG              ,7727 FOXBORO DR,WEST CHESTER        ,OH,45069-0000,12/7/21,500,,,,,,,,,,,,,,
519869,1B, , ,0,389,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,STEVE WILSON FOR OHIO               ,102 E ORCHARD AVE,LEBANON             ,OH,45036-2337,12/7/21,500,,,,,,,,,,,,,,
519869,1B, , ,0,390,0,2022,JANUARY QUARTERLY CS,CLEVELAND-CLIFFS INC. PAC,CLEVELAND-CLIFFS INC. PAC,519990,IND,DIRECT,,CONTRIBUTION TO COMMITTEE,,,HARAZ GHANBARI FOR OHIO             ,26811 DOGWOOD LANE,PERRYSBURG          ,OH,43551-0000,12/7/21,500,,,,,,,,,,,,,,
