dish,phonetic,korean,slug,thumbnail,image_url
Clam stew,Jogaetang,조개탕,jogaetang,2014/12/jogaetang-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-xX2YclTodwaF0C16DWAxPLjK.png?st=2024-10-14T16%3A27%3A28Z&se=2024-10-14T18%3A27%3A28Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A24%3A24Z&ske=2024-10-15T00%3A24%3A24Z&sks=b&skv=2024-08-04&sig=%2B262uAKQks8fdvdtshD1%2B3tN9p0D%2BnVw0eVWQEfVM/0%3D
Spicy grilled squid,Ojingeo-tonggui,오징어통구이,ojingeo-tonggui,2014/12/ojingeogui-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-C1azSvvAMee1LurK1oFWCzol.png?st=2024-10-14T16%3A27%3A48Z&se=2024-10-14T18%3A27%3A48Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A45%3A37Z&ske=2024-10-14T23%3A45%3A37Z&sks=b&skv=2024-08-04&sig=cpQlh56VGo6lzWwDL/E0Du1gdfM9FcjOB78BDrjPVlc%3D
Bok choy seasoned with soybean paste,Cheonggyeongchae doenjang-muchim,청경채 된장무침,bok-choy-muchim,2014/11/bokchoy_muchim-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-x61GlOdJHRlBt2MJ9mTbmqjY.png?st=2024-10-14T16%3A28%3A13Z&se=2024-10-14T18%3A28%3A13Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A05%3A42Z&ske=2024-10-15T00%3A05%3A42Z&sks=b&skv=2024-08-04&sig=6FFAQfcLhXzmjklIu2RdHW/gKTFufib9wjGWn/y%2Bc1o%3D
Green chili pepper pickles,Gochu-jangajji,고추장아찌,gochu-jangajji,2014/09/Korean-green-chili-pepper-pickles-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-D7bkP5cdq86PqXFP6xSN58hU.png?st=2024-10-14T16%3A28%3A33Z&se=2024-10-14T18%3A28%3A33Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A10%3A33Z&ske=2024-10-15T00%3A10%3A33Z&sks=b&skv=2024-08-04&sig=uEy6b3ORGhh9uGJoO9hk%2Bx16a56gD7jwtjCr/eU5Ppc%3D
"Minced, seasoned, and grilled beef ribs",Tteokgalbi,떡갈비,tteokgalbi,2014/08/tteokgalbi_pan1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-Af8hhx5MyTlmzo1NHqGenLbC.png?st=2024-10-14T16%3A28%3A51Z&se=2024-10-14T18%3A28%3A51Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A54%3A00Z&ske=2024-10-14T23%3A54%3A00Z&sks=b&skv=2024-08-04&sig=ZZ%2BNNFDkXwI1ZwGqvzlYibCs6KUkL9Qpxy3dcvPg%2BSw%3D
"Sweet, sour, and spicy mushrooms with water dropwort",Beoseot minari chomuchim,버섯 미나리 초무침,beoseot-minari-chomuchim,2014/08/sweet-sour-spicy-mushrooms-and-water-dropwort-web-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-cw5dhxH4uE0jd40a0BU9MmFk.png?st=2024-10-14T16%3A29%3A08Z&se=2024-10-14T18%3A29%3A08Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T01%3A43%3A56Z&ske=2024-10-15T01%3A43%3A56Z&sks=b&skv=2024-08-04&sig=X%2BNl%2B14psq21UO7%2BNiIwClRq8vpC8ZzPLbyAUkwWZVo%3D
Kale Pancakes,Kaeil-jangtteok,케일장떡,kale-jangtteok,2014/07/kale_jangtteok-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-vVTqB3nRvDNLiIgzOLQlwCcU.png?st=2024-10-14T16%3A29%3A26Z&se=2024-10-14T18%3A29%3A26Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A50%3A42Z&ske=2024-10-14T23%3A50%3A42Z&sks=b&skv=2024-08-04&sig=vKur4UELbEcR%2BEQsW0TVJmcmRkBRmzUKsNIltgQY8Bg%3D
Napa cabbage kimchi,Tongbaechu-kimchi,통배추김치,tongbaechu-kimchi,2014/06/whole-cabbage-kimchi-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-WH83WwEMeUa59w3rark3WSCA.png?st=2024-10-14T16%3A29%3A44Z&se=2024-10-14T18%3A29%3A44Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A18%3A11Z&ske=2024-10-14T23%3A18%3A11Z&sks=b&skv=2024-08-04&sig=yd2LwdCL3ZOIPx//Gk9oriZ2FVYL/cpJXI261V1sP%2Bs%3D
Potato salad,Gamja-salad,감자샐러드,gamja-salad,2014/06/gamja_salad1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-ZCvJkEtWRBWPUNNVChJ86RY8.png?st=2024-10-14T16%3A30%3A01Z&se=2024-10-14T18%3A30%3A01Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A28%3A58Z&ske=2024-10-14T23%3A28%3A58Z&sks=b&skv=2024-08-04&sig=RrHPc6pDlQrkdDZMXmIb34qOwTPChjj25Ry%2B1E%2BOBQM%3D
Ramp pancakes,Sanmaneul-jeon,산마늘전,sanmaneul-jeon,2014/05/ramp_pancake-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-dO8LGFeQtvhNQssgbqWqsXSG.png?st=2024-10-14T16%3A30%3A24Z&se=2024-10-14T18%3A30%3A24Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A50%3A44Z&ske=2024-10-15T00%3A50%3A44Z&sks=b&skv=2024-08-04&sig=RZljwH5HBqX7fJC%2B8w8oQMaxu%2BnztMwymwJuYv%2BoEq8%3D
Fish cakes,Eomuk,어묵,eomuk,2014/04/eomuk-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-uMhvQ5wi22O9uxzfzGvPNo5V.png?st=2024-10-14T16%3A30%3A41Z&se=2024-10-14T18%3A30%3A41Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A05%3A58Z&ske=2024-10-14T23%3A05%3A58Z&sks=b&skv=2024-08-04&sig=RMb4KHJoH/2er5yQNVF8Lm3LEsJF/KWQL2bAekxqfwY%3D
Roasted seaweed sheets,Gim-gui,김구이,gim-gui,2014/03/roasted-gim-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-8l3sb7KbWmXzFKjAQrxmXi58.png?st=2024-10-14T16%3A30%3A57Z&se=2024-10-14T18%3A30%3A57Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A19%3A55Z&ske=2024-10-14T23%3A19%3A55Z&sks=b&skv=2024-08-04&sig=GsDiBWBlDK29WAZ0xn2uvMK7zuJ1JTyWjiL6LOgRgrY%3D
Kimchi and mackerel camping stew,Kimchi godeungeo-tongjorim jjigae,김치 고등어통조림 찌개,kimchi-camping-stew,2014/02/kimchi-stew-with-canned-fish-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-7cX6dWnqjeukMa8RuBW6g4Tj.png?st=2024-10-14T16%3A31%3A17Z&se=2024-10-14T18%3A31%3A17Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A08%3A13Z&ske=2024-10-15T00%3A08%3A13Z&sks=b&skv=2024-08-04&sig=d%2BK6SJkQiZ2ebSeWitIobJyk3eUyQHAUfYKnMzdwSRU%3D
Seasoned dried anchovies,Myeolchi-muchim,멸치무침,myeolchi-muchim,2014/02/seasoned-anchovies-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-oiQRJlzvvD4bA1A3jM5Q4gmZ.png?st=2024-10-14T16%3A31%3A39Z&se=2024-10-14T18%3A31%3A39Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A32%3A05Z&ske=2024-10-14T23%3A32%3A05Z&sks=b&skv=2024-08-04&sig=0QS25HAmppj8Vmr8uJm7LFglIvZzQ5bLWWgnjhaHbTo%3D
Fried Gochujang,yak-gochujang,약고추장,yak-gochujang,2014/01/yakgochujang_1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-NFUmQ27u7drJ0jOTditVRziP.png?st=2024-10-14T16%3A32%3A00Z&se=2024-10-14T18%3A32%3A00Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A30%3A26Z&ske=2024-10-14T23%3A30%3A26Z&sks=b&skv=2024-08-04&sig=YEmynbsodxX2KY2CrK4UpuohwcxOLoBU2c8IkFCR7iU%3D
White Kimchi,Baek-kimchi,백김치,baekkimchi,2013/12/baekkimchi-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-QOMe98zBVR4xaN4u1ZAbMqaA.png?st=2024-10-14T16%3A32%3A19Z&se=2024-10-14T18%3A32%3A19Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A11%3A32Z&ske=2024-10-15T00%3A11%3A32Z&sks=b&skv=2024-08-04&sig=xUHApr7kKDWMpIjm%2BEej4X9eNN6HK5%2B9qYHvQQMobnA%3D
Doenjang pork skewers,Maekjeok,맥적,maekjeok,2013/10/maekjeok-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-u9oYUYLY5B4FodRTy06Wv0Ll.png?st=2024-10-14T16%3A32%3A41Z&se=2024-10-14T18%3A32%3A41Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T14%3A30%3A48Z&ske=2024-10-15T14%3A30%3A48Z&sks=b&skv=2024-08-04&sig=eI7igxxika/d2fwghon7aSxUHymChG%2BQkwbGY311pVw%3D
Cold salad with spicy mustard sauce,Gyeoja-naengchae,겨자냉채,gyeoja-naengchae,2013/09/plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-kAsc6J0aRzng8WKLUamUDcAj.png?st=2024-10-14T16%3A33%3A03Z&se=2024-10-14T18%3A33%3A03Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A56%3A08Z&ske=2024-10-14T23%3A56%3A08Z&sks=b&skv=2024-08-04&sig=C5cFIFUhIUsXyzxg6ccsDtLNEd29iVbWuW/cgemEiF0%3D
Beef and radish soup,Soegogi-muguk,쇠고기무국,soegogi-muguk,2013/09/beef-and-radish-soup-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-rnsmRjlL8jkSF00aCGStsDjy.png?st=2024-10-14T16%3A33%3A22Z&se=2024-10-14T18%3A33%3A22Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A11%3A29Z&ske=2024-10-14T23%3A11%3A29Z&sks=b&skv=2024-08-04&sig=7VzFl79osSVE%2BZwXEclNqBxgpNcWjKiYqQZTsEvjDM8%3D
Raw crabs marinated in soy sauce,Ganjang-gejang,간장게장,ganjang-gejang,2013/07/ganjanggejang-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-aOpUx2TukPn4o3ebNW68BFyf.png?st=2024-10-14T16%3A33%3A47Z&se=2024-10-14T18%3A33%3A47Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A26%3A11Z&ske=2024-10-14T23%3A26%3A11Z&sks=b&skv=2024-08-04&sig=ndKBu7cTn2OtV7y%2BhPWaKjnGcvK/gXvKP8hsIu3MO9E%3D
Lamb's Quarters side dish,Myeongaju-muchim,명아주무침,myeongaju-muchim,2013/07/lambsquarters_seasoned-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-6L9lKKvcO98OiAWjfrlCwRIq.png?st=2024-10-14T16%3A34%3A08Z&se=2024-10-14T18%3A34%3A08Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A22%3A12Z&ske=2024-10-14T23%3A22%3A12Z&sks=b&skv=2024-08-04&sig=9Q1MH0s6m3pU%2BTIpe10BBoeL5XZPB7Qp6l7kTOZT6j0%3D
Seasoned dried radish strips,Mumallaengi-muchim,무말랭이무침,mumallaengi-muchim,2013/05/mumallaengimuchim_bowl-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-WlNzre64ItCv4OYSxnK9Uiai.png?st=2024-10-14T16%3A34%3A29Z&se=2024-10-14T18%3A34%3A29Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A20%3A12Z&ske=2024-10-14T23%3A20%3A12Z&sks=b&skv=2024-08-04&sig=qpOV/%2BdkQwy8eSAV/ZzLMYMLCSXAysQL7YmMNe04nHQ%3D
Korean style fried snapper with seasoning sauce,Domi-yangnyeom-gui,도미양념구이,domiyangnyeomgui,2013/04/fried-snapper-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-aIDkAQNkXyY1iEp8rPjPpdBj.png?st=2024-10-14T16%3A34%3A48Z&se=2024-10-14T18%3A34%3A48Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A13%3A56Z&ske=2024-10-14T23%3A13%3A56Z&sks=b&skv=2024-08-04&sig=3lcanPjC//9w0ghT8sSM%2BJa7qDPCDTKlFqyU1xsF6t8%3D
Broccoli salad,,,broccoli-salad,2013/04/broccolisalad-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-61PK0ZgM0PnIcHWo89tjcdun.png?st=2024-10-14T16%3A35%3A10Z&se=2024-10-14T18%3A35%3A10Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A26%3A27Z&ske=2024-10-14T23%3A26%3A27Z&sks=b&skv=2024-08-04&sig=kS55r8IT2HYAIEpH4zGAqUDYqRwv7b9pPnbUGtn%2BRe0%3D
Beef short ribs soup,Galbitang,갈비탕,galbitang,2013/03/galbitang-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-czRyuJWtQvQvI3sYADSAIawJ.png?st=2024-10-14T16%3A35%3A31Z&se=2024-10-14T18%3A35%3A31Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A44%3A00Z&ske=2024-10-14T23%3A44%3A00Z&sks=b&skv=2024-08-04&sig=TYsl%2BXKFhfMUnwPFyElXmRf4TjWkXXaXskETO8LaSfM%3D
Potato pancakes,Gamjajeon,감자전,gamjajeon,2013/03/gamjajeon_plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-7svhXcSHI5LvTNGl6Of2EYsj.png?st=2024-10-14T16%3A35%3A49Z&se=2024-10-14T18%3A35%3A49Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A26%3A13Z&ske=2024-10-15T00%3A26%3A13Z&sks=b&skv=2024-08-04&sig=JK%2BGxg50kj0VagJWQ0%2BRMhqv%2BLEIJUacKUANa09jWvo%3D
Kimchi soup,Kimchi-guk,김치국,kimchi-guk,2013/02/kimchiguk-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-8kQdqYwdaDt56v6zDDIAqEoO.png?st=2024-10-14T16%3A36%3A08Z&se=2024-10-14T18%3A36%3A08Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A24%3A50Z&ske=2024-10-15T00%3A24%3A50Z&sks=b&skv=2024-08-04&sig=OgU3jFjqAs9aRD5Wqju6DSoSUcWrSR1WlnKL4TdxHT0%3D
Korean Royal court stir fried rice cakes,Gungjung-tteokbokki,궁중떡볶이,gungjung-tteokbokki,2013/02/gungjungddeokbokki-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-DGuPU0U44ZNokYGTxsVOA9eS.png?st=2024-10-14T16%3A36%3A29Z&se=2024-10-14T18%3A36%3A29Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A35%3A09Z&ske=2024-10-14T23%3A35%3A09Z&sks=b&skv=2024-08-04&sig=3bDn%2BYqjNcn426LnYZtNmImc5Ykya5wFt1LOZSKdWO0%3D
Tofu pickles,Dubu-jangajji,두부장아찌,dubu-jangajji,2012/11/tofu-pickles-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-EdCZxUbp40LWOOhirjwEnSu9.png?st=2024-10-14T16%3A36%3A47Z&se=2024-10-14T18%3A36%3A47Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A22%3A51Z&ske=2024-10-14T23%3A22%3A51Z&sks=b&skv=2024-08-04&sig=vqqBbgiKSeKX4EZodql9aVVbCnIAOtCbsw/NvIrvtZM%3D
Spicy pork bulgogi BBQ,Dwaeji bulgogi,돼지불고기,dwaeji-bulgogi,2012/11/spicy-pork_plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-EJyMcKU89SGM0TXm44Oco6kn.png?st=2024-10-14T16%3A37%3A07Z&se=2024-10-14T18%3A37%3A07Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A33%3A06Z&ske=2024-10-15T00%3A33%3A06Z&sks=b&skv=2024-08-04&sig=84Ea%2B6ELrFaubW6z6i5617YqWqqUswmX02MLNtgyHug%3D
Korean spicy dipping sauce,Ssamjang,쌈장,ssamjang,2012/10/ssamjang-bowl-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-ShNizZsIhIlQKHuhuCXkrzoq.png?st=2024-10-14T16%3A37%3A26Z&se=2024-10-14T18%3A37%3A26Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A19%3A53Z&ske=2024-10-15T00%3A19%3A53Z&sks=b&skv=2024-08-04&sig=V0Q1shdnEfrtmJLYZlr9v52DS8PosRTeuvloqXqmQ5c%3D
Sweet potato rice,Goguma-bap,고구마밥,gogumabap,2012/10/sweetpoato-rice-bowl-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-loMYakCoOHALaHQq1gQjSCFV.png?st=2024-10-14T16%3A37%3A42Z&se=2024-10-14T18%3A37%3A42Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A47%3A45Z&ske=2024-10-14T23%3A47%3A45Z&sks=b&skv=2024-08-04&sig=i/rcn10HGHcJsMEmLMYwZGiM%2BsJ1BUWY01zXaenu75s%3D
Braised saury,Kkongchi-jorim,꽁치조림,kkongchi-jorim,2012/09/kkongchijorim-pot1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-Yj82oHXSWVNA6iSuUZW7wanw.png?st=2024-10-14T16%3A38%3A00Z&se=2024-10-14T18%3A38%3A00Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A32%3A39Z&ske=2024-10-14T23%3A32%3A39Z&sks=b&skv=2024-08-04&sig=k2%2BzAzDaKVZ41gtMpkysN1/5ImHznUNwJrTKTG8Vq3c%3D
