hospital,hospital_subtype,ccn,week,county,fips,total_beds,total_staffed_adult_icu_beds,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
Lucile Salter Packard Children'S Hsp At Stanford,Childrens Hospitals,053305,2020-08-21,Santa Clara,085,376.0,,,,,4.0,230.0,0.02,Bay Area
Good Samaritan Hospital,Short Term,050380,2020-08-21,Santa Clara,085,525.0,37.0,4.0,11.0,0.7,14.0,247.0,0.06,Bay Area
El Camino Hospital,Short Term,050308,2020-08-21,Santa Clara,085,478.0,32.0,1.0,15.0,0.53,8.0,211.0,0.04,Bay Area
Dominican Hospital,Short Term,050242,2020-08-21,Santa Cruz,087,248.0,16.0,2.0,2.0,0.88,7.0,145.0,0.05,Bay Area
Sutter Maternity & Surgery Center of Santa Cruz,Short Term,050714,2020-08-21,Santa Cruz,087,28.0,0.0,0.0,0.0,,0.0,10.0,0.0,Bay Area
Patients' Hospital of Redding,Short Term,050697,2020-08-21,Shasta,089,14.0,0.0,0.0,0.0,,0.0,4.0,0.0,Northern California
Vibra Hospital of Northern California,Long Term,052047,2020-08-21,Shasta,089,43.0,0.0,0.0,0.0,,0.0,40.0,0.0,Northern California
Mayers Memorial Hospital,Critical Access Hospitals,051305,2020-08-21,Shasta,089,22.0,0.0,0.0,0.0,,0.0,5.0,0.0,Northern California
Mercy Medical Center Redding,Short Term,050280,2020-08-21,Shasta,089,366.0,33.0,1.0,6.0,0.82,4.0,203.0,0.02,Northern California
Shasta Regional Medical Center,Short Term,050764,2020-08-21,Shasta,089,107.0,13.0,1.0,1.0,0.92,1.0,93.0,0.01,Northern California
Fairchild Medical Center,Critical Access Hospitals,051316,2020-08-21,Siskiyou,093,41.0,4.0,0.0,1.0,0.75,0.0,11.0,0.0,Northern California
Mercy Medical Center Mt Shasta,Critical Access Hospitals,051319,2020-08-21,Siskiyou,093,31.0,4.0,0.0,4.0,0.0,0.0,6.0,0.0,Northern California
Sutter Solano Medical Center,Short Term,050101,2020-08-21,Solano,095,98.0,12.0,4.0,1.0,0.92,8.0,65.0,0.12,Bay Area
Northbay Medical Center,Short Term,050367,2020-08-21,Solano,095,216.0,17.0,5.0,3.0,0.82,16.0,170.0,0.09,Bay Area
Kaiser Foundation Hospital And Rehab Center,Short Term,050073,2020-08-21,Solano,095,254.0,10.0,3.0,1.0,0.9,14.0,140.0,0.1,Bay Area
Kaiser Foundation Hospital - Vacaville,Short Term,050767,2020-08-21,Solano,095,120.0,9.0,0.0,1.0,0.89,3.0,73.0,0.04,Bay Area
Sonoma Valley Hospital,Short Term,050090,2020-08-21,Sonoma,097,59.0,6.0,1.0,3.0,0.5,2.0,13.0,0.15,Bay Area
Providence Santa Rosa Memorial Hospital,Short Term,050174,2020-08-21,Sonoma,097,248.0,20.0,3.0,1.0,0.95,15.0,219.0,0.07,Bay Area
Sutter Santa Rosa Regional Hospital,Short Term,050291,2020-08-21,Sonoma,097,82.0,12.0,2.0,1.0,0.92,8.0,71.0,0.11,Bay Area
Healdsburg District Hospital,Critical Access Hospitals,051321,2020-08-21,Sonoma,097,28.0,5.0,1.0,4.0,0.2,3.0,7.0,0.43,Bay Area
Kaiser Foundation Hospital-Santa Rosa,Short Term,050690,2020-08-21,Sonoma,097,166.0,6.0,2.0,0.0,1.0,13.0,98.0,0.13,Bay Area
Petaluma Valley Hospital,Short Term,050136,2020-08-21,Sonoma,097,59.0,3.0,2.0,0.0,1.0,7.0,31.0,0.23,Bay Area
Stanislaus Surgical Hospital,Short Term,050726,2020-08-21,Stanislaus,099,23.0,0.0,0.0,0.0,,0.0,2.0,0.0,San Joaquin Valley
Central Valley Specialty Hospital,Long Term,052055,2020-08-21,Stanislaus,099,58.0,0.0,0.0,0.0,,9.0,69.0,0.13,San Joaquin Valley
Memorial Medical Center,Short Term,050557,2020-08-21,Stanislaus,099,340.0,35.0,17.0,7.0,0.8,56.0,224.0,0.25,San Joaquin Valley
Doctors Medical Center,Short Term,050464,2020-08-21,Stanislaus,099,501.0,44.0,15.0,2.0,0.95,73.0,374.0,0.2,San Joaquin Valley
Emanuel Medical Center,Short Term,050179,2020-08-21,Stanislaus,099,216.0,12.0,6.0,2.0,0.83,38.0,104.0,0.37,San Joaquin Valley
Oak Valley Hospital District,Short Term,050067,2020-08-21,Stanislaus,099,34.0,5.0,2.0,3.0,0.4,3.0,13.0,0.23,San Joaquin Valley
St Elizabeth Community Hospital,Short Term,050042,2020-08-21,Tehama,103,106.0,8.0,0.0,2.0,0.75,0.0,39.0,0.0,Northern California
Trinity Hospital,Critical Access Hospitals,051315,2020-08-21,Trinity,105,35.0,,,,,0.0,8.0,0.0,Northern California
Sierra View Medical Center,Short Term,050261,2020-08-21,Tulare,107,124.0,10.0,2.0,3.0,0.7,18.0,68.0,0.26,San Joaquin Valley
Kaweah Delta Medical Center,Short Term,050057,2020-08-21,Tulare,107,508.0,41.0,10.0,10.0,0.76,39.0,300.0,0.13,San Joaquin Valley
Adventist Health Tulare,Short Term,050784,2020-08-21,Tulare,107,117.0,4.0,0.0,0.0,1.0,1.0,22.0,0.05,San Joaquin Valley
Adventist Health Sonora,Short Term,050335,2020-08-21,Tuolumne,109,136.0,6.0,0.0,4.0,0.33,2.0,42.0,0.05,San Joaquin Valley
St Johns Pleasant Valley Hospital,Short Term,050616,2020-08-21,Ventura,111,138.0,6.0,2.0,1.0,0.83,5.0,43.0,0.12,Southern California
Los Robles Hospital & Medical Center,Short Term,050549,2020-08-21,Ventura,111,415.0,30.0,4.0,3.0,0.9,9.0,221.0,0.04,Southern California
St Johns Regional Medical Center,Short Term,050082,2020-08-21,Ventura,111,275.0,17.0,7.0,1.0,0.94,19.0,133.0,0.14,Southern California
Ojai Valley Community Hospital,Critical Access Hospitals,051334,2020-08-21,Ventura,111,27.0,4.0,0.0,2.0,0.5,0.0,12.0,0.0,Southern California
Adventist Health Simi Valley,Short Term,050236,2020-08-21,Ventura,111,224.0,24.0,11.0,5.0,0.79,15.0,100.0,0.15,Southern California
Community Memorial Hospital San Buenaventura,Short Term,050394,2020-08-21,Ventura,111,226.0,17.0,9.0,2.0,0.88,38.0,171.0,0.22,Southern California
Santa Paula Hospital,Short Term,,2020-08-21,Ventura,111,28.0,6.0,1.0,4.0,0.33,3.0,10.0,0.3,Southern California
Ventura County Medical Center,Short Term,050159,2020-08-21,Ventura,111,142.0,8.0,6.0,0.0,1.0,18.0,80.0,0.22,Southern California
Woodland Memorial Hospital,Short Term,050127,2020-08-21,Yolo,113,130.0,8.0,4.0,4.0,0.5,5.0,50.0,0.1,Greater Sacramento
Sutter Davis Hospital,Short Term,050537,2020-08-21,Yolo,113,56.0,6.0,1.0,4.0,0.33,2.0,30.0,0.07,Greater Sacramento
Adventist Health And Rideout,Short Term,050133,2020-08-21,Yuba,115,338.0,24.0,4.0,6.0,0.75,20.0,165.0,0.12,Greater Sacramento
Kindred Hospital - San Francisco Bay Area,Long Term,052034,2020-08-14,Alameda,001,109.0,10.0,0.0,1.0,0.9,0.0,68.0,0.0,Bay Area
Highland Hospital,Short Term,050320,2020-08-14,Alameda,001,503.0,42.0,14.0,4.0,0.9,43.0,225.0,0.19,Bay Area
Kaiser Foundation Hospital - San Leandro,Short Term,050777,2020-08-14,Alameda,001,275.0,16.0,8.0,1.0,0.94,26.0,149.0,0.17,Bay Area
Washington Hospital,Short Term,050195,2020-08-14,Alameda,001,232.0,32.0,9.0,11.0,0.66,40.0,171.0,0.23,Bay Area
Alameda Hospital,Short Term,050211,2020-08-14,Alameda,001,90.0,8.0,4.0,2.0,0.75,14.0,41.0,0.34,Bay Area
Eden Medical Center,Short Term,050488,2020-08-14,Alameda,001,106.0,24.0,5.0,4.0,0.83,14.0,118.0,0.12,Bay Area
Stanford Health Care - Valleycare,Short Term,050283,2020-08-14,Alameda,001,403.0,22.0,4.0,9.0,0.59,9.0,96.0,0.09,Bay Area
Kaiser Foundation Hospital - Oakland/Richmond,Short Term,050075,2020-08-14,Alameda,001,557.0,30.0,20.0,1.0,0.97,52.0,217.0,0.24,Bay Area
Alta Bates Summit Medical Center - Alta Bates Camp,Short Term,050305,2020-08-14,Alameda,001,348.0,30.0,4.0,18.0,0.4,10.0,127.0,0.08,Bay Area
Ucsf Benioff Children'S Hospital Oakland,Childrens Hospitals,053301,2020-08-14,Alameda,001,167.0,0.0,0.0,0.0,,3.0,84.0,0.04,Bay Area
Alta Bates Summit Medical Center,Short Term,050043,2020-08-14,Alameda,001,228.0,36.0,4.0,20.0,0.44,20.0,193.0,0.1,Bay Area
Kaiser Foundation Hospital - Fremont,Short Term,050512,2020-08-14,Alameda,001,124.0,7.0,2.0,1.0,0.86,16.0,73.0,0.22,Bay Area
St Rose Hospital,Short Term,050002,2020-08-14,Alameda,001,155.0,15.0,2.0,8.0,0.47,7.0,41.0,0.17,Bay Area
Sutter Amador Hospital,Short Term,050014,2020-08-14,Amador,005,36.0,6.0,0.0,2.0,0.67,5.0,28.0,0.18,Greater Sacramento
Enloe Medical Center,Short Term,050039,2020-08-14,Butte,007,325.0,24.0,7.0,3.0,0.88,17.0,227.0,0.07,Greater Sacramento
Orchard Hospital,Critical Access Hospitals,051311,2020-08-14,Butte,007,50.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,Greater Sacramento
Oroville Hospital,Short Term,050030,2020-08-14,Butte,007,218.0,10.0,1.0,1.0,0.9,5.0,123.0,0.04,Greater Sacramento
Mark Twain Medical Center,Critical Access Hospitals,051332,2020-08-14,Calaveras,009,96.0,16.0,2.0,10.0,0.38,5.0,40.0,0.12,San Joaquin Valley
Colusa Medical Center,Short Term,050783,2020-08-14,Colusa,011,88.0,0.0,0.0,0.0,,4.0,19.0,0.21,Greater Sacramento
John Muir Medical Center - Concord Campus,Short Term,050496,2020-08-14,Contra Costa,013,280.0,36.0,9.0,7.0,0.81,25.0,170.0,0.15,Bay Area
Contra Costa Regional Medical Center,Short Term,050276,2020-08-14,Contra Costa,013,228.0,18.0,6.0,3.0,0.83,16.0,109.0,0.15,Bay Area
Kaiser Foundation Hospital - Walnut Creek,Short Term,050072,2020-08-14,Contra Costa,013,274.0,18.0,6.0,2.0,0.89,17.0,173.0,0.1,Bay Area
San Ramon Regional Medical Center,Short Term,050689,2020-08-14,Contra Costa,013,195.0,12.0,0.0,7.0,0.42,2.0,47.0,0.04,Bay Area
John Muir Medical Center - Walnut Creek Campus,Short Term,050180,2020-08-14,Contra Costa,013,391.0,59.0,7.0,19.0,0.68,16.0,291.0,0.05,Bay Area
Kaiser Foundation Hospital - Antioch,Short Term,050760,2020-08-14,Contra Costa,013,359.0,8.0,5.0,1.0,0.88,18.0,96.0,0.19,Bay Area
Sutter Delta Medical Center,Short Term,050523,2020-08-14,Contra Costa,013,101.0,12.0,4.0,2.0,0.83,22.0,84.0,0.26,Bay Area
Sutter Coast Hospital,Short Term,050417,2020-08-14,Del Norte,015,36.0,6.0,0.0,3.0,0.5,1.0,28.0,0.04,Northern California
Marshall Medical Center,Short Term,050254,2020-08-14,El Dorado,017,147.0,12.0,0.0,3.0,0.75,0.0,70.0,0.0,Greater Sacramento
Barton Memorial Hospital,Short Term,050352,2020-08-14,El Dorado,017,162.0,8.0,1.0,6.0,0.25,1.0,20.0,0.05,Greater Sacramento
Fresno Surgical Hospital,Short Term,050708,2020-08-14,Fresno,019,68.0,0.0,0.0,0.0,,0.0,8.0,0.0,San Joaquin Valley
Valley Children'S Hospital,Childrens Hospitals,053300,2020-08-14,Fresno,019,269.0,0.0,0.0,0.0,,10.0,119.0,0.08,San Joaquin Valley
Adventist Health Reedley,Short Term,050192,2020-08-14,Fresno,019,49.0,0.0,0.0,0.0,,1.0,22.0,0.05,San Joaquin Valley
Saint Agnes Medical Center,Short Term,050093,2020-08-14,Fresno,019,324.0,31.0,15.0,2.0,0.94,69.0,305.0,0.23,San Joaquin Valley
Community Regional Medical Center,Short Term,050060,2020-08-14,Fresno,019,621.0,78.0,26.0,5.0,0.94,120.0,504.0,0.24,San Joaquin Valley
Kaiser Foundation Hospital - Fresno,Short Term,050710,2020-08-14,Fresno,019,197.0,10.0,5.0,1.0,0.9,27.0,110.0,0.25,San Joaquin Valley
Clovis Community Medical Center,Short Term,050492,2020-08-14,Fresno,019,235.0,24.0,14.0,3.0,0.88,49.0,203.0,0.24,San Joaquin Valley
Fresno Heart And Surgical Hospital,Short Term,050732,2020-08-14,Fresno,019,57.0,9.0,0.0,1.0,0.89,0.0,52.0,0.0,San Joaquin Valley
Glenn Medical Center,Critical Access Hospitals,051306,2020-08-14,Glenn,021,32.0,0.0,,0.0,,2.0,19.0,0.11,Northern California
Jerold Phelps Community Hospital,Critical Access Hospitals,051309,2020-08-14,Humboldt,023,18.0,0.0,0.0,0.0,,0.0,3.0,0.0,Northern California
Mad River Community Hospital,Short Term,050028,2020-08-14,Humboldt,023,60.0,4.0,1.0,2.0,0.5,2.0,17.0,0.12,Northern California
Providence Redwood Memorial Hospital,Critical Access Hospitals,051318,2020-08-14,Humboldt,023,58.0,4.0,0.0,1.0,0.75,1.0,15.0,0.07,Northern California
Providence St Joseph Hospital,Short Term,050006,2020-08-14,Humboldt,023,219.0,12.0,0.0,3.0,0.75,1.0,101.0,0.01,Northern California
Pioneers Memorial Healthcare District,Short Term,050342,2020-08-14,Imperial,025,126.0,8.0,2.0,1.0,0.88,13.0,52.0,0.25,Southern California
El Centro Regional Medical Center,Short Term,050045,2020-08-14,Imperial,025,143.0,22.0,10.0,9.0,0.59,21.0,73.0,0.29,Southern California
Southern Inyo Hospital,Critical Access Hospitals,051302,2020-08-14,Inyo,027,6.0,0.0,0.0,0.0,,0.0,2.0,0.0,Southern California
Northern Inyo Hospital,Critical Access Hospitals,051324,2020-08-14,Inyo,027,35.0,4.0,0.0,4.0,0.0,4.0,14.0,0.29,Southern California
Bakersfield Heart Hospital,Short Term,050724,2020-08-14,Kern,029,49.0,10.0,1.0,3.0,0.7,8.0,41.0,0.2,San Joaquin Valley
Adventist Health Delano,Short Term,050608,2020-08-14,Kern,029,235.0,9.0,4.0,4.0,0.56,10.0,72.0,0.14,San Joaquin Valley
Good Samaritan Hospital,Short Term,050257,2020-08-14,Kern,029,59.0,4.0,0.0,4.0,0.0,5.0,24.0,0.21,San Joaquin Valley
Kern Medical Center,Short Term,050315,2020-08-14,Kern,029,314.0,15.0,8.0,0.0,1.0,17.0,106.0,0.16,San Joaquin Valley
Adventist Health Tehachapi Valley,Critical Access Hospitals,051301,2020-08-14,Kern,029,36.0,4.0,2.0,1.0,0.75,6.0,16.0,0.38,San Joaquin Valley
Kern Valley Healthcare District,Critical Access Hospitals,051314,2020-08-14,Kern,029,15.0,3.0,0.0,3.0,0.0,2.0,10.0,0.2,San Joaquin Valley
Bakersfield Memorial Hospital,Short Term,050036,2020-08-14,Kern,029,259.0,29.0,9.0,5.0,0.83,31.0,185.0,0.17,San Joaquin Valley
Adventist Health Bakersfield,Short Term,050455,2020-08-14,Kern,029,416.0,36.0,26.0,4.0,0.89,58.0,197.0,0.29,San Joaquin Valley
Ridgecrest Regional Hospital,Critical Access Hospitals,051333,2020-08-14,Kern,029,44.0,4.0,1.0,0.0,1.0,1.0,18.0,0.06,San Joaquin Valley
Mercy Hospital,Short Term,050295,2020-08-14,Kern,029,237.0,28.0,19.0,3.0,0.89,41.0,151.0,0.27,San Joaquin Valley
Adventist Health Hanford,Short Term,050121,2020-08-14,Kings,031,310.0,27.0,7.0,11.0,0.59,45.0,143.0,0.31,San Joaquin Valley
Sutter LAkeside Hospital,Critical Access Hospitals,051329,2020-08-14,Lake,033,445.0,5.0,0.0,2.0,0.6,0.0,16.0,0.0,Northern California
Adventist Health Clearlake,Critical Access Hospitals,051317,2020-08-14,Lake,033,49.0,4.0,0.0,1.0,0.75,0.0,16.0,0.0,Northern California
Banner LAssen Medical Center,Critical Access Hospitals,051320,2020-08-14,Lassen,035,32.0,0.0,0.0,0.0,,1.0,8.0,0.12,Northern California
Kaiser Foundation Hospital - West LA,Short Term,050561,2020-08-14,Los Angeles,037,384.0,31.0,9.0,11.0,0.65,19.0,108.0,0.18,Southern California
Ronald Reagan U C L A Medical Center,Short Term,050262,2020-08-14,Los Angeles,037,547.0,109.0,10.0,9.0,0.92,55.0,400.0,0.14,Southern California
Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,Short Term,050112,2020-08-14,Los Angeles,037,333.0,22.0,2.0,10.0,0.55,25.0,221.0,0.11,Southern California
Torrance Memorial Medical Center,Short Term,050351,2020-08-14,Los Angeles,037,599.0,56.0,4.0,22.0,0.61,28.0,259.0,0.11,Southern California
Catalina Island Medical Center,Critical Access Hospitals,051307,2020-08-14,Los Angeles,037,12.0,0.0,0.0,0.0,,0.0,5.0,0.0,Southern California
Kaiser Foundation Hospital - Baldwin Park,Short Term,050723,2020-08-14,Los Angeles,037,326.0,60.0,8.0,42.0,0.3,29.0,132.0,0.22,Southern California
Community Hospital of Huntington Park,Short Term,050091,2020-08-14,Los Angeles,037,72.0,7.0,3.0,1.0,0.86,24.0,48.0,0.5,Southern California
Kindred Hospital South Bay,Long Term,052050,2020-08-14,Los Angeles,037,59.0,8.0,6.0,0.0,1.0,12.0,54.0,0.22,Southern California
Kindred Hospital Baldwin Park,Long Term,052045,2020-08-14,Los Angeles,037,91.0,8.0,0.0,0.0,1.0,2.0,83.0,0.02,Southern California
Lac/Rancho Los Amigos National Rehabilitation  Ctr,Short Term,050717,2020-08-14,Los Angeles,037,125.0,6.0,1.0,1.0,0.83,6.0,121.0,0.05,Southern California
Beverly Hospital,Short Term,050350,2020-08-14,Los Angeles,037,239.0,25.0,6.0,5.0,0.8,28.0,118.0,0.24,Southern California
Kindred Hospital - Los Angeles,Long Term,052032,2020-08-14,Los Angeles,037,91.0,5.0,0.0,0.0,1.0,0.0,75.0,0.0,Southern California
Pih Health Hospital-Whittier,Short Term,050169,2020-08-14,Los Angeles,037,507.0,48.0,9.0,27.0,0.44,34.0,248.0,0.14,Southern California
"L A Downtown Medical Center, Llc",Short Term,050763,2020-08-14,Los Angeles,037,117.0,12.0,1.0,7.0,0.42,16.0,76.0,0.21,Southern California
West Hills Hospital & Medical Center,Short Term,050481,2020-08-14,Los Angeles,037,271.0,33.0,9.0,12.0,0.64,27.0,122.0,0.22,Southern California
Saint Francis Medical Center,Short Term,050104,2020-08-14,Los Angeles,037,393.0,34.0,9.0,10.0,0.71,38.0,231.0,0.16,Southern California
Sherman Oaks Hospital,Short Term,050755,2020-08-14,Los Angeles,037,115.0,14.0,4.0,2.0,0.86,14.0,103.0,0.14,Southern California
Valley Presbyterian Hospital,Short Term,050126,2020-08-14,Los Angeles,037,287.0,20.0,9.0,0.0,1.0,51.0,193.0,0.26,Southern California
Glendale Adventist Medical Center,Short Term,050239,2020-08-14,Los Angeles,037,445.0,52.0,10.0,28.0,0.46,38.0,229.0,0.17,Southern California
East Los Angeles Doctors Hospital,Short Term,050641,2020-08-14,Los Angeles,037,82.0,9.0,7.0,0.0,1.0,15.0,37.0,0.41,Southern California
Long Beach Memorial Medical Center,Short Term,050485,2020-08-14,Los Angeles,037,626.0,86.0,18.0,35.0,0.59,34.0,300.0,0.11,Southern California
Huntington Memorial Hospital,Short Term,050438,2020-08-14,Los Angeles,037,638.0,46.0,11.0,20.0,0.57,33.0,315.0,0.1,Southern California
San Dimas Community Hospital,Short Term,050588,2020-08-14,Los Angeles,037,151.0,8.0,6.0,0.0,1.0,18.0,42.0,0.43,Southern California
Los Angeles Community Hospital,Short Term,050663,2020-08-14,Los Angeles,037,187.0,22.0,3.0,12.0,0.45,24.0,115.0,0.21,Southern California
Kaiser Foundation Hospital - Los Angeles,Short Term,050138,2020-08-14,Los Angeles,037,549.0,86.0,4.0,19.0,0.78,35.0,301.0,0.12,Southern California
Usc Verdugo Hills Hospital,Short Term,050124,2020-08-14,Los Angeles,037,200.0,12.0,5.0,3.0,0.75,14.0,79.0,0.18,Southern California
Emanate Health Inter-Community Hospital,Short Term,050382,2020-08-14,Los Angeles,037,462.0,40.0,21.0,6.0,0.85,90.0,246.0,0.37,Southern California
Mission Community Hospital,Short Term,050704,2020-08-14,Los Angeles,037,237.0,21.0,5.0,10.0,0.52,18.0,112.0,0.16,Southern California
Docs Surgical Hospital,Short Term,050785,2020-08-14,Los Angeles,037,14.0,0.0,0.0,0.0,,0.0,4.0,0.0,Southern California
Providence Holy Cross Medical Center,Short Term,050278,2020-08-14,Los Angeles,037,426.0,28.0,7.0,4.0,0.86,50.0,211.0,0.24,Southern California
San Gabriel Valley Medical Center,Short Term,050132,2020-08-14,Los Angeles,037,133.0,10.0,7.0,6.0,0.4,28.0,19.0,1.47,Southern California
Providence Little Co of Mary Med Ctr San Pedro,Short Term,050078,2020-08-14,Los Angeles,037,66.0,9.0,0.0,1.0,0.89,3.0,54.0,0.06,Southern California
"Martin Luther King, Jr. Community Hospital",Short Term,050779,2020-08-14,Los Angeles,037,206.0,20.0,9.0,2.0,0.9,34.0,157.0,0.22,Southern California
Providence Little Company of Mary Med Ctr Torrance,Short Term,050353,2020-08-14,Los Angeles,037,183.0,15.0,4.0,2.0,0.87,36.0,171.0,0.21,Southern California
Children'S Hosp of Los Angeles,Childrens Hospitals,053302,2020-08-14,Los Angeles,037,253.0,0.0,0.0,0.0,,11.0,224.0,0.05,Southern California
Lac+Usc Medical Center,Short Term,050373,2020-08-14,Los Angeles,037,529.0,112.0,30.0,23.0,0.79,77.0,468.0,0.16,Southern California
Hollywood Presbyterian Medical Center,Short Term,050063,2020-08-14,Los Angeles,037,323.0,34.0,5.0,16.0,0.53,20.0,193.0,0.1,Southern California
Henry Mayo Newhall  Hospital,Short Term,050624,2020-08-14,Los Angeles,037,310.0,45.0,3.0,29.0,0.36,11.0,152.0,0.07,Southern California
Alhambra Hospital Medical Center,Short Term,050281,2020-08-14,Los Angeles,037,119.0,11.0,2.0,2.0,0.82,10.0,54.0,0.19,Southern California
Whittier Hospital Medical Center,Short Term,050735,2020-08-14,Los Angeles,037,162.0,16.0,6.0,4.0,0.75,18.0,99.0,0.18,Southern California
Pacifica Hospital of The Valley,Short Term,050378,2020-08-14,Los Angeles,037,2068.0,8.0,4.0,6.0,0.25,13.0,60.0,0.22,Southern California
Kindred Hospital -- LA Mirada,Long Term,052038,2020-08-14,Los Angeles,037,197.0,19.0,0.0,2.0,0.89,14.0,144.0,0.1,Southern California
Coast Plaza Hospital,Short Term,050771,2020-08-14,Los Angeles,037,76.0,8.0,3.0,0.0,1.0,10.0,32.0,0.31,Southern California
Providence Saint Joseph Medical Ctr,Short Term,050235,2020-08-14,Los Angeles,037,206.0,34.0,7.0,6.0,0.82,34.0,184.0,0.18,Southern California
Northridge Hospital Medical Center,Short Term,050116,2020-08-14,Los Angeles,037,234.0,27.0,5.0,3.0,0.89,15.0,169.0,0.09,Southern California
Olympia Medical Center,Short Term,050742,2020-08-14,Los Angeles,037,114.0,10.0,1.0,7.0,0.3,7.0,59.0,0.12,Southern California
Kaiser Foundation Hospital - South Bay,Short Term,050411,2020-08-14,Los Angeles,037,428.0,20.0,9.0,7.0,0.65,38.0,161.0,0.24,Southern California
Providence-Cedars Sinai Tarzana Medical Center,Short Term,050761,2020-08-14,Los Angeles,037,274.0,10.0,1.0,2.0,0.8,14.0,92.0,0.15,Southern California
Barlow Respiratory Hospital,Long Term,052031,2020-08-14,Los Angeles,037,85.0,6.0,0.0,3.0,0.5,0.0,63.0,0.0,Southern California
Pih Hospital - Downey,Short Term,050393,2020-08-14,Los Angeles,037,220.0,18.0,5.0,4.0,0.78,16.0,92.0,0.17,Southern California
Southern California Hospital At Hollywood,Short Term,050135,2020-08-14,Los Angeles,037,488.0,50.0,8.0,30.0,0.4,25.0,287.0,0.09,Southern California
St Mary Medical Center,Short Term,050191,2020-08-14,Los Angeles,037,400.0,51.0,5.0,20.0,0.61,19.0,195.0,0.1,Southern California
Glendale Mem Hospital & Health Center,Short Term,050058,2020-08-14,Los Angeles,037,300.0,18.0,2.0,8.0,0.56,14.0,115.0,0.12,Southern California
Methodist Hospital of Southern Ca,Short Term,050238,2020-08-14,Los Angeles,037,262.0,27.0,7.0,2.0,0.93,35.0,200.0,0.18,Southern California
Monterey Park Hospital,Short Term,050736,2020-08-14,Los Angeles,037,109.0,4.0,1.0,2.0,0.5,9.0,51.0,0.18,Southern California
Pomona Valley Hospital Medical Center,Short Term,050231,2020-08-14,Los Angeles,037,417.0,50.0,18.0,7.0,0.86,52.0,255.0,0.2,Southern California
Providence Saint John'S Health Center,Short Term,050290,2020-08-14,Los Angeles,037,120.0,18.0,2.0,2.0,0.89,10.0,110.0,0.09,Southern California
Memorial Hospital of Gardena,Short Term,050468,2020-08-14,Los Angeles,037,175.0,14.0,4.0,4.0,0.71,15.0,131.0,0.11,Southern California
Kaiser Foundation Hospital - Downey,Short Term,050139,2020-08-14,Los Angeles,037,571.0,29.0,19.0,5.0,0.83,63.0,192.0,0.33,Southern California
City of Hope Helford Clinical Research Hospital,Short Term,050146,2020-08-14,Los Angeles,037,215.0,17.0,0.0,5.0,0.71,7.0,192.0,0.04,Southern California
Kindred Hospital Paramount,Long Term,052046,2020-08-14,Los Angeles,037,220.0,12.0,0.0,0.0,1.0,0.0,74.0,0.0,Southern California
Monrovia Memorial Hospital,Long Term,052054,2020-08-14,Los Angeles,037,28.0,4.0,0.0,0.0,1.0,0.0,8.0,0.0,Southern California
Kaiser Foundation Hospital - Woodland Hills,Short Term,050677,2020-08-14,Los Angeles,037,371.0,22.0,6.0,16.0,0.27,20.0,132.0,0.15,Southern California
Kaiser Foundation Hospital - Panorama City,Short Term,050137,2020-08-14,Los Angeles,037,298.0,22.0,6.0,9.0,0.59,23.0,112.0,0.21,Southern California
Memorial Care Miller Children'S &  Women'S Hosp Lb,Childrens Hospitals,053309,2020-08-14,Los Angeles,037,258.0,0.0,,,,2.0,94.0,0.02,Southern California
Casa Colina Hospital,Short Term,050782,2020-08-14,Los Angeles,037,88.0,2.0,0.0,0.0,1.0,2.0,72.0,0.03,Southern California
Encino Hospital Medical Center,Short Term,050158,2020-08-14,Los Angeles,037,58.0,4.0,0.0,1.0,0.75,1.0,52.0,0.02,Southern California
Usc Kenneth Norris Jr Cancer Hospital,Short Term,050660,2020-08-14,Los Angeles,037,120.0,4.0,0.0,1.0,0.75,1.0,45.0,0.02,Southern California
Palmdale Regional Medical Center,Short Term,050204,2020-08-14,Los Angeles,037,199.0,24.0,12.0,7.0,0.71,36.0,124.0,0.29,Southern California
White Memorial Medical Center,Short Term,050103,2020-08-14,Los Angeles,037,382.0,34.0,11.0,17.0,0.5,35.0,221.0,0.16,Southern California
Lakewood Regional Medical Center,Short Term,050581,2020-08-14,Los Angeles,037,198.0,30.0,6.0,7.0,0.77,19.0,121.0,0.16,Southern California
Keck Hospital of Usc,Short Term,050696,2020-08-14,Los Angeles,037,611.0,71.0,6.0,5.0,0.93,13.0,230.0,0.06,Southern California
"West Covina Medical Center, Inc",Short Term,050096,2020-08-14,Los Angeles,037,13.0,,,,,0.0,4.0,0.0,Southern California
College Medical Center,Short Term,050776,2020-08-14,Los Angeles,037,106.0,8.0,2.0,4.0,0.5,9.0,35.0,0.26,Southern California
Garfield Medical Center,Short Term,050737,2020-08-14,Los Angeles,037,200.0,22.0,7.0,6.0,0.73,35.0,116.0,0.3,Southern California
Good Samaritan Hospital,Short Term,050471,2020-08-14,Los Angeles,037,339.0,58.0,12.0,21.0,0.64,39.0,196.0,0.2,Southern California
Cedars-Sinai Medical Center,Short Term,050625,2020-08-14,Los Angeles,037,901.0,114.0,17.0,17.0,0.85,62.0,727.0,0.09,Southern California
