title,day,start,end,format,zip_code,address,virtual,details,tags,type,url
Big Book Study,Friday,12:00PM,1:00PM,Person,91303,"21520 Sherman Way  Canoga Park, CA 91303",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14124
West Valley Speaker Group,Friday,7:30PM,8:30PM,Person,91303,"21520 Sherman Way  Canoga Park, CA 91303",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14125
Night Talking,Saturday,8:00PM,9:00PM,Person,91303,"21520 Sherman Way  Canoga Park, CA 91303",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14127
Spiritual Discussion,Saturday,8:00AM,9:00AM,Person,91303,"21520 Sherman Way  Canoga Park, CA 91303",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14130
Participation ,Sunday,4:30PM,5:30PM,Person,91303,"21520 Sherman Way  Canoga Park, CA 91303",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14134
Late Night Candlelight Participation,Friday,11:00PM,12:30AM,Person,91321,"24307 Railroad Ave   Newhall, CA 91321",,,Candlelight; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14172
Great Adventures,Thursday,7:30PM,8:30PM,Person,91108,"2560 Huntington Dr  San Marino, CA 91108",,,Birthday; Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14175
S O S Participation,Friday,8:00PM,9:00PM,Person,90046,"1200 N Vista St  West Hollywood, CA 90046",,,Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14189
Monday Nooners,Monday,12:00PM,1:00PM,Person,91106,"73 N Hill Ave  Pasadena , CA 91106",,,12 Steps & 12 Traditions; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=14238
Reach Out Speaker Discussion,Monday,7:30PM,8:30PM,Person,91367,"5751 Platt Ave  Woodland Hills, CA 91367",,,Open; Speaker,Newcomer,https://lacoaa.org/meeting-details.php?id=14273
Saturday Night Ltfu,Saturday,7:30PM,8:30PM,Person,90404,"1458 26th St  Santa Monica , CA 90404",,,Discussion; Open; Speaker,NewcomerYoung People,https://lacoaa.org/meeting-details.php?id=14274
No Matter What,Saturday,7:30PM,8:30PM,Person,90026,"1773 Griffith Park Blvd  Los Angeles , CA 90026",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14347
The Fix At Six,Tuesday,6:00PM,7:00PM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 283 595 3698PH: PW: Zombies,This meeting is held at an Alano Club in the Radford Room. Enter off Huston St.  The entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St.  *Entry to the main building is for for disability access only.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14348
From The Bar To The Book,Saturday,12:00PM,1:00PM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID:  544 495 7207 PH: PW: bar2book,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14399
Thursday Night Meeting,Thursday,8:00PM,,Person,90250,"12130 Birch Ave  Hawthorne, CA 90250",,This meeting is at the Southwest Alano Club.,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14405
Saturday Afternoon Meeting,Saturday,2:30PM,,Person,90250,"12130 Birch Ave  Hawthorne, CA 90250",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14406
Return To Sender,Monday,10:00PM,11:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14407
Return To Sender,Tuesday,10:00PM,11:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14408
Return To Sender,Wednesday,10:00PM,11:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14409
Marina Center,Friday,10:00PM,11:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14410
Late Night Third Tradition Group,Sunday,10:00PM,11:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14411
Sunday Morning Speaker,Sunday,9:00AM,10:00AM,Hybrid,91403,"5056 Van Nuys Blvd  Sherman Oaks, CA 91403",ID: 947 5439 8592PH: PW: NO PW,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14412
Secular Aa,Sunday,6:00PM,7:00PM,Hybrid,90814,"600 Redondo Ave  Long Beach, CA 90814",ID: kja-zpqk-kctPH: PW: No Password,,Discussion; Open,Atheist/AgnosticLGBTQ,https://lacoaa.org/meeting-details.php?id=14414
San Fernando Speaker,Sunday,11:00AM,12:30PM,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14469
San Fernando Men'S Stag 12X12,Sunday,5:00PM,6:00PM,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14470
Grateful Camels,Sunday,7:00PM,8:00PM,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14471
San Fernando Discussion,Monday,8:00AM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14476
San Fernando Discussion,Monday,12:00PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14477
San Fernando Discussion,Monday,5:30PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14479
San Fernando Aa,Monday,7:30PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14481
San Fernando Discussion,Tuesday,8:00AM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14483
San Fernando Q & A,Tuesday,12:00PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14493
San Fernando Discussion,Tuesday,5:30PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14494
San Fernando Big Book,Tuesday,7:30PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=14495
San Fernando Aa,Wednesday,8:00AM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14496
San Fernando 12 & 12,Wednesday,12:00PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,12 Steps & 12 Traditions,No Types Set,https://lacoaa.org/meeting-details.php?id=14497
San Fernando Discussion,Wednesday,5:00PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14498
San Fernando Candlelight ,Wednesday,7:30PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Candlelight,No Types Set,https://lacoaa.org/meeting-details.php?id=14499
San Fernando Discussion,Thursday,8:00AM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14500
Old Timers ,Thursday,12:00PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Closed; Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14501
San Fernando Discussion,Thursday,5:30PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14502
San Fernando Discussion,Friday,8:00AM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14504
San Fernando Big Book Study,Friday,12:00PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=14505
San Fernando Discussion,Friday,5:30PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=14506
Popsicle Stick,Saturday,8:00AM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14508
Drop The Rock,Saturday,11:00AM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14509
Beginners Participation,Saturday,8:00PM,,Person,91340,"220 S Brand Blvd  San Fernando, CA 91340",,,Discussion,Newcomer,https://lacoaa.org/meeting-details.php?id=14511
Rarely Group Big Book Study,Monday,7:30PM,8:30PM,Person,90405,"1343 Ocean Park Blvd  Santa Monica, CA 90405",,,Big Book; Cross Talk Permitted; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14593
Step Study At The Hut,Wednesday,8:00PM,9:30PM,Person,91780,"5957 Golden West Ave  Temple City, CA 91780",,,12 Steps & 12 Traditions; Open; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=14630
Happy Days,Saturday,10:00AM,11:30AM,Person,90241,"10544 Downey Ave   Downey , CA 90241",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14637
Ohio St Young People,Thursday,8:00PM,9:00PM,Person,90025,"11166 Ohio Ave  Los Angeles , CA 90025",,,Discussion; Open; Speaker,Young People,https://lacoaa.org/meeting-details.php?id=14638
4Th Dimension Group Big Book Study,Monday,6:00PM,7:30PM,Person,90405,"1343 Ocean Park Blvd  Santa Monica, CA 90405",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=14640
Zaddies & Addies Lgbtqia2S+ & Allies,Thursday,1:30PM,2:30PM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 389 335 7431PH: 1(669) 900-9128PW: Sober2021,This meeting is in an Alano Club in the Radford Room. Enter off Huston St. Entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St.  *Entry for the main building is for disability access only,Discussion; Open; Speaker,GayLesbianLGBTQTransgender,https://lacoaa.org/meeting-details.php?id=14642
Day Break,Friday,6:15AM,7:15AM,Person,91724,"1359 E Covina Blvd  Covina, CA 91724",,,12 Steps & 12 Traditions; Big Book; Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=14646
"A Newcomer: Women, Non-Binary And Trans Inclusive",Tuesday,7:00PM,8:00PM,Person,91604,"3646 Coldwater Canyon Ave  Studio City, CA 91604",,This meeting meets at a church. If you’re coming from the parking lot off of Avenida del sol it’s down the middle pathway and you make a left at the end of the path.,Closed; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14647
Sunday Morning 12 And 12 Book Study,Sunday,9:00AM,10:00AM,Person,91204,"315 Vine St  Glendale , CA 91204",,,Discussion; Open,Newcomer,https://lacoaa.org/meeting-details.php?id=14649
We Can Recover Lgbtqia+,Monday,7:00PM,8:00PM,Person,90008,"4058 S Victoria Ave  Los Angeles, CA 90008",,,Open; Speaker,GayLesbianLGBTQTransgender,https://lacoaa.org/meeting-details.php?id=14654
Grapevine,Tuesday,12:00PM,1:00PM,Person,91007,"2575 Paloma St  Pasadena, CA 91007",,,Grapevine,No Types Set,https://lacoaa.org/meeting-details.php?id=14656
Hump Day Wednesday Evening On Ohio,Wednesday,7:30PM,8:30PM,Hybrid,90025,"11166 Ohio Ave  Los Angeles, CA 90025",ID: 639 097 1181PH: 1(669) 900-9128PW: Gratitude,,Birthday; Discussion; Open; Speaker,NewcomerSenior Friendly,https://lacoaa.org/meeting-details.php?id=14662
Grant Park Meeting,Saturday,11:00AM,12:00PM,Person,91106,"232 South Michigan Avenue  Pasadena, CA 91106",,This meeting is on the Northeast end of Grant Park.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14668
Sunday Serenity,Sunday,10:30AM,12:00PM,Person,91024,"451 W Carter Ave  Sierra Madre, CA 91024",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14669
Mostly Meditation,Sunday,7:00AM,8:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Meditation; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14671
11Th Step Study,Sunday,8:30AM,10:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=14672
Participation Meeting,Sunday,11:00AM,12:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14673
5150 Big Book Study,Sunday,4:00PM,5:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14675
Big Book Study,Sunday,6:00PM,7:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14676
Sunday Night Participation,Sunday,8:00PM,9:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14677
Early Start,Monday,6:30AM,7:30AM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,As Bill Sees It; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14678
Big Book Study,Monday,10:00AM,11:30AM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14679
Topic Discussion,Monday,2:00PM,3:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14680
Open Participation,Monday,6:30PM,8:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14681
Step Study,Monday,8:30PM,10:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,12 Steps & 12 Traditions; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14682
Early Start,Tuesday,6:30AM,7:30AM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,As Bill Sees It; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14683
Speaker Meeting,Tuesday,10:00AM,11:00AM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14684
Brown Baggers Participation,Tuesday,12:00PM,1:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14685
Young People'S Meeting,Tuesday,8:30PM,10:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,Young People,https://lacoaa.org/meeting-details.php?id=14687
Early Start,Wednesday,6:30AM,7:30AM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,As Bill Sees It; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14688
Daily Relections Particpation ,Wednesday,10:00AM,11:30AM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Daily Reflections; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14689
Topic Discussion,Wednesday,2:00PM,3:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14690
Big Book Study,Wednesday,8:30PM,10:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14691
3Rd Step Candlelight,Wednesday,10:30PM,12:00AM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Candlelight; Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=14692
Early Start,Thursday,6:30AM,7:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,As Bill Sees It; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14693
Step Study,Thursday,10:00AM,11:30AM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=14694
Questions And Opinions,Thursday,6:30PM,8:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14695
Thursday Night Discussion,Thursday,8:30PM,10:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14696
Early Start,Friday,6:30AM,7:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,As Bill Sees It; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14697
Tgif Participation,Friday,12:00PM,1:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14698
Big Book Study,Friday,2:00PM,3:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14699
Friday Night Participation,Friday,8:30PM,10:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14700
Night Owl Candle Light Participation,Friday,11:00PM,12:30AM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Candlelight; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14701
Step Study,Saturday,6:30AM,7:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,12 Steps & 12 Traditions; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14702
Participation/Birthday Meeting,Saturday,6:00PM,7:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14704
Big Book Study,Saturday,8:30PM,10:00PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14705
Speak From The Heart,Saturday,10:30PM,11:30PM,Person,90602,"12336 Penn St  Whittier, CA 90602",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14706
Attitude Adjustment,Sunday,9:00AM,10:00AM,Person,90028,"1820 N Las Palmas Ave  Los Angeles, CA 90028",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14713
Gay Men'S Big Book Study,Wednesday,8:00PM,,Person,91711,"830 W Bonita Ave  Claremont, CA 91711",,,Big Book; Closed,LGBTQMen,https://lacoaa.org/meeting-details.php?id=14714
Attitude Adjustment,Sunday,9:30AM,10:30AM,Person,90036,"575 S Fairfax Ave  Los Angeles, CA 90036",,This meeting is in a restaurant. Enter from the alley in back.,Open; Speaker,Senior Friendly,https://lacoaa.org/meeting-details.php?id=14715
Open Meeting,Friday,6:00PM,7:30PM,Person,90003,"9604 S Figueroa  Los Angeles, CA 90003",,This meeting is held at a clubhouse.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14716
Into Action,Tuesday,5:30PM,7:00PM,Person,90003,"9604 S Figueroa  Los Angeles, CA 90003",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=14717
Friday Night Venice Music Meeting,Friday,9:00PM,10:30PM,Person,90230,"6666 Green Valley Circle  Culver City, CA 90230",,This meeting is at the SHARE Center.,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14726
Good Ordinary Drunks,Monday,7:00AM,8:00AM,Person,91601,"10641 Burbank Boulevard  North Hollywood , CA 91601",,,Big Book; Discussion; Meditation,No Types Set,https://lacoaa.org/meeting-details.php?id=14729
Good Ordinary Drunks,Wednesday,7:00AM,8:00AM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,,Big Book; Discussion; Meditation,No Types Set,https://lacoaa.org/meeting-details.php?id=14731
Good Ordinary Drunks,Thursday,7:00AM,8:00AM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,,Big Book; Discussion; Meditation,No Types Set,https://lacoaa.org/meeting-details.php?id=14732
Interview With The Drunk,Saturday,4:00PM,5:30PM,Person,91601,"10641 Burbank Boulevard  North Hollywood, CA 91601",,,Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14733
Candlelight,Saturday,10:30PM,12:00AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,,Candlelight; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=14736
Men'S Meditation Meeting Birthday & Bagels,Thursday,8:30AM,9:30AM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,,Birthday; Meditation; Tag Participation,Men,https://lacoaa.org/meeting-details.php?id=14745
"Men'S Meditation Meeting 12, 12 & 12",Wednesday,8:30AM,9:30AM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,,12 Steps & 12 Traditions; Meditation; Open,Men,https://lacoaa.org/meeting-details.php?id=14746
Santa Monica Bay Aa,Sunday,10:00AM,11:00AM,Hybrid,90404,"2500 Broadway  Santa Monica, CA 90404",ID: 870 2569 2053PH: 1(669) 900-9128PW: No PW,"Is located in the hulu building, Colorado center.This meeting has street free parking,",Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14748
Tropical Stories,Sunday,8:30PM,9:30PM,Hybrid,90230,"6666 Green Valley Circle  Culver City, CA 90230",ID: 813 9350 1048PH: 1(669) 444-9171PW: 077706,,Open; Speaker; Tag Participation,No Types Set,https://lacoaa.org/meeting-details.php?id=14749
Men'S Meditation Meeting: Silence Till The Spirit Moves You,Sunday,8:30AM,9:30AM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,,Meditation; Open,Men,https://lacoaa.org/meeting-details.php?id=14751
Men'S Meditation Topic,Saturday,8:30AM,9:30AM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,,Discussion; Meditation; Open,Men,https://lacoaa.org/meeting-details.php?id=14752
Men'S Meditation Meeting: Take 5,Monday,8:30AM,9:30AM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,,Speaker; Tag Participation,Men,https://lacoaa.org/meeting-details.php?id=14753
Men'S Meditation Meeting: Tuesday Topic,Tuesday,8:30AM,9:30AM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,,Meditation; Open,Men,https://lacoaa.org/meeting-details.php?id=14755
"Happy, Joyous & Free At 3",Friday,3:00PM,4:00PM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,This meeting is in a church,12 Steps & 12 Traditions; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14759
As Bill Sees It,Friday,9:00AM,10:00AM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,,As Bill Sees It,No Types Set,https://lacoaa.org/meeting-details.php?id=14760
Pacific Group 12 Steps & 12 Traditions,Tuesday,7:30PM,8:30PM,Person,90025,"11166 Ohio Avenue  Los Angeles, CA 90025",,,12 Steps & 12 Traditions; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=14761
Sunday Slow Lane,Sunday,5:30PM,6:30PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14773
3Rd Step Big Book Study,Tuesday,10:00AM,11:00AM,Person,90291,"1221 6th Avenue   Venice, CA 90291",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=14777
Malibu Candlelight Newcomers,Monday,8:00PM,9:00PM,Person,90265,"3324 Malibu Canyon Road  Malibu, CA 90265",,This meeting is held at a church.,Birthday; Candlelight; Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14778
Early Bird Attitude Adjustment,Monday,7:00AM,8:30AM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14780
 On The Way Home,Monday,4:00PM,5:30PM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14781
On The Way Home,Tuesday,4:00PM,5:30PM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14782
Early Bird Attitude Adjustment,Sunday,7:00AM,8:30AM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14783
Sunday Spiritual ,Sunday,11:00AM,12:30PM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=14784
Pasadena Agnostics,Thursday,7:00PM,8:00PM,Person,91103,"301 N Orange Grove Blvd Room 23 Pasadena, CA 91103",,,Discussion; Open,Atheist/Agnostic,https://lacoaa.org/meeting-details.php?id=14785
Monday Night Joslyn Park Big Book Study,Monday,8:00PM,9:00PM,Person,90405,"633 Kensington Rd   Santa Monica, CA 90405",,,Big Book; Speaker,Gay,https://lacoaa.org/meeting-details.php?id=14786
Big Book Magic Book Study,Sunday,6:00PM,7:00PM,Person,90041,"4808 Townsend Ave  Los Angeles, CA 90041",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=14790
Young Zombies Young Peoples,Monday,7:30PM,8:30PM,Person,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",,"This meeting is at an Alano Club in the Radford Room. Enter off Huston St. The entrance to the Radford lobby is in between the parking structure and the brick building off Huston St.
Enter the main buildings only for disability access.",Discussion; Open; Speaker,Young People,https://lacoaa.org/meeting-details.php?id=14791
Wise Guys Men'S Stag,Tuesday,9:00PM,10:00PM,Person,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",,"Speaker/Participation. This meeting is held in an alano club in the Serenity Room. Enter off Huston St. 
Entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St. *Entry for the main building is for disability access only",Discussion; Open; Speaker,Men,https://lacoaa.org/meeting-details.php?id=14792
Topic Lounge Men'S Stag,Wednesday,7:30PM,8:30PM,Person,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",,This meeting is held in an alano club in the Radford Room. Enter off Huston St.  Entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St.  *Entry for the main building is for disability access only,Discussion,Men,https://lacoaa.org/meeting-details.php?id=14796
Children Of Chaos 12 X 12 Study,Wednesday,7:30PM,8:30PM,Person,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",,This meeting is held in an alano club in the Serenity Room. Enter off Huston St.  Entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St.  *Entry for the main building is for disability access only,12 Steps & 12 Traditions; Open; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=14797
Sanctuary Group,Saturday,7:30PM,9:00PM,Person,90266,"624 15th St  Manhattan Beach, CA 90266",,This meeting meets in the school cafeteria.,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=14799
Bellflower Big Book Beginners,Monday,6:15PM,7:45PM,Person,90706,"9603 Belmont St  Bellflower, CA 90706",,,Open,Newcomer,https://lacoaa.org/meeting-details.php?id=14801
