id,raw_code,name,clean_code,slug
918,593BPC,CLIMB ON ELECTRICAL POWER POLES/TOWERS,593BPC,climb-on-electrical-power-polestowers
919,593D(A)PC,UNAUTH CABLE TV CONNECTION W/O SUBSCRIP,593D(A)PC,unauth-cable-tv-connection-wo-subscrip
920,594(2)(A)PC,DEFACE/DAMAGE PERSONAL PROPERTY < $400,594(2)(A)PC,defacedamage-personal-property-400
921,594(A)(1)PC,DEFACE PROPERTY,594(A)(1)PC,deface-property
922,594(A)(2)PC,DAMAGE PROPERTY,594(A)(2)PC,damage-property
923,594(A)(3)PC,DESTROY PROPERTY,594(A)(3)PC,destroy-property
924,594(A)PC,VANDALISM,594(A)PC,vandalism
925,594(B)(1)PC,VANDALISM W/LOSS VALUED AT > $5000,594(B)(1)PC,vandalism-wloss-valued-at-5000
926,594(B)(2)PC,"VANDALISM LOSS VALUE: > $5000/<$50,000",594(B)(2)PC,vandalism-loss-value-500050000
927,594(B)(3)PC,"VANDALISM W/LOSS VALUE: > $1000/<$5,000",594(B)(3)PC,vandalism-wloss-value-10005000
928,594(B)2APC,DEFACE/DAMAGE PROPERTY LESS THAN $400,594(B)2APC,defacedamage-property-less-than-400
929,594(B)4BPC,VANDALISM LESS THAN $400 W/PRIOR,594(B)4BPC,vandalism-less-than-400-wprior
930,594.1(E)1PC,MINOR POSSESSING SPRAY PAINT,594.1(E)1PC,minor-possessing-spray-paint
931,594.2(A)PC,POSS OF TOOLS W/INT COMMIT VANDAL/GRAFF,594.2(A)PC,poss-of-tools-wint-commit-vandalgraff
932,594.2PC,POSSESS GRAFFITI TOOLS,594.2PC,possess-graffiti-tools
933,594.3(A)PC,VANDALISM OF PLACE OF WORSHIP,594.3(A)PC,vandalism-of-place-of-worship
934,594.7PC,ENHANCEMENT - VANDALISM W/PRIORS,594.7PC,enhancement-vandalism-wpriors
935,597(A)PC,TORTURE/KILL LIVING ANIMAL,597(A)PC,torturekill-living-animal
936,597(B)PC,USE WORK ANIMAL W/CRUELTY/ABUSE,597(B)PC,use-work-animal-wcrueltyabuse
937,597(C)PC,TORTURE/MAIME/ETC MAMMAL/BIRD/FISH/ETC,597(C)PC,torturemaimeetc-mammalbirdfishetc
938,597.1(A)PC,FAILURE TO CARE FOR AMINAL,597.1(A)PC,failure-to-care-for-aminal
939,597BPC,PERMIT/ETC ANIMAL/BIRD FIGHT,597BPC,permitetc-animalbird-fight
940,597FPC,PERMIT ANIMAL TO GO WITHOUT CARE,597FPC,permit-animal-to-go-without-care
941,597IPC,MFG/SELL/POSSESS FIGHTING BIRD EQUIPMEN,597IPC,mfgsellpossess-fighting-bird-equipmen
942,597JPC,POSSESS GAME COCK FOR FIGHTING,597JPC,possess-game-cock-for-fighting
943,602(A)PC,CUTTING DOWN/DESTROY/INJ STANDING TIMBR,602(A)PC,cutting-downdestroyinj-standing-timbr
944,602(C)PC,INJURING PROPERTY,602(C)PC,injuring-property
945,602(J)PC,TRESPASS W/INTENT TO INTERFERE/INJ PROP,602(J)PC,trespass-wintent-to-interfereinj-prop
946,602(K)PC,TRESPASSING LANDS UNDER CULTIVATION,602(K)PC,trespassing-lands-under-cultivation
947,602(L)PC,ENTER/OCCUPY PROPERTY W/O CONSENT,602(L)PC,enteroccupy-property-wo-consent
948,602(M)PC,DRIVE ON PRIVATE PROPERTY W/O CONSENT,602(M)PC,drive-on-private-property-wo-consent
949,602(N)(2)PC,REFUSE TO LEAV PROPERTY UPON REQ OF OWN,602(N)(2)PC,refuse-to-leav-property-upon-req-of-own
950,602(N)PC,REFUSE TO LEAVE PRIVATE PROPERTY,602(N)PC,refuse-to-leave-private-property
951,602(O)PC,TRESPASS ON CLOSED LANDS,602(O)PC,trespass-on-closed-lands
952,602(P)PC,REFUSE TO LEAVE PUBLIC BUILDING,602(P)PC,refuse-to-leave-public-building
953,602(Q)PC,SKIING IN CLOSED AREA,602(Q)PC,skiing-in-closed-area
1269,A405BPC,"","",a405bpc
954,602(R)PC,"REFUS LEAVE HOTEL/MOTEL,REQ PROPRIETR/M",602(R)PC,refus-leave-hotelmotelreq-proprietrm
955,602(S)PC,CONVICTED VIOL FELON REFUS LEAVE PROPER,602(S)PC,convicted-viol-felon-refus-leave-proper
956,602(T)(1)PC,TRESPASS AT AIRPORT OPERATIONS AREA,602(T)(1)PC,trespass-at-airport-operations-area
957,602(U)PC,REFUSAL TO LEAVE BATTERED WOMEN'S SHELT,602(U)PC,refusal-to-leave-battered-womens-shelt
958,602.1(A)PC,INTENTIONAL INTERFERENCE W/PUBLIC TRANS,602.1(A)PC,intentional-interference-wpublic-trans
959,602.1(B)PC,TRESPASS:OBSTRU/ETC BUS OF PUBLIC AGENC,602.1(B)PC,trespassobstruetc-bus-of-public-agenc
960,602.5(A)PC,UNAUTHORIZED ENTRY NONCOMMERICAL DWELLI,602.5(A)PC,unauthorized-entry-noncommerical-dwelli
961,602.5(B)PC,UNAUTHORIZED ENTRY NONCOMMERCIAL DWELLI,602.5(B)PC,unauthorized-entry-noncommercial-dwelli
962,602.5PC,UNAUTHORIZED ENTRY NON-COMMERCIAL DWELL,602.5PC,unauthorized-entry-non-commercial-dwell
963,602.6PC,REFUSE LEAV FAIR BLDG/GROUND N/OPEN PUB,602.6PC,refuse-leav-fair-bldgground-nopen-pub
964,602.8(A)PC,ENTER LAND UNDER CULTIVATN W/O PERMISSI,602.8(A)PC,enter-land-under-cultivatn-wo-permissi
965,602.8PC,INSIDE FENCED PROPERTY W/O PERMISSION,602.8PC,inside-fenced-property-wo-permission
966,602PC,TRESPASSING,602PC,trespassing
967,602WI,FAIL OBEY ORDER OF JUVENILE COURT,602WI,fail-obey-order-of-juvenile-court
968,603PC,FORCIBLE ENTRY W/PROPERTY DAMAGE,603PC,forcible-entry-wproperty-damage
969,626.10(A)PC,POSS KNIFE/ETC AT SCHL W/GRADES 1 THRU,626.10(A)PC,poss-knifeetc-at-schl-wgrades-1-thru
970,626.10(B)PC,POSSESS KNIFE/ETC AT COLLEGE/UNIVERSITY,626.10(B)PC,possess-knifeetc-at-collegeuniversity
971,626.6(A)PC,NON-STUDENT/EMPLOYEE REFUSE LEAVE CAMPU,626.6(A)PC,non-studentemployee-refuse-leave-campu
972,626.7(A)PC,UNAUTH STAY/RET:SCH ZONE,626.7(A)PC,unauth-stayretsch-zone
973,626.8(A)1PC,SEX OFFENDER/DISRUPT SCHOOL,626.8(A)1PC,sex-offenderdisrupt-school
974,626.8(A)2PC,DISRUPTIVE ENTRY OF SCHL AFTR ASK LEAVE,626.8(A)2PC,disruptive-entry-of-schl-aftr-ask-leave
975,626.9(A)PC,BRING/POSS LOADED FIREARM ON SCHL GROUN,626.9(A)PC,bringposs-loaded-firearm-on-schl-groun
976,626.9(B)PC,BRING/POSSESS FIREARM ON SCHOOL GROUNDS,626.9(B)PC,bringpossess-firearm-on-school-grounds
977,640(A)(1)PC,EVADE PAY FARE ON PUBLC TRANSP SYSTEM,640(A)(1)PC,evade-pay-fare-on-publc-transp-system
978,640(B)1PC,EVADE PAYFARE PUBLC/SUBSIDIZE TRANSP SY,640(B)1PC,evade-payfare-publcsubsidize-transp-sy
979,640(B)6PC,BOISTEROUS/UNRULY BEH ON PUBLC TRANSP S,640(B)6PC,boisterousunruly-beh-on-publc-transp-s
980,6425LC,FAIL TO CONDUCT PROPER OPERATIONS,6425LC,fail-to-conduct-proper-operations
981,646.9(A)PC,STALKING,646.9(A)PC,stalking
982,646.9(B)PC,STALKING IN VIOL OF TEMP RESTRAINING OR,646.9(B)PC,stalking-in-viol-of-temp-restraining-or
983,647(A)PC,SOLICIT/ENGAGE LEWD ACT IN PUBLIC VIEW,647(A)PC,solicitengage-lewd-act-in-public-view
984,647(B)PC,PROSTITUTION WITH PRIOR KNOWLEDGE OF AI,647(B)PC,prostitution-with-prior-knowledge-of-ai
985,647(C)PC,BEGGING,647(C)PC,begging
986,647(E)PC,LOITER/REFUSE TO IDENTIFY SELF,647(E)PC,loiterrefuse-to-identify-self
987,647(F)PC,"DRUNK, DRUGS WITH ALCOHOL",647(F)PC,drunk-drugs-with-alcohol
988,647(F)PCALC,"DRUNK, ALCOHOL",647(F)PCALC,drunk-alcohol
989,647(G)PC,LOITERING ON PRIVATE PROPERTY,647(G)PC,loitering-on-private-property
990,647(H)PC,DISORD CONDUCT:LOITER/ETC PRIV PROPERTY,647(H)PC,disord-conductloiteretc-priv-property
991,647(I)PC,DISORD CONDUCT:LODGE W/O CONSENT,647(I)PC,disord-conductlodge-wo-consent
992,647(I)PCPIB,DISORDERLY CONDUCT:PEEK INTO INHAB BLDG,647(I)PCPIB,disorderly-conductpeek-into-inhab-bldg
993,647(J)PC,INVADE PRIVACY:PEEK THRU HOLE IN BATHRO,647(J)PC,invade-privacypeek-thru-hole-in-bathro
994,647(J)PCLWC,DISORDERLY CONDUCT:LODGE WITHOUT CONSEN,647(J)PCLWC,disorderly-conductlodge-without-consen
995,647(K)(2)PC,ILLEGALLY PHOTOGRAPH ANOTHER,647(K)(2)PC,illegally-photograph-another
996,647(K)PC,INVADE PRIVACY:PEEK THRU HOLE IN BATHRO,647(K)PC,invade-privacypeek-thru-hole-in-bathro-1
997,647.6(A)PC,ANNOY/ETC CHILD UNDER 18,647.6(A)PC,annoyetc-child-under-18
998,647.6(C)1PC,ANNOY/ETC CHILD -18 WITH PRIOR,647.6(C)1PC,annoyetc-child-18-with-prior
999,647.6PC,ANNOY/MOLEST CHILD WITH PRIOR CONVICTIO,647.6PC,annoymolest-child-with-prior-convictio
1000,647E(A)PC,POSS OPEN ALCOHOLIC BEV ON POSTED PREMI,647E(A)PC,poss-open-alcoholic-bev-on-posted-premi
1001,647FPC,FELONY PROSTITUTION,647FPC,felony-prostitution
1002,648PC,MAKE/ISSUE/CIRCULATE UNAUTH PAPER MONEY,648PC,makeissuecirculate-unauth-paper-money
1003,653.22(A)PC,LOITER:INTENT:PROSTITUTION,653.22(A)PC,loiterintentprostitution
1004,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,653.22PC,loitering-for-purposes-of-prostitution
1005,653.23A1PC,SUPERVISOR OF PROSTITUTE,653.23A1PC,supervisor-of-prostitute
1006,653.55PC,FALSE STATEMENT/IMMIGRATION MATTER,653.55PC,false-statementimmigration-matter
1007,653DPC,SELL MINE MACHINERY W/O BILL OF SALE,653DPC,sell-mine-machinery-wo-bill-of-sale
1008,653F(D)PC,SOLICIT SALES OF NARCOTICS,653F(D)PC,solicit-sales-of-narcotics
1009,653GPC,LOITERING WHERE CHILDREN PRESENT,653GPC,loitering-where-children-present
1010,653KPC,POSSESS/SELL SWITCHBLADE KNIFE,653KPC,possesssell-switchblade-knife
1011,653M(A)PC,MAKE OBSCENE/THREATENING TELEPHONE CALL,653M(A)PC,make-obscenethreatening-telephone-call
1012,653M(B)PC,ANNOYING REPEATED PHONE CALLS RESIDENCE,653M(B)PC,annoying-repeated-phone-calls-residence
1013,653MBPCAL,"ANNOYING, PHONE CALLS",653MBPCAL,annoying-phone-calls
1014,653PC,TATTOO PERSON UNDER 18 YRS,653PC,tattoo-person-under-18-yrs
1015,653W(A)PC,FAIL DISCLOSE ORIGIN OF RECORDG/1000+AR,653W(A)PC,fail-disclose-origin-of-recordg1000ar
1016,653W(B)PC,BOOTLEG RECORDINGS W/PRIOR,653W(B)PC,bootleg-recordings-wprior-1
1017,653X(A)PC,ANNOYING/ETC CALLS TO 911,653X(A)PC,annoyingetc-calls-to-911
1018,666PC,PETTY THEFT W/PRIOR THEFT,666PC,petty-theft-wprior-theft
1019,67PC,BRIBERY OF AN EXECUTIVE OFFICER,67PC,bribery-of-an-executive-officer
1020,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,69PC,obstructresist-executive-officer
1021,7028(A)BP,CONTRACTING W/O A LICENSE,7028(A)BP,contracting-wo-a-license
1022,7028.16BP,CONTRACTING W/O A LIC DURING EMERGENCY,7028.16BP,contracting-wo-a-lic-during-emergency
1023,71PC,THREATEN SCHOOL OFFICIALS/PO/EMPLOYEES,71PC,threaten-school-officialspoemployees
1024,76(A)(1)PC,THREATEN STATE OFFICIAL - 1ST OFFENSE,76(A)(1)PC,threaten-state-official-1st-offense
1025,777WI,JUVENILE VIOLATION OF PROBATION,777WI,juvenile-violation-of-probation
1026,8 1324US,ILLEGAL TRANSPORT ALIENS,8 1324US,illegal-transport-aliens
1027,8 1325US,ILLEGAL ENTRY,8 1325US,illegal-entry
1028,8 1326US,RE-ENTRY DEPORTED ALIEN,8 1326US,re-entry-deported-alien
1029,853.5PC,FAILURE TO SIGN CITATION/PRODUCE ID,853.5PC,failure-to-sign-citationproduce-id
1030,853.7PC,FTA AFTER WRITTEN PROMISE,853.7PC,fta-after-written-promise
1031,853.8PC,"FTA AFTER POST BAIL, FINE",853.8PC,fta-after-post-bail-fine
1032,978.5PC,BENCH WARR/FAIL TO APPEAR ON FEL CHARGE,978.5PC,bench-warrfail-to-appear-on-fel-charge
1033,A11350(A)HS,ATTEMPT - POSS CONTROLLED SUBSTANCE,A11350(A)HS,attempt-poss-controlled-substance
1034,A11352(A)HS,ATTEMPT TRANSPORT/SELL NARCOTIC/CNTL SU,A11352(A)HS,attempt-transportsell-narcoticcntl-su
1035,A11360(A)HS,ATTEMPT - SELL/FURNISH/ETC MARIJUANA,A11360(A)HS,attempt-sellfurnishetc-marijuana
1036,A11377(A)HS,ATTEMPT FELONY POSS CONTROLLED SUBSTANC,A11377(A)HS,attempt-felony-poss-controlled-substanc
1037,A11378HS,ATTEMPT - POSSESSION CNTL SUBS FOR SALE,A11378HS,attempt-possession-cntl-subs-for-sale
1038,A11379(A)HS,ATTEMPT TRANSPORT/SELL CNTL SUBS,A11379(A)HS,attempt-transportsell-cntl-subs
1039,A187(A)PC,ATTEMPT - MURDER,A187(A)PC,attempt-murder
1040,A187PC,ATTEMPTED MURDER,A187PC,attempted-murder
1041,A207(A)PC,ATTEMPT - KIDNAPPING,A207(A)PC,attempt-kidnapping
1042,A209(A)PC,ATTEMPT KIDNAPPING FOR RANSOM,A209(A)PC,attempt-kidnapping-for-ransom
1211,40302(A)VC,FAIL TO PRESENT ID,40302(A)VC,fail-to-present-id
1043,A209(B)1PC,ATTEMPT KIDNAP W/INTENT TO ROB,A209(B)1PC,attempt-kidnap-wintent-to-rob
1044,A209(B)PC,ATTEMPT KIDNAPPING TO COMMIT ROBBERY,A209(B)PC,attempt-kidnapping-to-commit-robbery
1045,A211PC,ATTEMPT - ROBBERY,A211PC,attempt-robbery
1046,A215(A)PC,ATTEMPTED CARJACKING,A215(A)PC,attempted-carjacking
1047,A220PC,ATTEMPT -ASSAULT W/INT TO COMMIT SPEC F,A220PC,attempt-assault-wint-to-commit-spec-f
1048,A23152(B)VC,ATTEMPTED DUI - ALCOHOL,A23152(B)VC,attempted-dui-alcohol
1049,A243(B)PC,ATTEMPT BATTERY ON PEACE OFFICER,A243(B)PC,attempt-battery-on-peace-officer
1050,A245(A)PC,ATTEMPT ADW,A245(A)PC,attempt-adw
1051,A261(A)1PC,ATTEMPT RAPE VICTIM INCAPABLE OF CONSEN,A261(A)1PC,attempt-rape-victim-incapable-of-consen
1052,A261(A)2PC,ATTEMPT - RAPE BY FORCE/FEAR,A261(A)2PC,attempt-rape-by-forcefear
1053,A261(A)3PC,ATTEMPT RAPE BY USE OF DRUGS/INTOXICANT,A261(A)3PC,attempt-rape-by-use-of-drugsintoxicant
1054,A286(C)PC,ATT -SODOMY W/PRSN<14 BY PRSN 10 YRS OL,A286(C)PC,att-sodomy-wprsn14-by-prsn-10-yrs-ol
1055,A288(A)PC,ATTEMPT LEWD/LASCIVIOUS ACTS W/CHILD <,A288(A)PC,attempt-lewdlascivious-acts-wchild
1056,A288A(C)2PC,ATTEMPT FORCIBLE ORAL COPULATION,A288A(C)2PC,attempt-forcible-oral-copulation
1057,A405APC,ATTEMPT - LYNCHING - DEFINED,A405APC,attempt-lynching-defined
1058,A422PC,ATTEMPT TERRORIST THREATS,A422PC,attempt-terrorist-threats
1059,A455PC,ATTEMPT AID IN ATTEMPT TO BURN STRUCTUR,A455PC,attempt-aid-in-attempt-to-burn-structur
1060,A459PC,ATTEMPT - BURGLARY,A459PC,attempt-burglary
1061,A459PCAUTO,ATTEMPT BURGLARY FROM VEHICLE,A459PCAUTO,attempt-burglary-from-vehicle
1062,A484(A)PC,ATTEMPT - THEFT OF PERSONAL PROPERTY,A484(A)PC,attempt-theft-of-personal-property
1063,A484PC,ATTEMPT PETTY THEFT,A484PC,attempt-petty-theft
1064,A487(A)PC,GRAND THEFT PROPERTY,A487(A)PC,grand-theft-property-1
1065,A487(C)PC,ATTEMPT GRAND THEFT PERSON,A487(C)PC,attempt-grand-theft-person
1066,A487(D)PC,ATTEMPT GRAND THEFT FIREARM/ETC,A487(D)PC,attempt-grand-theft-firearmetc
1067,A496(A)PC,ATTEMPT RECEIVING KNOWN STOLEN PROPERTY,A496(A)PC,attempt-receiving-known-stolen-property
1068,A594(A)PC,ATTEMPTED VANDALISM,A594(A)PC,attempted-vandalism
1069,A594(B)2PC,"ATTEMPT -VANDALISM LOSS > $1,000 < $5,0",A594(B)2PC,attempt-vandalism-loss-1000-50
1070,BRMC,BRADBURY MUNICIPAL CODE,BRMC,bradbury-municipal-code
1071,BUMC,BURBANK MUNICIPAL CODE,BUMC,burbank-municipal-code
1072,CCMC,CULVER CITY MUNICIPAL CODE,CCMC,culver-city-municipal-code
1073,CEMC,CERRITOS MUNICIPAL CODE,CEMC,cerritos-municipal-code
1074,CMMC,COMMERCE MUNICIPAL CODE,CMMC,commerce-municipal-code
1075,COMC,COMPTON MUNICIPAL CODE,COMC,compton-municipal-code
1076,COOR,LOS ANGELES COUNTY ORDINANCE,COOR,los-angeles-county-ordinance
1077,DOMC,DOWNEY MUNICIPAL CODE,DOMC,downey-municipal-code
1078,EMMC,EL MONTE MUNICIPAL CODE,EMMC,el-monte-municipal-code
1079,GAMC,GARDENA MUNICIPAL CODE,GAMC,gardena-municipal-code
1080,GDMC,GLENDORA MUNICIPAL CODE,GDMC,glendora-municipal-code
1081,GLMC,GLENDALE MUNICIPAL CODE,GLMC,glendale-municipal-code
1082,HAMC,HAWTHORNE MUNICIPAL CODE,HAMC,hawthorne-municipal-code
1083,HPMC,HUNTINGTON PARK MUNICIPAL CODE,HPMC,huntington-park-municipal-code
1084,INMC,INGLEWOOD MUNICIPAL CODE,INMC,inglewood-municipal-code
1085,LACC,LOS ANGELES COUNTY CODE,LACC,los-angeles-county-code
1086,LAMC,LOS ANGELES MUNICIPAL CODE,LAMC,los-angeles-municipal-code
1087,LBMC,LONG BEACH MUNICIPAL CODE,LBMC,long-beach-municipal-code
1088,LNMC,LAWNDALE MUNICIPAL CODE,LNMC,lawndale-municipal-code
1089,LOMC,LOMITA MUNICIPAL CODE,LOMC,lomita-municipal-code
1090,LSMC,LANCASTER MUNICIPAL CODE,LSMC,lancaster-municipal-code
1091,MAMC,MALIBU MUNICIPAL CODE,MAMC,malibu-municipal-code
1092,MBMC,MANHATTAN BEACH MUNICIPAL CODE,MBMC,manhattan-beach-municipal-code
1093,MNMC,MONTEBELLO MUNICIPAL CODE,MNMC,montebello-municipal-code
1094,MPMC,MONTEREY PARK MUNICIPAL CODE,MPMC,monterey-park-municipal-code
1095,PAMC,PARAMOUNT MUNICIPAL CODE,PAMC,paramount-municipal-code
1099,RBMC,REDONDO BEACH MUNICIPAL CODE,RBMC,redondo-beach-municipal-code
1100,SCMC,SANTA CLARITA MUNICIPAL CODE,SCMC,santa-clarita-municipal-code
1101,SGMC,SOUTH GATE MUNICIPAL CODE,SGMC,south-gate-municipal-code
1102,SMMC,SANTA MONICA MUNICIPAL CODE,SMMC,santa-monica-municipal-code
1103,TOMC,TORRANCE MUNICIPAL CODE,TOMC,torrance-municipal-code
1104,USC,UNITED STATES CODES,USC,united-states-codes
1105,WCMC,WEST COVINA MUNICIPAL CODE,WCMC,west-covina-municipal-code
1106,5.10.010PS,"","",510010ps
1107,11173(A)1HS,OBTAIN CONTROLLED SUBSTANCE BY FRAUD,11173(A)1HS,obtain-controlled-substance-by-fraud
1108,12403.7APC,POSSESS TEAR GAS WEAPON W/O PERMIT,12403.7APC,possess-tear-gas-weapon-wo-permit
1109,243.2(A)1PC,BATTERY ON SCHOOL/PARK/HOSPITAL GROUNDS,243.2(A)1PC,battery-on-schoolparkhospital-grounds
1110,273(A)2PC,"","",273a2pc
1111,11532(B)1PC,"","",11532b1pc
1112,11357(E)HS,MINOR POSS 28.5+ GRAMS MARIJUANA/SCHOOL,11357(E)HS,minor-poss-285-grams-marijuanaschool
1113,11532(B)1HS,ACTING AS A LOOK-OUT,11532(B)1HS,acting-as-a-look-out
1114,12025(B)5PC,CARRY FIREARM W/NARCOTICS,12025(B)5PC,carry-firearm-wnarcotics
1115,350(A)(1)PC,POSS.ARTICLES/W/COUNTRFEIT REGIST/W/PRI,350(A)(1)PC,possarticleswcountrfeit-registwpri
1116,602(F)PC,DAMAGING OR REMOVING HIGHWAY SIGNS,602(F)PC,damaging-or-removing-highway-signs
1117,3.12.350SC,"","",312350sc
1118,640(B)2PC,MISUSE TRANSF/PASS ON PUBLC TRANSP SYST,640(B)2PC,misuse-transfpass-on-publc-transp-syst-1
1119,3.36.15SC,"","",33615sc
1120,3.36.115SC,"","",336115sc
1121,053.7PC,"","",0537pc
1122,452(B)PC,RECKLESS CAUSE FIRE INHABIT STRUCTUR/PR,452(B)PC,reckless-cause-fire-inhabit-structurpr
1123,192(C)(3)PC,VEH MANSLAUGHTER DUI W/O GROSS NEGLIGEN,192(C)(3)PC,veh-manslaughter-dui-wo-gross-negligen
1125,20002(B)VC,HIT AND RUN RUNAWAY VEH/PROPERTY DAMAGE,20002(B)VC,hit-and-run-runaway-vehproperty-damage
1126,459PCCOM,COMMERCIAL BURGLARY,459PCCOM,commercial-burglary
1127,647.6(C)2PC,ANNOY/ETC CHILD AFTER SPEC PR CONVICTN,647.6(C)2PC,annoyetc-child-after-spec-pr-convictn
1128,9.20.030LN,"","",920030ln
1129,272PC,CONTRIBUTING TO DELINQUENCY OF MINOR,272PC,contributing-to-delinquency-of-minor
1130,308(B)PC,MINOR BUY/ETC TOBACCO/ETC,308(B)PC,minor-buyetc-tobaccoetc
1131,368(B)1PCE,ELDER ADULT NEGLECT/ABUSE,368(B)1PCE,elder-adult-neglectabuse
1132,640B2PC,"","",640b2pc
1133,136.2PC,"","",1362pc
1134,25620(A)PB,"","",25620apb
1135,405(A)PC,"","",405apc
1136,212.5(A)PC,ROBBERY:1ST DEGREE:CAB/ETC/INHABIT DWEL,212.5(A)PC,robbery1st-degreecabetcinhabit-dwel
1137,499B.1(A)PC,THEFT OF VEH/VESSEL W/PR VC10851/PC487{,499B.1(A)PC,theft-of-vehvessel-wpr-vc10851pc487
1138,602(N)(1)PC,REFUSE TO LEAVE PROPERTY UPON REQ OF PO,602(N)(1)PC,refuse-to-leave-property-upon-req-of-po
1139,653W(A)1PC,"","",653wa1pc
1140,21453AVC,"","",21453avc
1141,288(C)(2)PC,L & L ACT W/ DEPENDENT ADULT BY CARETAK,288(C)(2)PC,l-l-act-w-dependent-adult-by-caretak
1142,A262(A)PC,ATTEMPT SPOUSAL RAPE W/FORCE/FEAR/THREA,A262(A)PC,attempt-spousal-rape-wforcefearthrea
1143,SHMC,SIGNAL HILL MUNICIPAL CODE,SHMC,signal-hill-municipal-code
1144,245APC,"","",245apc
1145,11366.6HS,USE FORTIFIED ROOM/ETC TO SELL CNTL SUB,11366.6HS,use-fortified-roometc-to-sell-cntl-sub
1146,12023.2PC,"","",120232pc
1147,4201CS,"","",4201cs
1148,653W(B)3PC,FAIL TO DISCLOSE ORIGIN OF RECORDING W/,653W(B)3PC,fail-to-disclose-origin-of-recording-w
1149,14601.1A(1)V,"","",146011a1v
1150,3.12LAMC,"","",312lamc
1151,483.5PC,"","",4835pc
1152,502.7(A)5PC,USE DEVICE TO DEFRAUD PHONE COMPANY >$4,502.7(A)5PC,use-device-to-defraud-phone-company-4
1153,12034PC,DRIV ALLOW CARRY/DISCH FIREARM IN VEH,12034PC,driv-allow-carrydisch-firearm-in-veh
1154,600(A)PC,ASSAULT ON A POLICE HORSE/DOG,600(A)PC,assault-on-a-police-horsedog
1155,641.3(A)PC,"COMMERCIAL BRIBERY: BRIBE $1,000 OR LES",641.3(A)PC,commercial-bribery-bribe-1000-or-les
1156,21802AVC,"","",21802avc
1157,666.5(A)PC,VEHICLE THEFT W/PRIOR FELONY VC10851/GT,666.5(A)PC,vehicle-theft-wprior-felony-vc10851gt
1158,12020.1PC,MFG HARD PLASTIC KNUCKLES,12020.1PC,mfg-hard-plastic-knuckles
1159,26708.5AVC,INSTALL TRANSP MAT IN CAR WINDOW,26708.5AVC,install-transp-mat-in-car-window
1160,290(A)PC,FAIL TO REGISTER AS SEX OFFENDER,290(A)PC,fail-to-register-as-sex-offender-1
1161,4501.1(A)PC,AGGRAVATE BATTERY BY PRISONER,4501.1(A)PC,aggravate-battery-by-prisoner
1162,626.9(D)PC,DISCHARGE FIREARM IN SCHOOL ZONE,626.9(D)PC,discharge-firearm-in-school-zone
1163,288(C)PC,LEWD/LASCIV ACT W/CHILD-SUSPECT 10YR OL,288(C)PC,lewdlasciv-act-wchild-suspect-10yr-ol
1164,529.5PC,MAKE/SELL FAKE ID CARD,529.5PC,makesell-fake-id-card
1165,640(B)4PC,SMOKE/EAT/DRINK/ETC ON PUBLC TRANSP SYS,640(B)4PC,smokeeatdrinketc-on-publc-transp-sys
1166,21650VC,FAIL TO DRIVE RIGHT OF ROADWAY,21650VC,fail-to-drive-right-of-roadway
1167,273A(1)PC,CRUEL TO CHILD LIKELY TO PROD GBI/DEATH,273A(1)PC,cruel-to-child-likely-to-prod-gbideath
1168,475(A)PC,POSSESS ITEMS W/INTENT TO FORGE/CNTRFEI,475(A)PC,possess-items-wintent-to-forgecntrfei
1169,146A(B)2PC,"","",146ab2pc
1170,26708(A)2VC,DRIVING W/OBSTRUCTED VIEW,26708(A)2VC,driving-wobstructed-view-1
1171,A245(A)2PC,ATTEMPT ADW W/FIREARM,A245(A)2PC,attempt-adw-wfirearm
1172,146.9PC,"","",1469pc
1173,140(A)PC,INTIMIDATE/THREATEN WIT/VICTIM/INFORMAN,140(A)PC,intimidatethreaten-witvictiminforman
1174,WHMC,WHITTIER MUNICIPAL CODE,WHMC,whittier-municipal-code
1175,647(J)1PC,"","",647j1pc
1176,157(C)PU,"","",157cpu
1177,266(H)APC,"","",266hapc
1178,171BPC,POSSESS/BRING WEAPON IN COURTHOUSE,171BPC,possessbring-weapon-in-courthouse
1179,288A(C)PC,ORAL COPULATN PERSN<14:SUSPECT 10YR OLD,288A(C)PC,oral-copulatn-persn14suspect-10yr-old
1180,288A(J)PC,ORAL COP:VICTIM BELIEVE PERSON IS SPOUS,288A(J)PC,oral-copvictim-believe-person-is-spous
1270,237(A)PC,FALSE IMPRISONMENT,237(A)PC,false-imprisonment-1
1181,12031.5APC,CARRY LOAD FIREARM W/PR PC12031 CONVICT,12031.5APC,carry-load-firearm-wpr-pc12031-convict
1182,640(B)PC,MISUSE TRANSF/PASS ON PUBLC TRANSP SYST,640(B)PC,misuse-transfpass-on-publc-transp-syst
1183,39002(B)VC,"","",39002bvc
1184,653M(C)1PC,MAKE REPEAT CALL W/INT ANNOY W/RESTR OR,653M(C)1PC,make-repeat-call-wint-annoy-wrestr-or
1185,63.94LAMC,"","",6394lamc
1186,63.44B14,"","",6344b14
1187,243.4(G)(6)P,"","",2434g6p
1188,148.4(A)PC,TAMPER W/FIRE ALARM/EQUIP,148.4(A)PC,tamper-wfire-alarmequip
1189,2101(A)VIC,"","",2101avic
1190,487(A)PCC,"","",487apcc
