date,year,month,weekday,win_loss,home_away,opp,runs_scored,runs_allowed,ab,h,1b,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,tb,gidp,hbp,sh,sf,ibb
2018-04-21,2018,4,Saturday,W,home,WSN,4,0,29,7,4,0,0,3,4,1,1,3,10,0.241,0.333,0.552,0.885,16,1,1,0,0,1
2018-04-20,2018,4,Friday,L,home,WSN,2,5,32,6,4,1,1,0,2,0,0,4,12,0.188,0.316,0.281,0.597,9,1,2,0,0,0
2018-04-18,2018,4,Wednesday,W,away,SDP,13,4,44,18,12,5,0,1,11,0,0,3,11,0.409,0.447,0.591,1.038,26,0,0,1,0,0
2018-04-17,2018,4,Tuesday,W,away,SDP,7,3,46,11,6,3,1,1,7,1,0,6,8,0.239,0.333,0.413,0.746,19,1,1,0,1,2
2018-04-16,2018,4,Monday,W,away,SDP,10,3,36,9,4,2,1,2,10,0,0,7,11,0.25,0.372,0.528,0.9,19,1,0,0,0,1
2018-04-15,2018,4,Sunday,W,home,ARI,7,2,32,8,5,2,0,1,7,0,0,7,13,0.25,0.375,0.406,0.781,13,0,0,0,1,0
2018-04-14,2018,4,Saturday,L,home,ARI,1,9,34,8,5,3,0,0,1,0,1,2,5,0.235,0.278,0.324,0.601,11,0,0,0,0,0
2018-04-13,2018,4,Friday,L,home,ARI,7,8,37,11,8,1,0,2,7,0,0,3,8,0.297,0.366,0.486,0.852,18,1,1,0,0,0
2018-04-11,2018,4,Wednesday,L,home,OAK,6,16,39,12,7,3,0,2,6,0,0,0,5,0.308,0.3,0.538,0.838,21,0,0,0,1,0
2018-04-10,2018,4,Tuesday,W,home,OAK,4,0,33,11,6,2,0,3,4,0,0,2,9,0.333,0.371,0.667,1.038,22,1,0,0,0,0
2018-04-08,2018,4,Sunday,W,away,SFG,2,1,37,10,8,2,0,0,2,1,1,4,5,0.27,0.341,0.324,0.666,12,2,0,0,0,1
2018-04-07,2018,4,Saturday,L,away,SFG,5,7,53,12,10,1,0,1,4,0,0,9,10,0.226,0.339,0.302,0.641,16,2,0,0,0,1
2018-04-04,2018,4,Wednesday,L,away,ARI,0,3,28,1,0,1,0,0,0,0,0,3,15,0.036,0.129,0.071,0.2,2,0,0,0,0,0
2018-04-03,2018,4,Tuesday,L,away,ARI,1,6,29,4,2,2,0,0,1,0,0,1,4,0.138,0.161,0.207,0.368,6,0,0,1,1,0
2018-04-02,2018,4,Monday,L,away,ARI,7,8,61,19,15,2,0,2,7,0,0,8,11,0.311,0.391,0.443,0.834,27,1,0,2,0,1
2018-04-01,2018,4,Sunday,W,home,SFG,9,0,36,13,9,3,0,1,8,0,1,0,7,0.361,0.378,0.528,0.906,19,0,1,0,0,0
2018-03-31,2018,3,Saturday,W,home,SFG,5,0,26,4,2,1,1,0,3,0,0,3,5,0.154,0.226,0.269,0.495,7,2,0,0,2,0
2018-03-30,2018,3,Friday,L,home,SFG,0,1,27,1,1,0,0,0,0,0,0,0,8,0.037,0.037,0.037,0.074,1,1,0,0,0,0
2018-03-29,2018,3,Thursday,L,home,SFG,0,1,31,6,6,0,0,0,0,2,0,5,10,0.194,0.306,0.194,0.499,6,2,0,0,0,0
2017-10-01,2017,10,Sunday,W,away,COL,6,3,36,10,5,5,0,0,6,0,0,9,4,0.278,0.413,0.417,0.83,15,0,0,0,1,0
2017-09-30,2017,9,Saturday,W,away,COL,5,3,32,8,6,1,0,1,5,1,0,1,6,0.25,0.333,0.375,0.708,12,2,3,1,0,0
2017-09-29,2017,9,Friday,L,away,COL,1,9,32,6,6,0,0,0,1,0,0,2,5,0.188,0.235,0.188,0.423,6,1,0,0,0,0
2017-09-27,2017,9,Wednesday,W,home,SDP,10,0,34,12,7,2,0,3,10,0,0,3,9,0.353,0.395,0.676,1.071,23,2,0,0,1,0
2017-09-26,2017,9,Tuesday,W,home,SDP,9,2,35,11,4,4,0,3,9,1,0,9,9,0.314,0.455,0.686,1.14,24,0,0,0,0,1
2017-09-25,2017,9,Monday,W,home,SDP,9,3,30,10,4,4,0,2,9,0,0,6,7,0.333,0.432,0.667,1.099,20,2,0,1,1,0
2017-09-24,2017,9,Sunday,W,home,SFG,3,1,28,7,4,2,0,1,3,1,0,3,2,0.25,0.313,0.429,0.741,12,0,0,1,1,0
2017-09-23,2017,9,Saturday,L,home,SFG,1,2,30,6,3,2,0,1,1,0,1,1,5,0.2,0.226,0.367,0.592,11,2,0,0,0,0
2017-09-22,2017,9,Friday,W,home,SFG,4,2,29,5,2,2,0,1,4,1,0,3,8,0.172,0.273,0.345,0.618,10,0,1,0,0,0
2017-09-21,2017,9,Thursday,W,away,PHI,5,4,34,7,3,1,1,2,4,0,0,4,7,0.206,0.3,0.471,0.771,16,0,1,0,1,0
2017-09-20,2017,9,Wednesday,L,away,PHI,5,7,35,7,2,3,1,1,5,0,0,6,7,0.2,0.317,0.429,0.746,15,0,0,0,0,1
2017-09-19,2017,9,Tuesday,L,away,PHI,2,6,34,9,7,1,0,1,2,0,0,2,9,0.265,0.306,0.382,0.688,13,2,0,0,0,0
2017-09-18,2017,9,Monday,L,away,PHI,3,4,31,5,2,0,0,3,3,0,0,4,12,0.161,0.257,0.452,0.709,14,1,0,0,0,0
2017-09-17,2017,9,Sunday,L,away,WSN,1,7,32,4,4,0,0,0,0,3,0,4,11,0.125,0.243,0.125,0.368,4,0,1,0,0,0
2017-09-16,2017,9,Saturday,W,away,WSN,3,2,31,7,3,3,0,1,3,0,0,3,10,0.226,0.342,0.419,0.761,13,1,3,0,1,0
2017-09-15,2017,9,Friday,W,away,WSN,7,0,36,9,3,3,0,3,7,1,0,3,9,0.25,0.308,0.583,0.891,21,0,0,0,0,0
2017-09-13,2017,9,Wednesday,W,away,SFG,4,1,32,7,1,4,1,1,4,2,1,5,10,0.219,0.359,0.5,0.859,16,1,2,1,0,1
2017-09-12,2017,9,Tuesday,W,away,SFG,5,3,36,9,4,4,0,1,5,0,0,7,13,0.25,0.378,0.444,0.822,16,0,1,0,1,3
2017-09-11,2017,9,Monday,L,away,SFG,6,8,36,8,6,1,0,1,6,1,0,8,6,0.222,0.364,0.333,0.697,12,0,0,0,0,1
2017-09-10,2017,9,Sunday,L,home,COL,1,8,34,8,7,0,0,1,1,0,0,3,12,0.235,0.297,0.324,0.621,11,1,0,0,0,0
2017-09-09,2017,9,Saturday,L,home,COL,5,6,36,8,3,3,0,2,5,0,0,1,10,0.222,0.243,0.472,0.715,17,1,0,0,0,0
2017-09-08,2017,9,Friday,L,home,COL,4,5,35,7,5,1,0,1,4,1,0,6,7,0.2,0.317,0.314,0.631,11,0,0,0,0,1
2017-09-07,2017,9,Thursday,L,home,COL,1,9,32,6,2,4,0,0,1,0,0,3,8,0.188,0.257,0.313,0.57,10,0,0,0,0,0
2017-09-06,2017,9,Wednesday,L,home,ARI,1,3,29,4,3,1,0,0,1,0,1,3,7,0.138,0.242,0.172,0.415,5,2,1,0,0,0
2017-09-05,2017,9,Tuesday,L,home,ARI,1,3,32,6,5,0,0,1,1,0,1,1,8,0.188,0.212,0.281,0.493,9,1,0,1,0,0
2017-09-04,2017,9,Monday,L,home,ARI,0,13,30,3,3,0,0,0,0,0,0,1,16,0.1,0.129,0.1,0.229,3,0,0,0,0,0
2017-09-03,2017,9,Sunday,L,away,SDP,4,6,33,7,2,2,1,2,4,0,0,0,8,0.212,0.206,0.515,0.721,17,1,0,0,1,0
2017-09-02,2017,9,Saturday,L,away,SDP,2,7,33,7,5,2,0,0,2,0,0,4,7,0.212,0.297,0.273,0.57,9,1,0,0,0,0
2017-09-02,2017,9,Saturday,L,away,SDP,5,6,34,10,5,3,0,2,5,0,1,3,6,0.294,0.351,0.559,0.91,19,1,0,0,0,1
2017-09-01,2017,9,Friday,W,away,SDP,1,0,34,9,8,1,0,0,1,1,1,4,12,0.265,0.342,0.294,0.636,10,0,0,0,0,1
2017-08-31,2017,8,Thursday,L,away,ARI,1,8,32,5,3,2,0,0,1,0,0,3,8,0.156,0.229,0.219,0.447,7,0,0,0,0,0
2017-08-30,2017,8,Wednesday,L,away,ARI,4,6,33,6,5,0,0,1,4,0,0,5,12,0.182,0.325,0.273,0.598,9,0,2,0,0,0
2017-08-29,2017,8,Tuesday,L,away,ARI,6,7,37,10,5,3,0,2,6,0,0,2,10,0.27,0.325,0.514,0.839,19,0,1,0,0,0
2017-08-27,2017,8,Sunday,L,home,MIL,2,3,30,4,3,1,0,0,2,0,0,3,9,0.133,0.257,0.167,0.424,5,0,2,0,0,0
2017-08-26,2017,8,Saturday,L,home,MIL,0,3,32,5,4,0,1,0,0,0,0,0,12,0.156,0.156,0.219,0.375,7,0,0,0,0,0
2017-08-25,2017,8,Friday,W,home,MIL,3,1,32,8,6,0,0,2,3,2,0,4,10,0.25,0.333,0.438,0.771,14,0,0,0,0,0
2017-08-24,2017,8,Thursday,W,away,PIT,5,2,38,14,8,3,0,3,5,1,0,8,6,0.368,0.478,0.684,1.162,26,0,0,1,0,0
2017-08-23,2017,8,Wednesday,L,away,PIT,0,1,36,8,7,1,0,0,0,0,0,4,7,0.222,0.317,0.25,0.567,9,2,1,0,0,1
2017-08-22,2017,8,Tuesday,W,away,PIT,8,5,35,10,7,2,0,1,8,1,0,7,6,0.286,0.405,0.429,0.833,15,0,0,1,0,0
2017-08-21,2017,8,Monday,W,away,PIT,6,5,47,10,6,2,0,2,6,0,0,6,10,0.213,0.315,0.383,0.698,18,0,1,0,0,0
2017-08-20,2017,8,Sunday,L,away,DET,1,6,30,3,2,0,0,1,1,0,0,1,10,0.1,0.129,0.2,0.329,6,0,0,0,0,0
2017-08-19,2017,8,Saturday,W,away,DET,3,0,31,6,5,0,0,1,3,0,0,3,6,0.194,0.286,0.29,0.576,9,2,1,0,0,0
2017-08-18,2017,8,Friday,W,away,DET,8,5,35,12,6,6,0,0,8,1,0,6,7,0.343,0.419,0.514,0.933,18,1,0,0,2,1
2017-08-16,2017,8,Wednesday,W,home,CHW,5,4,30,9,5,3,0,1,4,1,1,4,4,0.3,0.382,0.5,0.882,15,2,0,0,0,0
2017-08-15,2017,8,Tuesday,W,home,CHW,6,1,31,9,8,1,0,0,6,1,0,6,7,0.29,0.41,0.323,0.733,10,0,1,0,1,0
2017-08-13,2017,8,Sunday,W,home,SDP,6,4,30,5,1,1,0,3,6,0,0,1,2,0.167,0.219,0.5,0.719,15,0,1,0,0,0
2017-08-12,2017,8,Saturday,W,home,SDP,6,3,31,8,5,1,0,2,5,1,0,6,6,0.258,0.368,0.484,0.852,15,0,0,0,1,0
2017-08-11,2017,8,Friday,L,home,SDP,3,4,33,8,5,3,0,0,3,0,0,5,9,0.242,0.375,0.333,0.708,11,1,2,0,0,1
2017-08-10,2017,8,Thursday,W,away,ARI,8,6,37,9,6,2,0,1,7,1,0,3,6,0.243,0.317,0.378,0.695,14,0,1,0,0,0
2017-08-09,2017,8,Wednesday,W,away,ARI,3,2,30,5,1,3,0,1,3,0,1,6,9,0.167,0.306,0.367,0.672,11,1,0,0,0,0
2017-08-08,2017,8,Tuesday,L,away,ARI,3,6,33,9,5,2,0,2,3,0,0,2,8,0.273,0.314,0.515,0.829,17,3,0,0,0,0
2017-08-06,2017,8,Sunday,W,away,NYM,8,0,35,10,5,2,1,2,8,3,0,4,12,0.286,0.359,0.571,0.93,20,1,0,0,0,0
2017-08-05,2017,8,Saturday,W,away,NYM,7,4,36,8,2,1,0,5,7,0,0,4,8,0.222,0.3,0.667,0.967,24,0,0,0,0,1
2017-08-04,2017,8,Friday,W,away,NYM,6,0,32,7,2,2,0,3,5,1,0,5,11,0.219,0.316,0.563,0.878,18,1,0,0,1,0
2017-08-03,2017,8,Thursday,W,away,ATL,7,4,33,9,7,1,0,1,6,0,0,9,11,0.273,0.432,0.394,0.826,13,1,1,1,1,1
2017-08-02,2017,8,Wednesday,L,away,ATL,3,5,31,6,4,1,0,1,3,1,0,1,9,0.194,0.242,0.323,0.565,10,0,1,1,0,0
2017-08-01,2017,8,Tuesday,W,away,ATL,3,2,32,8,5,2,0,1,2,1,1,1,7,0.25,0.294,0.406,0.7,13,0,1,1,0,0
2017-07-30,2017,7,Sunday,W,home,SFG,3,2,42,11,9,2,0,0,3,1,0,7,8,0.262,0.367,0.31,0.677,13,0,0,0,0,3
2017-07-29,2017,7,Saturday,W,home,SFG,2,1,29,8,5,3,0,0,2,0,1,3,5,0.276,0.344,0.379,0.723,11,2,0,0,0,0
2017-07-28,2017,7,Friday,W,home,SFG,6,4,29,6,2,2,0,2,6,0,1,5,8,0.207,0.324,0.483,0.806,14,0,0,0,0,0
2017-07-26,2017,7,Wednesday,W,home,MIN,6,5,36,11,8,1,0,2,6,0,0,2,8,0.306,0.333,0.5,0.833,18,0,0,0,1,0
2017-07-25,2017,7,Tuesday,W,home,MIN,6,2,31,11,8,3,0,0,6,1,0,1,7,0.355,0.394,0.452,0.846,14,1,1,2,0,0
2017-07-24,2017,7,Monday,W,home,MIN,6,4,32,11,7,0,1,3,6,0,0,0,9,0.344,0.344,0.688,1.031,22,1,0,1,0,0
2017-07-23,2017,7,Sunday,W,home,ATL,5,4,35,8,5,1,0,2,5,0,0,6,11,0.229,0.341,0.429,0.77,15,0,0,0,0,1
2017-07-22,2017,7,Saturday,W,home,ATL,6,2,36,12,8,0,1,3,5,1,0,1,7,0.333,0.351,0.639,0.99,23,1,0,0,0,0
2017-07-21,2017,7,Friday,L,home,ATL,3,12,33,7,4,2,1,0,3,0,0,2,6,0.212,0.257,0.333,0.59,11,1,0,0,0,0
2017-07-20,2017,7,Thursday,L,home,ATL,3,6,34,7,2,4,0,1,3,0,0,3,7,0.206,0.27,0.412,0.682,14,0,0,0,0,0
2017-07-19,2017,7,Wednesday,W,away,CHW,9,1,34,13,6,3,0,4,9,1,0,5,9,0.382,0.462,0.824,1.285,28,1,0,0,0,0
2017-07-18,2017,7,Tuesday,W,away,CHW,1,0,32,9,6,3,0,0,1,1,0,6,7,0.281,0.41,0.375,0.785,12,4,1,0,0,2
2017-07-16,2017,7,Sunday,W,away,MIA,3,2,32,7,5,0,1,1,3,0,0,6,8,0.219,0.333,0.375,0.708,12,0,0,0,1,0
2017-07-15,2017,7,Saturday,W,away,MIA,7,1,36,12,5,3,2,2,7,0,0,6,10,0.333,0.419,0.694,1.113,25,2,0,0,1,0
2017-07-14,2017,7,Friday,W,away,MIA,6,4,34,10,6,1,0,3,5,0,2,2,5,0.294,0.333,0.588,0.922,20,1,0,0,0,0
2017-07-09,2017,7,Sunday,W,home,KCR,5,2,30,6,2,0,1,3,5,0,0,0,9,0.2,0.2,0.567,0.767,17,0,0,0,0,0
2017-07-08,2017,7,Saturday,W,home,KCR,5,4,34,8,4,2,0,2,5,1,0,5,8,0.235,0.325,0.471,0.796,16,0,0,0,1,0
2017-07-07,2017,7,Friday,W,home,KCR,4,1,33,10,7,2,0,1,4,0,0,4,11,0.303,0.378,0.455,0.833,15,1,0,0,0,0
2017-07-06,2017,7,Thursday,W,home,ARI,5,4,30,8,5,2,0,1,5,0,1,10,16,0.267,0.45,0.433,0.883,13,0,0,0,0,2
2017-07-05,2017,7,Wednesday,W,home,ARI,1,0,27,4,1,3,0,0,1,0,0,3,10,0.148,0.258,0.259,0.517,7,1,1,0,0,1
2017-07-04,2017,7,Tuesday,W,home,ARI,4,3,33,9,5,3,0,1,4,1,0,3,9,0.273,0.333,0.455,0.788,15,0,0,0,0,0
2017-07-02,2017,7,Sunday,L,away,SDP,3,5,35,9,6,2,0,1,3,0,0,4,10,0.257,0.366,0.4,0.766,14,0,2,1,0,0
2017-07-01,2017,7,Saturday,W,away,SDP,8,0,40,14,9,2,0,3,8,0,0,4,11,0.35,0.422,0.625,1.047,25,1,1,0,0,1
2017-06-30,2017,6,Friday,W,away,SDP,10,4,40,16,13,0,0,3,10,0,1,7,8,0.4,0.5,0.625,1.125,25,2,1,0,0,0
2017-06-29,2017,6,Thursday,W,away,LAA,6,2,36,9,4,2,0,3,6,0,0,1,6,0.25,0.263,0.556,0.819,20,0,0,0,1,0
2017-06-28,2017,6,Wednesday,L,away,LAA,2,3,30,4,2,0,0,2,2,0,0,5,6,0.133,0.257,0.333,0.59,10,1,0,0,0,0
2017-06-27,2017,6,Tuesday,W,home,LAA,4,0,27,4,1,2,0,1,4,0,1,4,7,0.148,0.258,0.333,0.591,9,0,0,0,0,0
2017-06-26,2017,6,Monday,L,home,LAA,0,4,31,5,2,3,0,0,0,0,0,3,8,0.161,0.235,0.258,0.493,8,1,0,0,0,0
2017-06-25,2017,6,Sunday,W,home,COL,12,6,36,13,5,5,0,3,7,2,0,7,10,0.361,0.465,0.75,1.215,27,0,0,0,0,0
2017-06-24,2017,6,Saturday,W,home,COL,4,0,29,6,3,2,0,1,3,0,0,10,8,0.207,0.41,0.379,0.79,11,1,0,0,0,0
2017-06-23,2017,6,Friday,W,home,COL,6,1,32,11,7,2,1,1,6,0,0,5,5,0.344,0.41,0.563,0.973,18,1,0,0,2,0
2017-06-22,2017,6,Thursday,W,home,NYM,6,3,29,6,2,1,0,3,6,3,1,9,10,0.207,0.395,0.552,0.946,16,1,0,0,0,1
2017-06-21,2017,6,Wednesday,W,home,NYM,8,2,31,7,2,2,0,3,8,1,0,5,9,0.226,0.324,0.581,0.905,18,0,0,0,1,2
2017-06-20,2017,6,Tuesday,W,home,NYM,12,0,38,13,5,3,0,5,12,0,0,7,7,0.342,0.457,0.816,1.272,31,0,1,0,0,1
2017-06-19,2017,6,Monday,W,home,NYM,10,6,41,17,12,1,0,4,10,1,0,3,12,0.415,0.455,0.732,1.186,30,0,0,0,0,0
2017-06-18,2017,6,Sunday,W,away,CIN,8,7,37,10,4,4,0,2,8,0,0,5,8,0.27,0.357,0.541,0.898,20,0,0,0,0,0
2017-06-17,2017,6,Saturday,W,away,CIN,10,2,39,12,5,3,0,4,10,0,0,5,9,0.308,0.378,0.692,1.07,27,1,0,0,1,0
2017-06-16,2017,6,Friday,W,away,CIN,3,1,32,7,4,2,0,1,3,0,1,7,7,0.219,0.375,0.375,0.75,12,0,1,0,0,0
2017-06-15,2017,6,Thursday,L,away,CLE,5,12,35,9,4,3,0,2,5,0,0,4,11,0.257,0.35,0.514,0.864,18,0,1,0,0,0
2017-06-14,2017,6,Wednesday,W,away,CLE,6,4,35,9,6,2,0,1,5,3,1,4,11,0.257,0.35,0.4,0.75,14,0,1,0,0,0
2017-06-13,2017,6,Tuesday,W,away,CLE,7,5,38,12,8,1,0,3,6,2,0,6,10,0.316,0.409,0.579,0.988,22,0,0,0,0,0
2017-06-11,2017,6,Sunday,W,home,CIN,9,7,34,10,5,1,0,4,9,0,0,5,6,0.294,0.4,0.676,1.076,23,1,1,0,0,0
2017-06-10,2017,6,Saturday,W,home,CIN,5,4,34,10,4,5,0,1,5,0,0,1,4,0.294,0.306,0.529,0.835,18,0,0,2,1,1
2017-06-09,2017,6,Friday,W,home,CIN,7,2,32,9,6,1,0,2,6,0,0,5,6,0.281,0.395,0.5,0.895,16,1,1,0,0,1
2017-06-07,2017,6,Wednesday,W,home,WSN,2,1,29,3,1,1,0,1,2,0,1,1,11,0.103,0.133,0.241,0.375,7,0,0,0,0,1
2017-06-06,2017,6,Tuesday,L,home,WSN,1,2,33,4,3,1,0,0,1,1,0,2,17,0.121,0.171,0.152,0.323,5,0,0,0,0,0
2017-06-05,2017,6,Monday,L,home,WSN,2,4,33,6,3,3,0,0,2,0,0,3,11,0.182,0.25,0.273,0.523,9,0,0,0,0,0
2017-06-04,2017,6,Sunday,L,away,MIL,0,3,30,3,3,0,0,0,0,0,0,3,11,0.1,0.182,0.1,0.282,3,1,0,0,0,0
2017-06-03,2017,6,Saturday,W,away,MIL,10,8,38,10,7,2,0,1,8,7,0,7,5,0.263,0.378,0.395,0.773,15,0,0,0,0,1
2017-06-02,2017,6,Friday,W,away,MIL,2,1,42,8,4,2,0,2,2,1,0,3,16,0.19,0.244,0.381,0.625,16,2,0,0,0,2
2017-06-01,2017,6,Thursday,L,away,STL,0,2,30,5,4,1,0,0,0,0,0,4,9,0.167,0.265,0.2,0.465,6,2,0,0,0,0
2017-05-31,2017,5,Wednesday,L,away,STL,1,2,30,5,4,1,0,0,1,0,0,3,11,0.167,0.235,0.2,0.435,6,1,0,0,1,0
2017-05-30,2017,5,Tuesday,W,away,STL,9,4,36,11,8,2,1,0,8,1,0,8,11,0.306,0.426,0.417,0.842,15,0,1,0,2,0
2017-05-29,2017,5,Monday,W,away,STL,5,1,32,9,5,1,0,3,5,0,0,2,8,0.281,0.314,0.594,0.908,19,2,0,1,1,0
2017-05-28,2017,5,Sunday,W,home,CHC,9,4,34,11,7,0,0,4,9,1,0,5,10,0.324,0.41,0.676,1.087,23,1,0,0,0,0
2017-05-27,2017,5,Saturday,W,home,CHC,5,0,31,6,4,1,0,1,5,1,0,6,11,0.194,0.324,0.323,0.647,10,0,0,0,0,0
2017-05-26,2017,5,Friday,W,home,CHC,4,0,27,5,2,1,0,2,4,1,0,3,12,0.185,0.29,0.444,0.735,12,2,1,0,0,0
2017-05-25,2017,5,Thursday,W,home,STL,7,3,33,11,7,3,0,1,6,1,0,2,10,0.333,0.371,0.515,0.887,17,1,0,0,0,0
2017-05-24,2017,5,Wednesday,L,home,STL,1,6,29,4,2,2,0,0,1,0,0,0,6,0.138,0.133,0.207,0.34,6,1,0,0,1,0
2017-05-23,2017,5,Tuesday,W,home,STL,2,1,41,3,1,1,0,1,2,0,0,5,19,0.073,0.174,0.171,0.345,7,0,0,0,0,0
2017-05-21,2017,5,Sunday,W,home,MIA,6,3,34,12,5,6,0,1,6,0,0,2,7,0.353,0.421,0.618,1.039,21,1,2,1,0,0
2017-05-20,2017,5,Saturday,L,home,MIA,6,10,34,7,2,2,0,3,5,0,0,4,10,0.206,0.289,0.529,0.819,18,0,0,0,0,0
2017-05-19,2017,5,Friday,W,home,MIA,7,2,31,8,3,2,0,3,7,0,0,4,8,0.258,0.361,0.613,0.974,19,1,1,0,0,0
2017-05-18,2017,5,Thursday,W,home,MIA,7,2,28,11,9,1,0,1,7,2,1,9,5,0.393,0.538,0.536,1.074,15,2,1,1,1,1
2017-05-17,2017,5,Wednesday,W,away,SFG,6,1,35,9,5,4,0,0,5,1,0,2,9,0.257,0.297,0.371,0.669,13,0,0,1,0,0
2017-05-16,2017,5,Tuesday,L,away,SFG,1,2,32,7,5,1,0,1,1,0,0,2,5,0.219,0.265,0.344,0.608,11,2,0,0,0,0
2017-05-15,2017,5,Monday,L,away,SFG,4,8,33,8,5,3,0,0,3,0,0,4,9,0.242,0.324,0.333,0.658,11,1,0,0,0,0
2017-05-14,2017,5,Sunday,L,away,COL,6,9,38,12,9,1,0,2,6,0,0,6,10,0.316,0.409,0.5,0.909,19,0,0,0,0,0
2017-05-13,2017,5,Saturday,W,away,COL,4,0,32,7,2,4,0,1,4,1,0,4,12,0.219,0.306,0.438,0.743,14,1,0,1,0,0
2017-05-12,2017,5,Friday,W,away,COL,6,2,33,9,3,4,1,1,6,0,1,4,9,0.273,0.351,0.545,0.897,18,1,0,0,0,0
2017-05-11,2017,5,Thursday,L,away,COL,7,10,40,14,7,5,1,1,6,0,0,3,11,0.35,0.395,0.6,0.995,24,1,0,0,0,0
2017-05-10,2017,5,Wednesday,W,home,PIT,5,2,29,8,4,3,0,1,5,0,0,4,6,0.276,0.364,0.483,0.846,14,1,0,0,0,0
2017-05-09,2017,5,Tuesday,W,home,PIT,4,3,41,13,9,3,0,1,4,1,0,2,8,0.317,0.364,0.463,0.827,19,1,1,1,0,0
2017-05-08,2017,5,Monday,W,home,PIT,12,1,39,15,10,3,0,2,12,0,0,4,7,0.385,0.442,0.615,1.057,24,1,0,0,0,0
2017-05-06,2017,5,Saturday,W,away,SDP,10,2,31,8,5,2,0,1,8,1,0,9,9,0.258,0.439,0.419,0.858,13,3,1,1,0,0
2017-05-05,2017,5,Friday,W,away,SDP,8,2,39,14,11,1,0,2,8,1,0,3,10,0.359,0.419,0.538,0.957,21,2,1,0,0,0
2017-05-03,2017,5,Wednesday,L,home,SFG,1,4,37,6,6,0,0,0,1,0,2,0,13,0.162,0.184,0.162,0.346,6,1,1,0,0,0
2017-05-02,2017,5,Tuesday,W,home,SFG,13,5,32,11,7,2,1,1,13,1,0,9,5,0.344,0.488,0.563,1.051,18,1,1,0,1,0
2017-05-01,2017,5,Monday,L,home,SFG,3,4,33,6,5,1,0,0,3,0,0,1,8,0.182,0.206,0.212,0.418,7,0,0,0,0,0
2017-04-30,2017,4,Sunday,W,home,PHI,5,3,34,13,7,4,0,2,5,0,0,2,8,0.382,0.417,0.676,1.093,23,3,0,0,0,0
2017-04-29,2017,4,Saturday,W,home,PHI,6,5,37,11,5,1,0,5,6,0,0,1,7,0.297,0.333,0.73,1.063,27,0,1,0,0,0
2017-04-28,2017,4,Friday,W,home,PHI,5,3,33,10,8,2,0,0,4,0,0,3,5,0.303,0.351,0.364,0.715,12,0,0,0,1,0
2017-04-27,2017,4,Thursday,W,away,SFG,5,1,33,5,4,0,0,1,5,0,0,7,11,0.152,0.293,0.242,0.535,8,0,0,1,1,1
2017-04-26,2017,4,Wednesday,L,away,SFG,3,4,39,9,7,1,0,1,3,0,0,2,6,0.231,0.268,0.333,0.602,13,0,0,0,0,0
2017-04-25,2017,4,Tuesday,W,away,SFG,2,1,32,7,6,1,0,0,2,1,0,4,7,0.219,0.306,0.25,0.556,8,1,0,1,0,1
2017-04-24,2017,4,Monday,L,away,SFG,1,2,29,4,4,0,0,0,1,0,1,2,6,0.138,0.194,0.138,0.331,4,0,0,0,0,0
2017-04-23,2017,4,Sunday,W,away,ARI,6,2,34,9,4,4,0,1,5,0,0,5,5,0.265,0.359,0.471,0.83,16,1,0,0,0,0
2017-04-22,2017,4,Saturday,L,away,ARI,5,11,35,11,8,2,0,1,5,0,0,5,9,0.314,0.4,0.457,0.857,16,3,0,0,0,0
2017-04-21,2017,4,Friday,L,away,ARI,5,13,35,9,4,3,0,2,5,0,0,1,7,0.257,0.297,0.514,0.812,18,1,1,0,0,0
2017-04-19,2017,4,Wednesday,W,home,COL,4,2,31,7,2,3,1,1,4,0,0,2,7,0.226,0.273,0.484,0.757,15,0,0,1,0,0
2017-04-18,2017,4,Tuesday,L,home,COL,3,4,34,9,9,0,0,0,3,0,0,5,7,0.265,0.39,0.265,0.655,9,1,2,1,0,0
2017-04-17,2017,4,Monday,L,home,ARI,2,4,30,5,3,1,0,1,2,0,1,4,15,0.167,0.257,0.3,0.557,9,0,0,1,1,0
2017-04-16,2017,4,Sunday,L,home,ARI,1,3,31,5,4,1,0,0,1,0,0,3,9,0.161,0.235,0.194,0.429,6,1,0,0,0,0
2017-04-15,2017,4,Saturday,W,home,ARI,8,4,34,11,5,4,0,2,7,2,0,4,7,0.324,0.405,0.618,1.022,21,0,2,0,2,1
2017-04-14,2017,4,Friday,W,home,ARI,7,1,34,13,10,2,0,1,7,0,0,4,4,0.382,0.436,0.529,0.965,18,1,0,1,1,0
2017-04-13,2017,4,Thursday,L,away,CHC,0,4,32,6,4,2,0,0,0,0,0,4,5,0.188,0.278,0.25,0.528,8,0,0,0,0,0
2017-04-12,2017,4,Wednesday,W,away,CHC,2,0,32,5,3,1,0,1,1,0,0,6,14,0.156,0.289,0.281,0.571,9,1,0,0,0,0
2017-04-10,2017,4,Monday,L,away,CHC,2,3,32,6,5,1,0,0,1,0,1,3,10,0.188,0.278,0.219,0.497,7,1,1,0,0,0
2017-04-09,2017,4,Sunday,W,away,COL,10,6,40,15,10,3,1,1,9,1,0,5,8,0.375,0.444,0.575,1.019,23,1,0,1,0,0
2017-04-08,2017,4,Saturday,L,away,COL,2,4,32,7,4,2,0,1,2,0,1,3,7,0.219,0.286,0.375,0.661,12,1,0,0,0,0
