ID,Incident Date,City,State,School name,Latitude,Longitude,School Type,Intent,Outcome,Number Killed,Number Wounded,Narrative,Source 1,URL 1,Source 2,URL 2,Source 3,URL 3,Created,Last Modified
733,10/9/20,Lincoln,NE,Adams Elementary School,40.735591,-96.688455,Elementary School,Unknown,No one shot,0,0,Someone in a vehicle fired several rounds at Lincoln Elementary School. No one was shot. ,ABC 8,https://www.klkntv.com/shots-fired-at-a-lincoln-elementary-school-officers-say-its-alarming/,,,,,2021-10-04T19:04:31.000Z,2022-02-01T16:20:53.000Z
734,12/11/20,Yorktown,VA,Tabb Middle School,37.125704,-76.45087,Middle School,Attack on others,No one shot,0,0,Shots were fired at the basketball courts at Tabb Middle School. It is not known if anyone was shot during the incident. ,WKTR,https://www.wtkr.com/news/deputies-investigating-report-of-possible-shooting-near-york-co-middle-school,,,,,2021-10-04T19:04:31.000Z,2022-02-01T16:26:04.000Z
735,12/19/20,Spokane,WA,Rogers High School,47.699694,-117.387257,High School,Unknown,Injury,0,2,Shots were fired in the parking lot of Rogers High School. Two people were reported wounded in the shooting.,The Spokesman-Review,https://www.spokesman.com/stories/2020/dec/29/two-people-shot-at-rogers-high-school-tuesday-nigh/,,,,,2021-10-04T19:04:31.000Z,2022-02-01T16:28:19.000Z
736,9/24/21,Fairfield,AL,Fairfield High Preparatory School,33.49183094,-86.90552298,High School,Attack on others,Injury,0,1,"A man was shot in the back while attending a tailgate for the Fairfield High Preparatory school homecoming football game in the school parking lot. Police believe the shots came from an area behind the stadium, near an abandoned house. ",WTVM13,https://www.wvtm13.com/article/shots-fired-at-fairfield-football-game-outside-of-stadium/37729370#,,,,,2021-10-04T19:04:31.000Z,2022-01-26T19:44:57.000Z
737,9/23/21,Joliet,IL,St Paul the Apostle Catholic School,41.52649258,-88.11672669,K-12,Unknown,No one shot,0,0,A window of St Paul the Apostle Catholic School was struck by a bullet when a fight between two vehicles resulted in gun fire. All students were in the basement at the time and no one was injured. ,1340 WJOL,https://www.wjol.com/joliet-police-shots-fired-near-st-paul-school-no-one-was-hit/,,,,,2021-10-04T19:04:31.000Z,2022-01-26T19:44:27.000Z
738,9/28/21,Portland,ME,South Portland High School ,43.62158647,-70.26638661,High School,Attack on others,Injury,0,1,"A teenage boy was shot in the leg at the South Portland High School upper parking lot. Investigators believe that it was an isolated, targeted attack.",Press Herald,https://www.pressherald.com/2021/09/29/staff-and-students-respond-to-shooting-near-south-portland-high-school/,Associated Press,https://apnews.com/article/shootings-maine-dcef600a0b4b14f8c28071b46336a6aa,,,2021-10-04T19:04:31.000Z,2022-01-26T19:45:06.000Z
739,9/30/21,Newton,MS,Newton Elementary School,32.3161514,-89.16579679,Elementary School,Unintentional discharge,Injury,0,1,A 6-year-old boy was shot in the leg during the school day when a firearm was unintentionally discharged in another student's backpack. The school was placed on lockdown until the medical helicopter arrived to airlift the victim to the hospital to treat his broken femur. The Police Chief shared that the Mississippi Bureau of Investigation is handling the case to investigate the student who brought a gun to school.,U.S. Sun,https://www.the-sun.com/news/3770610/newton-elementary-school-shooting-child/,WAPT ,https://www.wapt.com/article/child-shot-at-newton-elementary-school/37810847#,,,2021-10-04T19:04:31.000Z,2022-01-26T19:45:16.000Z
740,9/30/21,Memphis,TN,Cummings K-8 Optional School,35.11910017,-90.02788354,K-12,Attack on others,Injury,0,1,"A 13-year-old boy was shot by a male classmate in the stairwell of Cummings K-8 Optional School. The suspected shooter fled the scene but was later taken into custody by police, who intend to charge him with criminal attempt first degree murder. The victim was evacuated to the hospital in critical but stable condition and is expected to survive. ",The Daily Memphian,https://dailymemphian.com/article/24432/child-shot-soulsville-cummings-elementary-school,News Channel 3 WREG Memphis,https://www.wreg.com/news/local/child-hurt-in-shooting-at-memphis-school/,,,2021-10-04T19:04:31.000Z,2022-01-26T19:45:16.000Z
741,9/17/21,Swainsboro,GA,Swainsboro High School,32.57288749,-82.30860464,High School,Unknown,No one shot,0,0,Shots were fired when a fight broke out at the end of a football game in the stands of the Swainsboro High School stadium. The shooter fled the scene. No injuries were reported.,13WMAZ,https://www.13wmaz.com/article/news/local/witnesses-remember-shot-fired-dublin-swainsboro-football-game/93-33671eb5-f218-4183-947f-eec927759eec,,,,,2021-10-04T19:04:31.000Z,2022-01-26T19:43:40.000Z
742,9/2/21,Los Angeles,CA,Santee High School,"34.02963811253633,",-118.2609303,High School,Attack on others,Injury,0,1,A student was shot in the leg on the Santee High School football field during afternoon classes. Police identified and arrested a juvenile suspect and an unknown number of co-conspirators.,FOX LA,https://www.foxla.com/news/suspects-arrested-in-shooting-outside-high-school-in-south-la,,,,,2021-10-04T19:04:31.000Z,2022-01-26T19:42:30.000Z
743,9/24/21,Baltimore,MD,Wildwood Elementary/Middle School,39.29583321,-76.67894416,K-12,Unknown,Injury,0,1,A 18-year-old male was shot in the abdomen outside of the school building. The shooter fled the scene.,Baltimore Sun,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-wildwood-parkway-shooting-20210925-foif3yhuzjahniqo7u35vophv4-story.html,Fox 5 News,https://foxbaltimore.com/news/local/crime-scene-shooting-reported-outside-west-baltimore-school,,,2021-10-04T19:04:31.000Z,2022-01-26T19:44:38.000Z
744,9/24/21,Essex Junction,VA,Essex High School,44.49837518,-73.1048352,High School,Attack on others,No one shot,0,0,"Shots were fired when a fight broke out near the ticket booth at the Essex High School football stadium. The fight continued 10 minutes later near the softball field and more shots were fired. Two deputies were injured in breaking up the fight, but no one was struck by gunfire.",Fredricksburg Today,https://fredericksburg.com/news/local/crime-and-courts/gunfire-shuts-down-essex-football-game-in-tappahannock/article_fc41645f-1e55-5548-8b72-3f533d6f4c26.html,,,,,2021-10-04T19:04:31.000Z,2022-01-26T19:44:57.000Z
745,9/29/21,Shaker Heights,OH,"Shaker Heights Middle
  School",41.4780714,-81.52855829,Middle School,Other,No one shot,0,0,A shot was fired during a large fight in the parking lot of the stadium during a middle school football game. The female shooter told police that she fired the gun to breakup the fight. No one was injured.,Cleveland 19,https://www.cleveland19.com/2021/09/30/shot-fired-after-middle-school-football-game-east-cleveland/,,,,,2021-10-04T19:04:31.000Z,2022-01-26T19:45:06.000Z
746,9/24/21,Smyrna,FL,"Stewarts Creek High
  School",35.92905729,-86.55593087,High School,Other,No one shot,0,0,"An 18-year-old man fired shots from a handgun in the air during a fight that took place in the school parking lot during a football game. He was arrested and charged with reckless endangerment and possession of a weapon. A 17-year-old was seen fleeing the scene with a rifle and has been charged with reckless endangerment and possession of a weapon on school property. Police identified a third teenager involved who was charged with possession of a weapon, theft, and theft of property. No one was injured.",WKRN,https://www.wkrn.com/news/crime-tracker/no-one-hurt-after-shots-fired-in-parking-lot-at-stewarts-creek-high-school-football-game/,,,,,2021-10-04T19:04:31.000Z,2022-02-07T14:18:05.000Z
747,9/23/21,Orangeburg,SC,Claflin University,33.50084651,-80.85384622,College or University,Unknown,No one shot,0,0,A bullet struck a window and lodged into the wall of a dorm room at Claflin University. Police identified shell casings in the road and on the sidewalk between dorms and damage to a tree outside of the dorm.,The Times and Democrat,https://thetandd.com/news/local/crime-and-courts/bullet-enters-claflin-dorm-room/article_66bbf97d-bc56-5bef-b3db-effebc5239b0.html,,,,,2021-10-04T19:04:31.000Z,2022-01-26T19:44:27.000Z
748,9/10/21,Madison,WI,University of Wisconsin - Madison,43.07743837,-89.41242313,College or University,Unintentional discharge,No one shot,0,0,"A man was arrested after unintentionally firing a gun into the ground of the parking lot of the UW Waissman Center. No one was injured. The man was arrested on the tentative charges of possession of a firearm by a felon, two counts of endangering safety by use of a dangerous weapon, two counts of bail jumping, and third offense OWI.",Wisconsin State Journal,https://madison.com/wsj/news/local/crime-and-courts/arrested-man-tells-officers-he-fired-gun-in-parking-lot-while-unloading-it-uw-police/article_eedff6e6-720c-52a7-951e-9d9d5f539da0.html,UW-Madison Police,https://uwpd.wisc.edu/incident_report/man-arrested-following-gun-incident-in-campus-parking-lot/,,,2021-10-04T19:04:31.000Z,2022-02-04T19:21:07.000Z
749,10/1/21,Fayetteville,NC,Seventy-First High School,35.03981513,-79.00406515,High School,Unknown,Injury,0,2,A 19-year-old and an 18-year-old were shot after a football game. Police also found a car with a bullet hole in it in the parking lot. ,ABC11,https://abc11.com/seventy-first-high-school-71st-shooting-football/11070742/,,,,,2022-01-14T16:15:34.000Z,2022-01-26T19:45:22.000Z
750,10/1/21,Houston,TX,YES Prep Southwest Secondary,29.60571536,-95.44169612,K-12,Attack on others,Injury,0,1,"The school Principal was shot by a male former student, who shot through the school's door and shot the Principal in the back. The employee was transported to the hospital and no students were injured. The shooter is believed to have been motivated by a grudge against the Principal and was charged with aggravated assault against a public servant and deadly conduct.",ABC13 ,https://abc13.com/dexter-kelsey-bond-school-shooter-charged-yes-prep-southwest-houston-active-shooting/11074948/,India Times,https://timesofindia.indiatimes.com/world/us/houston-school-employee-shot-at-by-former-student-police-say/articleshow/86692835.cms?from=mdr,,,2022-01-14T16:18:23.000Z,2022-01-26T19:45:30.000Z
751,10/6/21,Arlington,TX,Timberview High School,32.62221442,-97.07422979,High School,Attack on others,Injury,0,3,"An 18-year-old male student fired a gun during a fight with another student in a classroom. Three people were injured and transported to the hospital, a 15-year-old male in critical condition, a 25-year-old male in good condition and a teenage girl in good condition. The gunman turned himself into police in the afternoon and was arrested and charged with three counts of aggravated assault with a deadly weapon.",Fox 4 News,https://www.fox4news.com/news/school-shooting-reported-at-timberview-high-school-in-arlington,,,,,2022-01-14T16:21:19.000Z,2022-01-26T19:46:03.000Z
753,10/4/21,Hettinger,ND,Hettinger Public School,45.9994,-102.634,High School,Self-harm - no intent to hurt others,Death,1,0,"A student died by suicide during the school day. The student entered a classroom and fired a single shot at themself. The school went into lockdown and the student was transported to the hospital, where they died from the self-inflicted gunshot wound.",Valley News Live,https://www.valleynewslive.com/2021/10/04/one-student-hospitalized-after-shooting-hettinger-public-school/,The Dickinson Press,https://www.thedickinsonpress.com/news/7224592-Additional-details-emerge-from-Hettinger-Public-School-shooting,,,2022-01-14T16:20:43.000Z,2022-01-27T23:39:04.000Z
754,10/1/21,Valdosta,GA,Valdosta State University,30.8466,-83.29,College or University,Attack on others,Injury,0,1,Two men were fighting near the Student Union when one man involved in the fight discharged a firearm and shot the other man. The victim was taken to a nearby hospital. Police arrested a 20 year old male suspect.,Valdosta Daily Times,https://www.valdostadailytimes.com/news/local_news/update-shooting-at-vsu-one-injured-one-arrested/article_1448cefa-230a-11ec-84ba-ef532d5bc511.html,CBS 46,https://www.cbs46.com/news/police-confirm-no-active-threat-after-fight-ends-in-shooting-at-valdosta-state-university/article_0f57d48e-2302-11ec-baba-6303ba5b8845.html?block_id=997168,,,2022-01-14T16:18:59.000Z,2022-01-26T19:45:31.000Z
755,10/1/21,Rex,GA,Adamson Middle School,33.5897,-84.2862,Middle School,Unintentional discharge,No one shot,0,0,A firearm was unintentionally discharged in a student's backpack during a class. No one was hurt and the police confiscated the firearm. ,Fox 5 Atlanta,https://www.fox5atlanta.com/news/gun-accidentally-goes-off-in-class-at-clayton-county-middle-school,,,,,2022-01-14T16:19:36.000Z,2022-01-26T19:45:31.000Z
756,10/1/21,Indianapolis,IN,Ben Davis High School,39.7828,-86.2934,High School,Attack on others,Injury,0,1,A 16-year-old male was shot in the arm during a fight at the school's homecoming football game by an 18-year-old male. The victim was injured but in stable condition. The suspected shooter fled the scene and was arrested by police and faces a preliminary arrest charge of aggravated battery. The stadium was placed on lockdown and the remainder of the game was cancelled.  ,13 WTHR,https://www.wthr.com/article/news/crime/indianapolis-gunshots-shooting-ben-davis-carmel-football-stadium/531-f452a4fd-a8b5-477a-bf97-ff1e80a0c936,,,,,2022-01-14T16:20:11.000Z,2022-01-26T19:45:40.000Z
757,8/13/21,Smyrna,GA,Campbell High School,33.88993597,-84.5218477,High School,Attack on others,No one shot,0,0,"Shots were fired as the crowd left a pre-season football scrimmage between Campbell High School and South Cobb High School. No one was injured and the shooter fled the scene. After the shooting, threats were posted on Snapchat warning students not to come to school on Monday.",WSB-TV 2,https://www.wsbtv.com/news/local/cobb-county/shots-fired-after-high-school-football-scrimmage-smyrna-friday-night/UWEGAJMNMBFP7LZIIB6MUMHSAE/,,,,,2021-10-14T14:29:49.000Z,2022-01-26T19:41:09.000Z
758,8/26/21,Hauppauge,NY,Hauppauge Middle School,40.82617039,-73.19597111,Middle School,Unknown,No one shot,0,0,"A man fired shots on the grounds of Hauppauge Middle School. When approached by a security guard, he fired another shot in the guard's direction. No one was struck. The man was arrested and charged with two counts of reckless endangerment and criminal possession of a weapon.",News 12 The Bronx,https://bronx.news12.com/police-suspect-arrested-for-firing-shots-during-dispute-on-grounds-of-hauppauge-middle-school,,,,,2021-10-14T14:29:50.000Z,2022-01-26T19:41:48.000Z
759,9/2/21,Albuquerque,NM,Albuquerque Christ Lutheran Church and School,35.11772227,-106.5591979,K-12,Attack on others,Injury,0,1,"Four teenagers from Sandia High School are said to have walked across the street to the parking lot of Albuquerque Christ Lutheran Church and School, where students were outside for lunch. A fight broke out between students from the two schools and shots were fired. One person was injured. ",KOB4,https://www.kob.com/albuquerque-news/apd-responding-to-shots-fired-at-ne-albuquerque-school/6225079/,,,,,2021-10-14T14:29:51.000Z,2022-01-26T19:42:31.000Z
760,8/30/21,Owings Mills,MD,"New Town High
  School",39.40388401,-76.81077486,High School,Attack on others,No one shot,0,0,"A 34-year-old man fired multiple shots during a fight outside of New Town High School. No one was injured and the shooter fled the scene. Police issued a warrant for the suspected shooter with the charges listed including: two counts of attempted first-degree murder, two counts of first-degree assault, firearm use in a violent crime, two counts of disturbance of school operation and several other assault and firearm violations.",WBAL TV,https://www.wbaltv.com/article/police-search-for-akeem-peterson-shooting-new-town-high-school/37448179#,,,,,2021-10-14T14:29:52.000Z,2022-01-26T19:42:13.000Z
761,8/30/21,Newark,NJ,"West Side High
  School",40.74249808,-74.20141644,High School,Attack on others,Death,1,0,"A 17-year-old male was shot and killed while leaving Lights On, a program at West Side High School that gives young people a safe space to play sports and do laundry after 6 p.m. Police have not identified or arrested any suspects.",NJ.com,https://www.nj.com/crime/2021/08/teen-fatally-shot-in-newark-was-on-his-way-home-from-safe-space-program-mayor-says.html,,,,,2021-10-14T14:29:53.000Z,2022-01-26T19:42:23.000Z
762,10/4/21,Chicago,IL,Lakeview High School,41.95546649,-87.6679752,High School,Attack on others,Death,1,0,Over 50 shots were fired during a shootout in front of Lakeview High School. A 16-year-old male was struck and killed in front of the school. No arrests have been made.,CWB Chicago,https://cwbchicago.com/2021/10/more-than-50-shots-fired-outside-lakeview-high-school-as-rolling-gunbattle-ends-leaving-16-year-old-dead-vide1.html,,,,,2022-01-14T16:21:59.000Z,2022-01-26T19:45:53.000Z
763,10/13/21,Grambling,LA,Grambling State University,32.5221,-92.7145,College or University,Attack on others,Death,1,1,"Shots were fired during an incident between two men, both of whom are not GSU students, outside of the Favrot Student Union in the early morning. One man died from his injuries and the other, a 16-year-old, was hospitalized for injuries. One of the men was arrested and charged with 2nd-degree murder, attempted 2nd-degree murder, and possessing a firearm on school property.",WGNO,https://wgno.com/news/crime/breaking-gunshot-victim-in-grambling-states-early-morning-shooting-has-died/,KATC,https://www.katc.com/news/covering-louisiana/shots-fired-on-grambling-university-campus-2-injured,ArkLaTex,https://www.arklatexhomepage.com/video/ark-la-miss-most-wanted-search-continues-for-gsu-homecoming-shooter-jatavious-rabbit-carroll/?ipid=recirc_one,2022-01-14T16:17:23.000Z,2022-01-31T21:59:40.000Z
764,10/12/21,Chicago,IL,Wendell Phillips Academy High School,41.8241,-87.6198,High School,Attack on others,Injury,0,2,"A person began firing multiple shots at the school from a vehicle across the street as a male security opened the school's doors as dismissal began. The security guard was struck, as well as a 14-year-old female student. The student was rushed to the hospital in critical condition, but is expected to survive.",ABC7,https://abc7chicago.com/chicago-shooting-today-phillips-academy-security-guard-shot-student/11117995/,WGNTV,https://wgntv.com/news/chicagocrime/14-year-old-shot-at-wendell-phillips-academy-hs-recovering-family-to-speak-wednesday/,,,2021-10-22T15:04:29.000Z,2022-01-26T19:46:28.000Z
765,10/8/21,Comanche,OK,Comanche Middle School,34.3629,-97.9756,Middle School,Unknown,No one shot,0,0,A student brought a gun to school and fired a shot out of the window of the cafeteria. No one was injured and the shooter was taken into custody. ,ABC7,https://www.kswo.com/2021/10/09/student-apprehended-after-shooting-incident-comanche/,,,,,2021-10-22T15:05:27.000Z,2022-01-26T19:46:22.000Z
766,10/7/21,Winnie,TX,East Chambers High School,29.8048,-94.3814,High School,Unknown,Injury,0,1,A female student was struck by a stray bullet while attending a sub-varsity football game. Investigators believe that the wound was the result of a stray round fired from a distance away from the stadium. ,KFDM,https://kfdm.com/news/local/so-seeking-source-of-stray-bullet-that-struck-girl-in-leg-at-jv-game-in-winnie,,,,,2021-10-22T15:05:27.000Z,2022-01-26T19:46:12.000Z
767,10/7/21,Philadelphia,PA,Antonia Pantoja Charter School,39.90888832,-75.26679819,K-12,Unknown,No one shot,0,0,Multiple shots were fired at the school outside of school hours. Multiple cafeteria windows were broken and bullet fragments were recovered inside the school. No one was injured.,ABC6,https://6abc.com/philadelphia-shooting-antonia-pantoja-charter-school-shot-north-american-street/11095552/,,,,,2021-10-22T15:05:27.000Z,2022-01-26T19:46:04.000Z
768,10/6/21,Washington,DC,Watkins Elementary School,38.88372341,-76.98831294,Elementary School,Attack on others,Death,1,0,"A 26-year-old man was fatally shot at the end of a flag football game on the school field. The victim was arguing with a different spectator, who pulled a gun out of his bag and shot the victim. The shooter, an 18-year-old male, was later arrested and charged with first-degree murder while armed.",Washington Post,https://www.washingtonpost.com/local/public-safety/shooting-capitol-hill-dc/2021/10/07/9c11665a-2772-11ec-8d53-67cfb452aa60_story.html,DC Metropolitan Police,https://mpdc.dc.gov/node/1573601,,,2021-10-22T15:05:27.000Z,2022-01-28T16:38:24.000Z
769,10/12/21,Little Rock,AR,Little Rock Central High School,34.73761093,-92.29641279,High School,Unknown,No one shot,0,0,Multiple shots were fired from a vehicle outside of the school and a bullet broke the window of an occupied classroom. The school was placed on an active shooter lockdown and dismissed early. No one was injured.,Arkansas Democrat Gazette,https://www.arkansasonline.com/news/2021/oct/12/little-rock-central-high-put-temporary-lockdown-af/,,,,,2021-10-22T15:05:27.000Z,2022-01-26T19:46:29.000Z
770,10/7/21,Durham,NC,Eastway Elementary School,35.99091123,-78.88473858,Elementary School,Self-harm - no intent to hurt others,Death,1,0,"A 39-year-old man died by suicide in a car parked in the Eastway Elementary School parking lot. The man was wanted in connection to a Newport News, Va., homicide and does not appear to have any connections to the school.",WRAL.com,https://www.wral.com/man-wanted-on-virginia-murder-charge-killed-himself-outside-durham-school-police-say/19916395/,Newport News Police,https://medium.com/newport-news-police-department/shooting-homicide-15300-block-of-warwick-boulevard-add76d8e00cd,,,2021-10-22T15:05:27.000Z,2022-01-27T23:51:18.000Z
771,10/13/21,Chicago,IL,James McDade Classical School,41.73442965,-87.61816042,K-12,Attack on others,No one shot,0,0,"A person in a passing vehicle fired 28 shots in the direction of a person standing outside of the school. Several bullets hit the school building, including the cafeteria windows. No one was injured. ",ABC7,https://abc7chicago.com/chicago-shooting-public-schools-mcdade-classical-school-cps/11121483/,,,,,2021-10-22T15:05:27.000Z,2022-01-26T19:46:40.000Z
772,10/17/21,Grambling,LA,Grambling State University,32.5221,-92.7145,College or University,Attack on others,Death,1,7,"A shooting took place during a Homecoming event at Grambling State University. One person was killed and seven were injured, with one victim being in critical condition. This was the second fatal shooting on campus in a week.",Three Rivers Media,https://www.threeriversmedia.net/2021/10/18/one-killed-seven-injured-in-shooting-at-louisianas-grambling-state-university/,WMRN,https://wmrn.iheart.com/content/2021-10-17-multiple-people-shot-at-college-homecoming-event/,US News,https://www.usnews.com/news/best-states/louisiana/articles/2021-12-09/man-charged-in-connection-with-grambling-homecoming-shooting,2021-10-22T15:05:27.000Z,2022-01-31T22:12:46.000Z
773,10/15/21,Mobile,AL,Williamson High School,30.67013058,-88.07330125,High School,Attack on others,Injury,0,5,A 19-year-old shot and injured five people near the stadium exit ramp during a football game between Vigor and Williamson High Schools. Police reported that one victim's injuries are life-threatening. The suspected shooter was charged with five counts of attempted murder. Another 19-year-old and a 17-year-old who were with the shooter were also charged.,Dakota News Now,https://www.dakotanewsnow.com/2021/10/17/arrest-made-shooting-near-high-school-football-game-that-left-multiple-hurt-reports-say/,WEAR,https://weartv.com/news/local/1-arrested-1-wanted-in-connection-to-ladd-peebles-shooting,WPMI,https://mynbc15.com/news/local/two-suspects-in-ladd-pebbles-shooting-in-court-grand-jury-to-consider-case,2021-10-22T15:05:27.000Z,2022-01-31T22:19:30.000Z
774,10/19/21,Indianapolis,IN,University of Indianapolis,39.71115648,-86.13444047,College or University,Unknown,Death,1,0,A 26-year-old man was fatally shot in a parking lot on the campus of the University of Indianapolis. No information on potential suspects has been released by the police.,WRTV Indianapolis,https://www.wrtv.com/news/local-news/crime/man-found-shot-tuesday-night-on-university-of-indianapolis-campus-dies,,,,,2021-10-22T15:05:27.000Z,2022-01-26T19:47:05.000Z
775,10/18/21,Philadelphia,PA,Lincoln High School,40.0442037,-75.0419129,High School,Attack on others,Death,1,1,"After school was let out, a fight erupted among a group of teens. A 21-year-old man pulled out a gun and shot a 16-year-old boy in the back and neck. A 66-year-old man was fatally shot in the head in his car as he drove by the school. The 16-year-old boy was transported to the hospital in critical condition. Plainclothes officers on the scene arrested the alleged shooter and recovered his weapon. The shooter was charged with murder, criminal conspiracy, and attempt to commit murder. Police believe that the shooter is the older brother of a Lincoln High School student and the shooting was an escalation of an ongoing dispute between his brother and the other teens.",KYW Newsradio,https://www.audacy.com/kywnewsradio/news/local/teen-elderly-man-shot-lincoln-high-school-philadelphia,Philadelphia Inquirer,https://www.inquirer.com/crime/aaron-k-scott-lincoln-high-school-shooting-philadelphia-arrested-20211020.html,,,2021-10-22T15:05:27.000Z,2022-05-26T15:12:31.000Z
776,10/5/21,Charlotte,NC,Garinger High School,35.24158193,-80.78126956,High School,Attack on others,No one shot,0,0,"Shots were fired from an SVU at a targeted group of students on the northeast boundary of campus in the morning before classes began. Students shot back at the vehicle and then ran into the school.  The students were searched and police identified the firearm used in the shooting; the student was charged with Possession of a Stolen Firearm, Possession of Firearm by a Minor, and Possession of a Firearm on School Grounds. No one was injured.",WCNC Charlotte,https://www.wcnc.com/article/news/crime/garinger-high-school-lockdown-police-activity/275-eaf117ce-5111-49d9-9fd9-95631a450dce,,,,,2021-10-26T14:23:33.000Z,2022-01-26T19:45:53.000Z
777,10/14/21,Portland,ME,"Reiche Community
  School",43.65129033,-70.26434254,Elementary School,Unknown,Injury,0,1,"Police were alerted overnight to shots fired near the school, but did not find anything upon investigation. In the morning, police were called for an injured shooting victim on the school playground. ",Press Herald,https://www.pressherald.com/2021/10/15/portland-police-investigate-reported-shooting-in-west-end/,News Center Maine,https://www.newscentermaine.com/article/news/local/portland/portland-police-investigating-reports-of-overnight-shooting-near-reiche-community-school-brackett-street-maine/97-82a97aa7-2f75-4b90-96ac-7c1d2b74a149,,,2021-10-26T14:23:33.000Z,2022-01-26T19:46:40.000Z
778,10/17/21,Rogers,AR,Rogers High School,36.30121284,-94.1438177,High School,Other,No one shot,0,0,"A 28-year-old man went on a shooting spree in Rogers, AR after not being able to purchase a gun at two retailers. The man fired four shots at an Academy Sports store across the street from the retailer and then went to Rogers High School, where he fired 16 shots at the football stadium press box. Several of the windows were shattered, and police found eight bullet holes on the structure. The shooter is facing charges of a terroristic act, unlawful discharge of a firearm from a vehicle, and first-degree criminal mischief.",Fox16,https://www.fox16.com/news/state-news/man-jailed-for-firing-shots-at-academy-sports-rogers-high-school-press-box/,,,,,2021-10-26T14:23:33.000Z,2022-01-26T19:46:58.000Z
779,9/15/21,Champaign,IL,"Centennial High
  School",40.10660635,-88.2799857,High School,Unknown,No one shot,0,0,A 16-year-old boy fired 13 shots in the field shared between Centennial High School and Jefferson Middle School. No one was injured. The shooter was taken into police custody on September 30th on the charge of aggravated discharge of a firearm.,WCIA.com,https://www.wcia.com/news/champaign-police-arrest-16-year-old-boy-in-connection-to-shots-fired-near-centennial-high-school-search-continues-for-other-suspect/,,,,,2021-10-26T14:23:33.000Z,2022-01-26T19:43:36.000Z
780,9/21/21,Atlanta,GA,"Fred A. Toomer
  Elementary School",33.75490838,-84.32709622,Elementary School,Other,No one shot,0,0,Shots were fired during an argument between parents after school drop off. No one was injured. The school was placed on lockdown. ,Decaturish,https://decaturish.com/2021/09/argument-outside-toomer-elementary-leads-to-shots-fired-temporary-lockdown/,,,,,2021-10-26T14:23:33.000Z,2022-01-26T19:44:18.000Z
781,6/13/21,Columbia,PA,Park Elementary School,40.03404274,-76.49571593,Elementary School,Self-harm - no intent to hurt others,Injury,0,1,A 79-year-old was found with a self inflicted gunshot wound to the chest in the school parking lot.,WGAL NBC8,https://www.wgal.com/article/man-found-shot-in-columbia/36709512,,,,,2021-10-26T14:23:33.000Z,2022-01-26T19:40:30.000Z
782,6/14/21,Winston-Salem,NC,R.J. Reynolds High School,36.10125211,-80.26539306,High School,Legal Intervention,Injury,0,1,A police chase of a 26-year-old man ended in front of the R.J. Reynolds High School gymnasium. The suspect fired multiple shots from a semiautomatic rifle at the police car and then fired at the officers from a handgun. 3 police officers fired back and the suspect was struck. The man was charged with attempted murder of a law enforcement officer.,Winston-Salem Journal,https://journalnow.com/news/local/crime-and-courts/suspect-in-hanes-park-shooting-has-long-criminal-history-charges-include-assault-and-armed-robbery/article_7fe1f468-cdf4-11eb-8906-6fc0f6b510ef.html,,,,,2021-10-26T14:23:33.000Z,2022-01-26T19:40:31.000Z
784,6/8/21,Sharon,PA,"Musser Elementary
  School",41.2259019,-80.49761479,Elementary School,Attack on others,No one shot,0,0,"A 17-year-old male fired multiple shots in the parking lot and alley area of the school during a dispute with other teens. The suspect attempted to flee by car, but was stopped by police and taken into custody. He faces charges of aggravated assault, possession of a firearm by a minor, carrying a firearm without a license, possession of a weapon on school property, and four counts of reckless endangerment.",Yahoo News,https://www.yahoo.com/news/shooting-charges-against-teen-held-191600602.html?guccounter=1,,,,,2021-10-26T14:23:33.000Z,2022-01-26T19:40:16.000Z
785,10/22/21,Philadelphia,PA,Philadelphia Learning Academy South,39.97001488,-75.20936652,High School,Unintentional discharge,Injury,0,1,An 18-year-old male student unintentionally shot himself in the leg in the school gymnasium during the school day. The student was transported to the hospital for his injury to be treated. No one else was injured. Police and school administrators are investigating how the firearm was brought into the school past the metal detectors.,Chalkbeat,https://philadelphia.chalkbeat.org/2021/10/22/22741110/student-accidentally-shot-himself-in-the-leg-inside-philadelphia-school,,,,,2021-11-01T18:52:58.000Z,2022-01-28T00:16:22.000Z
786,10/23/21,Baltimore,MD,Morgan State University,39.34346401,-76.58419158,College or University,Attack on others,Injury,0,1,An 18-year-old male student was shot in the chest near the Montebello Complex on the South Campus of Morgan State University after a homecoming weekend event. He was transported to the hospital in stable condition and released the next day. No suspects have been identified.,CBS Local Baltimore,https://baltimore.cbslocal.com/2021/10/23/18-year-old-man-shot-on-morgan-state-campus-saturday/,WBALTV 11,https://www.wbaltv.com/article/morgan-state-university-shooting-homecoming-weekend/38043989#,,,2021-11-01T18:53:02.000Z,2022-01-26T19:47:24.000Z
787,10/26/21,Natchez,MS,Cathedral School,31.56282035,-91.38989842,K-12,Unknown,No one shot,0,0,A shot was fired into a Cathedral School classroom from outside. The school was briefly placed on lockdown; no one was injured.,CBS 12 News WJTV,https://www.wjtv.com/news/local/shot-fired-into-cathedral-school-in-natchez-no-injuries-reported/,,,,,2021-11-01T18:53:02.000Z,2022-01-26T19:47:34.000Z
