License No ,Name,Address,City,State,Zip,Expires,WC Carrier,WC Exp Date,Bond Issuer,Bond Eff Date
TA000227421,"HTG ARTISTS, LLC  dba ESTEEMED ARTISTS TALENT AGEN",4150 W. RIVERSIDE DR. #206,BURBANK,CA,91505,8/29/18,,,THE HARTFORD,9/25/16
TA000227461,"NEJ, LTD  dba BRESLER KELLY & ASSOCIATES",11500 W OLYMPIC BLVD. #400,LOS ANGELES,CA,90064,10/20/20,,,The Hartford Fire,2/22/19
TA000227472,"REVA, LTD.  dba CHEZ CHIC TALENT",850 EAST OCEAN BLVD. #1209,LONG BEACH,CA,90802,9/6/20,,,Surety1,2/1/19
TA000227479,"TODD SHEMARYA ARTISTS, INC.",2550 OUTPOST DR.,LOS ANGELES,CA,90068,10/8/20,state fund,7/1/20,The Hartford Fire Insurance,8/15/06
TA000227494,"Epic Media Consulting, LLC",6085 Calle Camposeco,Rancho Santa Fe,CA,92067,9/30/20,,,GREAT AMERICAN INSURANCE COMPANY,9/23/19
TA000227513,ROBERT EMMANUEL DEPPE  dba BEVERLY HECHT AGENCY,"12100 WILSHIRE BLVD., SUITE 800",LOS ANGELES,CA,90025,9/7/17,,,WASHINGTON INTERNATIONAL INSURANCE COMPANY,5/1/15
TA000227517,"TAMBELLINI PRODUCTIONS, INC.  dba THE EVENT CONSUL","188 E. 17TH ST., SUITE 204",COSTA MESA,CA,92627,8/3/18,STATE FARM GENERAL INSURANCE COMPANY,5/4/18,STATE FARM FIRE AND CASUALTY COMPANY,8/29/16
TA000227563,INNOVATIVE ARTISTS,1505 TENTH STREET,SANTA MONICA,CA,90401,8/19/17,ST. PAUL FIRE & MARINE INSURANCE COMPANY,7/1/17,HARTFORD FIRE INSURANCE COMPANY,10/1/14
TA000227607,"GENETIC MODELS MANAGEMENT, LLC",6201 HOLLYWOOD BLVD.,LOS ANGELES,CA,90028,1/26/17,,,WESTERN SURETY COMPANY,8/15/16
TA000227680,PATRIK SIMPSON  dba NETWORK INTERNATIONAL MODELS A,275 SOUTH BEVERLY DRIVE STE. 215,BEVERLY HILLS,CA,90210,7/8/17,STATE COMPENSATION INSURANCE FUND,7/26/17,RLI INSURANCE COMPANY,7/9/16
TA000227707,"LARCHMONT LITERARY AGENCY, INC.",444 N. LARCHMONT BLVD. #200,LOS ANGELES,CA,90004,8/9/20,,,State Farm Fire and Casualty Company,8/14/18
TA000227746,"ABSTRACT TALENT, INC.",5023 N. PARKWAY,CALABASAS,CA,91302,7/28/18,,,WESTERN SURETY COMPANY,8/31/11
TA000227752,CHARLOTTE M. WILD  dba SIRENA MODELS,332 S. BEVERLY DRIVE #100,BEVERLY HILLS,CA,90212,8/10/20,,,Western Surety Company,9/1/15
TA000227766,ROBERT ANDREW SALTZBURG  dba RC TALENT AGENCY,"9020 BEVERLY BLVD., #PENTHOUSE",WEST HOLLYWOOD,CA,90048,10/13/18,,,The Hartford,9/12/16
TA000227929,MELODY LOMBOY AND THOMAS E. LOWE  dba L&L TALENT,416 MALAGA LANE #C,PALOS VERDES ESTATES,CA,90274,1/9/18,,,STATE FARM FIRE & CASUALTY INSURANCE COMPANY,10/12/09
TA000227992,"SMS TALENT, INC.",8383 WILSHIRE BLVD. #230,BEVERLY HILLS,CA,90211,10/3/20,State Fund,9/1/20,Surety 1,8/1/18
TA000228000,WORK TALENT LLC,"21747 ERWIN STREET, 2ND FLOOR",WOODLAND HILLS,CA,91367,8/26/20,,,Washington International Insurance Company,12/1/12
TA000228114,BONITA ELLEN HART  dba AVENUE ACTORS AGENCY,12435 OXNARD ST.,NORTH HOLLYWOOD,CA,91606,8/2/18,,,HARTFORD FIRE INSURANCE COMPANY,3/22/10
TA000228115,Caryn Sterling,28912 Roadside Drive,Agoura Hills,CA,91301,7/14/17,,,American Contractors Indemnity Company,9/9/16
TA000228119,MARY JOY GUZMAN  dba WYNN STAR PRODUCTION AND TALE,828 LAKEHAVEN DR.,SUNNYVALE,CA,94089,9/10/17,,,OLD REPUBLIC SURETY COMPANY,4/15/14
TA000228163,"SPORTS UNLIMITED TALENT AGENCY, INC.  dba Sports a","7080 HOLLYWOOD BLVD., SUITE 306",LOS ANGELES,CA,90028,9/5/20,Travelers,11/20/19,Surety 1,7/15/20
TA000228193,"MOSS MODELS, LLC","8033 W. SUNSET BLVD, #804",LOS ANGELES,CA,90046,10/21/17,,,AMERICAN CONTRACTORS INDEMNITY COMPANY,11/13/14
TA000228203,"FREEDOM MODELS CALIFORNIA, INC.",820 N. FAIRFAX AVE.,WEST HOLLYWOOD,CA,90046,7/21/20,Hartford Casualty Insurance,4/14/20,SureTec Insurance Company,8/21/14
TA000228229,"NIKKIZ ANGELS, INC.  dba EXCELSIOR TALENT",7204 LITTLER CT.,MOORPARK,CA,93021,10/10/20,,,Great American Insurance Group,2/19/19
TA000228232,"The Asiano Agency, LLC  dba UmbrellaGirlsUSA",347 W I Street,Encinitas,CA,92024,9/4/20,,,Tokio Marine,11/19/18
TA000228239,"DENNIS\KARG & COMPANY, INC.  dba FILM ARTISTS ASSO","21044 VENTURA BLVD., #215",WOODLAND HILLS,CA,91364,9/16/20,,,The Hartford Fire Insurance,10/14/19
TA000228433,Era Talent Agency LLC,714 North La Brea #240,LA,CA,90038,9/8/18,,,PHILADELPHIA INDEMNITY INSURANCE COMPANY,9/29/12
TA000228591,"International Idols Agency, LLC","641 N. Larchmont Blvd., 777",Los Angeles,CA,90004,8/26/20,,,Surety1,8/24/20
TA000228767,DESIREE LAVONNE PARKER ADKISON  dba LAVONNE'S THE ,"7255 INDEPENDENCE AVENUE, SUITE 308",CANOGA PARK,CA,91303-3695,2/27/18,,,PLATTE RIVER INSURANCE COMPANY,8/16/16
TA000228769,"GRAY TALENT GROUP, INC.","15315 Magnolia Boulevard, Unit 203",Sherman Oaks,CA,91403,7/24/20,McCarthyTrink,9/12/19,McCarthyTrink,8/25/19
TA000228780,SHARON CARRY  dba CARRY COMPANY,"3875 WILSHIRE BLVD , #402",LOS ANGELES,CA,90010,8/21/20,,,Gray Casualit,8/22/19
TA000228808,"BARON ENTERTAINMENT, INC.  dba BARON ENTERTAINMENT","13848 VENTURA BLVD, SUITE A",SHERMAN OAKS,CA,91423,11/18/17,STATE COMPENSATION INS. FUND OF CA,12/6/16,AMERICAN CONTRACTORS INDEMNITY COMPANY,12/3/99
TA000228839,KARL HOFHEINZ  dba SYNERGY TALENT GROUP,13251 VENTURA BLVD #2,STUDIO CITY,CA,91604,10/18/20,,,AEGIS,9/1/19
TA000228854,"THE BRODER/KURLAND AGENCY, INC.","11400 W. OLYMPIC BLVD, SUITE 590",LOS ANGELES,CA,90064,10/18/20,,,The Hartford,12/15/18
TA000228894,"VARIETY ARTIST INTERNATIONAL, INC.","1111 RIVERSIDE DRIVE, SUITE 501",PASO ROBLES,CA,93446,9/4/18,,,WESTERN SURETY COMPANY,4/21/15
TA000228898,VINCE SPADEA  dba VINCE MODELS,"100 N DOHNEY DRIVE, SUITE 104",LOS ANGELES,CA,90048,7/18/17,,,INTERNATIONAL FIDELITY INSURANCE COMPANY,4/25/16
TA000228909,"GO 2 TALENT AGENCY, INC.",2825 W MAGNOLIA BLVD,BURBANK,CA,91505,11/2/20,Farmers,12/31/19,Hartford,1/1/19
TA000228922,JANA LUKER  dba JANA LUKER AGENCY,"20501 VENTURA BLVD, SUITE 115",WOODLAND HILLS,CA,91364,8/22/20,,,Surety 1,6/1/19
TA000228952,ESPRIT TALENT AGENCY,"11620 WILSHIRE BLVD., 9TH FLOOR",LOS ANGELES,CA,90025,8/20/19,,,AEGIS,8/20/18
TA000229000,WHAMI HWANG  dba FAME TALENT AGENCY,1441 N. MCCADEN PLACE,LOS ANGELES,CA,90046,5/8/17,,,WESTERN SURETY COMPANY,1/6/17
TA000229004,RAUL SARMIENTO VEGA  dba CHINO AGENCY GROUP,14083 SAN ANTONIO AVENUE,CHINO,CA,91710,8/29/20,,,Liberty Mutual Surety,8/28/19
TA000229019,"ELEV8, LLC","489 S, ROBERTSON BLVD, SUITE 206",BEVERLY HILLS,CA,90211,8/11/20,,,Surety1,8/29/19
TA000229029,JAIME R. COTA ET AL,9430 OLYMPIC BLVD,BEVERLY HILLS,CA,90212,11/20/18,,,The Hartford Fire,8/20/07
TA000229035,VICTOR KRUGLOV,"6565 SUNSET BLVD, SUITE 300",LOS ANGELES,CA,90028,3/18/20,,,Surety1,5/1/18
TA000229065,RACHEL YVONNE JOHNSTON  dba COVENANT CREATIVE GROU,"1055 7TH STREET, FLOOR 33",LOS ANGELES,CA,90017,10/3/19,,,Surety Bond,10/21/18
TA000229098,"TWILIGHT TALENT AGENCY, LLC","5250 Lankershim Boulevard, #500",North Hollywood,CA,91601,12/1/19,,,Western Surety Company,12/1/18
TA000229110,JORDAN MCKIRAHAN  dba JORDAN MCKIRAHAN TALENT AGEN,"6303 OWENSMOUTH AVE., STE 1032",WOODLAND HILLS,CA,91367,11/10/19,,,HCC,2/12/18
TA000229114,TRACI ANN HALVORSON  dba HALVORSON MODEL MANAGEMEN,"3777 STEVENS CREEK BLVD, SUITE 440",SANTA CLARA,CA,95051,10/23/20,,,STATE FARM,6/24/19
TA000229129,INTERNATIONAL CREATIVE MANAGEMENT PARTNERS LLC  db,10250 CONSTELLATION BOULEVARD,LOS ANGELES,CA,90067,7/9/20,Liberty Mutua,1/1/20,The Hartford,1/1/19
TA000229259,THOMAS JESSE GOFF,386 S. BURNSIDE AVENUE - Suite 4F,LOS ANGELES,CA,90036,10/31/20,,,State Farm Fire and Casualty Company,4/29/13
TA000229263,CIRCLE OF 10 TALENT,"333 EL CAMINO REAL, SUITE 200",TUSTIN,CA,92780,11/1/19,,,Surety1,11/30/18
TA000229267,"HIP  ENTERTAINMENT, LLC","7277 LONE PINE DRIVE, SUITE 201",RANCHO MURIETA,CA,95683,9/24/17,STATE COMPENSTATION INS FUND,9/1/17,HARTFORD FIRE INSURANCE COMPANY,7/1/13
TA000229276,"BETH BOHN MANAGEMENT, INC.",2420 LAKE VIEW AVENUE,LOS ANGELES,CA,90039,11/6/17,,,OLD REPUBLIC SURETY COMPANY,11/21/07
TA000229283,TOAY LYNN FOSTER-ORTIZ & GEORGE JAD YAZBECK  dba T,"3481 OLD CONEJO ROAD, SUITE 103",NEWBURY PARK,CA,91320,5/5/17,,,AMERICAN CONTRACTORS INDEMNITY COMPANY,5/20/11
TA000229285,Adam Sinjin Park  dba Park Noack Agency,"10866 Wilshire Boulevard, Suite 400",Los Angeles,CA,90024,9/25/19,Seqioua insurance company,11/6/19,Western Surety Company,4/1/18
TA000229301,"TALENT BRANDED ENTERTAINMENT, INC.","14724 VENTURA BLVD, PENTHOUSE",SHERMAN OAKS,CA,91403,9/10/18,STATE COMPENSATION INSURANCE FUND,1/15/18,INTERNATIONAL FIDELITY INSURANCE COMPANY,10/31/14
TA000229305,SHARON KEMP  dba SHARON KEMP TALENT AGENCY/KEMP KO,"865 COMSTOCK AVENUE, #11C",LOS ANGELES,CA,90024,2/10/17,,,HARTFORD FIRE INSURANCE COMPANY,11/1/04
TA000229327,"VIC SUTTON-DICK BARTH-RITA VENNARI AGENCY, INC.","5900 WILSHIRE BLVD, SUITE 700",LOS ANGELES,CA,90036,10/5/17,"NAT'L UNION FIRE INS CO OF PITTSBURGH, PA",7/1/17,HARTFORD FIRE INSURANCE COMPANY,8/10/06
TA000229354,"HARMONY ARTISTS, INC.",3575 CAHUENGA BLVD. W #560,LOS ANGELES,CA,90068,10/10/20,State Fund,10/1/20,Tokio Marine,7/28/19
TA000229356,"AMELIA AGENCY, INC.  dba GREYSCALE MGMT  dba CLOUT",8952 ELLIS AVENUE,LOS ANGELES,CA,90034,10/21/20,Travelers,7/23/19,North American Specialty Insurance Company,11/1/19
TA000229360,"KELLY D. ALLRED  dba TOP NOTCH TALENT, TALENT AGEN","524 S. CLOVIS AVENUE, SUITE N",FRESNO,CA,93727,10/15/20,,,Surety1,10/16/19
TA000229377,"NATURAL MODEL MANAGEMENT, LLC","1120 N. EL CENTRO AVENUE, #9",LOS ANGELES,CA,90038,11/21/19,,,Surety1,9/4/18
TA000229391,PHOTOGENICS MEDIA LLC,3103A S. LA CIENEGA BLVD,LOS ANGELES,CA,90016,11/12/18,Great Divide,7/1/18,PHILADELPHIA INDEMNITY INSURANCE COMPANY,4/1/12
TA000229440,"ALLEGRO TALENT GROUP, LLC",3445 RIDGEFORD DRIVE,WESTLAKE VILLAGE,CA,91361,9/9/17,,,Western Surety Company,2/1/18
TA000229446,RICHARD A. DELANCY,3733 E. COLORADO STREET,LONG BEACH,CA,90814,9/17/17,,,HARTFORD FIRE INSURANCE COMPANY,11/19/13
TA000229452,DAVID EISENBERG  dba PROTEGE ENTERTAINMENT,710 E. ANGELENO AVENUE,BURBANK,CA,91501,10/16/18,,,WESTERN SURETY COMPANY,7/17/06
TA000229466,VIRGINIA DIB  dba MALAKY INTERNATIONAL,"205 South Beverly Drive, Suite 211",Beverly Hills,CA,90212,7/8/20,,,Surety1,7/24/18
TA000229487,"BLOC TALENT AGENCY, INC.","1680 VINE ST., STE. 600",LOS ANGELES,CA,90048,10/4/20,ADP Insurance,10/1/20,Surety 1,9/1/19
TA000229594,BOBBY GENE JUAREZ  dba The Boss Booking Agency,18119 S. PRAIRIE AVENUE,TORRANCE,CA,90504,10/18/20,,,Hartford,3/2/19
TA000229606,"THE WAYNE AGENCY, LLC","3255 WILSHIRE BLVD, SUITE 1534",BEVERLY HILLS,CA,90010,3/31/20,State Fund,9/17/20,JW Surety,9/1/15
TA000229612,TROY BRONSTEIN  dba T-BEST TALENT AGENCY,3544 ARDEN ROAD,HAYWARD,CA,94545,11/23/18,,,HARTFORD FIRE INSURANCE COMPANY,2/1/07
TA000229746,"SCOTT SCHWARTZ, INC.  dba VISION ART MANAGEMENT","9465 WILSHIRE BLVD., STE. 870",BEVERLY HILLS,CA,90212,9/2/18,NEW YORK MARINE AND GENERAL INSURANCE COMPANY,5/23/18,PHILADELPHIA INDEMNITY INSURANCE COMPANY,8/26/15
TA000229749,KOR Talent Agency LLC,"120 S. Victory Blvd., #202",Burbank,CA,91502,6/14/19,,,Nationwide,9/26/16
TA000229777,"THE CONCERT AGENCY, LLC",1301 Montana Avenue Suite B,SANTA MONICA,CA,90403,9/28/19,,,Hanover Insur,8/3/17
TA000229789,ASHLEY NOELLE MAYER  dba LEGEND 3 ENTERTAINMENT,"21243 VENTURA BLVD, SUITE 102",WOODLAND HILLS,CA,91364,12/27/18,State Fund,6/2/18,Surety Solutions Insurance,9/15/17
TA000229792,"HOLLYWOOD MODEL MANAGEMENT, INC.  dba HOLLYWOOD SE",8744 HOLLOWAY DRIVE,WEST HOLLYWOOD,CA,90069,12/19/18,SCIF,12/17/17,HARTFORD FIRE INSURANCE COMPANY,11/5/16
TA000229797,CAMILLE SORICE  dba CAMILLE SORICE AGENCY,"19710 VENTURA BLVD, #104",WOODLAND HILLS,CA,91364,10/12/17,,,UNION BANK OF CALIFORNIA,3/22/07
TA000229799,RAIN TALENT LLC,1547 14TH STREET,SANTA MONICA,CA,90404,9/25/17,TRAVELERS INSURANCE COMPANY,4/20/17,HARTFORD FIRE INSURANCE COMPANY,6/5/15
TA000229874,"SOUNDTRACK MUSIC ASSOCIATES, LLC","4133 REDWOOD AVENUE, SUITE 3030",LOS ANGELES,CA,90066,11/30/17,EMPLOYERS COMPENSATION,12/23/18,WESTERN SURETY COMPANY,11/26/13
TA000229986,"GILBERT INSURANCE SERVICES, INC. TALENT AGENCY",9454 Wilshire Blvd.  Suite 510,BEVERLY HILLS,CA,90212,11/8/20,,,American Contractors Indemnity Company,3/18/19
TA000229988,CHRISTINA WALKER  dba CA TALENT,9936 ROBBINS DRIVE,BEVERLY HILLS,CA,90212,12/7/20,,,State Farm Fire & Casualty,9/2/09
TA000230004,"ARLENE THORNTON & ASSOCIATES, INC.","12711 VENTURA BLVD, #490",STUDIO CITY,CA,91604,11/12/20,State Fund,6/1/20,The Hartford Fire Insurance,9/11/06
TA000230044,"AESIR TALENT, LLC",7032 WILBUR AVENUE,RESEDA,CA,91335,3/21/17,,,HARTFORD FIRE INSURANCE COMPANY,7/21/16
TA000230089,DAIRY A. VERAS REEVES  dba UNIVERSAL TALENT AGENCY,4221 Wilshire Blvd Suite 290,Los Angeles,CA,90010,3/4/17,,,HARTFORD FIRE INSURANCE COMPANY,3/15/11
TA000230095,Janet Lee Robinson  dba Choyce International Plus ,4104 Singing Tree Way,Antelope,CA,95843,11/21/17,,,Hartford,9/23/16
TA000230222,SUZAN ROLLINS  dba TITANIA ENTERTAINMENT,5678 SLICERS CIRCLE,AGOURA HILLS,CA,91301,10/27/20,,,State Farm Fire and Casualty Company,11/4/19
TA000230227,ELLIS TALENT GROUP,"4705 LAUREL CANYON BLVD., #300",VALLEY VILLAGE,CA,91607,4/16/18,State Comp.,10/1/17,THE HARTFORD FIRE INSURANCE COMPANY,7/28/16
TA000230276,Hot Shot Management Inc.,1055 W 1st st # E,Santa Ana,CA,92703,9/20/18,,,GREAT AMERICAN INSURANCE COMPANY,10/21/16
TA000230324,3 ARTIST MANAGEMENT,"2800 OLYMPIC BLVD, 2ND FLR",SANTA MONICA,CA,90404,10/22/18,NEW YORK MARINE AND GENERAL INSURANCE,10/3/17,HARTFORD FIRE INSURANCE COMPANY,6/10/06
TA000230328,LAYA GELFF METZGER  dba LAYA GELFF AGENCY,"16133 VENTURA BLVD, SUITE 700",ENCINO,CA,91436,10/4/18,,,HARTFORD FIRE INSURANCE COMPANY,10/5/06
TA000230332,"THE GLICK AGENCY, LLC","5400 LINDLEY AVENUE, #112A",ENCINO,CA,91316,10/3/20,,,The Hartford Fire Insurance,10/12/06
TA000230389,"ELITE MODEL MANAGEMENT LA, LLC",518 North La Cienega Boulevard,West Hollywood,CA,90048,12/26/18,AMERICAN HOME ASSURANCE CO.,7/1/19,UTICA MUTUAL INSURANCE COMPANY,9/25/17
TA000230426,"IF MANAGEMENT, INC.","152 WEST 57TH STREET, FLOOR 19",NEW YORK,NY,10019,10/24/17,STATE COMPENSATION INSURANCE FUND,5/16/17,HARTFORD FIRE INSURANCE COMPANY,12/19/06
TA000230433,"Brick Entertainment, LLC  dba BrickHouse Talent  d","18663 Ventura Blvd, Suite 201",Tarzana,CA,91356,11/6/20,,,The Hanover Insurance company,12/11/18
TA000230454,STARWIL REED & GWEN REED  dba STARWIL PRODUCTIONS ,"433 N. CAMDEN DRIVE, 4TH FLOOR",BEVERLY HILLS,CA,90210,1/22/20,,,The Hanover Insurance Company,12/1/18
TA000230454,STARWIL REED & GWEN REED  dba STARWIL PRODUCTIONS ,"433 N. CAMDEN DRIVE, 4TH FLOOR",BEVERLY HILLS,CA,90210,1/22/21,,,The Hanover Insurance,12/1/18
TA000230457,"THOSE OTHER PLACE TALENT AGENCY, INC.  dba THE OTH","10545 BURBANK BLVD, SUITE 112",NORTH HOLLYWOOD,CA,91601,11/18/17,,,HARTFORD FIRE INSURANCE COMPANY,6/4/14
TA000230489,"Team Duswalt, Inc.  dba PEAK MODELS & TALENT","280 N. Westlake Blvd., Suite 110",Westlake Village,CA,91362,9/18/20,State Compensation Insurance Fund,10/1/20,American Contractors Indemnity Company,8/1/19
TA000230532,"P. Parsons Company, Inc.",37 Quail Court #101,Walnut Creek,CA,94596,10/20/18,,,HARTFORD FIRE,8/18/17
TA000230578,STUART M. MILLER  dba THE STUART M. MILLER CO.,"11684 VENTURA BLVD, SUITE 225",STUDIO CITY,CA,91604,12/11/19,,,The Hanover Insurance,12/12/18
TA000230638,THE SCHRAMM GROUP LLC  dba THE SCHRAMM GROUP,4464 Bergamo Drive,Encino,CA,91436,10/28/18,,,,
TA000230640,INCITE MANAGEMENT INC.,22468 PAUL REVERE DRIVE,CALABASAS,CA,91302,10/11/20,,,100264524,12/15/19
TA000230853,JOE KOLKOWITZ  dba PLAYERS TALENT AGENCY,"16130 VENTURA BLVD, SUITE 235",ENCINO,CA,91436,11/30/17,,,HARTFORD FIRE INSURANCE COMPANY,8/21/06
TA000230857,"ALCHEMY BY FAUST, LLC",1375 COLE ROAD,AROMAS,CA,95004,10/10/17,,,STATE FARM FIRE AND CASUALTY COMPANY,12/30/13
TA000230876,GORO HAMASAKI  dba East Group Agency,"14545 FRIAR STREET, SUITE 101",VAN NUYS,CA,91411,10/30/20,,,Old Republic,8/15/19
TA000230919,ELTON BOLDEN  dba Tilmar Talent Agency,"6404 WILSHIRE BLVD, SUITE 735",LOS ANGELES,CA,90048,10/24/20,,,The Hartford Fire Insurance,12/1/16
TA000231028,"Firestarter Entertainment, LLC  dba FIRESTARTER EN","21550 Oxnard Street, Suite 300",Woodland Hills,CA,91367,4/20/19,,,Hartford,3/18/13
TA000231158,JONATHAN CALEB DONNER  dba THUNDER TALENT AGENCY,"910 HAMPSHIRE RD., STE. R",WESTLAKE VILLAGE,CA,91361,10/22/20,,,SuretyBonds.com,10/23/19
TA000231181,"WILSON EVENTS, INC.",515 B STREET,PETALUMA,CA,94952,12/15/19,,,American Contractors Indemnity,11/1/17
TA000231201,"INSPIRATION NATION PRODUCTIONS, INC.","1111 E. RAMON RD., UNIT #10",PALM SPRINGS,CA,92264,11/30/17,,,GREAT AMERICAN INSURANCE COMPANY,1/26/15
TA000231248,"THE MODEL SMITH, LLC","1055 W 7TH ST., 33FL/PH",LOS ANGELES,CA,90017,9/1/17,,,THE HARTFORD FIRE INSURANCE COMPANY,10/19/16
TA000231267,MODELS INC TALENT AGENCY,264 SPRING STREET,PLEASANTON,CA,94566,11/15/17,,,NATIONWIDE MUTUAL INSURANCE COMPANY,10/7/05
TA000231290,JONATHAN DAVID FINBERG  dba FIRST ROW TALENT,"4735 Sepulveda Boulevard, #221",Sherman Oaks,CA,91403,11/29/20,,,ACIC,1/1/19
TA000231336,"KKS PRODUCTIONS, LLC  dba KOSPRE",8316 MELROSE AVE.,LOS ANGELES,CA,90069,4/19/18,,,AMERICAN CONTRACTORS INDEMNITY COMPANY,5/11/16
TA000231345,MARLENE MARIE HARTJE  dba THE MARLENE AGENCY,"6080 CENTER DR., 6TH FLOOR",LOS ANGELES,CA,90045,12/27/19,,,Surety Bond,7/7/18
TA000231345,MARLENE MARIE HARTJE  dba THE MARLENE AGENCY,"6080 CENTER DR., 6TH FLOOR",LOS ANGELES,CA,90045,12/27/20,,,Surety Bonds,7/19/19
TA000231383,"BMG TALENT GROUP, INC.","5455 WILSHIRE BLVD., SUITE 900",LOS ANGELES,CA,90036,10/17/17,HARTFORD INSURANCE,12/1/16,THE HARTFORD,11/1/12
TA000231411,"BENSIMON MODELS AND TALENT, LLC","11665 AVENA PLACE, #205",SAN DIEGO,CA,92128,12/22/19,,,ACIC,5/15/19
TA000231411,"BENSIMON MODELS AND TALENT, LLC","11665 AVENA PLACE, #205",SAN DIEGO,CA,92128,12/22/20,State Fund,9/1/20,American Contractors Indemnity Company,5/15/19
TA000231443,ALBERT EUGENE BENDER & CHRISTOPHER JAMES BENDER  d,"7080 HOLLYWOOD BLVD, SUITE 1100",LOS ANGELES,CA,90028,11/8/17,,,OLD REPUBLIC SURETY COMPANY,10/19/15
TA000231446,101 MODELING,"24372 VANOWEN STREET, SUITE 206",WEST HILLS,CA,91307,1/26/20,,,Great America,3/11/19
TA000231459,"GRANT, SAVIC, KOPALOFF & ASSOCIATES, LLC","4929 WILSHIRE BLVD, SUITE 259",LOS ANGELES,CA,90010,8/19/20,State Fund,3/1/20,Advance Surety and Insurance agency,7/1/18
TA000231476,"KP PRODUCTIONS, INC.  dba KELLY PRODUCTIONS","824 MUNRAS AVENUE, SUITE D",MONTEREY,CA,93940,1/19/18,STATE COMPENSATION INSURANCE FUND,4/25/17,HARTFORD FIRE INSURANCE COMPANY,3/24/06
TA000231620,"Bagula Riviere Coates and Associates, LLP","9888 Carroll Centre Road, Suite 235",San Diego,CA,92126,1/30/19,,,Old Republic,8/31/17
TA000231713,BERMAN/SACKS TALENT AGENCY LLC,"2600 WEST OLIVE AVE., STE. 500",BURBANK,CA,91505,1/26/20,,,The Hartford,10/1/17
TA000231713,BERMAN/SACKS TALENT AGENCY LLC,"2600 WEST OLIVE AVE., STE. 500",BURBANK,CA,91505,1/26/21,,,The Hartford,12/7/19
TA000231720,INTRINSIC LLC,"8335 SUNSET BLVD, SUITE 301",WEST HOLLYWOOD,CA,90069,12/18/19,,,american Contractors Indemnity Company,1/6/18
TA000231720,INTRINSIC LLC,"8335 SUNSET BLVD, SUITE 301",WEST HOLLYWOOD,CA,90069,12/18/20,,,American Contractors Indemnity Company,1/6/20
TA000231739,"LoveStone Talent Agency, LLC","145 S. Fairfax Ave., Suite 200",Los Angeles,CA,90036,11/16/20,Mid Century,8/29/20,Western Suret,10/24/19
TA000231790,"P. PARSONS COMPANY, INC.",1630 N. MAIN ST. #412,WALNUT CREEK,CA,94596,10/20/17,,,THE HARTFORD,8/18/08
TA000231808,STEVEN STEVENS  dba THE STEVENS GROUP,"14011 VENTURA BLVD., SUITE 200",SHERMAN OAKS,CA,91423,11/8/20,,,State Farm and Casualty company,4/1/06
TA000231829,MICHAEL R. LEWIS  dba MICHAEL LEWIS & ASSOCIATES,"2506 FIFTH STREET, SUITE 100",SANTA MONICA,CA,90405,12/8/17,,,HARTFORD FIRE INSURANCE COMPANY,10/1/06
TA000231832,"GREEN LIGHT TALENT AGENCY, INC.","2811 WILSHIRE BLVD, SUITE 570",SANTA MONICA,CA,90403,10/29/18,,,AEGIS SECURTY INSURANCE COMPANY,11/1/15
TA000231835,SANDRA BROSNAN  dba ONEWORLD MODEL AND TALENT,2127 LINNINGTON AVENUE,LOS ANGELES,CA,90025,1/28/20,,,Aegis Security,8/11/18
TA000231842,"THE CANDACE LAKE AGENCY, INC.",1072 LAUREL LANE,PEBBLE BEACH,CA,93953,12/5/17,,,INSURANCE COMPANY OF THE WEST,12/6/05
TA000231890,"INNOVATIVE ARTISTS TALENT AND LITERARY AGENCY, INC",1505 10TH ST,SANTA MONICA,CA,90401,12/31/19,Everest,7/1/19,Hartford,10/1/17
TA000231890,"INNOVATIVE ARTISTS TALENT AND LITERARY AGENCY, INC",1505 10TH ST,SANTA MONICA,CA,90401,12/31/20,Everest Nat'l,7/1/20,Hartford,10/1/17
TA000232084,PAUL JONATHAN STROTHEIDE  dba JS REPRESENTS,7805 SUNSET BLVD.  #211,LOS ANGELES,CA,90046,12/9/20,,,SURETY1,9/12/19
TA000232130,ZE ANIMATION STUDIOS INC.,9465 WILSHIRE BLVD. #300,BEVERLY HILLS,CA,90212,1/10/20,,,Aegis Security Insurance Company,10/15/14
TA000232253,"AVO TALENT, INC.","5670 WILSHIRE BLVD, SUITE 1930",LOS ANGELES,CA,90036,12/21/19,ACE American,3/1/19,Surety 1,2/1/21
TA000232253,"AVO TALENT, INC.","5670 WILSHIRE BLVD, SUITE 1930",LOS ANGELES,CA,90036,12/21/20,USI Insurance,3/1/20,Surety,2/1/18
TA000232259,"STACHE, INC.  dba M&M GROUP","16872 BOLSA CHICA ST., SUITE 204",HUNTINGTON BEACH,CA,92649,1/8/18,STATE COMPENSATION INSURANCE FUND,6/16/17,TOKIO MARINE,10/20/16
TA000232271,"VOX, INC.","6420 WILSHIRE BLVD., #1080",LOS ANGELES,CA,90048,1/3/20,Acord,5/1/19,The Hartford,6/20/17
TA000232271,"VOX, INC.","6420 WILSHIRE BLVD., #1080",LOS ANGELES,CA,90048,1/3/21,StarNet,5/1/20,The Hartford,6/20/17
TA000232280,"TALENTWORKS, INC.","3500 W. OLIVE AVENUE, SUITE 1400",BURBANK,CA,91505,11/6/20,State Compensation Insurance Fund,4/1/20,Hartford,11/7/18
