"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","INCOMEINEQ","P50P10","RT","A","2015",2.5,
"ESP","INCOMEINEQ","P50P10","RT","A","2016",2.6,
"ESP","INCOMEINEQ","P50P10","RT","A","2017",2.4,
"ESP","INCOMEINEQ","P50P10","RT","A","2018",2.4,
"ESP","INCOMEINEQ","P50P10","RT","A","2019",2.4,
"ESP","INCOMEINEQ","P90P10","RT","A","2007",4.4,
"ESP","INCOMEINEQ","P90P10","RT","A","2008",4.6,
"ESP","INCOMEINEQ","P90P10","RT","A","2009",4.8,
"ESP","INCOMEINEQ","P90P10","RT","A","2010",4.8,
"ESP","INCOMEINEQ","P90P10","RT","A","2011",5.1,
"ESP","INCOMEINEQ","P90P10","RT","A","2012",4.9,
"ESP","INCOMEINEQ","P90P10","RT","A","2013",5.4,
"ESP","INCOMEINEQ","P90P10","RT","A","2014",5.5,
"ESP","INCOMEINEQ","P90P10","RT","A","2015",5.3,
"ESP","INCOMEINEQ","P90P10","RT","A","2016",5.3,
"ESP","INCOMEINEQ","P90P10","RT","A","2017",4.8,
"ESP","INCOMEINEQ","P90P10","RT","A","2018",4.8,
"ESP","INCOMEINEQ","P90P10","RT","A","2019",4.8,
"ESP","INCOMEINEQ","P90P50","RT","A","2007",1.9,
"ESP","INCOMEINEQ","P90P50","RT","A","2008",2,
"ESP","INCOMEINEQ","P90P50","RT","A","2009",2,
"ESP","INCOMEINEQ","P90P50","RT","A","2010",2.1,
"ESP","INCOMEINEQ","P90P50","RT","A","2011",2.1,
"ESP","INCOMEINEQ","P90P50","RT","A","2012",2,
"ESP","INCOMEINEQ","P90P50","RT","A","2013",2.1,
"ESP","INCOMEINEQ","P90P50","RT","A","2014",2.1,
"ESP","INCOMEINEQ","P90P50","RT","A","2015",2.1,
"ESP","INCOMEINEQ","P90P50","RT","A","2016",2,
"ESP","INCOMEINEQ","P90P50","RT","A","2017",2,
"ESP","INCOMEINEQ","P90P50","RT","A","2018",2,
"ESP","INCOMEINEQ","P90P50","RT","A","2019",2,
"ESP","INCOMEINEQ","GINI","INEQ","A","2007",0.313,
"ESP","INCOMEINEQ","GINI","INEQ","A","2008",0.327,
"ESP","INCOMEINEQ","GINI","INEQ","A","2009",0.333,
"ESP","INCOMEINEQ","GINI","INEQ","A","2010",0.339,
"ESP","INCOMEINEQ","GINI","INEQ","A","2011",0.341,
"ESP","INCOMEINEQ","GINI","INEQ","A","2012",0.334,
"ESP","INCOMEINEQ","GINI","INEQ","A","2013",0.345,
"ESP","INCOMEINEQ","GINI","INEQ","A","2014",0.343,
"ESP","INCOMEINEQ","GINI","INEQ","A","2015",0.344,
"ESP","INCOMEINEQ","GINI","INEQ","A","2016",0.341,
"ESP","INCOMEINEQ","GINI","INEQ","A","2017",0.333,
"ESP","INCOMEINEQ","GINI","INEQ","A","2018",0.33,
"ESP","INCOMEINEQ","GINI","INEQ","A","2019",0.32,
"SWE","INCOMEINEQ","P50P10","RT","A","2013",1.9,
"SWE","INCOMEINEQ","P50P10","RT","A","2014",1.9,
"SWE","INCOMEINEQ","P50P10","RT","A","2015",2,
"SWE","INCOMEINEQ","P50P10","RT","A","2016",1.9,
"SWE","INCOMEINEQ","P50P10","RT","A","2017",2,
"SWE","INCOMEINEQ","P50P10","RT","A","2018",1.9,
"SWE","INCOMEINEQ","P50P10","RT","A","2019",2,
"SWE","INCOMEINEQ","P50P10","RT","A","2020",1.9,
"SWE","INCOMEINEQ","P90P10","RT","A","2013",3.2,
"SWE","INCOMEINEQ","P90P10","RT","A","2014",3.3,
"SWE","INCOMEINEQ","P90P10","RT","A","2015",3.3,
"SWE","INCOMEINEQ","P90P10","RT","A","2016",3.3,
"SWE","INCOMEINEQ","P90P10","RT","A","2017",3.3,
"SWE","INCOMEINEQ","P90P10","RT","A","2018",3.3,
"SWE","INCOMEINEQ","P90P10","RT","A","2019",3.4,
"SWE","INCOMEINEQ","P90P10","RT","A","2020",3.3,
"SWE","INCOMEINEQ","P90P50","RT","A","2013",1.7,
"SWE","INCOMEINEQ","P90P50","RT","A","2014",1.7,
"SWE","INCOMEINEQ","P90P50","RT","A","2015",1.7,
"SWE","INCOMEINEQ","P90P50","RT","A","2016",1.7,
"SWE","INCOMEINEQ","P90P50","RT","A","2017",1.7,
"SWE","INCOMEINEQ","P90P50","RT","A","2018",1.7,
"SWE","INCOMEINEQ","P90P50","RT","A","2019",1.7,
"SWE","INCOMEINEQ","P90P50","RT","A","2020",1.7,
"SWE","INCOMEINEQ","GINI","INEQ","A","2013",0.268,
"SWE","INCOMEINEQ","GINI","INEQ","A","2014",0.274,
"SWE","INCOMEINEQ","GINI","INEQ","A","2015",0.278,
"SWE","INCOMEINEQ","GINI","INEQ","A","2016",0.282,
"SWE","INCOMEINEQ","GINI","INEQ","A","2017",0.282,
"SWE","INCOMEINEQ","GINI","INEQ","A","2018",0.275,
"SWE","INCOMEINEQ","GINI","INEQ","A","2019",0.28,
"SWE","INCOMEINEQ","GINI","INEQ","A","2020",0.278,
"CHE","INCOMEINEQ","P50P10","RT","A","2006",2,
"CHE","INCOMEINEQ","P50P10","RT","A","2007",1.9,
"CHE","INCOMEINEQ","P50P10","RT","A","2008",2,
"CHE","INCOMEINEQ","P50P10","RT","A","2009",2,
"CHE","INCOMEINEQ","P50P10","RT","A","2010",2,
"CHE","INCOMEINEQ","P50P10","RT","A","2011",2,
"CHE","INCOMEINEQ","P50P10","RT","A","2012",1.9,
"CHE","INCOMEINEQ","P50P10","RT","A","2013",1.9,
"CHE","INCOMEINEQ","P50P10","RT","A","2014",2,
"CHE","INCOMEINEQ","P50P10","RT","A","2015",1.9,
"CHE","INCOMEINEQ","P50P10","RT","A","2016",2,
"CHE","INCOMEINEQ","P50P10","RT","A","2017",1.9,
"CHE","INCOMEINEQ","P50P10","RT","A","2018",2,
"CHE","INCOMEINEQ","P50P10","RT","A","2019",2,
"CHE","INCOMEINEQ","P90P10","RT","A","2006",3.8,
"CHE","INCOMEINEQ","P90P10","RT","A","2007",3.7,
"CHE","INCOMEINEQ","P90P10","RT","A","2008",3.7,
"CHE","INCOMEINEQ","P90P10","RT","A","2009",3.6,
"CHE","INCOMEINEQ","P90P10","RT","A","2010",3.6,
"CHE","INCOMEINEQ","P90P10","RT","A","2011",3.7,
"CHE","INCOMEINEQ","P90P10","RT","A","2012",3.5,
"CHE","INCOMEINEQ","P90P10","RT","A","2013",3.6,
"CHE","INCOMEINEQ","P90P10","RT","A","2014",3.7,
"CHE","INCOMEINEQ","P90P10","RT","A","2015",3.6,
"CHE","INCOMEINEQ","P90P10","RT","A","2016",3.8,
"CHE","INCOMEINEQ","P90P10","RT","A","2017",3.7,
"CHE","INCOMEINEQ","P90P10","RT","A","2018",3.8,
"CHE","INCOMEINEQ","P90P10","RT","A","2019",3.8,
"CHE","INCOMEINEQ","P90P50","RT","A","2006",1.9,
"CHE","INCOMEINEQ","P90P50","RT","A","2007",1.9,
"CHE","INCOMEINEQ","P90P50","RT","A","2008",1.9,
"CHE","INCOMEINEQ","P90P50","RT","A","2009",1.8,
"CHE","INCOMEINEQ","P90P50","RT","A","2010",1.8,
"CHE","INCOMEINEQ","P90P50","RT","A","2011",1.8,
"CHE","INCOMEINEQ","P90P50","RT","A","2012",1.8,
"CHE","INCOMEINEQ","P90P50","RT","A","2013",1.9,
"CHE","INCOMEINEQ","P90P50","RT","A","2014",1.8,
"CHE","INCOMEINEQ","P90P50","RT","A","2015",1.8,
"CHE","INCOMEINEQ","P90P50","RT","A","2016",1.9,
"CHE","INCOMEINEQ","P90P50","RT","A","2017",1.9,
"CHE","INCOMEINEQ","P90P50","RT","A","2018",1.8,
"CHE","INCOMEINEQ","P90P50","RT","A","2019",1.9,
"CHE","INCOMEINEQ","GINI","INEQ","A","2006",0.305,
"CHE","INCOMEINEQ","GINI","INEQ","A","2007",0.312,
"CHE","INCOMEINEQ","GINI","INEQ","A","2008",0.306,
"CHE","INCOMEINEQ","GINI","INEQ","A","2009",0.297,
"CHE","INCOMEINEQ","GINI","INEQ","A","2010",0.298,
"CHE","INCOMEINEQ","GINI","INEQ","A","2011",0.289,
"CHE","INCOMEINEQ","GINI","INEQ","A","2012",0.285,
"CHE","INCOMEINEQ","GINI","INEQ","A","2013",0.295,
"CHE","INCOMEINEQ","GINI","INEQ","A","2014",0.297,
"CHE","INCOMEINEQ","GINI","INEQ","A","2015",0.296,
"CHE","INCOMEINEQ","GINI","INEQ","A","2016",0.302,
"CHE","INCOMEINEQ","GINI","INEQ","A","2017",0.299,
"CHE","INCOMEINEQ","GINI","INEQ","A","2018",0.311,
"CHE","INCOMEINEQ","GINI","INEQ","A","2019",0.316,
"TUR","INCOMEINEQ","P50P10","RT","A","2011",2.5,
"TUR","INCOMEINEQ","P50P10","RT","A","2012",2.4,
"TUR","INCOMEINEQ","P50P10","RT","A","2013",2.4,
"TUR","INCOMEINEQ","P50P10","RT","A","2014",2.4,
"TUR","INCOMEINEQ","P50P10","RT","A","2015",2.3,
"TUR","INCOMEINEQ","P50P10","RT","A","2017",2.3,
"TUR","INCOMEINEQ","P50P10","RT","A","2018",2.3,
"TUR","INCOMEINEQ","P90P10","RT","A","2011",6.1,
"TUR","INCOMEINEQ","P90P10","RT","A","2012",6,
"TUR","INCOMEINEQ","P90P10","RT","A","2013",5.9,
"TUR","INCOMEINEQ","P90P10","RT","A","2014",5.9,
"TUR","INCOMEINEQ","P90P10","RT","A","2015",5.7,
"TUR","INCOMEINEQ","P90P10","RT","A","2017",5.4,
"TUR","INCOMEINEQ","P90P10","RT","A","2018",5.4,
"TUR","INCOMEINEQ","P90P50","RT","A","2011",2.5,
"TUR","INCOMEINEQ","P90P50","RT","A","2012",2.5,
"TUR","INCOMEINEQ","P90P50","RT","A","2013",2.5,
"TUR","INCOMEINEQ","P90P50","RT","A","2014",2.5,
"TUR","INCOMEINEQ","P90P50","RT","A","2015",2.5,
"TUR","INCOMEINEQ","P90P50","RT","A","2017",2.4,
"TUR","INCOMEINEQ","P90P50","RT","A","2018",2.3,
"TUR","INCOMEINEQ","GINI","INEQ","A","2011",0.403,
"TUR","INCOMEINEQ","GINI","INEQ","A","2012",0.399,
"TUR","INCOMEINEQ","GINI","INEQ","A","2013",0.39,
"TUR","INCOMEINEQ","GINI","INEQ","A","2014",0.398,
"TUR","INCOMEINEQ","GINI","INEQ","A","2015",0.404,
"TUR","INCOMEINEQ","GINI","INEQ","A","2017",0.409,
"TUR","INCOMEINEQ","GINI","INEQ","A","2018",0.397,
"GBR","INCOMEINEQ","P50P10","RT","A","2002",2.2,
"GBR","INCOMEINEQ","P50P10","RT","A","2003",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2004",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2005",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2006",2.2,
"GBR","INCOMEINEQ","P50P10","RT","A","2007",2.2,
"GBR","INCOMEINEQ","P50P10","RT","A","2008",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2009",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2010",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2011",2,
"GBR","INCOMEINEQ","P50P10","RT","A","2012",2,
"GBR","INCOMEINEQ","P50P10","RT","A","2013",2,
"GBR","INCOMEINEQ","P50P10","RT","A","2014",2,
"GBR","INCOMEINEQ","P50P10","RT","A","2015",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2016",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2017",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2018",2.1,
"GBR","INCOMEINEQ","P50P10","RT","A","2019",2.2,
"GBR","INCOMEINEQ","P90P10","RT","A","2002",4.5,
"GBR","INCOMEINEQ","P90P10","RT","A","2003",4.5,
"GBR","INCOMEINEQ","P90P10","RT","A","2004",4.4,
"GBR","INCOMEINEQ","P90P10","RT","A","2005",4.4,
"GBR","INCOMEINEQ","P90P10","RT","A","2006",4.6,
"GBR","INCOMEINEQ","P90P10","RT","A","2007",4.6,
"GBR","INCOMEINEQ","P90P10","RT","A","2008",4.5,
"GBR","INCOMEINEQ","P90P10","RT","A","2009",4.5,
"GBR","INCOMEINEQ","P90P10","RT","A","2010",4.3,
"GBR","INCOMEINEQ","P90P10","RT","A","2011",4.2,
"GBR","INCOMEINEQ","P90P10","RT","A","2012",4.2,
"GBR","INCOMEINEQ","P90P10","RT","A","2013",4.2,
"GBR","INCOMEINEQ","P90P10","RT","A","2014",4.2,
"GBR","INCOMEINEQ","P90P10","RT","A","2015",4.2,
"GBR","INCOMEINEQ","P90P10","RT","A","2016",4.2,
"GBR","INCOMEINEQ","P90P10","RT","A","2017",4.3,
"GBR","INCOMEINEQ","P90P10","RT","A","2018",4.5,
"GBR","INCOMEINEQ","P90P10","RT","A","2019",4.5,
"GBR","INCOMEINEQ","P90P50","RT","A","2002",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2003",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2004",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2005",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2006",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2007",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2008",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2009",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2010",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2011",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2012",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2013",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2014",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2015",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2016",2,
"GBR","INCOMEINEQ","P90P50","RT","A","2017",2,
"GBR","INCOMEINEQ","P90P50","RT","A","2018",2.1,
"GBR","INCOMEINEQ","P90P50","RT","A","2019",2.1,
"GBR","INCOMEINEQ","GINI","INEQ","A","2002",0.359,
"GBR","INCOMEINEQ","GINI","INEQ","A","2003",0.353,
"GBR","INCOMEINEQ","GINI","INEQ","A","2004",0.354,
"GBR","INCOMEINEQ","GINI","INEQ","A","2005",0.359,
"GBR","INCOMEINEQ","GINI","INEQ","A","2006",0.364,
"GBR","INCOMEINEQ","GINI","INEQ","A","2007",0.373,
"GBR","INCOMEINEQ","GINI","INEQ","A","2008",0.369,
"GBR","INCOMEINEQ","GINI","INEQ","A","2009",0.374,
"GBR","INCOMEINEQ","GINI","INEQ","A","2010",0.351,
"GBR","INCOMEINEQ","GINI","INEQ","A","2011",0.354,
"GBR","INCOMEINEQ","GINI","INEQ","A","2012",0.351,
"GBR","INCOMEINEQ","GINI","INEQ","A","2013",0.358,
"GBR","INCOMEINEQ","GINI","INEQ","A","2014",0.356,
"GBR","INCOMEINEQ","GINI","INEQ","A","2015",0.36,
"GBR","INCOMEINEQ","GINI","INEQ","A","2016",0.351,
"GBR","INCOMEINEQ","GINI","INEQ","A","2017",0.357,
"GBR","INCOMEINEQ","GINI","INEQ","A","2018",0.366,
"GBR","INCOMEINEQ","GINI","INEQ","A","2019",0.366,
"USA","INCOMEINEQ","P50P10","RT","A","2013",2.7,
"USA","INCOMEINEQ","P50P10","RT","A","2014",2.7,
"USA","INCOMEINEQ","P50P10","RT","A","2015",2.7,
"USA","INCOMEINEQ","P50P10","RT","A","2016",2.7,
"USA","INCOMEINEQ","P50P10","RT","A","2017",2.7,
"USA","INCOMEINEQ","P50P10","RT","A","2018",2.8,
"USA","INCOMEINEQ","P50P10","RT","A","2019",2.7,
"USA","INCOMEINEQ","P90P10","RT","A","2013",6.4,
"USA","INCOMEINEQ","P90P10","RT","A","2014",6.4,
"USA","INCOMEINEQ","P90P10","RT","A","2015",6.1,
"USA","INCOMEINEQ","P90P10","RT","A","2016",6.3,
"USA","INCOMEINEQ","P90P10","RT","A","2017",6.2,
"USA","INCOMEINEQ","P90P10","RT","A","2018",6.3,
"USA","INCOMEINEQ","P90P10","RT","A","2019",6.3,
"USA","INCOMEINEQ","P90P50","RT","A","2013",2.3,
"USA","INCOMEINEQ","P90P50","RT","A","2014",2.3,
"USA","INCOMEINEQ","P90P50","RT","A","2015",2.3,
"USA","INCOMEINEQ","P90P50","RT","A","2016",2.3,
"USA","INCOMEINEQ","P90P50","RT","A","2017",2.3,
"USA","INCOMEINEQ","P90P50","RT","A","2018",2.3,
"USA","INCOMEINEQ","P90P50","RT","A","2019",2.3,
"USA","INCOMEINEQ","GINI","INEQ","A","2013",0.396,
"USA","INCOMEINEQ","GINI","INEQ","A","2014",0.394,
"USA","INCOMEINEQ","GINI","INEQ","A","2015",0.39,
"USA","INCOMEINEQ","GINI","INEQ","A","2016",0.391,
"USA","INCOMEINEQ","GINI","INEQ","A","2017",0.39,
"USA","INCOMEINEQ","GINI","INEQ","A","2018",0.393,
"USA","INCOMEINEQ","GINI","INEQ","A","2019",0.395,
"CHL","INCOMEINEQ","P50P10","RT","A","2009",2.6,
"CHL","INCOMEINEQ","P50P10","RT","A","2011",2.6,
"CHL","INCOMEINEQ","P50P10","RT","A","2013",2.5,
"CHL","INCOMEINEQ","P50P10","RT","A","2015",2.5,
"CHL","INCOMEINEQ","P50P10","RT","A","2017",2.5,
"CHL","INCOMEINEQ","P90P10","RT","A","2009",7.9,
"CHL","INCOMEINEQ","P90P10","RT","A","2011",7.6,
"CHL","INCOMEINEQ","P90P10","RT","A","2013",7.4,
"CHL","INCOMEINEQ","P90P10","RT","A","2015",7,
"CHL","INCOMEINEQ","P90P10","RT","A","2017",7.2,
"CHL","INCOMEINEQ","P90P50","RT","A","2009",3.1,
"CHL","INCOMEINEQ","P90P50","RT","A","2011",3,
"CHL","INCOMEINEQ","P90P50","RT","A","2013",2.9,
"CHL","INCOMEINEQ","P90P50","RT","A","2015",2.8,
"CHL","INCOMEINEQ","P90P50","RT","A","2017",2.9,
"CHL","INCOMEINEQ","GINI","INEQ","A","2009",0.48,
"CHL","INCOMEINEQ","GINI","INEQ","A","2011",0.471,
"CHL","INCOMEINEQ","GINI","INEQ","A","2013",0.465,
"CHL","INCOMEINEQ","GINI","INEQ","A","2015",0.454,
"CHL","INCOMEINEQ","GINI","INEQ","A","2017",0.46,
"EST","INCOMEINEQ","P50P10","RT","A","2013",2.3,
"EST","INCOMEINEQ","P50P10","RT","A","2014",2.3,
"EST","INCOMEINEQ","P50P10","RT","A","2015",2.3,
"EST","INCOMEINEQ","P50P10","RT","A","2016",2.3,
"EST","INCOMEINEQ","P50P10","RT","A","2017",2.3,
"EST","INCOMEINEQ","P50P10","RT","A","2018",2.4,
"EST","INCOMEINEQ","P50P10","RT","A","2019",2.3,
"EST","INCOMEINEQ","P90P10","RT","A","2013",5.2,
"EST","INCOMEINEQ","P90P10","RT","A","2014",5,
"EST","INCOMEINEQ","P90P10","RT","A","2015",4.9,
"EST","INCOMEINEQ","P90P10","RT","A","2016",4.7,
"EST","INCOMEINEQ","P90P10","RT","A","2017",4.7,
"EST","INCOMEINEQ","P90P10","RT","A","2018",4.7,
"EST","INCOMEINEQ","P90P10","RT","A","2019",4.4,
"EST","INCOMEINEQ","P90P50","RT","A","2013",2.2,
"EST","INCOMEINEQ","P90P50","RT","A","2014",2.2,
"EST","INCOMEINEQ","P90P50","RT","A","2015",2.1,
"EST","INCOMEINEQ","P90P50","RT","A","2016",2,
"EST","INCOMEINEQ","P90P50","RT","A","2017",2,
"EST","INCOMEINEQ","P90P50","RT","A","2018",2,
"EST","INCOMEINEQ","P90P50","RT","A","2019",1.9,
"EST","INCOMEINEQ","GINI","INEQ","A","2013",0.356,
"EST","INCOMEINEQ","GINI","INEQ","A","2014",0.346,
"EST","INCOMEINEQ","GINI","INEQ","A","2015",0.33,
"EST","INCOMEINEQ","GINI","INEQ","A","2016",0.314,
"EST","INCOMEINEQ","GINI","INEQ","A","2017",0.309,
"EST","INCOMEINEQ","GINI","INEQ","A","2018",0.305,
"EST","INCOMEINEQ","GINI","INEQ","A","2019",0.305,
"ISR","INCOMEINEQ","P50P10","RT","A","2011",2.6,
"ISR","INCOMEINEQ","P50P10","RT","A","2012",2.7,
"ISR","INCOMEINEQ","P50P10","RT","A","2013",2.7,
"ISR","INCOMEINEQ","P50P10","RT","A","2014",2.8,
"ISR","INCOMEINEQ","P50P10","RT","A","2015",2.8,
"ISR","INCOMEINEQ","P50P10","RT","A","2016",2.6,
"ISR","INCOMEINEQ","P50P10","RT","A","2017",2.7,
"ISR","INCOMEINEQ","P50P10","RT","A","2018",2.6,
"ISR","INCOMEINEQ","P50P10","RT","A","2019",2.6,
"ISR","INCOMEINEQ","P90P10","RT","A","2011",5.9,
"ISR","INCOMEINEQ","P90P10","RT","A","2012",6.1,
"ISR","INCOMEINEQ","P90P10","RT","A","2013",5.9,
"ISR","INCOMEINEQ","P90P10","RT","A","2014",5.9,
"ISR","INCOMEINEQ","P90P10","RT","A","2015",5.8,
"ISR","INCOMEINEQ","P90P10","RT","A","2016",5.4,
"ISR","INCOMEINEQ","P90P10","RT","A","2017",5.4,
"ISR","INCOMEINEQ","P90P10","RT","A","2018",5.3,
"ISR","INCOMEINEQ","P90P10","RT","A","2019",5.3,
"ISR","INCOMEINEQ","P90P50","RT","A","2011",2.3,
"ISR","INCOMEINEQ","P90P50","RT","A","2012",2.2,
"ISR","INCOMEINEQ","P90P50","RT","A","2013",2.1,
"ISR","INCOMEINEQ","P90P50","RT","A","2014",2.1,
"ISR","INCOMEINEQ","P90P50","RT","A","2015",2.1,
"ISR","INCOMEINEQ","P90P50","RT","A","2016",2,
"ISR","INCOMEINEQ","P90P50","RT","A","2017",2,
"ISR","INCOMEINEQ","P90P50","RT","A","2018",2,
"ISR","INCOMEINEQ","P90P50","RT","A","2019",2,
"ISR","INCOMEINEQ","GINI","INEQ","A","2011",0.371,
"ISR","INCOMEINEQ","GINI","INEQ","A","2012",0.371,
"ISR","INCOMEINEQ","GINI","INEQ","A","2013",0.36,
"ISR","INCOMEINEQ","GINI","INEQ","A","2014",0.365,
"ISR","INCOMEINEQ","GINI","INEQ","A","2015",0.36,
"ISR","INCOMEINEQ","GINI","INEQ","A","2016",0.346,
"ISR","INCOMEINEQ","GINI","INEQ","A","2017",0.344,
"ISR","INCOMEINEQ","GINI","INEQ","A","2018",0.348,
"ISR","INCOMEINEQ","GINI","INEQ","A","2019",0.342,
"SVN","INCOMEINEQ","P50P10","RT","A","2004",1.8,
"SVN","INCOMEINEQ","P50P10","RT","A","2005",1.8,
"SVN","INCOMEINEQ","P50P10","RT","A","2006",1.8,
"SVN","INCOMEINEQ","P50P10","RT","A","2007",1.8,
"SVN","INCOMEINEQ","P50P10","RT","A","2008",1.8,
"SVN","INCOMEINEQ","P50P10","RT","A","2009",1.9,
"SVN","INCOMEINEQ","P50P10","RT","A","2010",1.9,
"SVN","INCOMEINEQ","P50P10","RT","A","2011",1.9,
"SVN","INCOMEINEQ","P50P10","RT","A","2012",2,
"SVN","INCOMEINEQ","P50P10","RT","A","2013",2,
"SVN","INCOMEINEQ","P50P10","RT","A","2014",2,
"SVN","INCOMEINEQ","P50P10","RT","A","2015",1.9,
"SVN","INCOMEINEQ","P50P10","RT","A","2016",1.9,
"SVN","INCOMEINEQ","P50P10","RT","A","2017",1.9,
"SVN","INCOMEINEQ","P50P10","RT","A","2018",1.8,
"SVN","INCOMEINEQ","P50P10","RT","A","2019",1.8,
"SVN","INCOMEINEQ","P90P10","RT","A","2004",3,
"SVN","INCOMEINEQ","P90P10","RT","A","2005",3,
"SVN","INCOMEINEQ","P90P10","RT","A","2006",3,
"SVN","INCOMEINEQ","P90P10","RT","A","2007",3,
"SVN","INCOMEINEQ","P90P10","RT","A","2008",3,
"SVN","INCOMEINEQ","P90P10","RT","A","2009",3.1,
"SVN","INCOMEINEQ","P90P10","RT","A","2010",3.2,
"SVN","INCOMEINEQ","P90P10","RT","A","2011",3.2,
"SVN","INCOMEINEQ","P90P10","RT","A","2012",3.2,
"SVN","INCOMEINEQ","P90P10","RT","A","2013",3.3,
"SVN","INCOMEINEQ","P90P10","RT","A","2014",3.3,
"SVN","INCOMEINEQ","P90P10","RT","A","2015",3.2,
"SVN","INCOMEINEQ","P90P10","RT","A","2016",3.1,
"SVN","INCOMEINEQ","P90P10","RT","A","2017",3.1,
"SVN","INCOMEINEQ","P90P10","RT","A","2018",3.1,
"SVN","INCOMEINEQ","P90P10","RT","A","2019",3,
"SVN","INCOMEINEQ","P90P50","RT","A","2004",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2005",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2006",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2007",1.6,
"SVN","INCOMEINEQ","P90P50","RT","A","2008",1.6,
"SVN","INCOMEINEQ","P90P50","RT","A","2009",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2010",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2011",1.6,
"SVN","INCOMEINEQ","P90P50","RT","A","2012",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2013",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2014",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2015",1.6,
"SVN","INCOMEINEQ","P90P50","RT","A","2016",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2017",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2018",1.7,
"SVN","INCOMEINEQ","P90P50","RT","A","2019",1.6,
"SVN","INCOMEINEQ","GINI","INEQ","A","2004",0.241,
"SVN","INCOMEINEQ","GINI","INEQ","A","2005",0.24,
"SVN","INCOMEINEQ","GINI","INEQ","A","2006",0.237,
"SVN","INCOMEINEQ","GINI","INEQ","A","2007",0.238,
"SVN","INCOMEINEQ","GINI","INEQ","A","2008",0.234,
"SVN","INCOMEINEQ","GINI","INEQ","A","2009",0.245,
"SVN","INCOMEINEQ","GINI","INEQ","A","2010",0.245,
"SVN","INCOMEINEQ","GINI","INEQ","A","2011",0.243,
"SVN","INCOMEINEQ","GINI","INEQ","A","2012",0.249,
"SVN","INCOMEINEQ","GINI","INEQ","A","2013",0.254,
"SVN","INCOMEINEQ","GINI","INEQ","A","2014",0.251,
"SVN","INCOMEINEQ","GINI","INEQ","A","2015",0.25,
"SVN","INCOMEINEQ","GINI","INEQ","A","2016",0.244,
"SVN","INCOMEINEQ","GINI","INEQ","A","2017",0.243,
"SVN","INCOMEINEQ","GINI","INEQ","A","2018",0.249,
"SVN","INCOMEINEQ","GINI","INEQ","A","2019",0.246,
"RUS","INCOMEINEQ","GINI","INEQ","A","2011",0.376,
"RUS","INCOMEINEQ","GINI","INEQ","A","2016",0.331,
"RUS","INCOMEINEQ","GINI","INEQ","A","2017",0.317,
"RUS","INCOMEINEQ","P50P10","RT","A","2011",2.4,
"RUS","INCOMEINEQ","P50P10","RT","A","2016",2.2,
"RUS","INCOMEINEQ","P50P10","RT","A","2017",2.1,
"RUS","INCOMEINEQ","P90P50","RT","A","2011",2.5,
"RUS","INCOMEINEQ","P90P50","RT","A","2016",2.1,
"RUS","INCOMEINEQ","P90P50","RT","A","2017",2.1,
"RUS","INCOMEINEQ","P90P10","RT","A","2011",5.9,
"RUS","INCOMEINEQ","P90P10","RT","A","2016",4.6,
"RUS","INCOMEINEQ","P90P10","RT","A","2017",4.3,
"AUS","INCOMEINEQ","S80S20","RT","A","2012",5.5,
"AUS","INCOMEINEQ","S80S20","RT","A","2014",5.7,
"AUS","INCOMEINEQ","S80S20","RT","A","2016",5.5,
