assessor_identification_number,taxrate_area,administrative_region_number,common_area_key,year_sold_to_state,recording_date,land_value,improvement_value,gross_personal_property_key,filler,fixture_value,real_estate_exemption,personal_property_exemption,fixture_exemption_value,homeowner's_exemption,first_owner_assessee_name,first_owner_assessee_name_overflow,second_owner_assessee_name,special_name_assessee,situs_address_key,situs_address_date_of_last_change,situs_address_postal_city_code,situs_address_house_number,situs_address_fraction,situs_address_direction,situs_address_unit,situs_address_zip_code,situs_address_street_name,situs_address_city_and_state,mail_address_key,mail_address_date_of_last_change,mail_address_postal_city_code,mail_address_house_number,mail_address_fraction,mail_address_direction,mail_address_unit,mail_address_zip_code,mail_address_street_name,mail_address_city_and_state,legal_description_-_last_line_narrative,legal_description_-_last_line_lot,legal_description_-_last_line_division,legal_description_-_last_line_region,legal_description_line_one,legal_description_line_two,legal_description_line_three,legal_description_line_four,legal_description_line_five,zoning_code,use_code,effective_year,year_built,building_-_square_feet_-_main
5686004002,4,4.0,0,0,19670145,100765,7446,Ã¿,0,0,108211,0,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST DOMINIC,,D,19930701,50,2030,,,,900410000,MERTON AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,4,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,"RANTSFORD M SHERMAN PLACE LOTS 2,3 AND",,,,LARD1.5,7110,1958,1958,546
5686004005,4,4.0,0,0,19670145,59994,210397,Ã¿,0,0,270391,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,50,2010,,,,900410000,MERTON AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,7,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE LOT 6 AND E,5 FT OF S 19 FT OF LOT 5 AND W 39 FT OF,,,LARD1.5,7100,1940,1940,8007
5686004008,4,4.0,0,0,19650623,21258,34605,Ã¿,0,0,15935,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,50,5043,,N,,900410000,MAYWOOD AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,9,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE N 50 FT,MEASURED ON W LINE OF,,,LARD1.5,7200,2002,2002,720
5686004009,4,4.0,0,0,19670145,27603,34227,Ã¿,0,0,61830,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,50,2001,,,,900410000,CHICKASAW AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,10,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE S 100 FT OF,LOT 9 MEASURED ON W LINE OF SD LOT AND,E 5 FT OF S 60 FT OF,,LARD1.5,0100,1929,1926,1121
5686004010,4,4.0,0,0,19670145,99403,225806,4,0,0,325209,10000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST DOMINIC,,D,19930701,50,2005,,,,900410000,CHICKASAW AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,LOTS 11 AND,12,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE E 5 FT OF N 90,FT AND W 45 FT OF LOT 10 AND ALL OF,,,LARD1.5,7200,1955,1955,8060
5686004011,4,4.0,0,0,19651022,33494,35075,Ã¿,0,0,34281,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,50,2023,,,,900410000,CHICKASAW AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,13,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE,,,,LARD1.5,0400,0,0,0
5686004012,4,4.0,0,0,19651022,4042,3586,Ã¿,0,0,7628,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,50,2027,,,,900410000,CHICKASAW AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,14,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE E 33.5 FT OF S,32 FT OF N 50 FT AND N 18 FT OF,,,LARD1.5,0109,1940,1940,684
5686004013,4,4.0,0,0,19940623,178995,135027,Ã¿,0,0,314022,0,0,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,,,D,19930701,50,2027,,,,900410000,CHICKASAW AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,14,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE W 16.5 FT,OF N 32 FT OF S 132 FT AND S 100 FT OF,,,LARD1.5,0100,1935,1924,2102
5686004014,4,27.0,0,0,19950523,426731,316551,Ã¿,0,0,743282,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,19930701,50,5016,,,,900410000,CASPAR AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,16,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE LOTS 15 AND,,,,LARD1.5,6400,1924,1924,10304
5686004029,4,4.0,0,0,19670145,33494,274051,Ã¿,0,0,307545,0,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST DOMINIC,,D,19930701,50,2016,,,,900410000,MERTON AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,5,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE E 5 FT OF N,131 FT AND W 45 FT OF,,,LARD1.5,7100,1964,1964,7792
5686004030,4,4.0,0,0,19670145,40966,200771,Ã¿,0,0,241737,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,50,2002,,,,900410000,MERTON AVE,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,LOT 7 AND,8,4,,THE ROCK CASTLE LAND CO'S SUB OF THE,RANTSFORD M SHERMAN PLACE E 11 FT OF,,,,LARD1.5,7100,1958,1958,6498
5689026030,4,27.0,0,0,20000821,146159,147551,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF LA,,,,D,19930701,50,1597,,,,900410000,YOSEMITE DR,LOS ANGELES CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,23,7,,FLORISTAN HEIGHTS S 75 FT OF,,,,,LAC1,1700,1962,1961,2640
5723001009,7456,27.0,0,0,20010703,6950,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF LOS,ANGELES,,,D,0,0,0,,,,0,,,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,BEG  TH E TO BEG  POR OF VAC ALLEY,,,,"*TR=MILLER, CARTER AND FROST'S SUB OF","N 1/2 OF LOT 8, BLK B SAN PASQUAL TRACT",*LOT COM N ON E LINE OF VAC ALLEY 100,FT FROM SW COR OF LOT 6 TH N ON SD E,LINE TO S LINE OF CORSON ST TH W,PSC-,100V,0,0,0
5723001013,7456,27.0,0,0,19670145,153998,1229950,Ã¿,0,0,1383948,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,20060207,71,281,,S,,911050000,RAYMOND AVE,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,8,,,"MILLER,CARTER AND FROST'S SUB OF N 1/2",OF LOT 8 BLK B SAN PASQUAL TRACT LOTS 6,AND 7 AND W 50 FT OF,,,PSC-,7100,1929,1929,21456
5723001014,7456,27.0,0,0,19690000,67924,341643,Ã¿,0,0,409567,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,71,301,,N,,911030000,RAYMOND AVE,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,9,,,"MILLER, CARTER AND FROST'S SUB OF N 1/2",OF LOT 8 BLK B SAN PASQUAL TRACT   E,150 FT OF LOT 8 AND (EX OF ST),,,PSC-,7100,1968,1968,7020
5723001027,7456,27.0,0,0,19670145,311652,1352781,4,0,0,1664433,70000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST ANDREWS,,,0,0,0,,,,0,,,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,15 AND 16 AND EX ST LOT 14,,,,GOODWINS SUB SAN    PASQUAL TR LOTS,,,,,PSC-,7200,0,0,0
5723002040,7456,27.0,0,0,19640227,493770,357867,4,0,0,851637,15000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP ST ANDREW,,,D,19930701,71,140,,,,911030000,CHESTNUT ST,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,PART OF LOT 9 BLK B SAN PASQUAL TRACT,,,,LOT COM AT INTERSECTION OF W LINE OF E,18 FT OF LOT 13 GOODWIN'S SUB OF,S 1/2 OF LOT 8 BLK B SAN PASQUAL TR,WITH S LINE OF CHESTNUT ST TH E ON SD,S LINE 498 FT TH S 140 FT TH W 198 FT,PSC-,7100,0,0,0
5736002020,7500,27.0,0,0,19610221,339745,1205081,4,0,0,1544826,35000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST PHILLIPS,,D,19930701,71,83,,S,,911060000,HILL AVE,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,16,,,J R GIDDINGS SUB EX OF STS LOT 14 AND,EX OF ST LOTS 15 AND,,,,PSC*,7100,0,0,0
5736002023,7500,5.0,0,0,19600226,66789,0,4,0,0,66789,5000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST PHILIP,,D,19930701,71,130,,S,,911060000,HOLLISTON AVE,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,W 176 FT OF,27,,,J R GIDDING'S SUB E 173 FT OF,,,,,PSC*,7100,0,0,0
5736002026,7500,5.0,0,0,19680226,500567,656861,4,0,0,1157428,35000,0,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,ST PHILLIPS,,D,20080404,71,1363,,,,911060000,CORDOVA ST,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,"24, 25 AND",26,,,J R GIDDING'S SUB   (EX OF STS) LOTS 22,"AND 23 AND (EX OF ST) LOTS 20, 21,",,,,PSC*,7100,0,0,0
5736002027,7500,5.0,0,0,20061013,322025,12800238,Ã¿,0,0,13122263,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,19950605,71,151,,S,,911060000,HILL AVE,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,"LOT 27,EX OF ST LOTS17 THRU 19",,,,"MR 15-13 S 77 FT,EX OF ST LOT 28,E 34 FT",,,,,PSC*,7100,0,0,0
5750006001,7500,5.0,0,0,19670145,72229,13102,Ã¿,0,0,85331,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,0,0,0,,,,0,,,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TO BEG PART OF,6,A,,BONESTELL TRACT LOT EX OF STS COM AT,INTERSECTION OF N LINE OF LOT 6 BLK A,WITH W LINE OF SIERRA MADRE BLVD PER,DDS 2542-314 TH W ON SD N LINE 147 FT TH,S TO N LINE OF ORANGE GROVE BLVD TH E,PSC6,2700,1966,1966,32900
5750007009,7500,5.0,0,0,19880718,329212,157874,Ã¿,0,0,487086,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,19930701,71,2620,,E,,911070000,ORANGE GROVE BLVD,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT # 15433,7,,,,,,,,PSR6,0100,1949,1949,1552
5750007040,7500,5.0,0,0,19580228,76530,792772,Ã¿,0,0,869302,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,71,2640,,E,,911070000,ORANGE GROVE BLVD,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,6,A,,BONESTEL TRACT LOT COM AT SW COR OF,LOT 6 BLK A TH N ON W LINE OF SD LOT,"258.78 FT TH S 89Â56'30"" E TO S PRO-",LONGATION OF E LINE OF LAND DESC IN,OR29860-206 TO PASADENA CITY SCHOOL DIST,PSC*,7100,0,0,0
5750007043,7500,5.0,0,0,19610223,276316,654596,4,0,0,930912,35000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP ASSUMPTION OF,THE BLESSED VIRGIN MARY,,D,19930701,71,2660,,E,,911070000,ORANGE GROVE BLVD,PASADENA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,6,A,,BONESTELL TRACT  LOT COM AT NE COR OF,LOT 21 TR # 11784 TH W ON N LINE OF SD,TR TO S PROLONGATION OF E LINE OF LAND,DESC IN O R 29860-206 TO PASADENA CITY,SCHOOL DIST TH N ON SD S PROLONGATION,PSC*,7100,0,0,0
5762014023,7516,5.0,0,0,20130726,477801,462174,Ã¿,0,0,939975,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,20080722,0,19,,E,,910240000,ALGERIA AVE,SIERRA MADRE CA,F,20130910,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,AND 1/4 INT IN COMMON AREA),,,,PM 347-5-6 LOT 1 CONDO UNIT 3 (AIRSPACE,,,,,SRR3YY,010D,2008,2008,2421
5762016018,7516,5.0,0,0,19860710,90171,37389,Ã¿,0,0,127560,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,20030519,86,34,,E,,910240000,ALEGRIA AVE,SIERRA MADRE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,22,,,MONTE LADO TR  E 57 FT OF N 115 FT OF,,,,,SRR3*,0109,1983,1983,913
5762016022,7516,5.0,0,0,19860710,315639,477977,Ã¿,0,0,793616,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,20030519,86,50,,E,,910240000,ALEGRIA AVE,SIERRA MADRE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,MONTE LADO TRACT,21,,,,,,,,SRR3R175*,7502,1964,1964,5958
5762016023,7516,5.0,0,0,19750101,99111,190568,4,0,0,289679,20000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP ST RITA,,,D,20030519,86,50,,E,,910240000,ALEGRIA AVE,SIERRA MADRE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,MAPS POR LOTS 22 AND 23,,,,MONTE LADO TRACT*FOR DESC SEE ASSESSOR'S,,,,,SRR3R175*,7202,1975,1975,5328
5762019007,7516,5.0,0,0,19670145,249139,292170,4,0,0,541309,15000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST RITA,,D,19930701,86,30,,,,910240000,OLIVE AVE,SIERRA MADRE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,"34,35 AND",36,,,"GRANITE HEIGHTS TRACT LOTS 31,32,33,",,,,,SRR3VV,7202,0,0,0
5778012001,1911,5.0,0,0,19580227,355592,546518,Ã¿,0,0,902110,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,5,370,,,,910070000,CAMPUS DR,ARCADIA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,OF LOTS 31 AND 32 TRACT NO 2828,,,,LOT COM AT INTERSECTION OF S LINE OF S P,R R ABANDONED R/W WITH E LINE OF HOLLY,AVE TH N ON SD E LINE AND SE ON SW LINE,OF CAMPUS DR TO A PT SE ON SD SW LINE,51.97 FT FROM W LINE OF LOT 32 TRACT NO,ARR1*,7100,0,0,0
5778012002,1911,5.0,0,0,19690522,872053,740677,4,0,0,1612730,30000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,,D,19930701,5,360,,,,910070000,CAMPUS DR,ARCADIA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,PART OF LOT 32 TR NO 2828,,,,"LOT COM N 0Â00'20"" W 100 FT FROM NE COR",OF LOT 1 TR NO 25253 TH S 81Â W TO E,LINE OF HOLLY AVE TH N THEREON 225.04 FT,TH E ON A CURVE CONCAVE TO N RADIUS,EQUALS 1412.47 FT TO A PT SE ON SW LINE,ARR1*,7200,1954,1946,17019
5778012003,1893,5.0,0,0,19690522,129079,4042,Ã¿,0,0,133121,0,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,,D,20060914,5,924,,,,910070000,HOLLY AVE,ARCADIA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,PART OF,3,,,TRACT # 950 LOT COM AT NE COR OF LOT 1,"TR # 25253 TH N 0Â00'20"" W 100 FT TH S",81Â W TO E LINE OF HOLLY AVE TH S,THEREON TO N LINE OF FAIRVIEW AVE TH E,AND FOLLOWING SD FAIRVIEW AVE TO A PT,ARR1YY,2700,1961,1961,14000
5778012021,1911,5.0,0,0,19690522,140181,227882,4,0,0,368063,10000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,,D,19930701,5,330,,,,910070000,CAMPUS DR,ARCADIA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,NO 11969,,,,LOT COM AT NW COR OF LOT 37 TR NO 11969,"TH N 0Â00'55"" W TO SW LINE OF CAMPUS DR","TH SE THEREON 92.23 FT TH S 0Â00'20"" E","TO NE COR OF SD LOT TH S 87Â25'18"" W",90.24 FT TO BEG  PART OF LOT 4 TRACT,ARR1*,7500,0,0,0
3012022036,11507,A1,0,0,19570522,14243,0,Ã¿,0,0,3985,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,B,0,0,0,,,,0,VAC/AVE R4/VIC PRENTISS AVE,PALMDALE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,THAT POR IN TRA 7330 OF LOT 1,,,,PARCEL MAP AS PER BK 188 P 82-83 OF P M*,,,,,PDR1*,010V,0,0,0
3012022037,7331,24,0,0,19730223,29849,7732025,Ã¿,0,0,7761874,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,20091006,0,1600,,E,,935500000,AVENUE R4,PALMDALE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,LOT 1,,,,PM 188-82-83 THAT   POR IN TRA 3341 OF,,,,,PDR1*,7100,0,0,0
3012022038,11507,24,0,0,19860910,15592,179019,4,0,0,194611,10000,0,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,,,D,19930630,68,1600,,E,,935500000,AVENUE R4,PALMDALE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,THAT POR IN TRA 7330 OF LOT 2,,,,PARCEL MAP AS PER BK 188 P 82-83 OF P M*,,,,,PDR1*,7200,1959,1959,6320
3012022039,7331,24,0,0,19860910,54527,393014,4,0,0,447541,10000,0,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,,,D,19930630,68,1600,,E,,935500000,AVENUE R4,PALMDALE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,THAT POR IN TRA 7332 OF LOT 2,,,,PARCEL MAP AS PER BK 188 P 82-83 OF P M*,,,,,PDR1*,7200,0,0,0
3012027046,15574,A1,0,0,19690326,7897,62453,4,0,0,70350,5000,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,19960616,68,37754,,,,935500000,LASKER AVE,PALMDALE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT NO 20053,27,,,,,,,,PDR1*,0100,1964,1964,1624
3012027047,15574,A1,0,0,19690326,7213,39614,Ã¿,0,0,46827,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,19930630,68,1510,,E,,935500000,AVENUE R4,PALMDALE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT NO 20053,28,,,,,,,,PDR1*,0100,1959,1959,1285
3040025014,4670,A1,0,0,19610203,2236,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,B,0,0,0,,,,0,VAC/AVE R2/VIC 145TH STE,SUN VILLAGE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT NO 8896,67,,,,,,,,LCA25*,010V,0,0,0
3049010020,4538,A1,0,0,19940307,11917,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,B,0,0,0,,,,0,VAC/AVE U/VIC 87TH E,LITTLEROCK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,"5 FT POR SE 1/4,SE 1/4 SEC 12 T5N R11W",,,,N 75 FT OF S 115 FT OF E 145 FT OF W 17,,,,,LCA210000,880V,0,0,0
3049010021,12907,24,0,0,19850405,197840,459192,Ã¿,0,0,558112,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,20000106,46,35647,,,,935430000,87TH ST E,LITTLEROCK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,1/4 OF SE 1/4 OF SE 1/4 SEC 12 T5N R11W,,,,FOR DESC SEE ASSESSOR'S MAPS POR OF SE,,,,,LCA210000*,7100,1995,1995,5582
3072013004,11556,24,0,0,20130318,28437,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,C/O ARCHDIOCESE OF LOS ANGELES,B,0,0,0,,,,0,VAC/AVE O/VIC 172ND STE,LAKE LOS ANGELES CA,F,20130514,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT NO 28487,4,,,,,,,,LCC2*,100V,0,0,0
3072013005,11556,24,0,0,20130318,28437,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,C/O ARCHDIOCESE OF LOS ANGELES,B,0,0,0,,,,0,VAC/COOLWATER AVE/VIC 172ND STE,LAKE LOS ANGELES CA,F,20130514,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT NO 28487,5,,,,,,,,LCC2*,100V,0,0,0
3072013006,11556,24,0,0,20130318,72806,284410,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,C/O ARCHDIOCESE OF LOS ANGELES,D,19970603,68,17134,,E,,935910000,AVENUE O,LAKE LOS ANGELES CA,F,20130514,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT NO 28487,6,,,,,,,,LCC2,7100,1989,1989,9846
3089009013,16784,A1,0,0,19730115,41187,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP,OF LOS ANGELES,,,B,0,0,0,,,,0,VAC/VIC AVE V/258 STE,BLACK BUTTE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,24,5N,8,E 1/2 OF NW 1/4 OF,,,,,LCA11*,580V,0,0,0
3089028023,16784,A1,0,0,19670000,24656,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP L A,,,,B,0,0,0,,,,0,VAC/VIC AVE W8/238 STE,BLACK BUTTE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,27,5N,8,27.11 MORE OR LESS ACS COM AT W 1/4 COR,OF SEC 27 T 5N R 8W TH S 356.72 FT TH S,"86Â50'26"" E 1003.82 FT TH S 84Â59'08"" E","1272.61 FT TH N 81Â28'07"" E TO E LINE OF",SW 1/4 OF SD SEC TH N TO N LINE OF SD,LCA11*,580V,0,0,0
3109002116,10241,24,0,0,19730223,97881,10284006,4,0,0,10381887,35000,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,19960616,42,42145,,,,935360000,30TH ST W,LANCASTER CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,SE 1/4 OF SE 1/4 OF SEC 31 T7N R12W,,,,E 1039.62 FT OF N 827.70 FT EX OF ST IN,,,,,LRA22,7100,0,0,0
3109002130,10241,A1,0,0,19960405,58679,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,B,0,0,0,,,,0,VAC/COR 30TH STW(PAV)/AVE M(PAV),WHITE FENCE FARMS CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,SE 1/4 OF SE 1/4 OF SEC 31 T7N R12W,,,,E 1047.83 FT OF S 500 FT EX OF STS IN,,,,,LRA22*,010V,0,0,0
3113006098,9610,A1,0,0,19910628,76900,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,B,0,0,0,,,,0,VAC/AVE C/VIC 45 STW,CALICHE CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,12,8N,13,*SE 1/4 OF SE 1/4 OF SW 1/4 OF,,,,,LCD22*,580V,0,0,0
3114009021,4815,24,0,0,19841023,37510,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,B,0,0,0,,,,0,VAC/VIC AVE F4/24TH STW,LANCASTER CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,1/4 OF NE 1/4 OF,32,8N,12,*N 330 FT OF E 330 FT OF W 990 FT OF SW,,,,,LCA22*,300V,0,0,0
3134007047,5835,24,0,0,20111108,396668,509932,4,0,0,906600,20000,0,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,,,D,20120823,0,625,,W,,935340000,KETTERING ST,LANCASTER CA,F,20130827,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,PM 370-31-35 LOT 1,,,,,,,,,LRHDR*,7100,0,0,0
