date,date_entered_updated,launch_timeutc,missile_name,missile_type,facility_name,facility_location,facility_latitude,facility_longitude,landing_location,test_outcome,additional_information,source(s),distance_miles,apogee_miles,geometry
2016-03-10,2017-01-06,,Scud-C,SRBM,Hwangju,"Hwangju,  North Hwanghae province",38.686834,125.702005,Sea of Japan or East Sea,Success,"Exact location of launch is uncertain. CNN states the missiles came from the North Hwanghae province, just south of Pyongyang which would suggest the test was carried out at Hwanju. Hwanju has become a fairly active testing location for North Korea. However, the BBC says the tests were carried out on the ""east coast"" of North Korea, which is impossible if they were conducted in the North Hwanghae province which does not border the sea. Unfortunately finding a direct source from somewhere like STRATCOM or the Japanese Ministry of Defense for this test has been difficult.",http://www.cnn.com/2016/03/10/asia/north-korea-missiles/; http://www.bbc.com/news/world-asia-35770198; http://www.mod.go.jp/e/pressconf/2016/03/160311.html,,,POINT (125.702005 38.686834)
2016-02-07,2017-11-28,00:29:00,Unha-3,SLV,Sohae Satellite Launching Station,"Cholsan County, North Pyongan Province",39.6596,124.7057,,Success,"North Korea successfully inserted a satellite into orbit. South Korea estimates the satellite has a mass of about 200 kg, about twice the estimated mass of North Korea's previous satellite. ",http://www.bbc.com/news/world-asia-35515207; https://www.csis.org/analysis/north-korea%E2%80%99s-february-2016-satellite-launch; http://38north.org/2016/02/melleman021016/,,312.0,POINT (124.7057 39.6596)
2015-12-21,2017-01-06,,Pukguksong-1,SLBM,Sinpo Shipyard,South Hamgyong province,40.0368,128.1839,,Failure,"The missile appeared to have ejected successfully, however, it then exploded. North Korea appears to have doctored the footage to make it appear as though the test was a success.",http://www.armscontrolwonk.com/archive/1200759/video-analysis-of-dprk-slbm-footage/; http://thediplomat.com/2016/01/north-korea-tests-a-submerged-launch-ballistic-missile-take-3/,,,POINT (128.1839 40.0368)
2015-11-28,2017-01-06,,Pukguksong-1,SLBM,Sinpo Shipyard,South Hamgyong province,40.0368,128.1839,,Failure,"Reportedly, the missile failed to properly eject from the submarine causing damage to the sub itself. The sub appears to have undergone repairs and remains seaworthy.",http://thediplomat.com/2015/11/north-koreas-submarine-launched-ballistic-missile-test-fails/; http://www.koreatimesus.com/institute-n-korea-continues-to-develop-sub-missile-despite-setback/,,,POINT (128.1839 40.0368)
2015-05-08,2017-01-06,,Pukguksong-1,SLBM,Sinpo Shipyard,South Hamgyong province,40.0368,128.1839,,Success,"Later analysis of this test showed that it was not launched from a submarine, like North Korea claimed, but from a submerged barge. Nevertheless, the test marked an important milestone for North Korean missile development. North Korea announced this test on May 9th (local time) but most assume the test occurred the day before.",http://www.defensenews.com/story/defense/international/asia-pacific/2015/05/10/north-korea-submarine-launched-ballistic-missile-test-fired/27083023/; http://38north.org/2015/05/jbermudez051315/; http://thediplomat.com/2015/05/a-first-north-korea-tests-polaris-1-slbm/; ,,,POINT (128.1839 40.0368)
2015-04-03,2017-01-06,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2015-04-03,2017-01-06,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2015-04-03,2017-01-06,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2015-04-03,2017-01-06,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2015-04-02,2017-01-06,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2015-03-01,2017-01-06,,Scud-C,SRBM,Nampo,South Pyongan Province,38.7523,125.3247,Sea of Japan or East Sea,Success,These tests took place slightly south of Nampo. A more precise location could not be established.,http://www.voanews.com/a/north-korea-fires-rockets-as-joint-us-south-korean-maneuvers-begin/2664198.html; http://www.astronautix.com/k/koreanorth.html; http://www.mod.go.jp/e/pressconf/2015/03/150302.html,305.0,83.0,POINT (125.3247 38.7523)
2015-03-01,2017-01-06,,Scud-C,SRBM,Nampo,South Pyongan Province,38.7523,125.3247,Sea of Japan or East Sea,Success,These tests took place slightly south of Nampo. A more precise location could not be established.,http://www.voanews.com/a/north-korea-fires-rockets-as-joint-us-south-korean-maneuvers-begin/2664198.html; http://www.astronautix.com/k/koreanorth.html; http://www.mod.go.jp/e/pressconf/2015/03/150302.html,305.0,83.0,POINT (125.3247 38.7523)
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2014-09-06,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2014-09-01,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2014-08-14,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2014-07-26,2017-01-05,,Scud-C,SRBM,,,,,Sea of Japan or East Sea,Success,The most specific location information acquired for this test so far is that it occurred in the Southwest of the Hwanghae province in North Korea. Unfortunately nobody seems to clarify whether this was the province of North Hwanghae or South Hwanghae.,http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.npr.org/sections/thetwo-way/2014/07/26/335581206/north-korea-reportedly-tests-short-range-ballistic-missile; http://www.washingtontimes.com/news/2014/jul/26/north-korea-fires-short-range-missile-sea/; ,311.0,,POINT EMPTY
2014-07-13,2017-01-05,,Scud-C,SRBM,Kaesong,North Hwanghae Province,37.9382,126.5878,Sea of Japan or East Sea,Success,These tests actually took place just outside of Kaesong. A more precise location could not be established.,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.cnn.com/2014/07/12/world/asia/north-korea-missiles/; http://www.usatoday.com/story/news/world/2014/07/13/north-korea-launches-missiles-in-latest-test-fire/12591371/; https://www.theguardian.com/world/2014/jul/13/north-korea-missiles-sea-military-drill; http://www.mod.go.jp/e/pressconf/2014/07/140713.html; http://www.armscontrolwonk.com/archive/207549/dprk-missile-rocket-launches/,311.0,75.0,POINT (126.5878 37.9382)
2014-07-13,2017-01-05,,Scud-C,SRBM,Kaesong,North Hwanghae Province,37.9382,126.5878,Sea of Japan or East Sea,Success,These tests actually took place just outside of Kaesong. A more precise location could not be established.,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.cnn.com/2014/07/12/world/asia/north-korea-missiles/; http://www.usatoday.com/story/news/world/2014/07/13/north-korea-launches-missiles-in-latest-test-fire/12591371/; https://www.theguardian.com/world/2014/jul/13/north-korea-missiles-sea-military-drill; http://www.mod.go.jp/e/pressconf/2014/07/140713.html; http://www.armscontrolwonk.com/archive/207549/dprk-missile-rocket-launches/,311.0,75.0,POINT (126.5878 37.9382)
2014-07-09,2017-11-29,,Scud-C,SRBM,Hwangju,"Hwangju,  North Hwanghae province",38.686834,125.702005,Sea of Japan or East Sea,Success,,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.cnn.com/2014/07/08/world/asia/north-korea-missiles/; http://www.nytimes.com/2014/07/09/world/asia/north-korea-fires-2-more-ballistic-missiles.html; http://www.mod.go.jp/e/pressconf/2014/07/140709a.html; http://web-uridongpo.com/2014/07/10/%EC%A1%B0%EC%84%A0%EC%9D%B8%EB%AF%BC%EA%B5%B0-%EC%B5%9C%EA%B3%A0%EC%82%AC%EB%A0%B9%EA%B4%80-%EA%B9%80%EC%A0%95%EC%9D%80%EB%8F%99%EC%A7%80%EA%BB%98%EC%84%9C-%EC%A1%B0%EC%84%A0%EC%9D%B8%EB%AF%BC-10/; http://korean.people.com.cn/84966/98347/15430926.html#;,311.0,62.0,POINT (125.702005 38.686834)
2014-07-09,2017-11-29,,Scud-C,SRBM,Hwangju,"Hwangju,  North Hwanghae province",38.686834,125.702005,Sea of Japan or East Sea,Success,Launch appears to have taken place at night. Images are similar to other images taken from Hwangju,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.cnn.com/2014/07/08/world/asia/north-korea-missiles/; http://www.nytimes.com/2014/07/09/world/asia/north-korea-fires-2-more-ballistic-missiles.html; http://www.mod.go.jp/e/pressconf/2014/07/140709a.html; http://web-uridongpo.com/2014/07/10/%EC%A1%B0%EC%84%A0%EC%9D%B8%EB%AF%BC%EA%B5%B0-%EC%B5%9C%EA%B3%A0%EC%82%AC%EB%A0%B9%EA%B4%80-%EA%B9%80%EC%A0%95%EC%9D%80%EB%8F%99%EC%A7%80%EA%BB%98%EC%84%9C-%EC%A1%B0%EC%84%A0%EC%9D%B8%EB%AF%BC-10/; http://korean.people.com.cn/84966/98347/15430926.html#;,311.0,62.0,POINT (125.702005 38.686834)
2014-06-29,2017-08-23,,Scud-C,SRBM,Masikryong,"Kangwon Province, (North Korea)",39.065962,127.250257,Sea of Japan or East Sea,Success,"Initially placed at Wonson airport, this test actually took place slightly to the West of its originally plotted location at a ski resort just outside Wonson. The resort, which was under contruction at the time, is called the Masikryong Ski Resort. The test was approximately 23 km from the originally plotted location. This ski resort itself is an interesting choice to hold this test at. North Korea built the resort in the hopes to host a few events from the 2018 Winter Olympic Games at the resort. If North Korea does get to host a few events at the resort, Olympians will get the unique experience of snowboarding around a North Korea missile test site. It seems somewhat ironic to host a few Olympic events where a missile test, designed to intimidate neighbors, was carried out.",http://www.astronautix.com/g/gitdaeryung.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://nypost.com/2014/06/29/north-korea-fired-more-short-range-missiles-seoul/; http://www.reuters.com/article/us-northkorea-missiles-idUSKBN0F405H20140629; http://www.cnn.com/2014/06/28/world/asia/north-korea-missile-launch/,,93.0,POINT (127.250257 39.065962)
2014-06-29,2017-08-23,,Scud-C,SRBM,Masikryong,"Kangwon Province, (North Korea)",39.065962,127.250257,Sea of Japan or East Sea,Success,"Initially placed at Wonson airport, this test actually took place slightly to the West of its originally plotted location at a ski resort just outside Wonson. The resort, which was under contruction at the time, is called the Masikryong Ski Resort. The test was approximately 23 km from the originally plotted location. This ski resort itself is an interesting choice to hold this test at. North Korea built the resort in the hopes to host a few events from the 2018 Winter Olympic Games at the resort. If North Korea does get to host a few events at the resort, Olympians will get the unique experience of snowboarding around a North Korea missile test site. It seems somewhat ironic to host a few Olympic events where a missile test, designed to intimidate neighbors, was carried out.",http://www.astronautix.com/g/gitdaeryung.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://nypost.com/2014/06/29/north-korea-fired-more-short-range-missiles-seoul/; http://www.reuters.com/article/us-northkorea-missiles-idUSKBN0F405H20140629; http://www.cnn.com/2014/06/28/world/asia/north-korea-missile-launch/,,93.0,POINT (127.250257 39.065962)
2014-06-26,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,The exact location of this test is unclear.,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,,,POINT (127.5369 39.40167)
2014-03-26,2017-01-05,,Nodong,MRBM,Sunchon Airbase,South Pyongan Province,39.412594,125.89031,Sea of Japan or East Sea,Success,,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; https://www.armscontrol.org/factsheets/dprkchron; http://www.nytimes.com/2014/03/26/world/asia/north-korea-launches-two-midrange-missiles.html; http://www.bbc.com/news/world-asia-26743197; ,404.0,93.0,POINT (125.89031 39.412594)
2014-03-26,2017-01-05,,Nodong,MRBM,Sunchon Airbase,South Pyongan Province,39.412594,125.89031,Sea of Japan or East Sea,Success,,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; https://www.armscontrol.org/factsheets/dprkchron; http://www.nytimes.com/2014/03/26/world/asia/north-korea-launches-two-midrange-missiles.html; http://www.bbc.com/news/world-asia-26743197; ,404.0,93.0,POINT (125.89031 39.412594)
2014-03-03,2017-01-05,,Scud-C,SRBM,Wonsan Kalma International Airport,"Kangwon Province, (North Korea)",39.1677,127.4817,Sea of Japan or East Sea,Success,,http://www.astronautix.com/g/gitdaeryung.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.upi.com/North-Korea-fires-2-more-short-range-missiles/12901393868685/; http://www.cnbc.com/2014/03/03/north-korea-fires-2-more-missiles-amid-us-drills.html; http://www.cnn.com/2014/03/02/world/asia/north-korea-missiles/; http://www.armscontrolwonk.com/archive/207549/dprk-missile-rocket-launches/; http://www.mod.go.jp/e/pressconf/2014/03/140304.html,311.0,93.0,POINT (127.4817 39.1677)
2014-03-03,2017-01-05,,Scud-C,SRBM,Wonsan Kalma International Airport,"Kangwon Province, (North Korea)",39.1677,127.4817,Sea of Japan or East Sea,Success,,http://www.astronautix.com/g/gitdaeryung.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.upi.com/North-Korea-fires-2-more-short-range-missiles/12901393868685/; http://www.cnbc.com/2014/03/03/north-korea-fires-2-more-missiles-amid-us-drills.html; http://www.cnn.com/2014/03/02/world/asia/north-korea-missiles/; http://www.armscontrolwonk.com/archive/207549/dprk-missile-rocket-launches/; http://www.mod.go.jp/e/pressconf/2014/03/140304.html,311.0,,POINT (127.4817 39.1677)
2014-02-27,2017-01-05,,Scud-B,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,"It is possible this was a Scud-C. The missiles travelled a relatively short distance however, so short that South Korea initially assumed these were a KN-02 test. They later revised their assessment of these missiles as being Scuds. The range of this test puts these missiles on par with the Scud-B, however, North Korea has not launched any of those in a long time. It is also possible North Korea purposely targetted the missile in such a way as to limit its range. The evidence and available information is not really clear.",http://www.astronautix.com/k/koreanorth.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBREA1Q0U520140227; http://www.nytimes.com/2014/02/28/world/asia/north-korea-displays-another-captured-missionary.html; https://www.csis.org/analysis/north-korea%E2%80%99s-scud-missile-test; https://www.nknews.org/2014/02/north-korea-launches-four-short-range-missiles-into-east-sea/,124.0,,POINT (127.6236 38.99083)
2014-02-27,2017-01-05,,Scud-B,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,"It is possible this was a Scud-C. The missiles travelled a relatively short distance however, so short that South Korea initially assumed these were a KN-02 test. They later revised their assessment of these missiles as being Scuds. The range of this test puts these missiles on par with the Scud-B, however, North Korea has not launched any of those in a long time. It is also possible North Korea purposely targetted the missile in such a way as to limit its range. The evidence and available information is not really clear.",http://www.astronautix.com/k/koreanorth.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBREA1Q0U520140227; http://www.nytimes.com/2014/02/28/world/asia/north-korea-displays-another-captured-missionary.html; https://www.csis.org/analysis/north-korea%E2%80%99s-scud-missile-test; https://www.nknews.org/2014/02/north-korea-launches-four-short-range-missiles-into-east-sea/,124.0,,POINT (127.6236 38.99083)
2014-02-27,2017-01-05,,Scud-B,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,"It is possible this was a Scud-C. The missiles travelled a relatively short distance however, so short that South Korea initially assumed these were a KN-02 test. They later revised their assessment of these missiles as being Scuds. The range of this test puts these missiles on par with the Scud-B, however, North Korea has not launched any of those in a long time. It is also possible North Korea purposely targetted the missile in such a way as to limit its range. The evidence and available information is not really clear.",http://www.astronautix.com/k/koreanorth.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBREA1Q0U520140227; http://www.nytimes.com/2014/02/28/world/asia/north-korea-displays-another-captured-missionary.html; https://www.csis.org/analysis/north-korea%E2%80%99s-scud-missile-test; https://www.nknews.org/2014/02/north-korea-launches-four-short-range-missiles-into-east-sea/,124.0,50.0,POINT (127.6236 38.99083)
2014-02-27,2017-01-05,,Scud-B,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,"It is possible this was a Scud-C. The missiles travelled a relatively short distance however, so short that South Korea initially assumed these were a KN-02 test. They later revised their assessment of these missiles as being Scuds. The range of this test puts these missiles on par with the Scud-B, however, North Korea has not launched any of those in a long time. It is also possible North Korea purposely targetted the missile in such a way as to limit its range. The evidence and available information is not really clear.",http://www.astronautix.com/k/koreanorth.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBREA1Q0U520140227; http://www.nytimes.com/2014/02/28/world/asia/north-korea-displays-another-captured-missionary.html; https://www.csis.org/analysis/north-korea%E2%80%99s-scud-missile-test; https://www.nknews.org/2014/02/north-korea-launches-four-short-range-missiles-into-east-sea/,124.0,,POINT (127.6236 38.99083)
2013-05-20,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,This missile type is extremely unclear. It is highly possible this and the other missiles launched during this test were anti-ship missiles or MLRS missiles. Both of these are too small and lack the range to be counted in this dataset which is why these are labeled as unconfirmed. The specific location is also dubious at best. We know North Korea likes to conduct MLRS tests here and the reports label the tests as occuring on the East Coast of North Korea.,http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94H04P20130519; http://www.nytimes.com/2013/05/19/world/asia/north-korea-missiles.html; http://www.nytimes.com/2013/05/20/world/asia/north-korea-again-fires-short-range-missiles.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94I04720130520,,,POINT (127.5369 39.40167)
2013-05-20,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,This missile type is extremely unclear. It is highly possible this and the other missiles launched during this test were anti-ship missiles or MLRS missiles. Both of these are too small and lack the range to be counted in this dataset which is why these are labeled as unconfirmed. The specific location is also dubious at best. We know North Korea likes to conduct MLRS tests here and the reports label the tests as occuring on the East Coast of North Korea.,http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94H04P20130519; http://www.nytimes.com/2013/05/19/world/asia/north-korea-missiles.html; http://www.nytimes.com/2013/05/20/world/asia/north-korea-again-fires-short-range-missiles.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94I04720130520,,,POINT (127.5369 39.40167)
2013-05-19,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,This missile type is extremely unclear. It is highly possible this and the other missiles launched during this test were anti-ship missiles or MLRS missiles. Both of these are too small and lack the range to be counted in this dataset which is why these are labeled as unconfirmed. The specific location is also dubious at best. We know North Korea likes to conduct MLRS tests here and the reports label the tests as occuring on the East Coast of North Korea.,http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94H04P20130519; http://www.nytimes.com/2013/05/19/world/asia/north-korea-missiles.html; http://www.nytimes.com/2013/05/20/world/asia/north-korea-again-fires-short-range-missiles.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94I04720130520,,,POINT (127.5369 39.40167)
2013-05-18,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,This missile type is extremely unclear. It is highly possible this and the other missiles launched during this test were anti-ship missiles or MLRS missiles. Both of these are too small and lack the range to be counted in this dataset which is why these are labeled as unconfirmed. The specific location is also dubious at best. We know North Korea likes to conduct MLRS tests here and the reports label the tests as occuring on the East Coast of North Korea.,http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94H04P20130519; http://www.nytimes.com/2013/05/19/world/asia/north-korea-missiles.html; http://www.nytimes.com/2013/05/20/world/asia/north-korea-again-fires-short-range-missiles.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94I04720130520,,,POINT (127.5369 39.40167)
2013-05-18,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,This missile type is extremely unclear. It is highly possible this and the other missiles launched during this test were anti-ship missiles or MLRS missiles. Both of these are too small and lack the range to be counted in this dataset which is why these are labeled as unconfirmed. The specific location is also dubious at best. We know North Korea likes to conduct MLRS tests here and the reports label the tests as occuring on the East Coast of North Korea.,http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94H04P20130519; http://www.nytimes.com/2013/05/19/world/asia/north-korea-missiles.html; http://www.nytimes.com/2013/05/20/world/asia/north-korea-again-fires-short-range-missiles.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94I04720130520,,,POINT (127.5369 39.40167)
2013-05-18,2017-01-05,,KN-02,SRBM,Hodo Peninsula,"Kangwon Province, (North Korea)",39.40167,127.5369,Sea of Japan or East Sea,Success,This missile type is extremely unclear. It is highly possible this and the other missiles launched during this test were anti-ship missiles or MLRS missiles. Both of these are too small and lack the range to be counted in this dataset which is why these are labeled as unconfirmed. The specific location is also dubious at best. We know North Korea likes to conduct MLRS tests here and the reports label the tests as occuring on the East Coast of North Korea.,http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94H04P20130519; http://www.nytimes.com/2013/05/19/world/asia/north-korea-missiles.html; http://www.nytimes.com/2013/05/20/world/asia/north-korea-again-fires-short-range-missiles.html,,,POINT (127.5369 39.40167)
2012-12-12,2017-01-05,,Unha-3,SLV,Sohae Satellite Launching Station,"Cholsan County, North Pyongan Province",39.6596,124.7057,,Success,This was the first successful satellite insertion caried out by North Korea. No transmissions from the satellite were detected and amateur observations showed the satellite was tumbling. It is assumed that the satellite was either a dummy or failed shortly after launch. Orbital information: Apogee: 581 km (361 mi). Perigee: 498 km (309 mi). Inclination: 97.4000 deg. Period: 95.40 min.,http://www.astronautix.com/k/koreanorth.html; http://www.nytimes.com/2012/12/12/world/asia/north-korea-launches-rocket-defying-likely-sanctions.html,,361.0,POINT (124.7057 39.6596)
2012-04-13,2017-01-05,,Unha-3,SLV,Sohae Satellite Launching Station,"Cholsan County, North Pyongan Province",39.6596,124.7057,Pacific Ocean,Failure,"This was Kim Jong Un's first test as leader of North Korea. The launch is also refered to as the launch of Kwangmyŏngsŏng-3, the satellite payload. The rocket was also the first rocket launched from Sohae, on the west side of North Korea and aimed south. This was presumably to prevent it from violating Japanese airspace. The rocket itself reached an altitude of about 120 kilometers before exploding about 90 seconds into launch. The debris landed about 165 km in the ocean west of Seoul. The test followed an Obama administration attempt to revive the missile testing moratorium (referred to as ""the leap day deal""). However, the resulting deal did not address space launches which likely prompted North Korea to carry out this test. The launch proved to be fairly embarrasing for the Obama administration which had pushed for a missile deal and the experience likely prevented further attempts at negotiating a missile or nuclear freeze with the regime.",http://www.nytimes.com/2012/04/13/world/asia/north-korea-launches-rocket-defying-world-warnings.html; https://en.wikipedia.org/wiki/Kwangmy%C5%8Fngs%C5%8Fng-3; http://www.astronautix.com/k/koreanorth.html,,,POINT (124.7057 39.6596)
2009-07-05,2017-01-05,,Scud-C,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://english.hani.co.kr/arti/english_edition/e_northkorea/364175.html; http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=2907043; http://www.washingtonpost.com/wp-dyn/content/article/2009/07/04/AR2009070400061.html,,,POINT (127.6236 38.99083)
