facid,facility_name,penalties,penalties_sum,bed_capacity,fac_fdr,penalties_per_10_beds,penalties_sum_per_10_beds
120001477,LINWOOD MEADOWS CARE CENTER,8,27100.0,98.0,SKILLED NURSING FACILITY,0.82,2765.31
120001522,PORTERVILLE CONVALESCENT HOSPITAL,2,2000.0,99.0,SKILLED NURSING FACILITY,0.2,202.02
120001526,LINDSAY GARDENS NURSING & REHABILITATION,4,24000.0,99.0,SKILLED NURSING FACILITY,0.4,2424.24
140000003,DELTA VIEW POST ACUTE,4,11075.0,99.0,SKILLED NURSING FACILITY,0.4,1118.69
140000012,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,10,284500.0,309.0,GENERAL ACUTE CARE HOSPITAL,0.32,9207.12
140000014,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,5,10300.0,203.0,GENERAL ACUTE CARE HOSPITAL,0.25,507.39
140000016,SUTTER DELTA MEDICAL CENTER,9,151430.0,129.0,GENERAL ACUTE CARE HOSPITAL,0.7,11738.76
140000023,BAYBERRY SKILLED NURSING & HEALTHCARE CENTER,8,51000.0,99.0,SKILLED NURSING FACILITY,0.81,5151.52
140000030,SAN PABLO HEALTHCARE & WELLNESS CENTER,11,37600.0,108.0,SKILLED NURSING FACILITY,1.02,3481.48
140000034,HIGHLAND HOSPITAL,17,213787.0,161.0,GENERAL ACUTE CARE HOSPITAL,1.06,13278.7
140000038,GREENRIDGE POST ACUTE,9,44850.0,60.0,SKILLED NURSING FACILITY,1.5,7475.0
140000041,ST ROSE HOSPITAL,2,16700.0,139.0,GENERAL ACUTE CARE HOSPITAL,0.14,1201.44
140000051,LA CASA VIA TRANSITIONAL CARE CENTER,5,42270.0,97.0,SKILLED NURSING FACILITY,0.52,4357.73
140000061,VALE HEALTHCARE CENTER,27,294115.0,202.0,SKILLED NURSING FACILITY,1.34,14560.15
140000062,WINDSOR MANOR REHABILITATION CENTER OF CONCORD,9,22200.0,190.0,SKILLED NURSING FACILITY,0.47,1168.42
140000078,TAMPICO TERRACE CARE CENTER,7,35150.0,109.0,SKILLED NURSING FACILITY,0.64,3224.77
140000080,SHIELDS RICHMOND NURSING CENTER,15,79575.0,84.0,SKILLED NURSING FACILITY,1.79,9473.21
140000081,MORAGA POST ACUTE,1,1200.0,49.0,SKILLED NURSING FACILITY,0.2,244.9
140000082,WINDSOR ROSEWOOD CARE CENTER,38,37900.0,113.0,SKILLED NURSING FACILITY,3.36,3353.98
140000083,WALNUT CREEK SKILLED NURSING & REHABILITATION CENTER,17,237262.0,180.0,SKILLED NURSING FACILITY,0.94,13181.22
140000086,PLEASANTON NURSING AND REHABILITATION CENTER,6,18950.0,139.0,SKILLED NURSING FACILITY,0.43,1363.31
140000092,"ORINDA CARE CENTER, LLC",6,10600.0,47.0,SKILLED NURSING FACILITY,1.28,2255.32
140000102,LEGACY NURSING AND REHABILITATION CENTER,27,88150.0,96.0,SKILLED NURSING FACILITY,2.81,9182.29
140000105,LONE TREE POST ACUTE,6,5800.0,99.0,SKILLED NURSING FACILITY,0.61,585.86
140000118,WASHINGTON HOSPITAL,11,66112.0,372.0,GENERAL ACUTE CARE HOSPITAL,0.3,1777.2
140000121,WILLOW PASS HEALTHCARE CENTER,5,4650.0,83.0,SKILLED NURSING FACILITY,0.6,560.24
140000122,THE VINEYARDS HEALTHCARE CENTER,2,1500.0,83.0,SKILLED NURSING FACILITY,0.24,180.72
140000130,DANVILLE POST-ACUTE REHAB,1,5050.0,54.0,SKILLED NURSING FACILITY,0.19,935.19
140000136,SAN MIGUEL VILLA,11,13140.0,190.0,SKILLED NURSING FACILITY,0.58,691.58
140000138,CREEKSIDE HEALTHCARE CENTER,3,29150.0,80.0,SKILLED NURSING FACILITY,0.38,3643.75
140000148,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,8,8100.0,89.0,GENERAL ACUTE CARE HOSPITAL,0.9,910.11
140000183,EDEN MEDICAL CENTER,10,43449.0,118.0,GENERAL ACUTE CARE HOSPITAL,0.85,3682.12
140000187,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,25,205975.0,535.0,GENERAL ACUTE CARE HOSPITAL,0.47,3850.0
140000188,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,20,338750.0,315.0,GENERAL ACUTE CARE HOSPITAL,0.63,10753.97
140000190,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,4,9850.0,221.0,GENERAL ACUTE CARE HOSPITAL,0.18,445.7
140000195,CONTRA COSTA REGIONAL MEDICAL CENTER,26,144620.0,99.0,GENERAL ACUTE CARE HOSPITAL,2.63,14608.08
140000196,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,11,59220.0,244.0,GENERAL ACUTE CARE HOSPITAL,0.45,2427.05
140000321,ALAMEDA COUNTY MEDICAL CENTER D/P SNF,11,23200.0,109.0,SKILLED NURSING FACILITY,1.01,2128.44
140000396,SHIELDS NURSING CENTER,1,2000.0,45.0,SKILLED NURSING FACILITY,0.22,444.44
140000425,ALTA BATES SUMMIT MEDICAL CENTER,11,102062.0,397.0,GENERAL ACUTE CARE HOSPITAL,0.28,2570.83
140000564,DIAMOND RIDGE HEALTHCARE CENTER,6,15800.0,120.0,SKILLED NURSING FACILITY,0.5,1316.67
140000574,ALHAMBRA CONVALESCENT HOSPITAL,3,2700.0,44.0,SKILLED NURSING FACILITY,0.68,613.64
140000686,ALAMEDA HOSPITAL D/P SNF,1,16000.0,35.0,SKILLED NURSING FACILITY,0.29,4571.43
140000704,SAN RAMON REGIONAL MEDICAL CENTER,3,19600.0,99.0,GENERAL ACUTE CARE HOSPITAL,0.3,1979.8
140000707,FREMONT HOSPITAL,1,75000.0,148.0,ACUTE PSYCHIATRIC HOSPITAL,0.07,5067.57
140000733,STONEBROOK HEALTHCARE CENTER,1,1000.0,120.0,SKILLED NURSING FACILITY,0.08,83.33
140000797,STANFORD HEALTH CARE - VALLEYCARE,2,38200.0,116.0,GENERAL ACUTE CARE HOSPITAL,0.17,3293.1
140000832,JOHN MUIR BEHAVIORAL HEALTH CENTER,1,30000.0,73.0,ACUTE PSYCHIATRIC HOSPITAL,0.14,4109.59
140000962,PITTSBURG SKILLED NURSING CENTER,5,7700.0,49.0,SKILLED NURSING FACILITY,1.02,1571.43
140001086,KAISER FOUNDATION HOSPITAL - FREMONT,8,57200.0,72.0,GENERAL ACUTE CARE HOSPITAL,1.11,7944.44
140001126,MANORCARE HEALTH SERVICES - TICE VALLEY,4,19600.0,120.0,SKILLED NURSING FACILITY,0.33,1633.33
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,11,7200.0,207.0,GENERAL ACUTE CARE HOSPITAL,0.53,347.83
140001278,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL D/P SNF,3,80000.0,31.0,SKILLED NURSING FACILITY,0.97,25806.45
140001291,AVONDALE VILLA POST-ACUTE,2,1550.0,37.0,SKILLED NURSING FACILITY,0.54,418.92
150001227,DEPARTMENT OF STATE HOSPITALS - NAPA,107,1075550.0,1231.0,INTERMEDIATE CARE FACILITY,0.87,8737.21
150001228,DEPARTMENT OF STATE HOSPITALS - NAPA,5,83100.0,36.0,SKILLED NURSING FACILITY,1.39,23083.33
150001231,VETERANS HOME OF CALIFORNIA - YOUNTVILLE,7,17000.0,274.0,SKILLED NURSING FACILITY,0.26,620.44
150001235,VETERANS HOME OF CALIFORNIA - YOUNTVILLE,1,1000.0,107.0,INTERMEDIATE CARE FACILITY,0.09,93.46
150001245,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,11,179500.0,964.0,INTERMEDIATE CARE FACILITY,0.11,1862.03
170001776,CANYON SPRINGS,26,159600.0,63.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,4.13,25333.33
170001857,DEPARTMENT OF STATE HOSPITALS - PATTON D/P ICF,22,324250.0,860.0,INTERMEDIATE CARE FACILITY,0.26,3770.35
170001858,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,1,4797.0,1004.0,ACUTE PSYCHIATRIC HOSPITAL,0.01,47.78
170001860,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,4,110350.0,102.0,SKILLED NURSING FACILITY,0.39,10818.63
170001867,VETERANS HOME OF CALIFORNIA - BARSTOW,7,40950.0,60.0,SKILLED NURSING FACILITY,1.17,6825.0
170001870,VETERANS HOME OF CALIFORNIA - CHULA VISTA,6,7250.0,180.0,SKILLED NURSING FACILITY,0.33,402.78
170001873,LA COUNTY SHERIFF'S DEPT TWIN TOWERS CTC,3,47600.0,196.0,CORRECTIONAL TREATMENT CENTER,0.15,2428.57
170001877,PORTERVILLE DEVELOPMENTAL CENTER D/P ICFDD (STP),16,43850.0,469.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0.34,934.97
170001878,PORTERVILLE DEVELOPMENTAL CENTER D/P ICFDD,32,219150.0,121.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2.64,18111.57
170001882,PARIS-LAMB HEALTH CENTER,1,800.0,39.0,SKILLED NURSING FACILITY,0.26,205.13
220000003,CHINESE HOSPITAL,2,50200.0,82.0,GENERAL ACUTE CARE HOSPITAL,0.24,6121.95
220000007,SAN MATEO MEDICAL CENTER,1,50000.0,55.0,GENERAL ACUTE CARE HOSPITAL,0.18,9090.91
220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,10,402575.0,229.0,GENERAL ACUTE CARE HOSPITAL,0.44,17579.69
220000009,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,3,128600.0,105.0,GENERAL ACUTE CARE HOSPITAL,0.29,12247.62
220000010,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,6,39470.0,133.0,GENERAL ACUTE CARE HOSPITAL,0.45,2967.67
220000017,MILLS-PENINSULA MEDICAL CENTER,9,102217.5,229.0,GENERAL ACUTE CARE HOSPITAL,0.39,4463.65
220000018,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,4,98852.0,110.0,GENERAL ACUTE CARE HOSPITAL,0.36,8986.55
220000019,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUM,25,1544040.0,263.0,GENERAL ACUTE CARE HOSPITAL,0.95,58708.75
220000020,LAWTON SKILLED NURSING & REHABILITATION CENTER,6,26561.0,68.0,SKILLED NURSING FACILITY,0.88,3906.03
220000022,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,11,466400.0,266.0,GENERAL ACUTE CARE HOSPITAL,0.41,17533.83
220000023,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS,2,114052.0,145.0,GENERAL ACUTE CARE HOSPITAL,0.14,7865.66
220000025,SEQUOIA HOSPITAL,8,54952.0,192.0,GENERAL ACUTE CARE HOSPITAL,0.42,2862.08
220000026,AHMC SETON MEDICAL CENTER,4,12200.0,201.0,GENERAL ACUTE CARE HOSPITAL,0.2,606.97
220000029,SAINT FRANCIS MEMORIAL HOSPITAL,11,64900.0,225.0,GENERAL ACUTE CARE HOSPITAL,0.49,2884.44
220000030,ST. MARY'S MEDICAL CENTER,8,483900.0,240.0,GENERAL ACUTE CARE HOSPITAL,0.33,20162.5
220000031,UCSF MEDICAL CENTER,115,1173900.0,576.0,GENERAL ACUTE CARE HOSPITAL,2.0,20380.21
220000033,LANGLEY PORTER PSYCHIATRIC INSTITUTE,1,100.0,56.0,ACUTE PSYCHIATRIC HOSPITAL,0.18,17.86
220000038,VISTA TERRACE OF BELMONT,1,20000.0,33.0,SKILLED NURSING FACILITY,0.3,6060.61
220000039,SAN FRANCISCO HEALTH CARE,17,76945.0,168.0,SKILLED NURSING FACILITY,1.01,4580.06
220000041,BROOKSIDE SKILLED NURSING HOSPITAL,8,29100.0,96.0,SKILLED NURSING FACILITY,0.83,3031.25
220000042,BURLINGAME SKILLED NURSING D/P SNF,13,178500.0,281.0,SKILLED NURSING FACILITY,0.46,6352.31
220000045,CARLMONT GARDENS NURSING CENTER,6,14200.0,74.0,SKILLED NURSING FACILITY,0.81,1918.92
220000046,CENTRAL GARDENS POST ACUTE,7,37550.0,92.0,SKILLED NURSING FACILITY,0.76,4081.52
220000047,ATHERTON PARK POST-ACUTE,11,96620.0,160.0,SKILLED NURSING FACILITY,0.69,6038.75
220000048,SAN FRANCISCO POST ACUTE,3,27000.0,53.0,SKILLED NURSING FACILITY,0.57,5094.34
220000053,DEVONSHIRE OAKS NURSING CENTER,2,2650.0,38.0,SKILLED NURSING FACILITY,0.53,697.37
220000056,HAYES CONVALESCENT HOSPITAL,1,0.0,34.0,SKILLED NURSING FACILITY,0.29,0.0
220000058,HERITAGE ON THE MARINA,3,23000.0,32.0,SKILLED NURSING FACILITY,0.94,7187.5
220000060,THE AVENUES TRANSITIONAL CARE CENTER,2,3000.0,140.0,SKILLED NURSING FACILITY,0.14,214.29
220000061,PENINSULA POST-ACUTE,7,35000.0,62.0,SKILLED NURSING FACILITY,1.13,5645.16
220000069,LINDA MAR CARE CENTER,15,16700.0,59.0,SKILLED NURSING FACILITY,2.54,2830.51
220000076,PACIFICA NURSING AND REHAB CENTER,4,4000.0,68.0,SKILLED NURSING FACILITY,0.59,588.24
220000077,PACIFIC HEIGHTS TRANSITIONAL CARE CENTER,4,3942.5,120.0,SKILLED NURSING FACILITY,0.33,328.54
220000082,CITY VIEW POST ACUTE,18,53350.0,180.0,SKILLED NURSING FACILITY,1.0,2963.89
220000084,SEQUOIAS SAN FRANCISCO CONVALESCENT HOSPITAL,3,22400.0,50.0,SKILLED NURSING FACILITY,0.6,4480.0
220000085,THE SEQUOIAS,3,39300.0,43.0,SKILLED NURSING FACILITY,0.7,9139.53
220000087,MILLBRAE CARE CENTER,8,51750.0,140.0,SKILLED NURSING FACILITY,0.57,3696.43
220000089,ST. FRANCIS CONVALESCENT PAVILION,6,27675.0,239.0,SKILLED NURSING FACILITY,0.25,1157.95
220000090,ST. FRANCIS HEIGHTS CONVALESCENT HOSPITAL,5,10350.0,102.0,SKILLED NURSING FACILITY,0.49,1014.71
220000094,VICTORIAN POST ACUTE,2,2000.0,90.0,SKILLED NURSING FACILITY,0.22,222.22
220000205,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P SNF,2,40000.0,38.0,SKILLED NURSING FACILITY,0.53,10526.32
220000218,SAN MATEO MEDICAL CENTER D/P SNF,12,171700.0,64.0,SKILLED NURSING FACILITY,1.88,26828.12
220000349,AHMC SETON MEDICAL CENTER COASTSIDE D/P SNF,6,5800.0,116.0,SKILLED NURSING FACILITY,0.52,500.0
220000416,AHMC SETON MEDICAL CENTER,10,107600.0,83.0,SKILLED NURSING FACILITY,1.2,12963.86
220000512,LAGUNA HONDA HOSPITAL & REHABILITATION CTR D/P SNF,52,331850.0,769.0,SKILLED NURSING FACILITY,0.68,4315.34
220000518,JEWISH HOME & REHAB CENTER D/P SNF,8,25500.0,362.0,SKILLED NURSING FACILITY,0.22,704.42
220000888,SAN FRANCISCO GENERAL HOSPITAL D/P SNF,5,13000.0,30.0,SKILLED NURSING FACILITY,1.67,4333.33
220000971,SAN FRANCISCO TOWERS,1,1000.0,27.0,SKILLED NURSING FACILITY,0.37,370.37
220001000,LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER,8,30000.0,152.0,SKILLED NURSING FACILITY,0.53,1973.68
220001009,CUPERTINO HEALTHCARE & WELLNESS CENTER,16,37650.0,170.0,SKILLED NURSING FACILITY,0.94,2214.71
220001016,MOUNTAIN VIEW HEALTHCARE CENTER,9,11900.0,123.0,SKILLED NURSING FACILITY,0.73,967.48
220001018,VALLEY HOUSE REHABILITATION CENTER,17,96400.0,201.0,SKILLED NURSING FACILITY,0.85,4796.02
220001020,IDYLWOOD CARE CENTER,4,4250.0,185.0,SKILLED NURSING FACILITY,0.22,229.73
220001024,MISSION SKILLED NURSING & SUBACUTE CENTER,5,15000.0,133.0,SKILLED NURSING FACILITY,0.38,1127.82
220001027,SARATOGA RETIREMENT COMMUNITY HEALTH CENTER,2,120000.0,94.0,SKILLED NURSING FACILITY,0.21,12765.96
220001030,THE VILLAS AT SARATOGA SKILLED NURSING AND ASSISTED LIVING,4,6950.0,85.0,SKILLED NURSING FACILITY,0.47,817.65
220001032,THE TERRACES AT LOS ALTOS HEALTH FACILITY,2,27000.0,30.0,SKILLED NURSING FACILITY,0.67,9000.0
220001039,SUNNY VIEW MANOR,5,25800.0,48.0,SKILLED NURSING FACILITY,1.04,5375.0
220001041,SUNNYVALE POST-ACUTE CENTER,5,6800.0,99.0,SKILLED NURSING FACILITY,0.51,686.87
220001046,PALO ALTO SUB-ACUTE AND REHABILITATION CENTER,7,11300.0,66.0,SKILLED NURSING FACILITY,1.06,1712.12
220001048,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - SARATOGA PEDIAT,4,32500.0,37.0,SKILLED NURSING FACILITY,1.08,8783.78
220001051,CEDAR CREST NURSING AND REHABILITATION CENTER,1,750.0,99.0,SKILLED NURSING FACILITY,0.1,75.76
220001054,GRANT CUESTA SUB-ACUTE AND REHABILITATION CENTER,3,3000.0,102.0,SKILLED NURSING FACILITY,0.29,294.12
220001063,WEBSTER HOUSE,4,25200.0,145.0,SKILLED NURSING FACILITY,0.28,1737.93
220001076,MANORCARE HEALTH SERVICES (SUNNYVALE),5,12100.0,140.0,SKILLED NURSING FACILITY,0.36,864.29
220001079,HEALTH CARE CTR AT THE FORUM AT RANCHO SAN ANTONIO,3,1300.0,48.0,SKILLED NURSING FACILITY,0.62,270.83
230000001,ORCHARD HOSPITAL,3,18068.75,20.0,GENERAL ACUTE CARE HOSPITAL,1.5,9034.38
230000006,GLENN MEDICAL CENTER,1,37500.0,47.0,GENERAL ACUTE CARE HOSPITAL,0.21,7978.72
230000008,BANNER LASSEN MEDICAL CENTER,2,1600.0,21.0,GENERAL ACUTE CARE HOSPITAL,0.95,761.9
230000010,MERCY MEDICAL CENTER REDDING,32,938050.0,221.0,GENERAL ACUTE CARE HOSPITAL,1.45,42445.7
230000012,MERCY MEDICAL CENTER MT. SHASTA,2,32500.0,25.0,GENERAL ACUTE CARE HOSPITAL,0.8,13000.0
230000013,ENLOE MEDICAL CENTER - ESPLANADE,23,433950.0,194.0,GENERAL ACUTE CARE HOSPITAL,1.19,22368.56
230000014,OROVILLE HOSPITAL,13,145020.0,113.0,GENERAL ACUTE CARE HOSPITAL,1.15,12833.63
230000016,SHASTA REGIONAL MEDICAL CENTER,14,246800.0,226.0,GENERAL ACUTE CARE HOSPITAL,0.62,10920.35
230000020,ST. ELIZABETH COMMUNITY HOSPITAL,2,2500.0,66.0,GENERAL ACUTE CARE HOSPITAL,0.3,378.79
230000023,OAK RIVER REHAB,26,46625.0,143.0,SKILLED NURSING FACILITY,1.82,3260.49
230000024,REDDING POST ACUTE,19,34446.0,89.0,SKILLED NURSING FACILITY,2.13,3870.34
230000025,WINDSOR CHICO CARE CENTER,7,11812.0,76.0,SKILLED NURSING FACILITY,0.92,1554.21
230000027,BRENTWOOD POST ACUTE,5,32000.0,55.0,SKILLED NURSING FACILITY,0.91,5818.18
230000028,RED BLUFF HEALTH CARE CENTER,18,118198.0,58.0,SKILLED NURSING FACILITY,3.1,20378.97
230000029,WINDSOR CHICO CREEK CARE AND REHABILITATION CENTER,32,150300.0,184.0,SKILLED NURSING FACILITY,1.74,8168.48
230000030,WINDSOR REDDING CARE CENTER,38,107603.5,113.0,SKILLED NURSING FACILITY,3.36,9522.43
230000036,RIVERSIDE CONVALESCENT HOSPITAL,35,80550.0,99.0,SKILLED NURSING FACILITY,3.54,8136.36
230000037,SHADOWBROOK POST ACUTE,1,600.0,50.0,SKILLED NURSING FACILITY,0.2,120.0
230000038,MARQUIS CARE AT SHASTA,25,50700.0,180.0,SKILLED NURSING FACILITY,1.39,2816.67
230000039,LASSEN NURSING & REHABILITATION CENTER,35,128500.0,96.0,SKILLED NURSING FACILITY,3.65,13385.42
230000043,SHASTA VIEW ESTATES,20,29500.0,59.0,SKILLED NURSING FACILITY,3.39,5000.0
230000044,WILLOWS POST ACUTE,22,111925.0,76.0,SKILLED NURSING FACILITY,2.89,14726.97
230000144,SURPRISE VALLEY COMMUNITY HOSPITAL D/P SNF,7,9500.0,22.0,SKILLED NURSING FACILITY,3.18,4318.18
230000187,MAYERS MEMORIAL HOSPITAL D/P SNF,19,85000.0,99.0,SKILLED NURSING FACILITY,1.92,8585.86
230000197,TRINITY HOSPITAL SKILLED NURSING FACILITY,12,16250.0,23.0,SKILLED NURSING FACILITY,5.22,7065.22
230000221,OROVILLE HOSPITAL POST-ACUTE CENTER,51,116050.0,126.0,SKILLED NURSING FACILITY,4.05,9210.32
230000247,CRESTWOOD WELLNESS AND RECOVERY CENTER,8,8350.0,99.0,SKILLED NURSING FACILITY,0.81,843.43
230000255,ARBOR POST ACUTE,30,178550.0,144.0,SKILLED NURSING FACILITY,2.08,12399.31
230000259,COLUSA MEDICAL CENTER,3,17750.0,36.0,GENERAL ACUTE CARE HOSPITAL,0.83,4930.56
230000261,ADVENTIST HEALTH AND RIDEOUT,15,380300.0,203.0,GENERAL ACUTE CARE HOSPITAL,0.74,18733.99
230000262,SIERRA NEVADA MEMORIAL HOSPITAL,20,85012.5,90.0,GENERAL ACUTE CARE HOSPITAL,2.22,9445.83
230000265,TAHOE FOREST HOSPITAL,5,4100.0,23.0,GENERAL ACUTE CARE HOSPITAL,2.17,1782.61
230000275,YUBA CITY POST ACUTE,16,33550.0,59.0,SKILLED NURSING FACILITY,2.71,5686.44
230000276,GOLDEN EMPIRE,19,19900.0,148.0,SKILLED NURSING FACILITY,1.28,1344.59
230000277,WOLF CREEK CARE CENTER,23,61500.0,59.0,SKILLED NURSING FACILITY,3.9,10423.73
230000278,MARYSVILLE POST-ACUTE,19,55775.0,86.0,SKILLED NURSING FACILITY,2.21,6485.47
230000279,CRYSTAL RIDGE CARE CENTER,16,99950.0,99.0,SKILLED NURSING FACILITY,1.62,10095.96
230000282,SPRING HILL MANOR CONVALESCENT HOSPITAL,4,3750.0,86.0,SKILLED NURSING FACILITY,0.47,436.05
230000283,VALLEY WEST POST ACUTE,3,16300.0,99.0,SKILLED NURSING FACILITY,0.3,1646.46
230000284,BRIDGEVIEW POST ACUTE,29,79850.0,130.0,SKILLED NURSING FACILITY,2.23,6142.31
230000327,ORCHARD HOSPITAL D/P SNF,2,2500.0,82.0,SKILLED NURSING FACILITY,0.24,304.88
230000330,EASTERN PLUMAS HOSPITAL - LOYALTON CAMPUS D/P SNF,3,2600.0,39.0,SKILLED NURSING FACILITY,0.77,666.67
230000334,TAHOE FOREST HOSPITAL D/P SNF,10,18550.0,37.0,SKILLED NURSING FACILITY,2.7,5013.51
230000351,COPPER RIDGE CARE CENTER,17,16880.0,125.0,SKILLED NURSING FACILITY,1.36,1350.4
230000366,QUARTZ HILL POST ACUTE,27,29600.0,115.0,SKILLED NURSING FACILITY,2.35,2573.91
230000370,THE FOUNTAINS,4,3300.0,145.0,SKILLED NURSING FACILITY,0.28,227.59
230000389,MODOC MEDICAL CENTER D/P SNF,15,34225.0,50.0,SKILLED NURSING FACILITY,3.0,6845.0
230000392,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS D/P SNF,7,4050.0,27.0,SKILLED NURSING FACILITY,2.59,1500.0
230000422,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,3,14750.0,50.0,GENERAL ACUTE CARE HOSPITAL,0.6,2950.0
230000460,RIVER VALLEY CARE CENTER,25,22800.0,99.0,SKILLED NURSING FACILITY,2.53,2303.03
230000504,VIBRA HOSPITAL OF NORTHERN CALIFORNIA D/P SNF,7,8740.0,32.0,SKILLED NURSING FACILITY,2.19,2731.25
230000546,CALIFORNIA PARK REHABILITATION HOSPITAL,12,33200.0,90.0,SKILLED NURSING FACILITY,1.33,3688.89
230000802,COUNTRY CREST POST ACUTE,23,39200.0,59.0,SKILLED NURSING FACILITY,3.9,6644.07
240000013,RANCHO MESA CARE CENTER,1,6000.0,59.0,SKILLED NURSING FACILITY,0.17,1016.95
240000014,HI-DESERT MEDICAL CENTER,1,15000.0,55.0,GENERAL ACUTE CARE HOSPITAL,0.18,2727.27
240000018,HEALTHCARE CENTER OF BELLA VISTA,4,35100.0,59.0,SKILLED NURSING FACILITY,0.68,5949.15
240000023,CALIMESA POST ACUTE,18,96050.0,82.0,SKILLED NURSING FACILITY,2.2,11713.41
240000024,KAISER FOUNDATION HOSPITAL FONTANA,2,100000.0,440.0,GENERAL ACUTE CARE HOSPITAL,0.05,2272.73
240000027,LOMA LINDA UNIVERSITY MEDICAL CENTER,8,138500.0,320.0,GENERAL ACUTE CARE HOSPITAL,0.25,4328.12
240000029,MILL CREEK MANOR,13,88500.0,50.0,SKILLED NURSING FACILITY,2.6,17700.0
240000031,CREEKSIDE CARE CENTER,19,58250.0,59.0,SKILLED NURSING FACILITY,3.22,9872.88
240000032,BROOKSIDE HEALTHCARE CENTER,2,6000.0,97.0,SKILLED NURSING FACILITY,0.21,618.56
240000038,CITRUS NURSING CENTER,8,122130.0,99.0,SKILLED NURSING FACILITY,0.81,12336.36
240000040,KINDRED HOSPITAL ONTARIO,1,25000.0,84.0,GENERAL ACUTE CARE HOSPITAL,0.12,2976.19
240000046,REDLANDS COMMUNITY HOSPITAL,2,142500.0,166.0,GENERAL ACUTE CARE HOSPITAL,0.12,8584.34
240000047,RIALTO POST ACUTE CENTER,20,147700.0,177.0,SKILLED NURSING FACILITY,1.13,8344.63
240000053,SAN ANTONIO REGIONAL HOSPITAL,1,32900.0,351.0,GENERAL ACUTE CARE HOSPITAL,0.03,937.32
240000058,COUNTRY VILLA HACIENDA HEALTHCARE CENTER,14,116150.0,99.0,SKILLED NURSING FACILITY,1.41,11732.32
240000059,DEL ROSA VILLA,9,53575.0,99.0,SKILLED NURSING FACILITY,0.91,5411.62
240000060,SPRING VALLEY POST ACUTE LLC,6,24155.0,126.0,SKILLED NURSING FACILITY,0.48,1917.06
240000063,GRAND TERRACE HEALTH CARE CENTER,3,12000.0,59.0,SKILLED NURSING FACILITY,0.51,2033.9
240000065,HERITAGE GARDENS HEALTH CARE CENTER,7,26900.0,110.0,SKILLED NURSING FACILITY,0.64,2445.45
240000066,HILLCREST NURSING HOME,17,89900.0,59.0,SKILLED NURSING FACILITY,2.88,15237.29
240000068,HIGHLAND PALMS HEALTHCARE CENTER,10,34000.0,99.0,SKILLED NURSING FACILITY,1.01,3434.34
240000071,INLAND CHRISTIAN HOME,3,16000.0,59.0,SKILLED NURSING FACILITY,0.51,2711.86
240000075,LINDA VALLEY CARE CENTER,3,21000.0,83.0,SKILLED NURSING FACILITY,0.36,2530.12
240000080,MEDICAL CENTER CONVALESCENT HOSPITAL,10,36950.0,99.0,SKILLED NURSING FACILITY,1.01,3732.32
240000082,COMMUNITY HOSPITAL OF SAN BERNARDINO,3,328800.0,155.0,GENERAL ACUTE CARE HOSPITAL,0.19,21212.9
240000085,MONTCLAIR MANOR CARE CENTER,3,36000.0,59.0,SKILLED NURSING FACILITY,0.51,6101.69
240000089,MEADOWS RIDGE CARE CENTER,15,109400.0,99.0,SKILLED NURSING FACILITY,1.52,11050.51
240000090,ONTARIO HEALTHCARE CENTER,5,46600.0,59.0,SKILLED NURSING FACILITY,0.85,7898.31
240000093,COMMUNITY CONVALESCENT CENTER OF SAN BERNARDINO,5,7700.0,84.0,SKILLED NURSING FACILITY,0.6,916.67
240000094,LAS COLINAS POST ACUTE,12,48150.0,216.0,SKILLED NURSING FACILITY,0.56,2229.17
240000096,PLYMOUTH VILLAGE,5,20500.0,48.0,SKILLED NURSING FACILITY,1.04,4270.83
