facid,facname,fac_fdr,bed_capacity_type,bed_capacity,county_name
050000611,SANDPIPER HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,VENTURA
050000610,PELICAN HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,VENTURA
050000604,MOONSTONE HOME ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,VENTURA
050000554,SURFRIDER HOME ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,VENTURA
050000452,CORAL HOME ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,VENTURA
050000442,CORNERSTONE HOUSE OF SANTA BARBARA,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SANTA BARBARA
050000081,BEACHCOMBER HOME ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,VENTURA
050000079,MILTON HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SANTA BARBARA
050000077,CARING CONCERN RESIDENTIAL HOMES INC - SAN MATEO,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,VENTURA
050000031,TENET HEALTH CENTRAL COAST SIERRA VISTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,6,SAN LUIS OBISPO
050000031,TENET HEALTH CENTRAL COAST SIERRA VISTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,6,SAN LUIS OBISPO
050000018,LOMPOC VALLEY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,6,SANTA BARBARA
050000018,LOMPOC VALLEY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,SANTA BARBARA
930000005,ALHAMBRA HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES
040001408,OUR HOUSE WESTBERRY,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MADERA
930000014,BARLOW RESPIRATORY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,ACUTE RESPIRATORY CARE,6,LOS ANGELES
040001378,ALLEN-FLORER FAMILY HOME - WHEELER,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040001363,ALLEN-FLORER FAMILY HOME - NINTH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040001335,PAUL HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
930000020,CASA COLINA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES
040001317,ALLEN-SPEES FAMILY HOME III,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040001203,ALLEN-SPEES FAMILY HOME II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040001196,SWIFT HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040001150,HOLLYWOOD HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040001120,SIERRA HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040001106,ALLEN-COX FAMILY HOME IV,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040001079,DAVIDSON ADULT HOME/SUN VALLEY COURT,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,MERCED
040001077,ALLEN-SPEES FAMILY HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040001033,"LOYD'S LIBERTY HOMES, INC. - COLUMBIA NORTH",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MERCED
040001032,"LOYD'S LIBERTY HOMES, INC. - EL PORTAL",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,MERCED
040001000,BETHESDA LUTHERAN COMMUNITIES - GATEWAY,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000959,PEARL GATES HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000956,OUR HOUSE SHANNON,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MADERA
040000954,OUR HOUSE BERRY,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MADERA
930000042,KINDRED HOSPITAL - SAN GABRIEL VALLEY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES
040000940,MINARETS HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040000920,"LOYD'S LIBERTY HOMES, INC. - NORTH KNOLL",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000905,DONNA DR./DAVIDSONS CHILDRENS HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,MERCED
040000886,CASA FLORES,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000875,CASA SANTA MARIA,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
930000053,EAST LOS ANGELES DOCTORS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,6,LOS ANGELES
040000857,HARMONY HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040000856,BUCKINGHAM HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040000842,"LOYD'S LIBERTY HOMES, INC. - LIBERTY HOME",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000834,OUR HOUSE SUNSET,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MADERA
040000833,CLAREMY HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,FRESNO
040000823,CASA SAO MIGUEL,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
930000063,HENRY MAYO NEWHALL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,6,LOS ANGELES
040000782,OUR HOUSE WILLIAMS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MADERA
040000729,OUR HOUSE WESTGATE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MADERA
040000727,TAMARACK HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MERCED
040000648,BETHESDA LUTHERAN COMMUNITIES - DEWITT,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000647,BETHESDA LUTHERAN COMMUNITIES - ROGERS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000646,BETHESDA LUTHERAN COMMUNITES - RICHERT,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000645,BETHESDA LUTHERAN COMMUNITIES - MITCHELL,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000644,BETHESDA LUTHERAN COMMUNITIES - HELM,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000643,BETHESDA LUTHERAN COMMUNITIES - ASHCROFT,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000642,BETHESDA LUTHERAN COMMUNITIES - BROWNING,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000641,BETHESDA LUTHERAN COMMUNITIES - FILBERT,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000617,DAVIDSON CHILDRENS HOME/MARIE LANE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MERCED
040000605,"LOYD'S LIBERTY HOMES, INC. -  AUGUSTA",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MERCED
930000085,LOS ANGELES COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES
040000588,HINDS HOSPICE HOME,HOSPICE FACILITY,HOSPICE,6,FRESNO
040000583,DAVIDSON ADULT HOME/BROOKDALE DRIVE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,MERCED
930000089,KINDRED HOSPITAL - LA MIRADA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES
040000535,CASA PICO,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000532,"LOYD'S LIBERTY HOMES, INC. - FELAND",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000308,CASA FLAMENGOS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000307,CASA SAO JORGE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000284,CASA FAIAL,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
040000224,"LOYD'S LIBERTY HOMES, INC. - COLONIAL",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,FRESNO
930000108,MONTEREY PARK HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,6,LOS ANGELES
930000112,NORWALK COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES
040000122,ADVENTIST HEALTH SELMA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,FRESNO
930000132,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,6,LOS ANGELES
980002506,"MONTE NIDO RESIDENTIAL CENTER, LLC",CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,6,LOS ANGELES
930000187,USC VERDUGO HILLS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,6,LOS ANGELES
930000187,USC VERDUGO HILLS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES
930000187,USC VERDUGO HILLS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,6,LOS ANGELES
030001799,ADVENTIST HEALTH SONORA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,TUOLUMNE
030000973,KAISER FOUNDATION HOSPITAL MANTECA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,SAN JOAQUIN
030000907,VIBRA HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,SACRAMENTO
030000149,SUTTER DAVIS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,YOLO
960001621,WEST LA SUPPORT SERVICES HOME #2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001670,STORM INN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001678,TLC - DEVONSHIRE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001679,PECK HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001702,BIXBY KNOLL PLACE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001713,"BEST CARE HOME I, INC.",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001720,CASA MONTANA,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001723,"JENYMEL'S HOME CARE, INC. II",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001724,DIAMOND GARDEN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001765,ST. MARY'S HOME ICF - DDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001770,VALLEY VILLAGE COZYCROFT HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001771,VALLEY VILLAGE TUPPERHOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001789,MARKWAY HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001790,OAKBANK HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001792,FELIZ HEALTH CARE CENTER,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001793,STORMHAVEN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001794,TLC - RINALDI HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001807,UNITED CARE HOMES-VALINDA,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001809,TEMPLE GARDEN HOMES,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001810,DIAMOND RANCH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001811,THOREAU HOUSE I,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001818,ACRE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001819,VALJEAN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001821,TLC - ELKWOOD HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001826,G M HOME II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001842,CALERA HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001871,JO-MI ALTA 5,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001894,RCN PEDIATRIC CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001895,VALLEY VILLAGE LE MARSH HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001896,JANRAY,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001898,EMILY CARE CENTER II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001904,"LIN-ROS BEST HOME CARE, INC.",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001907,FAIRVIEW HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001910,MIRAJOY HOME I,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001911,FELIZ HEALTH CARE CENTER II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001926,TEMPLE GARDEN HOMES NO. 2 - ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001949,BURTON HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001956,VALLEY VILLAGE GLADSTONE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001965,BOWLING HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001975,ARMSTRONG HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001977,REALITOS DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001986,UCP DRONFIELD SOUTH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001997,UCP DRONFIELD NORTH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002015,DURNESS HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002024,UCP AMESTOY SOUTH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002027,UCP AMESTOY NORTH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002036,JENYMEL'S HOME CARE INC. III,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002040,RAINBOW HORIZONS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002043,PARTHENIA NORTH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002058,BEST CARE HOME II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002060,RAYMOND HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002063,UNITED CARE HOMES - KINBRAE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002072,DANIEL'S CARE CENTER,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002077,MARY'S HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002089,SUNBURST CARE CENTER,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002094,TLC - DONNA HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002096,CANYON HOME II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002102,LAFONDA DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002115,TEMPLE GARDEN HOMES #3,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002148,VALLEY VILLAGE CORBIN HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002158,"MVM HOME, INC.",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002170,ROBILYN'S GUEST HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002173,G M HOME I,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002204,J-J EXCELCARE HOME 2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002211,R & C QUALITY CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002218,LAVERNA GUEST HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002276,MORRIS HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002280,GERELYN PEDIATRIC CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002291,CANYON HOME III,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002295,FORBES DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002308,BRIAN AVENUE HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002310,OCCIDENTAL HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002312,GRAND AVENUE HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002316,FLORINDA STREET HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002320,11 TH STREET HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002322,DOUGLASS HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002326,BLAISDELL HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002347,G M HOME III,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002356,SUNBURST CARE CENTER - WINNETKA,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002358,PATE & INGRAM HOME I,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002360,PATE & INGRAM HOME II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002366,TLC'S HILTON HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002370,TLC'S PEARLMAN HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002393,PACIFIC HOME CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002397,CANYON CREST DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002399,VISTA DEL VALLE DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002401,CASA DEL SOL DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002403,NORRIS DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
