"数据年月"	,"贸易伙伴编码"	,"贸易伙伴名称"	,"注册地编码"	,"注册地名称"	,"商品编码"	,"商品名称"	,"第一数量"	,"第一计量单位"	,"第二数量"	,"第二计量单位"	,"美元"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85177030	"	,"手持式无线电话机的零件（天线除外）	"	,"23	"	,"千克	"	,"0	"	,"?	"	,"158	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85181000	"	,"传声器（麦克风）及其座架	"	,"12450	"	,"个	"	,"2962	"	,"千克	"	,"358,050	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85181000	"	,"传声器（麦克风）及其座架	"	,"3694	"	,"个	"	,"2697	"	,"千克	"	,"303,827	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85181000	"	,"传声器（麦克风）及其座架	"	,"7305	"	,"个	"	,"3791	"	,"千克	"	,"249,909	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85181000	"	,"传声器（麦克风）及其座架	"	,"1	"	,"个	"	,"1	"	,"千克	"	,"14	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182100	"	,"单喇叭音箱	"	,"2520	"	,"个	"	,"2268	"	,"千克	"	,"198,576	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182100	"	,"单喇叭音箱	"	,"200	"	,"个	"	,"679	"	,"千克	"	,"43,320	"	,
"202103	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182100	"	,"单喇叭音箱	"	,"350	"	,"个	"	,"1827	"	,"千克	"	,"198,960	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182100	"	,"单喇叭音箱	"	,"2400	"	,"个	"	,"4454	"	,"千克	"	,"311,780	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182100	"	,"单喇叭音箱	"	,"2430	"	,"个	"	,"1731	"	,"千克	"	,"865	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182100	"	,"单喇叭音箱	"	,"1636	"	,"个	"	,"1592	"	,"千克	"	,"466,212	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182100	"	,"单喇叭音箱	"	,"6014	"	,"个	"	,"2066	"	,"千克	"	,"151,596	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182200	"	,"多喇叭音箱	"	,"2870	"	,"个	"	,"6145	"	,"千克	"	,"540,977	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182200	"	,"多喇叭音箱	"	,"10420	"	,"个	"	,"16100	"	,"千克	"	,"758,919	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182200	"	,"多喇叭音箱	"	,"1928	"	,"个	"	,"3528	"	,"千克	"	,"53,020	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85182900	"	,"其他扬声器	"	,"32	"	,"个	"	,"229	"	,"千克	"	,"6	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"11404	"	,"个	"	,"6752	"	,"千克	"	,"491,834	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"14800	"	,"个	"	,"3867	"	,"千克	"	,"374,710	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"1572	"	,"个	"	,"658	"	,"千克	"	,"12,576	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"122560	"	,"个	"	,"7479	"	,"千克	"	,"376,560	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"12540	"	,"个	"	,"2982	"	,"千克	"	,"275,358	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"500	"	,"个	"	,"80	"	,"千克	"	,"6,000	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"660	"	,"个	"	,"216	"	,"千克	"	,"86	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"2584	"	,"个	"	,"242	"	,"千克	"	,"116,672	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"42060	"	,"个	"	,"3104	"	,"千克	"	,"414,223	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85183000	"	,"耳机、耳塞（无线耳机、耳塞除外），不论是否装有传声器，由传声器及一个或多个扬声器组成的组合机	"	,"41732	"	,"个	"	,"6573	"	,"千克	"	,"191,022	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85189000	"	,"品目8518所列货品的零件	"	,"21	"	,"千克	"	,"0	"	,"?	"	,"197	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85219012	"	,"数字化视频光盘（DVD）播放机	"	,"740	"	,"台	"	,"800	"	,"千克	"	,"155	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85219012	"	,"数字化视频光盘（DVD）播放机	"	,"140	"	,"台	"	,"293	"	,"千克	"	,"99,620	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85219012	"	,"数字化视频光盘（DVD）播放机	"	,"1914	"	,"台	"	,"4166	"	,"千克	"	,"349,089	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85229091	"	,"车载音频转播器或发射器	"	,"5480	"	,"台	"	,"5480	"	,"千克	"	,"272,304	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85235110	"	,"未录制固态非易失性存储器件（闪速存储器）	"	,"20500	"	,"个	"	,"247	"	,"千克	"	,"135,300	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85255000	"	,"无线电广播、电视发送设备	"	,"600	"	,"台	"	,"1090	"	,"千克	"	,"51,230	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85258013	"	,"非特种用途的其他类型电视摄像机	"	,"598	"	,"台	"	,"591	"	,"千克	"	,"48,462	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85258013	"	,"非特种用途的其他类型电视摄像机	"	,"499	"	,"台	"	,"216	"	,"千克	"	,"43,662	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85258013	"	,"非特种用途的其他类型电视摄像机	"	,"125	"	,"台	"	,"21	"	,"千克	"	,"772	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85258013	"	,"非特种用途的其他类型电视摄像机	"	,"1788	"	,"台	"	,"640	"	,"千克	"	,"186,444	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85258013	"	,"非特种用途的其他类型电视摄像机	"	,"2600	"	,"台	"	,"1000	"	,"千克	"	,"104,000	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85258039	"	,"非特种用途的其他视频摄录一体机	"	,"100	"	,"台	"	,"205	"	,"千克	"	,"6,660	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85279100	"	,"其他收录（放）音组合机	"	,"468	"	,"台	"	,"2299	"	,"千克	"	,"197,714	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85279100	"	,"其他收录（放）音组合机	"	,"200	"	,"台	"	,"1244	"	,"千克	"	,"186,600	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85279100	"	,"其他收录（放）音组合机	"	,"816	"	,"台	"	,"1183	"	,"千克	"	,"149,058	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85279100	"	,"其他收录（放）音组合机	"	,"550	"	,"台	"	,"2164	"	,"千克	"	,"1,514	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85279100	"	,"其他收录（放）音组合机	"	,"540	"	,"台	"	,"1062	"	,"千克	"	,"17,820	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85279100	"	,"其他收录（放）音组合机	"	,"7812	"	,"台	"	,"4533	"	,"千克	"	,"195,048	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85279200	"	,"其他带时钟的收音机	"	,"2000	"	,"台	"	,"1175	"	,"千克	"	,"161,200	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85279200	"	,"其他带时钟的收音机	"	,"7196	"	,"台	"	,"5038	"	,"千克	"	,"129,528	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85279900	"	,"未列名无线电广播接收设备	"	,"1000	"	,"台	"	,"778	"	,"千克	"	,"16,000	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85285910	"	,"其他彩色监视器	"	,"1362	"	,"台	"	,"1280	"	,"千克	"	,"190,680	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85285910	"	,"其他彩色监视器	"	,"450	"	,"台	"	,"740	"	,"千克	"	,"36,000	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85285910	"	,"其他彩色监视器	"	,"456	"	,"台	"	,"878	"	,"千克	"	,"111,984	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85286910	"	,"其他彩色投影机	"	,"1000	"	,"台	"	,"1188	"	,"千克	"	,"26,100	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85286910	"	,"其他彩色投影机	"	,"560	"	,"台	"	,"600	"	,"千克	"	,"38,080	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85287180	"	,"其他彩色的在设计上不带有视频显示器或屏幕的电视接收装置	"	,"500	"	,"台	"	,"295	"	,"千克	"	,"6,250	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85291020	"	,"收音机、电视机等的天线或天线反射器及零件	"	,"1756	"	,"千克	"	,"0	"	,"?	"	,"196,880	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85299010	"	,"电视发送、差转及卫星电视地面收转设备零件	"	,"5376	"	,"千克	"	,"15360	"	,"个	"	,"199,680	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85299090	"	,"品目8525至8528所列其他装置或设备用其他零件	"	,"2070	"	,"千克	"	,"285548	"	,"个	"	,"39,330	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85299090	"	,"品目8525至8528所列其他装置或设备用其他零件	"	,"100	"	,"千克	"	,"290	"	,"个	"	,"21,750	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85311000	"	,"防盗或防火报警器及类似装置	"	,"720	"	,"个	"	,"374	"	,"千克	"	,"15,840	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85311000	"	,"防盗或防火报警器及类似装置	"	,"194	"	,"个	"	,"42	"	,"千克	"	,"97	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85312000	"	,"装有液晶装置或发光二极管的显示板	"	,"1020	"	,"个	"	,"2476	"	,"千克	"	,"225,291	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85312000	"	,"装有液晶装置或发光二极管的显示板	"	,"2690	"	,"个	"	,"790	"	,"千克	"	,"134,231	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85322410	"	,"片式多层瓷介电容器	"	,"7	"	,"千克	"	,"48	"	,"千个	"	,"1,824	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85334000	"	,"其他可变电阻器	"	,"24	"	,"千克	"	,"160	"	,"千个	"	,"2,330	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85340090	"	,"四层及以下的印刷电路	"	,"141233	"	,"块	"	,"375	"	,"千克	"	,"7,125	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85340090	"	,"四层及以下的印刷电路	"	,"5175	"	,"块	"	,"965	"	,"千克	"	,"123,165	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85340090	"	,"四层及以下的印刷电路	"	,"7324	"	,"块	"	,"884	"	,"千克	"	,"253,280	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85361000	"	,"熔断器，线路电压≤1000V	"	,"1440	"	,"个	"	,"540	"	,"千克	"	,"4,320	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85365000	"	,"开关，线路电压≤1000V	"	,"1900	"	,"个	"	,"340	"	,"千克	"	,"38,760	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85365000	"	,"开关，线路电压≤1000V	"	,"1626	"	,"个	"	,"827	"	,"千克	"	,"27,126	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85365000	"	,"开关，线路电压≤1000V	"	,"2900	"	,"个	"	,"250	"	,"千克	"	,"17,400	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85365000	"	,"开关，线路电压≤1000V	"	,"337	"	,"个	"	,"250	"	,"千克	"	,"8,088	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85366100	"	,"灯座，线路电压≤1000V	"	,"1846	"	,"个	"	,"218	"	,"千克	"	,"2,031	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85366100	"	,"灯座，线路电压≤1000V	"	,"200	"	,"个	"	,"65	"	,"千克	"	,"2,222	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85366900	"	,"插头及插座，线路电压≤1000V	"	,"5780	"	,"个	"	,"3756	"	,"千克	"	,"326,976	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85366900	"	,"插头及插座，线路电压≤1000V	"	,"9423	"	,"个	"	,"5795	"	,"千克	"	,"1,348,646	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85366900	"	,"插头及插座，线路电压≤1000V	"	,"896	"	,"个	"	,"186	"	,"千克	"	,"18,063	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85366900	"	,"插头及插座，线路电压≤1000V	"	,"2062	"	,"个	"	,"997	"	,"千克	"	,"87,893	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85369011	"	,"工作电压不超过36伏的接插件	"	,"113	"	,"千克	"	,"0	"	,"?	"	,"12,800	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85369011	"	,"工作电压不超过36伏的接插件	"	,"76	"	,"千克	"	,"0	"	,"?	"	,"20,125	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85369011	"	,"工作电压不超过36伏的接插件	"	,"117	"	,"千克	"	,"0	"	,"?	"	,"6,855	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85369090	"	,"未列名用于电压不超过1000伏线路的连接用电气装置	"	,"137	"	,"千克	"	,"0	"	,"?	"	,"36,130	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85369090	"	,"未列名用于电压不超过1000伏线路的连接用电气装置	"	,"40	"	,"千克	"	,"0	"	,"?	"	,"6,130	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85371090	"	,"其他电气控制或电力分配盘板台等，电压≤1000V	"	,"135	"	,"个	"	,"9	"	,"千克	"	,"270	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85371090	"	,"其他电气控制或电力分配盘板台等，电压≤1000V	"	,"2	"	,"个	"	,"18	"	,"千克	"	,"44	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85372090	"	,"其他电气控制或分配盘、板、台等，电压＞1000V	"	,"19	"	,"千克	"	,"0	"	,"?	"	,"180	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85392991	"	,"≤12V的未列名白炽灯泡	"	,"3884	"	,"只	"	,"1648	"	,"千克	"	,"178,664	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85393191	"	,"紧凑型热阴极荧光灯	"	,"245	"	,"只	"	,"1504	"	,"千克	"	,"188,000	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85393199	"	,"其他热阴极荧光灯	"	,"2362	"	,"只	"	,"3345	"	,"千克	"	,"189,661	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85393910	"	,"其他科研、医疗专用放电灯管	"	,"1018	"	,"只	"	,"1427	"	,"千克	"	,"188,364	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85393920	"	,"其他火车、航空器及船舶用放电灯管	"	,"3970	"	,"只	"	,"2055	"	,"千克	"	,"189,766	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85394100	"	,"弧光灯	"	,"775	"	,"只	"	,"3001	"	,"千克	"	,"189,963	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85394900	"	,"紫外线灯管或红外线灯泡	"	,"978	"	,"只	"	,"656	"	,"千克	"	,"148,656	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85394900	"	,"紫外线灯管或红外线灯泡	"	,"108	"	,"只	"	,"279	"	,"千克	"	,"1,350	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85395010	"	,"发光二极管(LED）灯泡	"	,"825	"	,"只	"	,"198	"	,"千克	"	,"6,600	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85395010	"	,"发光二极管(LED）灯泡	"	,"23040	"	,"只	"	,"2220	"	,"千克	"	,"239,012	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85395010	"	,"发光二极管(LED）灯泡	"	,"20760	"	,"只	"	,"2014	"	,"千克	"	,"141,072	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85395020	"	,"发光二极管(LED）灯管	"	,"768	"	,"只	"	,"667	"	,"千克	"	,"139,776	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85395020	"	,"发光二极管(LED）灯管	"	,"5244	"	,"只	"	,"3457	"	,"千克	"	,"77,611	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85411000	"	,"二极管，但光敏二极管或发光二极管除外	"	,"93100	"	,"个	"	,"17	"	,"千克	"	,"10,512	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85412900	"	,"耗散功率≥1瓦的晶体管	"	,"74000	"	,"个	"	,"11	"	,"千克	"	,"17,553	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85414010	"	,"发光二极管	"	,"30	"	,"个	"	,"251	"	,"千克	"	,"9,270	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85414020	"	,"太阳能电池	"	,"292	"	,"个	"	,"1810	"	,"千克	"	,"333,760	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85423990	"	,"其他集成电路	"	,"152568	"	,"个	"	,"43	"	,"千克	"	,"512,222	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85437099	"	,"未列名具有独立功能的电气设备及装置	"	,"65344	"	,"台	"	,"9951	"	,"千克	"	,"889,142	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85437099	"	,"未列名具有独立功能的电气设备及装置	"	,"440	"	,"台	"	,"1316	"	,"千克	"	,"6,412	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85437099	"	,"未列名具有独立功能的电气设备及装置	"	,"9552	"	,"台	"	,"6558	"	,"千克	"	,"264,896	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85437099	"	,"未列名具有独立功能的电气设备及装置	"	,"1620	"	,"台	"	,"1368	"	,"千克	"	,"27,864	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85437099	"	,"未列名具有独立功能的电气设备及装置	"	,"6096	"	,"台	"	,"5658	"	,"千克	"	,"399,288	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85437099	"	,"未列名具有独立功能的电气设备及装置	"	,"1188	"	,"台	"	,"278	"	,"千克	"	,"2,732	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85437099	"	,"未列名具有独立功能的电气设备及装置	"	,"3915	"	,"台	"	,"2603	"	,"千克	"	,"525,467	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85437099	"	,"未列名具有独立功能的电气设备及装置	"	,"3128	"	,"台	"	,"1382	"	,"千克	"	,"126,355	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85437099	"	,"未列名具有独立功能的电气设备及装置	"	,"1505	"	,"台	"	,"438	"	,"千克	"	,"11,699	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85443090	"	,"其他车，航空器，船用点火布线组及其他布线组	"	,"464	"	,"千克	"	,"0	"	,"?	"	,"25,300	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85444219	"	,"其他有接头电导体，额定电压≤80V	"	,"13224	"	,"千克	"	,"0	"	,"?	"	,"1,093,423	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85444219	"	,"其他有接头电导体，额定电压≤80V	"	,"68	"	,"千克	"	,"0	"	,"?	"	,"32,200	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85444219	"	,"其他有接头电导体，额定电压≤80V	"	,"6955	"	,"千克	"	,"0	"	,"?	"	,"1,167,515	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85444219	"	,"其他有接头电导体，额定电压≤80V	"	,"1508	"	,"千克	"	,"0	"	,"?	"	,"203,922	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85444219	"	,"其他有接头电导体，额定电压≤80V	"	,"2430	"	,"千克	"	,"0	"	,"?	"	,"50,996	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85444229	"	,"其他有接头电导体，80V＜额定电压≤1000V	"	,"139	"	,"千克	"	,"0	"	,"?	"	,"1,800	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85489000	"	,"本章其他品目未列名机器或设备的电气零件	"	,"7	"	,"千克	"	,"0	"	,"?	"	,"1,940	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87081000	"	,"缓冲器（保险杠）及其零件	"	,"1187	"	,"千克	"	,"0	"	,"?	"	,"35,610	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87082951	"	,"侧围	"	,"1020	"	,"千克	"	,"0	"	,"?	"	,"46,920	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87082954	"	,"前围	"	,"1300	"	,"千克	"	,"0	"	,"?	"	,"58,500	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87082956	"	,"后围	"	,"1150	"	,"千克	"	,"0	"	,"?	"	,"54,050	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87082957	"	,"翼子板（或叶子板）	"	,"61	"	,"千克	"	,"0	"	,"?	"	,"2,921	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87082990	"	,"车身（包括驾驶室）的未列名零件、附件	"	,"700	"	,"千克	"	,"0	"	,"?	"	,"5,600	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87082990	"	,"车身（包括驾驶室）的未列名零件、附件	"	,"2209	"	,"千克	"	,"0	"	,"?	"	,"99,283	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87082990	"	,"车身（包括驾驶室）的未列名零件、附件	"	,"16958	"	,"千克	"	,"0	"	,"?	"	,"198,408	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87089490	"	,"其他机动车辆用转向盘、柱、器及零件	"	,"11414	"	,"千克	"	,"0	"	,"?	"	,"76,785	"	,
