locationname,marketname,city,countrycode,address,zip,region,lat,lon,operator,status,timezone,url,open_day,open_month,open_year,other_date,playground,drivethru,format,in_mall,geometry
Auburn Gold Rush,"Sacramento-Stockton-Modesto, CA",Auburn,US,2755 Grass Valley Hwy,95603,CA,38.93949,-121.0969,Jamie Retherford,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/auburngoldrush,8.0,9.0,2016.0,2016-09-08,interior,True,Stand Alone,False,POINT (-121.0969 38.93949)
Delta Shores,"Sacramento-Stockton-Modesto, CA",Sacramento,US,8104 Delta Shores Cir S,95832,CA,38.466125,-121.492157,Grayson Tanner,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/deltashores,22.0,2.0,2018.0,2018-02-22,interior,True,Stand Alone,False,POINT (-121.492157 38.466125)
Rainbow & Lake Mead,"Las Vegas, NV",Las Vegas,US,1991 N Rainbow Blvd,89108,NV,36.19522,-115.24257,Vince Merrell,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/hwy95atlakemeadblvd,29.0,11.0,2018.0,2018-11-29,interior,True,Stand Alone,False,POINT (-115.24257 36.19522)
Craig Road & Scott Robinson,"Las Vegas, NV",North Las Vegas,US,1720 W Craig Road,89031,NV,36.239697,-115.166717,Amy Malmrose,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/craigroadandscottrobinson,26.0,3.0,2020.0,2020-03-26,interior,True,Stand Alone,False,POINT (-115.166717 36.239697)
Charleston & Fort Apache In-Line DT,"Las Vegas, NV",Las Vegas,US,1100 S Fort Apache Rd,89117,NV,36.158655,-115.290998,Bill Carnohan,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/charlestonandfortapacheinlinedt,7.0,1.0,2021.0,2021-01-07,interior,True,In-Line,False,POINT (-115.290998 36.158655)
Sahara at I-15,"Las Vegas, NV",Las Vegas,US,2480 S Rancho Dr,89102,NV,36.144837,-115.172406,Cole Donahoo,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/saharaati15,30.0,3.0,2017.0,2017-03-30,none,True,Stand Alone,False,POINT (-115.172406 36.144837)
Centennial Hills at 95 Plaza,"Las Vegas, NV",Las Vegas,US,6410 Centennial Center Blvd,89149,NV,36.2754936,-115.2691574,Misti Cunningham,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/centennial95plaza,10.0,3.0,2022.0,2022-03-10,none,True,Stand Alone,,POINT (-115.2691574 36.2754936)
Flamingo & Valley View,"Las Vegas, NV",Las Vegas,US,3841 W Flamingo Rd,89103,NV,36.11512,-115.19113,Cole Donahoo,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/flamingoandvalleyview,22.0,4.0,2020.0,2020-04-22,interior,True,Stand Alone,False,POINT (-115.19113 36.11512)
Strip at Harmon In-Line,"Las Vegas, NV",Las Vegas,US,3667 Las Vegas Blvd S,89109,NV,36.1105922,-115.1721488,David Mullins,TEMPORARY_CLOSE,America/Los_Angeles,https://www.chick-fil-a.com/stripatharmoninline,30.0,1.0,2020.0,2020-01-30,none,False,In-Line,False,POINT (-115.1721488 36.1105922)
Flamingo & Paradise,"Las Vegas, NV",Las Vegas,US,4165 Paradise Rd,89169,NV,36.1135362,-115.1540855,Brandon Guardiola,FUTURE,America/Los_Angeles,https://www.chick-fil-a.com/flamingoandparadise,,,,2022-08-18,none,False,Stand Alone,,POINT (-115.1540855 36.1135362)
Hwy 215 & Flamingo,"Las Vegas, NV",Las Vegas,US,9830 W Flamingo Rd,89147,NV,36.1158789,-115.3069011,Ron Peterson,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/hwy215andflamingo,11.0,11.0,2021.0,2021-11-11,interior,True,Stand Alone,False,POINT (-115.3069011 36.1158789)
Temecula,"Los Angeles, CA",Temecula,US,40531 Margarita Rd,92591,CA,33.52602,-117.14956,Jim Toth,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/temecula,9.0,11.0,2006.0,2006-11-09,interior,True,Stand Alone,False,POINT (-117.14956 33.52602)
Madison Avenue,"Los Angeles, CA",Murrieta,US,24794 Madison Ave,92562,CA,33.56077,-117.203493,Jenny Jones,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/madisonavenue,4.0,5.0,2006.0,2006-05-04,interior,True,Stand Alone,False,POINT (-117.203493 33.56077)
Hwy 78 & Vista Village,"San Diego, CA",Vista,US,475 Hacienda Dr,92081,CA,33.1941108,-117.2499831,Luis Gomez,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/hwy78andvistavillage,14.0,4.0,2022.0,2022-04-14,none,True,Stand Alone,,POINT (-117.2499831 33.1941108)
Escondido,"San Diego, CA",Escondido,US,1290 Auto Park Way,92029,CA,33.1146018,-117.0997097,Jordan Ciervo,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/escondido,15.0,1.0,2015.0,2015-01-15,none,True,Stand Alone,False,POINT (-117.0997097 33.1146018)
San Marcos,"San Diego, CA",San Marcos,US,587 Grand Ave,92078,CA,33.1369251,-117.1777818,Jordan Ciervo,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/sanmarcos,6.0,12.0,2006.0,2006-12-06,none,True,Stand Alone,False,POINT (-117.1777818 33.1369251)
Quarry Creek,"San Diego, CA",Oceanside,US,3475 Marron Rd,92056,CA,33.178046,-117.294778,Adam Hoffman,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/quarrycreek,2.0,12.0,2004.0,2004-12-02,interior,True,Stand Alone,False,POINT (-117.294778 33.178046)
Del Sur,"San Diego, CA",San Diego,US,17115 Camino Del Sur,92127,CA,33.021224,-117.12596,Eric Zuidema,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/delsurtowncenter,23.0,2.0,2017.0,2017-02-23,none,True,Stand Alone,False,POINT (-117.12596 33.021224)
Encinitas In-Line DT,"San Diego, CA",Encinitas,US,194 N El Camino Real,92024,CA,33.0483617,-117.2601254,Danny Putnam,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/encinitas,8.0,11.0,2012.0,2012-11-08,none,True,In-Line,False,POINT (-117.2601254 33.0483617)
Yuma,"Yuma, AZ-El Centro, CA",Yuma,US,1935 E 16th St,85365,AZ,32.6979082,-114.6005519,Gabe Shaw,OPEN,America/Phoenix,https://www.chick-fil-a.com/yuma,4.0,12.0,2014.0,2014-12-04,interior,True,Stand Alone,False,POINT (-114.6005519 32.6979082)
I-10 & Monterey Ave.,"Palm Springs, CA",Palm Desert,US,73070 Dinah Shore,92211,CA,33.8029082,-116.3876088,David Peck,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/montereyaveanddinahshore,14.0,7.0,2022.0,2022-07-14,interior,True,Stand Alone,,POINT (-116.3876088 33.8029082)
Carmel Mountain,"San Diego, CA",San Diego,US,11670 Carmel Mountain Rd,92128,CA,32.9799,-117.0805944,Kyle Weston,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/carmelmountain,1.0,9.0,2011.0,2011-09-01,interior,True,Stand Alone,False,POINT (-117.0805944 32.9799)
Olathe Pointe,"Kansas City, MO",Olathe,US,12087 S Blackbob Rd,66062,KS,38.90948,-94.76019,Jeff Rouse,OPEN,America/Chicago,https://www.chick-fil-a.com/olathepointe,14.0,9.0,2006.0,2006-09-14,interior,True,Stand Alone,False,POINT (-94.76019 38.90948)
135th and 69 Hwy,"Kansas City, MO",Overland Park,US,7500 W 135th St,66223,KS,38.884481,-94.672888,Randy Harris,OPEN,America/Chicago,https://www.chick-fil-a.com/135thand69hwyfsu,19.0,4.0,2007.0,2007-04-19,interior,True,Stand Alone,False,POINT (-94.672888 38.884481)
Oak Park Plaza,"Kansas City, MO",Overland Park,US,9707 Quivira Rd,66215,KS,38.95146,-94.72315,C.T. Taylor,OPEN,America/Chicago,https://www.chick-fil-a.com/oakparkplaza,3.0,4.0,2008.0,2008-04-03,interior,True,Stand Alone,False,POINT (-94.72315 38.95146)
Lenexa,"Kansas City, MO",Lenexa,US,15919 W 87th Street Pkwy,66219,KS,38.9705878,-94.7716153,Drew Severns,OPEN,America/Chicago,https://www.chick-fil-a.com/lenexaks,9.0,4.0,2020.0,2020-04-09,interior,True,Stand Alone,False,POINT (-94.7716153 38.9705878)
97th & Metcalf (KS),"Kansas City, MO",Overland Park,US,9591 Metcalf Ave,66212,KS,38.9536262,-94.6674238,Derek Nassick,OPEN,America/Chicago,https://www.chick-fil-a.com/95thandmetcalfks,9.0,12.0,2021.0,2021-12-09,none,True,Stand Alone,,POINT (-94.6674238 38.9536262)
Mission Crossing,"Kansas City, MO",Mission,US,6039 Metcalf Ave,66202,KS,39.01907,-94.66692,Forrest Swyden,OPEN,America/Chicago,https://www.chick-fil-a.com/missioncrossing,29.0,11.0,2012.0,2012-11-29,interior,True,Stand Alone,False,POINT (-94.66692 39.01907)
Plaza at the Speedway,"Kansas City, MO",Kansas City,US,10770 Parallel Pkwy,66109,KS,39.12914,-94.82811,Travis McGruder,OPEN,America/Chicago,https://www.chick-fil-a.com/plazaatthespeedway,14.0,10.0,2010.0,2010-10-14,interior,True,Stand Alone,False,POINT (-94.82811 39.12914)
Oswego,"Chicago, IL",Oswego,US,2740 US Highway 34,60543,IL,41.700118,-88.313728,Luca Caraba Chit,OPEN,America/Chicago,https://www.chick-fil-a.com/oswego,23.0,8.0,2012.0,2012-08-23,interior,True,Stand Alone,False,POINT (-88.313728 41.700118)
Fox Valley Center,"Chicago, IL",Aurora,US,4435 Fox Valley Center Dr,60504,IL,41.758261,-88.20677,Mark Cabrera,OPEN,America/Chicago,https://www.chick-fil-a.com/foxvalleycenter,16.0,9.0,2010.0,2010-09-16,interior,True,Stand Alone,False,POINT (-88.20677 41.758261)
Batavia,"Chicago, IL",Batavia,US,185 N Randall Rd,60510,IL,41.85383,-88.34114,John Good,OPEN,America/Chicago,https://www.chick-fil-a.com/batavia,7.0,2.0,2013.0,2013-02-07,interior,True,Stand Alone,False,POINT (-88.34114 41.85383)
Bolingbrook,"Chicago, IL",Bolingbrook,US,245 N Weber Rd,60490,IL,41.70177,-88.12559,Mike Wagner,OPEN,America/Chicago,https://www.chick-fil-a.com/bolingbrook,6.0,9.0,2012.0,2012-09-06,interior,True,Stand Alone,False,POINT (-88.12559 41.70177)
Wheaton,"Chicago, IL",Wheaton,US,301 E Loop Rd,60189,IL,41.82998,-88.09601,Dave Terhune,OPEN,America/Chicago,https://www.chick-fil-a.com/wheaton,11.0,11.0,2010.0,2010-11-11,interior,True,Stand Alone,False,POINT (-88.09601 41.82998)
Joliet (IL),"Chicago, IL",Joliet,US,2705 Plainfield Rd,60435,IL,41.57622967,-88.155952,Kris Yoder,OPEN,America/Chicago,https://www.chick-fil-a.com/jolietil,14.0,1.0,2021.0,2021-01-14,none,True,Stand Alone,False,POINT (-88.155952 41.57622967)
Lombard,"Chicago, IL",Lombard,US,717 E Butterfield Rd,60148,IL,41.83892,-87.99854,Dave Terhune,OPEN,America/Chicago,https://www.chick-fil-a.com/lombard,29.0,3.0,2012.0,2012-03-29,interior,True,Stand Alone,False,POINT (-87.99854 41.83892)
Elgin (IL),"Chicago, IL",Elgin,US,1110 S Randall Rd,60123,IL,42.00761147114385,-88.33639245401717,Phil Tuttle,OPEN,America/Chicago,https://www.chick-fil-a.com/elginil,21.0,1.0,2021.0,2021-01-21,interior,True,Stand Alone,False,POINT (-88.33639245401717 42.00761147114385)
Willowbrook,"Chicago, IL",Willowbrook,US,7101 Kingery Hwy,60527,IL,41.76066183,-87.9435715,Doug Park,OPEN,America/Chicago,https://www.chick-fil-a.com/willowbrook,13.0,2.0,2014.0,2014-02-13,interior,True,Stand Alone,False,POINT (-87.9435715 41.76066183)
Potranco Road,"San Antonio, TX",San Antonio,US,10634 Potranco Rd,78251,TX,29.4352633,-98.702352,Greg Patterson,OPEN,America/Chicago,https://www.chick-fil-a.com/potrancoroad,30.0,8.0,2012.0,2012-08-30,interior,True,Stand Alone,False,POINT (-98.702352 29.4352633)
Marbach at 410,"San Antonio, TX",San Antonio,US,8221 Marbach Rd,78227,TX,29.418398,-98.65352,Shelly Young,OPEN,America/Chicago,https://www.chick-fil-a.com/marbachat410,18.0,4.0,2013.0,2013-04-18,interior,True,Stand Alone,False,POINT (-98.65352 29.418398)
Alamo Ranch Marketplace,"San Antonio, TX",San Antonio,US,5615 W Loop 1604 N,78253,TX,29.49315,-98.7066105,Greg Patterson,OPEN,America/Chicago,https://www.chick-fil-a.com/alamoranchmarketplace,18.0,12.0,2008.0,2008-12-18,interior,True,Stand Alone,False,POINT (-98.7066105 29.49315)
Ingram Park,"San Antonio, TX",San Antonio,US,6565 Ingram Rd,78238,TX,29.4663715,-98.62153017,Rick Pfluke,OPEN,America/Chicago,https://www.chick-fil-a.com/ingrampark,12.0,5.0,2005.0,2005-05-12,interior,True,Stand Alone,False,POINT (-98.62153017 29.4663715)
Ingram Park Mall (Inside),"San Antonio, TX",San Antonio,US,6301 NW Loop 410 Ste VC9,78238,TX,29.4695446,-98.6214666,Rick Pfluke,OPEN,America/Chicago,https://www.chick-fil-a.com/ingramparkmall,1.0,3.0,1979.0,1979-03-01,none,False,Food Court,True,POINT (-98.6214666 29.4695446)
Bandera Road,"San Antonio, TX",San Antonio,US,11558 Bandera Rd,78250,TX,29.55052,-98.66293,Richard Gonzalez,OPEN,America/Chicago,https://www.chick-fil-a.com/banderaroad,20.0,4.0,2000.0,2000-04-20,interior,True,Stand Alone,False,POINT (-98.66293 29.55052)
Huebner & Babcock,"San Antonio, TX",San Antonio,US,5803 Babcock Rd,78240,TX,29.525564,-98.600331,Adriana Ramirez-Bustamante,OPEN,America/Chicago,https://www.chick-fil-a.com/huebnerandbabcock,7.0,10.0,2015.0,2015-10-07,interior,True,Stand Alone,False,POINT (-98.600331 29.525564)
Southwest Military,"San Antonio, TX",San Antonio,US,2660 SW Military Dr,78224,TX,29.356226,-98.539237,Floyd Carpenter,OPEN,America/Chicago,https://www.chick-fil-a.com/southwestmilitary,19.0,7.0,2012.0,2012-07-19,interior,True,Stand Alone,False,POINT (-98.539237 29.356226)
Medical Center,"San Antonio, TX",San Antonio,US,4715 Medical Dr,78229,TX,29.51029,-98.5779,Mark Wasserman,OPEN,America/Chicago,https://www.chick-fil-a.com/medicalcenter,17.0,5.0,2007.0,2007-05-17,interior,True,Stand Alone,False,POINT (-98.5779 29.51029)
Davis Lake,"Charlotte, NC",Charlotte,US,8433 Davis Lake Pkwy,28269,NC,35.33361,-80.81318,Stan Stepp,OPEN,America/New_York,https://www.chick-fil-a.com/davislake,8.0,12.0,2005.0,2005-12-08,interior,True,Stand Alone,False,POINT (-80.81318 35.33361)
Prosperity Church Rd,"Charlotte, NC",Charlotte,US,5920 Prosperity Church Rd,28269,NC,35.3734287,-80.7846275,Rosslyn Singleton,OPEN,America/New_York,https://www.chick-fil-a.com/prosperitychurchrd,11.0,4.0,2019.0,2019-04-11,interior,True,Stand Alone,False,POINT (-80.7846275 35.3734287)
Northlake Mall (NC),"Charlotte, NC",Charlotte,US,6801 Northlake Mall Dr Ste FC201,28216,NC,35.350246,-80.852689,Tony McFarland,OPEN,America/New_York,https://www.chick-fil-a.com/northlakemall-nc,15.0,9.0,2005.0,2005-09-15,none,False,Food Court,True,POINT (-80.852689 35.350246)
Northlake Parkway,"Charlotte, NC",Charlotte,US,8411 Northlake Commons Blvd,28216,NC,35.349906,-80.856366,DuPre Bingham,OPEN,America/New_York,https://www.chick-fil-a.com/northlakeparkway,5.0,1.0,2006.0,2006-01-05,interior,True,Stand Alone,False,POINT (-80.856366 35.349906)
Concord Mills,"Charlotte, NC",Concord,US,8020 Concord Mills Blvd,28027,NC,35.37164,-80.71761,Roland Mitchell,OPEN,America/New_York,https://www.chick-fil-a.com/concordmills,10.0,1.0,2002.0,2002-01-10,interior,True,Stand Alone,False,POINT (-80.71761 35.37164)
Bank of America Plaza,"Charlotte, NC",Charlotte,US,101 S Tryon St Ste 9,28280,NC,35.2266604,-80.8431913,Andre Harakas,OPEN,America/New_York,https://www.chick-fil-a.com/bankofamericaplaza,16.0,12.0,1992.0,1992-12-16,none,False,Food Court,True,POINT (-80.8431913 35.2266604)
UCLA In-Line,"Los Angeles, CA",Los Angeles,US,900 Westwood Blvd,90024,CA,34.0634784,-118.4451184,Eric Kim,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/uclainline,27.0,6.0,2013.0,2013-06-27,none,False,In-Line,False,POINT (-118.4451184 34.0634784)
Westfield Century City,"Los Angeles, CA",Los Angeles,US,10250 Santa Monica Blvd Ste FC4,90067,CA,34.0578939,-118.4197922,Jacob Elliott,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/westfieldcenturycity,10.0,8.0,2017.0,2017-08-10,none,False,Food Court,True,POINT (-118.4197922 34.0578939)
Mid Rivers Mall Dr & 94,"St. Louis, MO",Saint Peters,US,6180 Mid Rivers Mall Dr,63304,MO,38.741776,-90.633652,Mark Simmonds,OPEN,America/Chicago,https://www.chick-fil-a.com/midrivers,14.0,4.0,2011.0,2011-04-14,interior,True,Stand Alone,False,POINT (-90.633652 38.741776)
O'Fallon,"St. Louis, MO",O'Fallon,US,2106 Highway K,63368,MO,38.779064,-90.699174,Mike Noel,OPEN,America/Chicago,https://www.chick-fil-a.com/ofallon,22.0,9.0,2011.0,2011-09-22,interior,True,Stand Alone,False,POINT (-90.699174 38.779064)
Chesterfield Valley,"St. Louis, MO",Chesterfield,US,17365 Chesterfield Airport Rd,63005,MO,38.66885,-90.60458,Jeff Greene,OPEN,America/Chicago,https://www.chick-fil-a.com/chesterfieldvalley,9.0,8.0,2007.0,2007-08-09,interior,True,Stand Alone,False,POINT (-90.60458 38.66885)
Hawks Ridge (MO),"St. Louis, MO",Lake Saint Louis,US,8280 Old Highway N,63367,MO,38.76502552260931,-90.7792614231239,Cody Pierce,FUTURE,America/Chicago,https://www.chick-fil-a.com/hawksridgemo,,,,2022-09-08,none,False,Stand Alone,,POINT (-90.7792614231239 38.76502552260931)
Bridgeton (MO),"St. Louis, MO",Bridgeton,US,12450 Saint Charles Rock Rd,63044,MO,38.75572,-90.43232,Todd Anthony,OPEN,America/Chicago,https://www.chick-fil-a.com/bridgetonmo,31.0,1.0,2019.0,2019-01-31,interior,True,Stand Alone,False,POINT (-90.43232 38.75572)
Ellisville,"St. Louis, MO",Ellisville,US,304 Clarkson Rd,63011,MO,38.6029,-90.58615,Tony Johnson,OPEN,America/Chicago,https://www.chick-fil-a.com/ellisville,9.0,2.0,2017.0,2017-02-09,interior,True,Stand Alone,False,POINT (-90.58615 38.6029)
Wentzville,"St. Louis, MO",Wentzville,US,1918 Wentzville Pkwy,63385,MO,38.815947,-90.875975,Scott Swindler,OPEN,America/Chicago,https://www.chick-fil-a.com/wentzville,2.0,2.0,2012.0,2012-02-02,none,True,Stand Alone,False,POINT (-90.875975 38.815947)
West County Center,"St. Louis, MO",Des Peres,US,184 W County Ctr Spc N,63131,MO,38.599645,-90.446912,David Bruce,OPEN,America/Chicago,https://www.chick-fil-a.com/westcountycenter,17.0,10.0,2002.0,2002-10-17,none,False,Food Court,True,POINT (-90.446912 38.599645)
Des Peres,"St. Louis, MO",Des Peres,US,11997 Manchester Rd,63131,MO,38.602494,-90.435389,David Bruce,OPEN,America/Chicago,https://www.chick-fil-a.com/desperes,3.0,2.0,2011.0,2011-02-03,interior,True,Stand Alone,False,POINT (-90.435389 38.602494)
Madison Street,"Nashville, TN",Clarksville,US,1626 Madison St,37043,TN,36.51401,-87.31741,David Blevins,OPEN,America/Chicago,https://www.chick-fil-a.com/madisonstreet,15.0,7.0,2004.0,2004-07-15,interior,True,Stand Alone,False,POINT (-87.31741 36.51401)
Wilma Rudolph,"Nashville, TN",Clarksville,US,3096 Wilma Rudolph Blvd,37040,TN,36.59787,-87.28631,Brittnye Pennington,OPEN,America/Chicago,https://www.chick-fil-a.com/wilmarudolph,12.0,4.0,2012.0,2012-04-12,interior,True,Stand Alone,False,POINT (-87.28631 36.59787)
Hopkinsville,"Nashville, TN",Hopkinsville,US,4250 Fort Campbell Blvd,42240,KY,36.825732,-87.473357,Jeromy Thompson,OPEN,America/Chicago,https://www.chick-fil-a.com/hopkinsville,9.0,5.0,2013.0,2013-05-09,interior,True,Stand Alone,False,POINT (-87.473357 36.825732)
Charlotte Pike,"Nashville, TN",Nashville,US,6500 Charlotte Pike,37209,TN,36.14042367,-86.87966,Will Sims,OPEN,America/Chicago,https://www.chick-fil-a.com/charlottepike,15.0,12.0,2011.0,2011-12-15,none,True,Stand Alone,False,POINT (-86.87966 36.14042367)
One Bellevue,"Nashville, TN",Nashville,US,7606 Highway 70 S,37221,TN,36.0789278,-86.947106,Will Sims,OPEN,America/Chicago,https://www.chick-fil-a.com/onebellevue,7.0,7.0,2020.0,2020-07-07,interior,True,Stand Alone,False,POINT (-86.947106 36.0789278)
Rivergate,"Nashville, TN",Madison,US,2000 Gallatin Pike N,37115,TN,36.30239,-86.6944,Todd Hunley,OPEN,America/Chicago,https://www.chick-fil-a.com/rivergate,8.0,8.0,2002.0,2002-08-08,interior,True,Stand Alone,False,POINT (-86.6944 36.30239)
I-35 at Aquarena Springs,"Austin, TX",San Marcos,US,1433 N Interstate 35,78666,TX,29.8916322,-97.9151894,Jon Sprencel,OPEN,America/Chicago,https://www.chick-fil-a.com/i35ataquarenasprings,27.0,2.0,2020.0,2020-02-27,interior,True,Stand Alone,False,POINT (-97.9151894 29.8916322)
Kyle,"Austin, TX",Kyle,US,5289 Kyle Center Dr,78640,TX,30.01177,-97.86253,Joseph Ramirez,OPEN,America/Chicago,https://www.chick-fil-a.com/kyle,27.0,5.0,2010.0,2010-05-27,none,True,Stand Alone,False,POINT (-97.86253 30.01177)
Buda,"Austin, TX",Buda,US,15500 S Interstate 35,78610,TX,30.0831356,-97.8234419,Reece Howard,OPEN,America/Chicago,https://www.chick-fil-a.com/buda,28.0,3.0,2019.0,2019-03-28,interior,True,Stand Alone,False,POINT (-97.8234419 30.0831356)
WestPointe Village,"San Antonio, TX",New Braunfels,US,1663 W State Highway 46,78132,TX,29.715238,-98.159558,Hal Leedy,OPEN,America/Chicago,https://www.chick-fil-a.com/westpointevillage,6.0,6.0,2013.0,2013-06-06,interior,True,Stand Alone,False,POINT (-98.159558 29.715238)
Walnut Avenue,"San Antonio, TX",New Braunfels,US,1031 S Walnut Ave,78130,TX,29.68469,-98.12482,Mike Leal,OPEN,America/Chicago,https://www.chick-fil-a.com/walnutavenue,10.0,9.0,1998.0,1998-05-01,interior,True,Stand Alone,False,POINT (-98.12482 29.68469)
Belterra Village,"Austin, TX",Austin,US,165 Hargraves Dr,78737,TX,30.2058847,-97.9771511,Thamson Nguyen,OPEN,America/Chicago,https://www.chick-fil-a.com/belterravillage,10.0,1.0,2019.0,2019-01-10,interior,True,Stand Alone,False,POINT (-97.9771511 30.2058847)
South Mopac at US Hwy 290 West,"Austin, TX",Austin,US,5033-D US 290 West,78735,TX,,,Ken Massey,OPEN,America/Chicago,https://www.chick-fil-a.com/southmopac,11.0,1.0,2001.0,2001-01-11,interior,True,Stand Alone,False,POINT EMPTY
Stephanie at Warm Springs,"Las Vegas, NV",Henderson,US,460 N Stephanie St,89014,NV,36.05761,-115.04575,Dan Mullins,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/stephanieatwarmsprings,26.0,1.0,2017.0,2017-01-26,interior,True,Stand Alone,False,POINT (-115.04575 36.05761)
Las Vegas Blvd & I-215,"Las Vegas, NV",Las Vegas,US,7010 Las Vegas Blvd S,89119,NV,36.0622907,-115.1717906,Henry Cho,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/lasvegasblvdandi215,30.0,7.0,2020.0,2020-07-30,interior,True,Stand Alone,False,POINT (-115.1717906 36.0622907)
Eastern and Ione,"Las Vegas, NV",Las Vegas,US,9925 S Eastern Ave,89183,NV,36.00898,-115.11716,Dave Taplin,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/easternandione,26.0,1.0,2017.0,2017-01-26,interior,True,Stand Alone,False,POINT (-115.11716 36.00898)
North Spokane & Route 2,"Spokane, WA",Spokane,US,9304 N Newport Hwy,99218,WA,47.742352,-117.407851,Ray Emmerling,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/northspokaneandroute2,1.0,12.0,2020.0,2020-12-01,interior,True,Stand Alone,False,POINT (-117.407851 47.742352)
