"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2009"	"2009"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	15	306771529	Unreliable
	"2009"	"2009"	"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium"	"O10.4"	1	306771529	Unreliable
	"2009"	"2009"	"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium"	"O10.9"	1	306771529	Unreliable
	"2009"	"2009"	"Pre-existing hypertensive disorder with superimposed proteinuria"	"O11"	3	306771529	Unreliable
	"2009"	"2009"	"Gestational [pregnancy-induced] hypertension without significant proteinuria"	"O13"	1	306771529	Unreliable
	"2009"	"2009"	"Severe pre-eclampsia"	"O14.1"	8	306771529	Unreliable
	"2009"	"2009"	"Pre-eclampsia, unspecified"	"O14.9"	11	306771529	Unreliable
	"2009"	"2009"	"Eclampsia in pregnancy"	"O15.0"	6	306771529	Unreliable
	"2009"	"2009"	"Eclampsia in the puerperium"	"O15.2"	1	306771529	Unreliable
	"2009"	"2009"	"Eclampsia, unspecified as to time period"	"O15.9"	11	306771529	Unreliable
	"2009"	"2009"	"Unspecified maternal hypertension"	"O16"	5	306771529	Unreliable
	"2009"	"2009"	"Deep phlebothrombosis in pregnancy"	"O22.3"	3	306771529	Unreliable
	"2009"	"2009"	"Venous complication in pregnancy, unspecified"	"O22.9"	3	306771529	Unreliable
	"2009"	"2009"	"Infections of kidney in pregnancy"	"O23.0"	1	306771529	Unreliable
	"2009"	"2009"	"Unspecified infection of urinary tract in pregnancy"	"O23.4"	1	306771529	Unreliable
	"2009"	"2009"	"Infections of the genital tract in pregnancy"	"O23.5"	2	306771529	Unreliable
	"2009"	"2009"	"Pre-existing diabetes mellitus, insulin-dependent"	"O24.0"	2	306771529	Unreliable
	"2009"	"2009"	"Pre-existing diabetes mellitus, unspecified"	"O24.3"	1	306771529	Unreliable
	"2009"	"2009"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	10	306771529	Unreliable
	"2009"	"2009"	"Malnutrition in pregnancy"	"O25"	1	306771529	Unreliable
	"2009"	"2009"	"Retained intrauterine contraceptive device in pregnancy"	"O26.3"	2	306771529	Unreliable
	"2009"	"2009"	"Maternal hypotension syndrome"	"O26.5"	1	306771529	Unreliable
	"2009"	"2009"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	23	306771529	0.0
	"2009"	"2009"	"Other specified pregnancy-related conditions"	"O26.8"	123	306771529	0.0
	"2009"	"2009"	"Cardiac complications of anaesthesia during pregnancy"	"O29.1"	1	306771529	Unreliable
	"2009"	"2009"	"Twin pregnancy"	"O30.0"	1	306771529	Unreliable
	"2009"	"2009"	"Maternal care for tumour of corpus uteri"	"O34.1"	1	306771529	Unreliable
	"2009"	"2009"	"Maternal care for other abnormalities of pelvic organs"	"O34.8"	1	306771529	Unreliable
	"2009"	"2009"	"Maternal care for intrauterine death"	"O36.4"	3	306771529	Unreliable
	"2009"	"2009"	"Infection of amniotic sac and membranes"	"O41.1"	3	306771529	Unreliable
	"2009"	"2009"	"Premature separation of placenta, unspecified"	"O45.9"	3	306771529	Unreliable
	"2009"	"2009"	"Other antepartum haemorrhage"	"O46.8"	2	306771529	Unreliable
	"2009"	"2009"	"Antepartum haemorrhage, unspecified"	"O46.9"	10	306771529	Unreliable
	"2009"	"2009"	"Preterm delivery"	"O60"	1	306771529	Unreliable
	"2009"	"2009"	"Secondary uterine inertia"	"O62.1"	1	306771529	Unreliable
	"2009"	"2009"	"Other uterine inertia"	"O62.2"	1	306771529	Unreliable
	"2009"	"2009"	"Precipitate labour"	"O62.3"	1	306771529	Unreliable
	"2009"	"2009"	"Intrapartum haemorrhage with coagulation defect"	"O67.0"	1	306771529	Unreliable
	"2009"	"2009"	"Rupture of uterus during labour"	"O71.1"	3	306771529	Unreliable
	"2009"	"2009"	"Obstetric laceration of cervix"	"O71.3"	1	306771529	Unreliable
	"2009"	"2009"	"Third-stage haemorrhage"	"O72.0"	7	306771529	Unreliable
	"2009"	"2009"	"Other immediate postpartum haemorrhage"	"O72.1"	3	306771529	Unreliable
	"2009"	"2009"	"Postpartum coagulation defects"	"O72.3"	3	306771529	Unreliable
	"2009"	"2009"	"Central nervous system complications of anaesthesia during labour and delivery"	"O74.3"	1	306771529	Unreliable
	"2009"	"2009"	"Complication of anaesthesia during labour and delivery, unspecified"	"O74.9"	1	306771529	Unreliable
	"2009"	"2009"	"Shock during or following labour and delivery"	"O75.1"	1	306771529	Unreliable
	"2009"	"2009"	"Other complications of obstetric surgery and procedures"	"O75.4"	13	306771529	Unreliable
	"2009"	"2009"	"Complication of labour and delivery, unspecified"	"O75.9"	8	306771529	Unreliable
	"2009"	"2009"	"Puerperal sepsis"	"O85"	19	306771529	Unreliable
	"2009"	"2009"	"Deep phlebothrombosis in the puerperium"	"O87.1"	1	306771529	Unreliable
	"2009"	"2009"	"Venous complication in the puerperium, unspecified"	"O87.9"	1	306771529	Unreliable
	"2009"	"2009"	"Obstetric air embolism"	"O88.0"	1	306771529	Unreliable
	"2009"	"2009"	"Amniotic fluid embolism"	"O88.1"	19	306771529	Unreliable
	"2009"	"2009"	"Obstetric blood-clot embolism"	"O88.2"	22	306771529	0.0
	"2009"	"2009"	"Cardiomyopathy in the puerperium"	"O90.3"	40	306771529	0.0
	"2009"	"2009"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	9	306771529	Unreliable
	"2009"	"2009"	"Obstetric death of unspecified cause"	"O95"	37	306771529	0.0
	"2009"	"2009"	"Other viral diseases complicating pregnancy, childbirth and the puerperium"	"O98.5"	1	306771529	Unreliable
	"2009"	"2009"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	6	306771529	Unreliable
	"2009"	"2009"	"Anaemia complicating pregnancy, childbirth and the puerperium"	"O99.0"	2	306771529	Unreliable
	"2009"	"2009"	"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"	"O99.1"	4	306771529	Unreliable
	"2009"	"2009"	"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"	"O99.2"	3	306771529	Unreliable
	"2009"	"2009"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	19	306771529	Unreliable
	"2009"	"2009"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	58	306771529	0.0
	"2009"	"2009"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	22	306771529	0.0
	"2009"	"2009"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	2	306771529	Unreliable
	"2009"	"2009"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	74	306771529	0.0
"Total"	"2009"	"2009"			685	306771529	0.2
	"2010"	"2010"	"Tubal pregnancy"	"O00.1"	11	308745538	Unreliable
	"2010"	"2010"	"Other ectopic pregnancy"	"O00.8"	1	308745538	Unreliable
	"2010"	"2010"	"Ectopic pregnancy, unspecified"	"O00.9"	9	308745538	Unreliable
	"2010"	"2010"	"Hydatidiform mole, unspecified"	"O01.9"	1	308745538	Unreliable
	"2010"	"2010"	"Missed abortion"	"O02.1"	1	308745538	Unreliable
	"2010"	"2010"	"Spontaneous abortion, incomplete, with other and unspecified complications"	"O03.3"	1	308745538	Unreliable
	"2010"	"2010"	"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O03.6"	1	308745538	Unreliable
	"2010"	"2010"	"Spontaneous abortion, complete or unspecified, without complication"	"O03.9"	2	308745538	Unreliable
	"2010"	"2010"	"Medical abortion, complete or unspecified, complicated by embolism"	"O04.7"	1	308745538	Unreliable
	"2010"	"2010"	"Medical abortion, complete or unspecified, with other and unspecified complications"	"O04.8"	4	308745538	Unreliable
	"2010"	"2010"	"Unspecified abortion, complete or unspecified, with other and unspecified complications"	"O06.8"	1	308745538	Unreliable
	"2010"	"2010"	"Unspecified abortion, complete or unspecified, without complication"	"O06.9"	2	308745538	Unreliable
	"2010"	"2010"	"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection"	"O07.5"	1	308745538	Unreliable
	"2010"	"2010"	"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage"	"O07.6"	1	308745538	Unreliable
	"2010"	"2010"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	8	308745538	Unreliable
	"2010"	"2010"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	13	308745538	Unreliable
	"2010"	"2010"	"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium"	"O10.2"	1	308745538	Unreliable
	"2010"	"2010"	"Pre-existing hypertensive disorder with superimposed proteinuria"	"O11"	2	308745538	Unreliable
	"2010"	"2010"	"Gestational oedema"	"O12.0"	1	308745538	Unreliable
	"2010"	"2010"	"Gestational [pregnancy-induced] hypertension without significant proteinuria"	"O13"	2	308745538	Unreliable
	"2010"	"2010"	"Moderate pre-eclampsia"	"O14.0"	1	308745538	Unreliable
	"2010"	"2010"	"Severe pre-eclampsia"	"O14.1"	8	308745538	Unreliable
	"2010"	"2010"	"Pre-eclampsia, unspecified"	"O14.9"	14	308745538	Unreliable
	"2010"	"2010"	"Eclampsia in pregnancy"	"O15.0"	3	308745538	Unreliable
	"2010"	"2010"	"Eclampsia in the puerperium"	"O15.2"	1	308745538	Unreliable
	"2010"	"2010"	"Eclampsia, unspecified as to time period"	"O15.9"	10	308745538	Unreliable
	"2010"	"2010"	"Unspecified maternal hypertension"	"O16"	5	308745538	Unreliable
	"2010"	"2010"	"Deep phlebothrombosis in pregnancy"	"O22.3"	3	308745538	Unreliable
	"2010"	"2010"	"Venous complication in pregnancy, unspecified"	"O22.9"	1	308745538	Unreliable
	"2010"	"2010"	"Infections of kidney in pregnancy"	"O23.0"	2	308745538	Unreliable
	"2010"	"2010"	"Pre-existing diabetes mellitus, insulin-dependent"	"O24.0"	1	308745538	Unreliable
	"2010"	"2010"	"Pre-existing diabetes mellitus, unspecified"	"O24.3"	2	308745538	Unreliable
	"2010"	"2010"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	15	308745538	Unreliable
	"2010"	"2010"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	22	308745538	0.0
	"2010"	"2010"	"Other specified pregnancy-related conditions"	"O26.8"	116	308745538	0.0
	"2010"	"2010"	"Pregnancy-related condition, unspecified"	"O26.9"	1	308745538	Unreliable
	"2010"	"2010"	"Cardiac complications of anaesthesia during pregnancy"	"O29.1"	1	308745538	Unreliable
	"2010"	"2010"	"Twin pregnancy"	"O30.0"	1	308745538	Unreliable
	"2010"	"2010"	"Triplet pregnancy"	"O30.1"	1	308745538	Unreliable
	"2010"	"2010"	"Maternal care for congenital malformation of uterus"	"O34.0"	1	308745538	Unreliable
	"2010"	"2010"	"Maternal care for tumour of corpus uteri"	"O34.1"	1	308745538	Unreliable
	"2010"	"2010"	"Maternal care for cervical incompetence"	"O34.3"	1	308745538	Unreliable
	"2010"	"2010"	"Maternal care for other abnormalities of gravid uterus"	"O34.5"	1	308745538	Unreliable
	"2010"	"2010"	"Maternal care for intrauterine death"	"O36.4"	2	308745538	Unreliable
	"2010"	"2010"	"Infection of amniotic sac and membranes"	"O41.1"	2	308745538	Unreliable
	"2010"	"2010"	"Placenta praevia with haemorrhage"	"O44.1"	4	308745538	Unreliable
	"2010"	"2010"	"Premature separation of placenta, unspecified"	"O45.9"	10	308745538	Unreliable
	"2010"	"2010"	"Antepartum haemorrhage with coagulation defect"	"O46.0"	3	308745538	Unreliable
	"2010"	"2010"	"Antepartum haemorrhage, unspecified"	"O46.9"	5	308745538	Unreliable
	"2010"	"2010"	"Preterm delivery"	"O60"	1	308745538	Unreliable
	"2010"	"2010"	"Other uterine inertia"	"O62.2"	2	308745538	Unreliable
	"2010"	"2010"	"Other intrapartum haemorrhage"	"O67.8"	1	308745538	Unreliable
	"2010"	"2010"	"Intrapartum haemorrhage, unspecified"	"O67.9"	1	308745538	Unreliable
	"2010"	"2010"	"Rupture of uterus during labour"	"O71.1"	4	308745538	Unreliable
	"2010"	"2010"	"Other obstetric injury to pelvic organs"	"O71.5"	1	308745538	Unreliable
	"2010"	"2010"	"Third-stage haemorrhage"	"O72.0"	5	308745538	Unreliable
	"2010"	"2010"	"Other immediate postpartum haemorrhage"	"O72.1"	7	308745538	Unreliable
	"2010"	"2010"	"Delayed and secondary postpartum haemorrhage"	"O72.2"	1	308745538	Unreliable
	"2010"	"2010"	"Postpartum coagulation defects"	"O72.3"	2	308745538	Unreliable
	"2010"	"2010"	"Complication of anaesthesia during labour and delivery, unspecified"	"O74.9"	1	308745538	Unreliable
	"2010"	"2010"	"Shock during or following labour and delivery"	"O75.1"	2	308745538	Unreliable
	"2010"	"2010"	"Other infection during labour"	"O75.3"	1	308745538	Unreliable
	"2010"	"2010"	"Other complications of obstetric surgery and procedures"	"O75.4"	8	308745538	Unreliable
	"2010"	"2010"	"Other specified complications of labour and delivery"	"O75.8"	1	308745538	Unreliable
	"2010"	"2010"	"Complication of labour and delivery, unspecified"	"O75.9"	10	308745538	Unreliable
	"2010"	"2010"	"Puerperal sepsis"	"O85"	5	308745538	Unreliable
	"2010"	"2010"	"Superficial thrombophlebitis in the puerperium"	"O87.0"	1	308745538	Unreliable
	"2010"	"2010"	"Venous complication in the puerperium, unspecified"	"O87.9"	1	308745538	Unreliable
	"2010"	"2010"	"Amniotic fluid embolism"	"O88.1"	24	308745538	0.0
	"2010"	"2010"	"Obstetric blood-clot embolism"	"O88.2"	24	308745538	0.0
	"2010"	"2010"	"Cardiomyopathy in the puerperium"	"O90.3"	37	308745538	0.0
	"2010"	"2010"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	9	308745538	Unreliable
	"2010"	"2010"	"Obstetric death of unspecified cause"	"O95"	36	308745538	0.0
	"2010"	"2010"	"Viral hepatitis complicating pregnancy, childbirth and the puerperium"	"O98.4"	1	308745538	Unreliable
	"2010"	"2010"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	7	308745538	Unreliable
	"2010"	"2010"	"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"	"O99.1"	1	308745538	Unreliable
	"2010"	"2010"	"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"	"O99.2"	2	308745538	Unreliable
	"2010"	"2010"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	8	308745538	Unreliable
	"2010"	"2010"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	60	308745538	0.0
	"2010"	"2010"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	21	308745538	0.0
	"2010"	"2010"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	1	308745538	Unreliable
	"2010"	"2010"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	86	308745538	0.0
"Total"	"2010"	"2010"			674	308745538	0.2
	"2011"	"2011"	"Tubal pregnancy"	"O00.1"	5	311591917	Unreliable
	"2011"	"2011"	"Other ectopic pregnancy"	"O00.8"	1	311591917	Unreliable
	"2011"	"2011"	"Ectopic pregnancy, unspecified"	"O00.9"	10	311591917	Unreliable
	"2011"	"2011"	"Hydatidiform mole, unspecified"	"O01.9"	1	311591917	Unreliable
	"2011"	"2011"	"Missed abortion"	"O02.1"	1	311591917	Unreliable
	"2011"	"2011"	"Spontaneous abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O03.5"	2	311591917	Unreliable
	"2011"	"2011"	"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O03.6"	1	311591917	Unreliable
	"2011"	"2011"	"Spontaneous abortion, complete or unspecified, with other and unspecified complications"	"O03.8"	1	311591917	Unreliable
	"2011"	"2011"	"Spontaneous abortion, complete or unspecified, without complication"	"O03.9"	1	311591917	Unreliable
	"2011"	"2011"	"Unspecified abortion, complete or unspecified, complicated by embolism"	"O06.7"	1	311591917	Unreliable
	"2011"	"2011"	"Unspecified abortion, complete or unspecified, without complication"	"O06.9"	1	311591917	Unreliable
	"2011"	"2011"	"Other and unspecified failed attempted abortion, with other and unspecified complications"	"O07.8"	2	311591917	Unreliable
	"2011"	"2011"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	12	311591917	Unreliable
	"2011"	"2011"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	14	311591917	Unreliable
	"2011"	"2011"	"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium"	"O10.3"	1	311591917	Unreliable
	"2011"	"2011"	"Pre-existing hypertensive disorder with superimposed proteinuria"	"O11"	3	311591917	Unreliable
	"2011"	"2011"	"Gestational [pregnancy-induced] hypertension without significant proteinuria"	"O13"	1	311591917	Unreliable
	"2011"	"2011"	"HELLP syndrome"	"O14.2"	7	311591917	Unreliable
	"2011"	"2011"	"Pre-eclampsia, unspecified"	"O14.9"	22	311591917	0.0
	"2011"	"2011"	"Eclampsia in pregnancy"	"O15.0"	4	311591917	Unreliable
	"2011"	"2011"	"Eclampsia, unspecified as to time period"	"O15.9"	16	311591917	Unreliable
	"2011"	"2011"	"Unspecified maternal hypertension"	"O16"	5	311591917	Unreliable
	"2011"	"2011"	"Haemorrhage in early pregnancy, unspecified"	"O20.9"	1	311591917	Unreliable
	"2011"	"2011"	"Mild hyperemesis gravidarum"	"O21.0"	1	311591917	Unreliable
	"2011"	"2011"	"Deep phlebothrombosis in pregnancy"	"O22.3"	5	311591917	Unreliable
	"2011"	"2011"	"Venous complication in pregnancy, unspecified"	"O22.9"	1	311591917	Unreliable
	"2011"	"2011"	"Infections of kidney in pregnancy"	"O23.0"	1	311591917	Unreliable
	"2011"	"2011"	"Infections of the genital tract in pregnancy"	"O23.5"	1	311591917	Unreliable
	"2011"	"2011"	"Pre-existing diabetes mellitus, insulin-dependent"	"O24.0"	1	311591917	Unreliable
	"2011"	"2011"	"Pre-existing diabetes mellitus, unspecified"	"O24.3"	2	311591917	Unreliable
	"2011"	"2011"	"Diabetes mellitus arising in pregnancy"	"O24.4"	1	311591917	Unreliable
	"2011"	"2011"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	13	311591917	Unreliable
	"2011"	"2011"	"Malnutrition in pregnancy"	"O25"	2	311591917	Unreliable
	"2011"	"2011"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	29	311591917	0.0
	"2011"	"2011"	"Other specified pregnancy-related conditions"	"O26.8"	145	311591917	0.0
	"2011"	"2011"	"Pregnancy-related condition, unspecified"	"O26.9"	2	311591917	Unreliable
	"2011"	"2011"	"Cardiac complications of anaesthesia during pregnancy"	"O29.1"	1	311591917	Unreliable
	"2011"	"2011"	"Twin pregnancy"	"O30.0"	4	311591917	Unreliable
	"2011"	"2011"	"Maternal care for other abnormalities of gravid uterus"	"O34.5"	1	311591917	Unreliable
	"2011"	"2011"	"Maternal care for intrauterine death"	"O36.4"	3	311591917	Unreliable
	"2011"	"2011"	"Maternal care for poor fetal growth"	"O36.5"	1	311591917	Unreliable
	"2011"	"2011"	"Maternal care for other specified fetal problems"	"O36.8"	1	311591917	Unreliable
	"2011"	"2011"	"Infection of amniotic sac and membranes"	"O41.1"	4	311591917	Unreliable
	"2011"	"2011"	"Malformation of placenta"	"O43.1"	1	311591917	Unreliable
	"2011"	"2011"	"Morbidly adherent placenta"	"O43.2"	4	311591917	Unreliable
	"2011"	"2011"	"Premature separation of placenta with coagulation defect"	"O45.0"	1	311591917	Unreliable
	"2011"	"2011"	"Premature separation of placenta, unspecified"	"O45.9"	9	311591917	Unreliable
	"2011"	"2011"	"Antepartum haemorrhage, unspecified"	"O46.9"	5	311591917	Unreliable
	"2011"	"2011"	"Other uterine inertia"	"O62.2"	4	311591917	Unreliable
	"2011"	"2011"	"Intrapartum haemorrhage, unspecified"	"O67.9"	3	311591917	Unreliable
	"2011"	"2011"	"Rupture of uterus during labour"	"O71.1"	3	311591917	Unreliable
	"2011"	"2011"	"Other obstetric injury to pelvic organs"	"O71.5"	1	311591917	Unreliable
	"2011"	"2011"	"Third-stage haemorrhage"	"O72.0"	2	311591917	Unreliable
	"2011"	"2011"	"Other immediate postpartum haemorrhage"	"O72.1"	10	311591917	Unreliable
	"2011"	"2011"	"Delayed and secondary postpartum haemorrhage"	"O72.2"	1	311591917	Unreliable
	"2011"	"2011"	"Postpartum coagulation defects"	"O72.3"	5	311591917	Unreliable
	"2011"	"2011"	"Shock during or following labour and delivery"	"O75.1"	1	311591917	Unreliable
	"2011"	"2011"	"Other complications of obstetric surgery and procedures"	"O75.4"	15	311591917	Unreliable
	"2011"	"2011"	"Complication of labour and delivery, unspecified"	"O75.9"	5	311591917	Unreliable
	"2011"	"2011"	"Puerperal sepsis"	"O85"	6	311591917	Unreliable
	"2011"	"2011"	"Other specified puerperal infections"	"O86.8"	1	311591917	Unreliable
	"2011"	"2011"	"Cerebral venous thrombosis in the puerperium"	"O87.3"	1	311591917	Unreliable
	"2011"	"2011"	"Venous complication in the puerperium, unspecified"	"O87.9"	1	311591917	Unreliable
	"2011"	"2011"	"Amniotic fluid embolism"	"O88.1"	27	311591917	0.0
	"2011"	"2011"	"Obstetric blood-clot embolism"	"O88.2"	15	311591917	Unreliable
	"2011"	"2011"	"Cardiomyopathy in the puerperium"	"O90.3"	35	311591917	0.0
	"2011"	"2011"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	9	311591917	Unreliable
	"2011"	"2011"	"Abscess of breast associated with childbirth"	"O91.1"	1	311591917	Unreliable
	"2011"	"2011"	"Obstetric death of unspecified cause"	"O95"	40	311591917	0.0
	"2011"	"2011"	"Viral hepatitis complicating pregnancy, childbirth and the puerperium"	"O98.4"	1	311591917	Unreliable
	"2011"	"2011"	"Human immunodeficiency [HIV] disease complicating pregnancy, childbirth and the puerperium"	"O98.7"	3	311591917	Unreliable
	"2011"	"2011"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	14	311591917	Unreliable
	"2011"	"2011"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	10	311591917	Unreliable
	"2011"	"2011"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	58	311591917	0.0
	"2011"	"2011"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	13	311591917	Unreliable
	"2011"	"2011"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	3	311591917	Unreliable
	"2011"	"2011"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	125	311591917	0.0
"Total"	"2011"	"2011"			765	311591917	0.2
	"2012"	"2012"	"Tubal pregnancy"	"O00.1"	2	313914040	Unreliable
	"2012"	"2012"	"Ectopic pregnancy, unspecified"	"O00.9"	9	313914040	Unreliable
	"2012"	"2012"	"Hydatidiform mole, unspecified"	"O01.9"	2	313914040	Unreliable
	"2012"	"2012"	"Blighted ovum and nonhydatidiform mole"	"O02.0"	1	313914040	Unreliable
	"2012"	"2012"	"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O06.5"	1	313914040	Unreliable
	"2012"	"2012"	"Unspecified abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O06.6"	1	313914040	Unreliable
	"2012"	"2012"	"Unspecified abortion, complete or unspecified, with other and unspecified complications"	"O06.8"	1	313914040	Unreliable
	"2012"	"2012"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	14	313914040	Unreliable
	"2012"	"2012"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	13	313914040	Unreliable
	"2012"	"2012"	"Pre-existing hypertensive disorder with superimposed proteinuria"	"O11"	1	313914040	Unreliable
	"2012"	"2012"	"Gestational [pregnancy-induced] hypertension without significant proteinuria"	"O13"	1	313914040	Unreliable
	"2012"	"2012"	"Severe pre-eclampsia"	"O14.1"	3	313914040	Unreliable
	"2012"	"2012"	"HELLP syndrome"	"O14.2"	7	313914040	Unreliable
	"2012"	"2012"	"Pre-eclampsia, unspecified"	"O14.9"	9	313914040	Unreliable
	"2012"	"2012"	"Eclampsia in pregnancy"	"O15.0"	2	313914040	Unreliable
	"2012"	"2012"	"Eclampsia in the puerperium"	"O15.2"	2	313914040	Unreliable
	"2012"	"2012"	"Eclampsia, unspecified as to time period"	"O15.9"	8	313914040	Unreliable
	"2012"	"2012"	"Unspecified maternal hypertension"	"O16"	16	313914040	Unreliable
	"2012"	"2012"	"Deep phlebothrombosis in pregnancy"	"O22.3"	4	313914040	Unreliable
	"2012"	"2012"	"Venous complication in pregnancy, unspecified"	"O22.9"	1	313914040	Unreliable
	"2012"	"2012"	"Infections of the genital tract in pregnancy"	"O23.5"	7	313914040	Unreliable
	"2012"	"2012"	"Diabetes mellitus arising in pregnancy"	"O24.4"	1	313914040	Unreliable
	"2012"	"2012"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	15	313914040	Unreliable
	"2012"	"2012"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	20	313914040	0.0
	"2012"	"2012"	"Other specified pregnancy-related conditions"	"O26.8"	198	313914040	0.1
	"2012"	"2012"	"Maternal care for intrauterine death"	"O36.4"	2	313914040	Unreliable
	"2012"	"2012"	"Maternal care for poor fetal growth"	"O36.5"	1	313914040	Unreliable
	"2012"	"2012"	"Infection of amniotic sac and membranes"	"O41.1"	2	313914040	Unreliable
	"2012"	"2012"	"Morbidly adherent placenta"	"O43.2"	5	313914040	Unreliable
	"2012"	"2012"	"Placenta praevia with haemorrhage"	"O44.1"	2	313914040	Unreliable
	"2012"	"2012"	"Premature separation of placenta, unspecified"	"O45.9"	4	313914040	Unreliable
	"2012"	"2012"	"Other antepartum haemorrhage"	"O46.8"	4	313914040	Unreliable
	"2012"	"2012"	"Antepartum haemorrhage, unspecified"	"O46.9"	4	313914040	Unreliable
	"2012"	"2012"	"Preterm delivery"	"O60"	2	313914040	Unreliable
	"2012"	"2012"	"Long labour, unspecified"	"O63.9"	1	313914040	Unreliable
	"2012"	"2012"	"Other intrapartum haemorrhage"	"O67.8"	1	313914040	Unreliable
	"2012"	"2012"	"Intrapartum haemorrhage, unspecified"	"O67.9"	1	313914040	Unreliable
	"2012"	"2012"	"Rupture of uterus during labour"	"O71.1"	6	313914040	Unreliable
	"2012"	"2012"	"Obstetric high vaginal laceration alone"	"O71.4"	1	313914040	Unreliable
	"2012"	"2012"	"Other obstetric injury to pelvic organs"	"O71.5"	1	313914040	Unreliable
	"2012"	"2012"	"Third-stage haemorrhage"	"O72.0"	2	313914040	Unreliable
	"2012"	"2012"	"Other immediate postpartum haemorrhage"	"O72.1"	9	313914040	Unreliable
	"2012"	"2012"	"Shock during or following labour and delivery"	"O75.1"	3	313914040	Unreliable
	"2012"	"2012"	"Other complications of obstetric surgery and procedures"	"O75.4"	10	313914040	Unreliable
	"2012"	"2012"	"Complication of labour and delivery, unspecified"	"O75.9"	6	313914040	Unreliable
	"2012"	"2012"	"Puerperal sepsis"	"O85"	6	313914040	Unreliable
	"2012"	"2012"	"Venous complication in the puerperium, unspecified"	"O87.9"	1	313914040	Unreliable
	"2012"	"2012"	"Obstetric air embolism"	"O88.0"	1	313914040	Unreliable
