,notice_date,effective_date,received_date,company,city,county,employees,layoff_closure,effective_year
2636,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development Council,Thornton,,3.0,Closure Permanent,2015.0
2637,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,3.0,Closure Permanent,2015.0
2638,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,7.0,Closure Permanent,2015.0
2639,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,8.0,Closure Permanent,2015.0
2640,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Tracy,,9.0,Closure Permanent,2015.0
2641,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2642,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2643,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,4.0,Closure Permanent,2015.0
2644,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,10.0,Closure Permanent,2015.0
2645,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,13.0,Closure Permanent,2015.0
2646,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,21.0,Closure Permanent,2015.0
2647,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,4.0,Closure Permanent,2015.0
2648,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2649,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Lodi,,7.0,Closure Permanent,2015.0
2650,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,7.0,Closure Permanent,2015.0
2651,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Escalon,,5.0,Closure Permanent,2015.0
2652,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,3.0,Closure Permanent,2015.0
2653,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,French Camp,,5.0,Closure Permanent,2015.0
2654,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,10.0,Closure Permanent,2015.0
2655,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2656,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2657,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Lodi,,4.0,Closure Permanent,2015.0
2658,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,9.0,Closure Permanent,2015.0
2659,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Lodi,,5.0,Closure Permanent,2015.0
2660,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2661,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Lathrop,,5.0,Closure Permanent,2015.0
2662,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Lodi,,5.0,Closure Permanent,2015.0
2663,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Lodi,,5.0,Closure Permanent,2015.0
2664,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Lodi,,11.0,Closure Permanent,2015.0
2665,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Manteca,,5.0,Closure Permanent,2015.0
2666,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Manteca,,14.0,Closure Permanent,2015.0
2667,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,3.0,Closure Permanent,2015.0
2668,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Tracy,,4.0,Closure Permanent,2015.0
2669,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,3.0,Closure Permanent,2015.0
2670,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2671,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,19.0,Closure Permanent,2015.0
2672,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2673,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2674,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,4.0,Closure Permanent,2015.0
2675,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Manteca,,5.0,Closure Permanent,2015.0
2676,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Manteca,,5.0,Closure Permanent,2015.0
2677,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2678,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,3.0,Closure Permanent,2015.0
2679,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,4.0,Closure Permanent,2015.0
2680,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,34.0,Closure Permanent,2015.0
2681,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,10.0,Closure Permanent,2015.0
2682,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,18.0,Closure Permanent,2015.0
2683,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,8.0,Closure Permanent,2015.0
2684,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,6.0,Closure Permanent,2015.0
2685,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,2.0,Closure Permanent,2015.0
2686,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Tracy,,5.0,Closure Permanent,2015.0
2687,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,20.0,Closure Permanent,2015.0
2688,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,3.0,Closure Permanent,2015.0
2689,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Manteca,,10.0,Closure Permanent,2015.0
2690,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2691,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2692,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,5.0,Closure Permanent,2015.0
2693,2015-04-30,2015-06-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,3.0,Closure Permanent,2015.0
2694,2015-04-30,2015-09-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,16.0,Closure Permanent,2015.0
2695,2015-04-30,2015-09-30,0  5  / 1  9  / 2  0  15,Head Start Child Development,Stockton,,16.0,Closure Permanent,2015.0
2696,2015-05-19,2015-07-19,0  5  / 1  9  / 2  0  15,Wichcraft Operating LLC,San Francisco,,29.0,Closure Permanent,2015.0
2697,2015-04-30,2015-06-30,0  5  / 2  0  / 2  0  15,Head Start Child Development,Stockton,,8.0,Layoff Permanent,2015.0
2698,2015-05-19,2015-07-20,0  5  / 2  0  / 2  0  15,"NetApp, Inc.",Sunnyvale,,125.0,Layoff Permanent,2015.0
2699,2015-05-20,2015-07-19,0  5  / 2  0  / 2  0  15,SanDisk Corporation,Milpitas,,27.0,Layoff Permanent,2015.0
2700,2015-05-01,2015-07-10,0  5  / 2  1  / 2  0  15,Sonnen BMW,San Rafael,,114.0,Closure Unknown at this time,2015.0
2701,2015-05-08,2015-08-14,0  5  / 2  1  / 2  0  15,"Emulex Corporation, Avago",Costa Mesa,,49.0,Layoff Permanent,2015.0
2702,2015-05-08,2015-08-14,0  5  / 2  1  / 2  0  15,"Emulex Corporation, Avago",San Jose,,38.0,Layoff Permanent,2015.0
2703,2015-05-08,2015-08-28,0  5  / 2  1  / 2  0  15,"Emulex Corporation, Avago",San Jose,,1.0,Layoff Permanent,2015.0
2704,2015-05-21,2015-08-09,0  5  / 2  1  / 2  0  15,Greatwide Distribution Logistics LLC,Fresno,,93.0,Layoff Permanent,2015.0
2705,2015-05-19,2015-05-05,0  5  / 2  2  / 2  0  15,BAE Systems,San Francisco,,104.0,Layoff Temporary,2015.0
2706,2015-05-19,2015-05-12,0  5  / 2  6  / 2  0  15,ITT Cannon LLC,Santa Ana,,10.0,Layoff Permanent,2015.0
2707,2015-05-26,2015-07-25,0  5  / 2  6  / 2  0  15,"The San Diego Union Tribune, LLC",Oceanside,,3.0,Layoff Permanent,2015.0
2708,2015-05-26,2015-07-25,0  5  / 2  6  / 2  0  15,"The San Diego Union Tribune, LLC",San Diego,,175.0,Layoff Permanent,2015.0
2709,2015-05-26,2015-07-29,0  5  / 2  6  / 2  0  15,"Certified Players, Inc.",Inglewood,,118.0,Closure Unknown at this time,2015.0
2710,2015-05-15,2015-07-10,0  5  / 2  7  / 2  0  15,AT&T Global Customer Service,Tustin,,129.0,Layoff Permanent,2015.0
2711,2015-05-15,2015-07-15,0  5  / 2  7  / 2  0  15,"Crystal Cathedral Ministries,",Garden Grove,,27.0,Closure Permanent,2015.0
2712,2015-05-27,2015-07-29,0  5  / 2  7  / 2  0  15,"H.J. Heinz Company, L.P.",Chatsworth,,144.0,Closure Permanent,2015.0
2713,2015-05-20,2015-07-15,0  5  / 2  8  / 2  0  15,"SureFire, LLC",Fountain Valley,,12.0,Layoff Permanent,2015.0
2714,2015-05-20,2015-07-15,0  5  / 2  8  / 2  0  15,"SureFire, LLC",Fountain Valley,,21.0,Layoff Permanent,2015.0
2715,2015-05-20,2015-07-15,0  5  / 2  8  / 2  0  15,"SureFire, LLC",Santa Ana,,2.0,Layoff Permanent,2015.0
2716,2015-05-20,2015-07-15,0  5  / 2  8  / 2  0  15,"SureFire, LLC",Santa Ana,,9.0,Layoff Permanent,2015.0
2717,2015-05-22,2015-07-24,0  5  / 2  8  / 2  0  15,Boeing Company,Huntington Beach,,32.0,Layoff Unknown at this time,2015.0
2718,2015-05-22,2015-07-24,0  5  / 2  8  / 2  0  15,Boeing Company,Long Beach,,91.0,Layoff Unknown at this time,2015.0
2719,2015-05-28,2015-06-30,0  5  / 2  8  / 2  0  15,"Campesinos Unidos, Inc. - Lily",Calexico,,9.0,Closure Permanent,2015.0
2720,2015-05-22,2015-07-24,0  5  / 2  9  / 2  0  15,Boeing Company,El Segundo,,40.0,Layoff Unknown at this time,2015.0
2721,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. -",Brawley,,7.0,Closure Permanent,2015.0
2722,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. - Carmen",Brawley,,10.0,Closure Permanent,2015.0
2723,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. - Claudio",El Centro,,13.0,Closure Permanent,2015.0
2724,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. - Head Start",El Centro,,12.0,Closure Permanent,2015.0
2725,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. - Imperial",Imperial,,2.0,Closure Permanent,2015.0
2726,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. - McKinley",El Centro,,13.0,Closure Permanent,2015.0
2727,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. - Michael H.",Niland,,4.0,Closure Permanent,2015.0
2728,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. - Norah L.",Heber,,9.0,Closure Permanent,2015.0
2729,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. - Victor",El Centro,,15.0,Closure Permanent,2015.0
2730,2015-05-28,2015-06-30,0  5  / 2  9  / 2  0  15,"Campesinos Unidos, Inc. -",Westmorland,,4.0,Closure Permanent,2015.0
2731,2015-05-26,2015-07-27,0  6  / 0  1  / 2  0  15,Envoy,San Diego,,79.0,Layoff Permanent,2015.0
2732,2015-05-28,2015-08-01,0  6  / 0  1  / 2  0  15,Raley's,Newark,,61.0,Closure Permanent,2015.0
2733,2015-05-28,2015-08-07,0  6  / 0  1  / 2  0  15,House of Blues Los Angeles,West Hollywood,,197.0,Closure Permanent,2015.0
2734,2015-05-29,2015-07-08,0  6  / 0  1  / 2  0  15,Symantec Corporation,Mountain View,,13.0,Layoff Permanent,2015.0
2735,2015-05-28,2015-07-31,0  6  / 0  2  / 2  0  15,"Rio Mesa Farms, LLC",Santa Paula,,61.0,Closure Permanent,2015.0
2736,2015-05-28,2015-07-31,0  6  / 0  2  / 2  0  15,"Rio Mesa Farms, LLC",Somis,,74.0,Closure Permanent,2015.0
2737,2015-06-02,2015-08-03,0  6  / 0  2  / 2  0  15,Green Tree Servicing LLC,Rancho,,53.0,Layoff Permanent,2015.0
2738,2015-05-28,2015-07-31,0  6  / 0  3  / 2  0  15,"Ito Packing Company, Inc.",Reedley,,197.0,Closure Permanent,2015.0
2739,2015-05-28,2015-07-31,0  6  / 0  3  / 2  0  15,Ralphs Grocery Company,Mission Hills,,70.0,Closure Unknown at this time,2015.0
2740,2015-05-21,2015-05-20,0  6  / 0  4  / 2  0  15,BAE Systems,San Francisco,,1.0,Layoff Temporary,2015.0
2741,2015-06-04,2015-08-03,0  6  / 0  4  / 2  0  15,Verizon Wireless,Irvine,,50.0,Layoff Permanent,2015.0
2742,2015-06-04,2015-08-07,0  6  / 0  4  / 2  0  15,CR Briggs Corporation,Trona,,31.0,Layoff Permanent,2015.0
2743,2015-06-01,2015-07-31,0  6  / 0  5  / 2  0  15,Alexza Pharmaceuticals,Mountain View,,28.0,Layoff Permanent,2015.0
2744,2015-05-27,2015-05-26,0  6  / 0  8  / 2  0  15,BAE Systems,San Francisco,,1.0,Layoff Temporary,2015.0
2745,2015-06-02,2015-08-03,0  6  / 0  8  / 2  0  15,Compass Pointe Healthcare System,San Gabriel,,68.0,Closure Unknown at this time,2015.0
2746,2015-06-04,2015-09-30,0  6  / 0  8  / 2  0  15,Brooks Automation,Poway,,36.0,Closure Unknown at this time,2015.0
2747,2015-06-08,2015-08-07,0  6  / 0  8  / 2  0  15,Safeway Inc.,Pleasanton,,8.0,Layoff Unknown at this time,2015.0
2748,2015-06-05,2015-08-03,0  6  / 0  9  / 2  0  15,"Littler Mendelson, P.C.",Los Angeles,,2.0,Layoff Permanent,2015.0
2749,2015-06-08,2015-08-12,0  6  / 1  0  / 2  0  15,"Wilshire West Car Wash, LLC",Santa Monica,,66.0,Closure Permanent,2015.0
2750,2015-06-10,2015-09-30,0  6  / 1  1  / 2  0  15,ClosetMaid Corporation,Chino,,71.0,Closure Permanent,2015.0
2751,2015-06-11,2015-08-15,0  6  / 1  1  / 2  0  15,"King Meat, Inc.",Los Angeles,,227.0,Closure Unknown at this time,2015.0
2752,2015-06-12,2015-07-31,0  6  / 1  2  / 2  0  15,Saks & Company LLC,Santa Barbara,,56.0,Closure Permanent,2015.0
2753,2015-06-12,2015-08-10,0  6  / 1  2  / 2  0  15,"Flying Food Group, LLC",Harbor City,,121.0,Layoff Permanent,2015.0
2754,2015-06-05,2015-08-07,0  6  / 1  5  / 2  0  15,Boeing Company,Long Beach,,15.0,Layoff Unknown at this time,2015.0
2755,2015-06-11,2015-07-15,0  6  / 1  5  / 2  0  15,Intel Corporation,Folsom,,152.0,Layoff Permanent,2015.0
2756,2015-06-12,2015-08-14,0  6  / 1  5  / 2  0  15,"Brice Manufacturing Company, Inc.",Pacoima,,15.0,Layoff Permanent,2015.0
2757,2015-06-16,2015-08-17,0  6  / 1  6  / 2  0  15,"Bridgepoint Education, Inc.",San Diego,,2.0,Layoff Permanent,2015.0
2758,2015-06-16,2015-08-17,0  6  / 1  6  / 2  0  15,"Bridgepoint Education, Inc.",San Diego,,5.0,Layoff Permanent,2015.0
2759,2015-06-16,2015-08-17,0  6  / 1  6  / 2  0  15,"Bridgepoint Education, Inc.",San Diego,,12.0,Layoff Permanent,2015.0
2760,2015-06-16,2015-08-15,0  6  / 1  7  / 2  0  15,"Discover Home Loans, Inc.",Irvine,,393.0,Closure Permanent,2015.0
2761,2015-06-11,2015-07-15,0  6  / 1  8  / 2  0  15,Intel Corporation,Santa Clara,,10.0,Layoff Permanent,2015.0
2762,2015-06-11,2015-07-15,0  6  / 1  8  / 2  0  15,Intel Corporation,Santa Clara,,52.0,Layoff Permanent,2015.0
2763,2015-06-11,2015-07-15,0  6  / 1  8  / 2  0  15,Intel Corporation,Santa Clara,,103.0,Layoff Permanent,2015.0
2764,2015-06-23,2015-08-23,0  6  / 2  3  / 2  0  15,"Gap, Inc.",San Francisco,,62.0,Layoff Permanent,2015.0
2765,2015-06-12,2015-09-11,0  6  / 2  4  / 2  0  15,Cal State Steel Corp.,Compton,,44.0,Closure Permanent,2015.0
2766,2015-06-19,2015-08-17,0  6  / 2  4  / 2  0  15,"TABC, Inc.",Long Beach,,104.0,Layoff Permanent,2015.0
2767,2015-06-19,2015-08-21,0  6  / 2  5  / 2  0  15,Boeing Company,El Segundo,,26.0,Layoff Unknown at this time,2015.0
2768,2015-06-19,2015-08-21,0  6  / 2  5  / 2  0  15,Boeing Company,Long Beach,,28.0,Layoff Unknown at this time,2015.0
2769,2015-06-19,2015-08-21,0  6  / 2  5  / 2  0  15,Boeing Compnay,Huntington Beach,,6.0,Layoff Unknown at this time,2015.0
2770,2015-06-23,2015-08-07,0  6  / 2  5  / 2  0  15,"Aerotek, Inc.",Long Beach,,121.0,Layoff Unknown at this time,2015.0
2771,2015-06-23,2015-09-01,0  6  / 2  9  / 2  0  15,Merced Transportation Company,Merced,,107.0,Layoff Permanent,2015.0
2772,2015-06-23,2015-12-31,0  6  / 2  9  / 2  0  15,E2OPEN,San Mateo,,54.0,Closure Permanent,2015.0
2773,2015-06-24,2015-08-31,0  6  / 2  9  / 2  0  15,University of Phoenix,San Francisco,,14.0,Layoff Permanent,2015.0
2774,2015-06-25,2015-08-24,0  6  / 2  9  / 2  0  15,"Intuit, Inc.",San Francisco,,6.0,Layoff Permanent,2015.0
2775,2015-06-25,2015-08-24,0  6  / 2  9  / 2  0  15,"Intuit, Inc.",Woodland Hills,,4.0,Layoff Permanent,2015.0
2776,2015-06-26,2015-07-31,0  6  / 2  9  / 2  0  15,LongView International Technology,Laguna Niguel,,500.0,Layoff Unknown at this time,2015.0
2777,2015-06-26,2015-12-31,0  6  / 2  9  / 2  0  15,Precision Specialty Metals,Los Angeles,,61.0,Closure Unknown at this time,2015.0
2778,2015-06-24,2015-08-19,0  6  / 3  0  / 2  0  15,"SureFire, LLC",Fountain Valley,,1.0,Layoff Permanent,2015.0
2779,2015-06-24,2015-08-19,0  6  / 3  0  / 2  0  15,"SureFire, LLC",Fountain Valley,,14.0,Layoff Permanent,2015.0
2780,2015-06-24,2015-08-19,0  6  / 3  0  / 2  0  15,"SureFire, LLC",Fountain Valley,,26.0,Layoff Permanent,2015.0
2781,2015-06-24,2015-08-19,0  6  / 3  0  / 2  0  15,"SureFire, LLC",Fountain Valley,,45.0,Layoff Permanent,2015.0
2782,2015-06-24,2015-08-19,0  6  / 3  0  / 2  0  15,"SureFire, LLC",Santa Ana,,2.0,Layoff Permanent,2015.0
2783,2015-06-24,2015-08-19,0  6  / 3  0  / 2  0  15,"SureFire, LLC",Santa Ana,,10.0,Layoff Permanent,2015.0
2784,2015-06-25,2015-08-24,0  6  / 3  0  / 2  0  15,"Intuit, Inc.",Menlo Park,,27.0,Layoff Permanent,2015.0
2785,2015-06-25,2015-08-24,0  6  / 3  0  / 2  0  15,"Intuit, Inc.",Mountain View,,13.0,Layoff Permanent,2015.0
2786,2015-06-25,2015-08-24,0  6  / 3  0  / 2  0  15,"Intuit, Inc.",San Diego,,11.0,Layoff Permanent,2015.0
2787,2015-06-25,2015-08-24,0  6  / 3  0  / 2  0  15,"Intuit, Inc.",San Francisco,,86.0,Layoff Permanent,2015.0
2788,2015-06-25,2015-08-24,0  6  / 3  0  / 2  0  15,"Intuit, Inc.",Santa Monica,,49.0,Closure Permanent,2015.0
2789,2015-06-25,2015-08-24,0  6  / 3  0  / 2  0  15,"Intuit, Inc.",Venice,,11.0,Closure Permanent,2015.0
2790,2015-06-29,2015-08-28,0  6  / 3  0  / 2  0  15,"Safeway, Inc.",Pleasanton,,18.0,Layoff Unknown at this time,2015.0
2791,2015-06-30,2015-07-22,0  6  / 3  0  / 2  0  15,Medtronic Ablation Frontiers LLC,Carlsbad,,50.0,Closure Permanent,2015.0
2792,2018-08-28,2018-07-02,"Dream Center Education Holdings, LLC",Alameda,Alameda County,,78.0,Closure Permanent,2018.0
2793,2018-08-28,2018-07-02,"Dream Center Education Holdings, LLC",Ontario,San Bernardino,,88.0,Closure Permanent,2018.0
2794,2018-08-28,2018-07-02,"Dream Center Education Holdings, LLC",Sacramento,Sacramento,,124.0,Closure Permanent,2018.0
2795,2018-08-28,2018-07-02,"Dream Center Education Holdings, LLC",San Bernardino,San Bernardino,,110.0,Closure Permanent,2018.0
2796,2018-08-28,2018-07-02,"Dream Center Education Holdings, LLC",San Francisco,San Francisco,,138.0,Closure Permanent,2018.0
2797,2018-08-28,2018-07-02,"Dream Center Education Holdings, LLC",Santa Ana,Orange County,,161.0,Closure Permanent,2018.0
2798,2018-08-31,2018-07-03,Alaska USA Federal Credit Union,Apple Valley,San Bernardino,,135.0,Closure Permanent,2018.0
2799,2018-08-31,2018-07-05,"Bethesda Lutheran Communities, Inc.",Redding,Shasta County,,34.0,Closure Permanent,2018.0
2800,2018-09-30,2018-07-06,"Sears, Roebuck and Co.",Newark,Alameda County,,8.0,Closure Permanent,2018.0
2801,2018-09-30,2018-07-06,"Sears, Roebuck and Co.",Newark,Alameda County,,46.0,Closure Permanent,2018.0
2802,2018-08-31,2018-07-06,"Eagle Intermodal Services, Inc.",San Bernardino,San Bernardino,,262.0,Closure Permanent,2018.0
2803,2018-06-28,2018-07-09,"Space Systems/Loral, LLC",Palo Alto,Santa Clara,,109.0,Layoff Permanent,2018.0
2804,2018-09-03,2018-07-09,Minson Corporation,Montebello,Los Angeles,,113.0,Closure Permanent,2018.0
2805,2018-09-10,2018-07-10,"Apple Gilroy, Inc.",Milpitas,Santa Clara,,51.0,Closure Permanent,2018.0
2806,2018-09-07,2018-07-10,"FHI, LLC",Riverside,Riverside County,,115.0,Closure Permanent,2018.0
2807,2018-09-10,2018-07-10,"Aqua Metals, Inc.",Alameda,Alameda County,,12.0,Closure Permanent,2018.0
2808,2018-09-10,2018-07-11,"Cavium, Inc.",Irvine,Orange County,,35.0,Layoff Permanent,2018.0
2809,2018-09-10,2018-07-11,"Cavium, Inc.",Roseville,Placer County,,3.0,Layoff Permanent,2018.0
2810,2018-06-11,2018-07-12,"Theranos, Inc.",Newark,Alameda County,,125.0,Layoff Permanent,2018.0
2811,2018-09-10,2018-07-12,"Marvell Semiconductor, Inc.",Aliso Viejo,Orange County,,1.0,Layoff Permanent,2018.0
2812,2018-09-10,2018-07-12,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara,,44.0,Layoff Permanent,2018.0
2813,2018-06-26,2018-07-16,"Banc of California, N.A.",Santa Ana,Orange County,,45.0,Layoff Permanent,2018.0
2814,2018-09-12,2018-07-16,"Novartis Institutes for BioMedical Research, Inc.",Emeryville,Alameda County,,149.0,Closure Permanent,2018.0
2815,2018-06-29,2018-07-18,"Taylor Communications, Inc.",Livermore,Alameda County,,37.0,Closure Permanent,2018.0
2816,2018-09-17,2018-07-18,"Golden State Overnight Delivery Service, Inc.",Gardena,Los Angeles,,72.0,Layoff Permanent,2018.0
2817,2018-09-11,2018-07-18,Hub Group,Perris,Riverside County,,6.0,Layoff Unknown at this time,2018.0
2818,2018-10-31,2018-07-18,The J.M. Smucker Company,San Francisco,San Francisco,,100.0,Closure Permanent,2018.0
2819,2018-09-17,2018-07-19,"Golden State Overnight Delivery Service, Inc.",Santa Ana,Orange County,,66.0,Layoff Permanent,2018.0
2820,2018-10-01,2018-07-19,Ingredion Incorporated,Stockton,San Joaquin,,65.0,Layoff Permanent,2018.0
2821,2018-10-14,2018-07-19,Kmart Corporation,Goleta,Santa Barbara,,146.0,Closure Permanent,2018.0
2822,2018-09-15,2018-07-20,"Wind River Systems, Inc.",Alameda,Alameda County,,64.0,Layoff Permanent,2018.0
2823,2018-09-17,2018-07-20,"iPayment, Inc.",Westlake Village,Ventura County,,30.0,Layoff Permanent,2018.0
2824,2018-09-21,2018-07-23,"Swissport SA, LLC",Los Angeles,Los Angeles,,829.0,Layoff Permanent,2018.0
2825,2018-10-01,2018-07-23,ITW Bay Area Label,San Jose,Santa Clara,,54.0,Closure Permanent,2018.0
2826,2018-09-15,2018-07-23,Fresno Economic Opportunities Commission,Fresno,Fresno County,,47.0,Layoff Unknown at this time,2018.0
2827,2018-07-17,2018-07-24,"Performance Chevrolet, Inc.",Sacramento,Sacramento,,1.0,Layoff Unknown at this time,2018.0
2828,2018-09-30,2018-07-24,"Hakkasan Holdings, LLC, d/b/a Hakkasan Group",West Hollywood,Los Angeles,,99.0,Closure Permanent,2018.0
2829,2018-09-23,2018-07-25,"P.F. Changs China Bistro, lnc.",El Segundo,Los Angeles,,94.0,Closure Permanent,2018.0
2830,2018-09-23,2018-07-25,"Stearns Lending, LLC",Santa Ana,Orange County,,136.0,Closure Permanent,2018.0
2831,2018-09-23,2018-07-26,"DaVita Rx, LLC d/b/a DaVita Rx",San Bruno,San Mateo County,,32.0,Closure Permanent,2018.0
2832,2018-09-24,2018-07-26,"Cavium, Inc.",San Jose,Santa Clara,,7.0,Layoff Permanent,2018.0
2833,2018-09-30,2018-07-27,"MV Transportation, Inc.",Visalia,Tulare County,,135.0,Layoff Permanent,2018.0
2834,2018-10-06,2018-07-27,Best Buy,Long Beach,Los Angeles,,68.0,Closure Permanent,2018.0
2835,2018-08-31,2018-07-30,Bay Club Howard Hughes,Los Angeles,Los Angeles,,100.0,Closure Permanent,2018.0
2836,2018-09-25,2018-07-30,"6417 Selma Hotel, LLC",Los Angeles,Los Angeles,,81.0,Layoff Permanent,2018.0
2837,2018-07-02,2018-07-31,"DW Berry Farms, LLC",Oxnard,Ventura County,,380.0,Layoff Permanent,2018.0
2838,2018-08-03,2018-07-31,"Mattel, Inc.",El Segundo,Los Angeles,,140.0,Layoff Permanent,2018.0
